id,name,char_race_id,npc_grade_id,npc_kind_id,level,npc_template_id,equip_bodies_id,equip_cloths_id,equip_weapons_id,model_id,faction_id,skill_trainer,ai_file_id,merchant,npc_nickname_id,auctioneer,show_name_tag,visible_to_creator_only,no_exp,pet_item_id,base_skill_id,track_friendship,priest,comment1,npc_tendency_id,blacksmith,teleporter,opacity,ability_changer,scale,comment2,comment3,sight_range_scale,sight_fov_scale,milestone_id,attack_start_range_scale,aggression,exp_multiplier,exp_adder,stabler,accept_aggro_link,recruiting_battle_field_id,return_distance,npc_ai_param_id,non_pushable_by_actor,banker,aggro_link_special_rule_id,aggro_link_help_dist,aggro_link_sight_check,expedition,honor_point,trader,aggro_link_special_guard,aggro_link_special_ignore_npc_attacker,comment_wear,absolute_return_distance,repairman,activate_ai_always,so_state,specialty,sound_pack_id,specialty_coin_id,use_range_mod,npc_posture_set_id,mate_equip_slot_pack_id,mate_kind_id,engage_combat_give_quest_id,total_custom_id,no_apply_total_custom,base_skill_strafe,base_skill_delay,npc_interaction_set_id,use_abuser_list,return_when_enter_housing_area,look_converter,use_ddcms_mount_skill,crowd_effect
9089,라보르,1,1,1,45,9,,545,,10,164,f,15,t,17,f,t,f,t,,2,f,f,시스템 : 마구간지기,1,f,f,1.0,f,1.0,긴 모래톱,녹색 늑대 마을,1.0,1.0,3,1.0,f,1.0,0,t,f,0,50.0,0,t,f,0,6.0,f,f,0,f,f,f,마구간지기,200.0,f,f,,f,160,,t,7,,,0,,f,t,0.0,,t,f,f,f,t
9090,브라카힐드,1,1,1,45,9,,385,,10,164,f,15,f,18,f,t,f,t,,2,f,f,시스템 : 각성의 신관,1,f,f,1.0,t,1.0,긴 모래톱,녹색 늑대 마을,1.0,1.0,3,1.0,f,1.0,0,f,f,0,50.0,0,t,f,0,6.0,f,f,0,f,f,f,각성의 신관,200.0,f,f,,f,162,0,t,99,,,0,,f,t,0.0,,t,f,f,f,t
9091,야넬,1,1,1,45,9,,492,,11,164,f,15,t,12,f,t,f,t,,2,f,f,시스템 : 재료 상인,1,f,f,1.0,f,1.0,긴 모래톱,마른 모래톱 야영지,1.0,1.0,3,1.0,f,1.0,0,f,f,0,50.0,0,t,f,0,6.0,f,f,0,f,f,f,재료 상인,200.0,f,f,,f,153,0,t,19,,,0,,f,t,0.0,,t,f,f,f,t
9092,오틸리아나,1,1,1,45,9,,491,46,11,164,f,15,t,7,f,t,f,t,,2,f,f,시스템 : 음식 상인,1,f,f,1.0,f,1.0,긴 모래톱,마른 모래톱 야영지,1.0,1.0,3,1.0,f,1.0,0,f,f,0,50.0,2524,t,f,0,6.0,f,f,0,f,f,f,음식 상인,200.0,f,f,,f,149,0,t,41,,,0,,f,t,0.0,,t,f,f,f,t
9093,실란페,1,1,1,45,9,,490,,11,164,f,15,t,8,f,t,f,t,,2,f,f,시스템 : 약품 상인,1,f,f,1.0,f,1.0,긴 모래톱,마른 모래톱 야영지,1.0,1.0,3,1.0,f,1.0,0,f,f,0,50.0,0,t,f,0,6.0,f,f,0,f,f,f,약품 상인,200.0,f,f,,f,150,0,t,20,,,0,,f,t,0.0,,t,f,f,f,t
9094,비드쿤,1,1,1,45,9,,545,,10,164,f,15,t,17,f,t,f,t,,2,f,f,시스템 : 마구간지기,1,f,f,1.0,f,1.0,긴 모래톱,마른 모래톱 야영지,1.0,1.0,3,1.0,f,1.0,0,t,f,0,50.0,2525,t,f,0,6.0,f,f,0,f,f,f,마구간지기,200.0,f,f,,f,160,,t,1,,,,,f,t,0.0,,t,f,f,f,t
9095,사비야르비,1,1,1,45,9,,248,,11,164,f,15,t,3,f,t,f,t,,2,f,f,시스템 : 잡화 상인,1,f,f,1.0,f,1.0,긴 모래톱,마른 모래톱 야영지,1.0,1.0,3,1.0,f,1.0,0,f,f,0,50.0,0,t,f,0,6.0,f,f,0,f,f,f,잡화 상인,200.0,f,f,,f,148,0,t,11,,,0,,f,t,0.0,,t,f,f,f,t
9096,라삐,1,1,1,45,9,,494,,10,164,f,15,f,0,f,t,f,t,,2,f,f,시스템 : 건축 상인 ,1,f,f,1.0,f,1.0,긴 모래톱,하우징 지역,1.0,1.0,3,1.0,f,1.0,0,f,f,0,50.0,2526,t,f,0,6.0,f,f,0,f,f,f,건축 상인,200.0,f,f,,f,,,t,6,,,0,,f,t,0.0,,t,f,f,f,t
9097,잉리,1,1,1,45,9,,496,,10,164,f,15,t,10,f,t,f,t,,2,f,f,시스템 : 가구 재료 상인,1,f,f,1.0,f,1.0,긴 모래톱,하우징 지역,1.0,1.0,3,1.0,f,1.0,0,f,f,0,50.0,0,t,f,0,6.0,f,f,0,f,f,f,가구 재료 상인,200.0,f,f,,f,151,0,t,23,,,0,,f,t,0.0,,t,f,f,f,t
9098,사비야르비,1,1,1,45,9,,495,48,10,164,f,15,t,11,f,t,f,t,,2,f,f,시스템 : 묘목 상인,1,f,f,1.0,f,1.0,긴 모래톱,하우징 지역,1.0,1.0,3,1.0,f,1.0,0,f,f,0,50.0,2527,t,f,0,6.0,f,f,0,f,f,f,묘목 상인,200.0,f,f,,f,152,0,t,22,,,0,,f,t,0.0,,t,f,f,f,t
9099,오뷔에,1,1,1,45,9,,386,,11,164,f,15,t,37,f,t,f,t,,2,f,f,시스템 : 씨앗 상인,1,f,f,1.0,f,1.0,긴 모래톱,하우징 지역,1.0,1.0,3,1.0,f,1.0,0,f,f,0,50.0,0,t,f,0,6.0,f,f,0,f,f,f,씨앗 상인,200.0,f,f,,f,156,,t,28,,,,508,f,t,0.0,,t,f,f,f,t
9100,클로다,1,1,1,45,9,,384,,11,164,f,15,t,31,f,t,f,t,,2,f,f,시스템 : 가축 상인,1,f,f,1.0,f,1.0,긴 모래톱,하우징 지역,1.0,1.0,3,1.0,f,1.0,0,f,f,0,50.0,2528,t,f,0,6.0,f,f,0,f,f,f,가축 상인,200.0,f,f,,f,155,0,t,27,,,0,,f,t,0.0,,t,f,f,f,t
9101,아틸리리,1,1,1,45,9,,520,,661,164,f,15,f,27,f,t,f,t,,2,f,f,시스템 : 창고 관리인,1,f,f,1.0,f,1.0,긴 모래톱,하우징 지역,1.0,1.0,3,1.0,f,1.0,0,f,f,0,50.0,0,t,t,0,6.0,f,f,0,f,f,f,창고 관리인,200.0,f,f,,f,163,0,t,0,,,0,,f,t,0.0,,t,f,f,f,t
9102,플러그,0,6,2,1,9,,,,774,164,f,15,f,0,f,t,f,t,,2,f,f,사원 요청 NPC. 말하는 개구리,1,f,f,1.0,f,1.5,긴 모래톱,푸른 모래톱 휴양지,1.0,1.0,3,1.0,f,1.0,0,f,f,0,50.0,0,t,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,,t,0,,,0,,f,t,0.0,,t,f,f,f,t
9103,쉬고 있는 여인,1,1,1,45,9,,388,,19,164,f,15,f,0,f,t,f,t,,2,f,f,,1,f,f,1.0,f,1.0,긴 모래톱,푸른 모래톱 휴양지,1.0,1.0,3,1.0,f,1.0,0,f,f,0,50.0,0,t,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,,t,34,,,0,,f,t,0.0,,t,f,f,f,t
9104,잠든 여인,1,1,1,45,9,,392,,11,164,f,15,f,0,f,t,f,t,,2,f,f,,1,f,f,1.0,f,1.0,긴 모래톱,푸른 모래톱 휴양지,1.0,1.0,3,1.0,f,1.0,0,f,f,0,50.0,0,t,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,,t,47,,,0,,f,t,0.0,,t,f,f,f,t
9105,누이안 경호병,1,1,1,50,9,,533,3,10,164,f,15,f,0,f,t,f,t,,2,f,f,누이안 귀족이나 부자들이 노시는 동안 호위를 합니다.,1,f,f,1.0,f,1.0,긴 모래톱,,1.0,1.0,3,1.0,t,1.0,0,f,f,0,50.0,0,t,f,0,6.0,f,f,0,f,f,f,누이안 경호병,200.0,f,f,,f,,0,t,0,,,0,,f,t,0.0,,t,f,f,f,t
9106,하리하란 경호병,5,1,1,50,9,,627,84,19,164,f,15,f,0,f,t,f,t,,2,f,f,하리하란 귀족이나 부자들이 노시는 동안 호위를 합니다.,1,f,f,1.0,f,1.0,긴 모래톱,,1.0,1.0,3,1.0,t,1.0,0,f,f,0,50.0,0,t,f,0,6.0,f,f,0,f,f,f,하리하란 경호병,200.0,f,f,,f,,0,t,0,,,0,,f,t,0.0,,t,f,f,f,t
9107,모래톱 마을 피난민,1,1,1,45,9,,433,,11,164,f,15,f,0,f,t,f,t,,2,f,f,누이안 여자. 모래톱 마을이 크라켄과 해적에게 습격당해 피난나와 있습니다. ,1,f,f,1.0,f,1.0,긴 모래톱,,1.0,1.0,3,1.0,f,1.0,0,f,f,0,50.0,0,t,f,0,6.0,f,f,0,f,f,f,모래톱 마을 피난민,200.0,f,f,,f,,0,t,0,,,0,,f,t,0.0,,t,f,f,f,t
9108,모래톱 마을 피난민,1,1,1,45,9,,433,,10,164,f,15,f,0,f,t,f,t,,2,f,f,누이안 남자. 모래톱 마을이 크라켄과 해적에게 습격당해 피난나와 있습니다. ,1,f,f,1.0,f,1.0,긴 모래톱,,1.0,1.0,3,1.0,f,1.0,0,f,f,0,50.0,0,t,f,0,6.0,f,f,0,f,f,f,모래톱 마을 피난민,200.0,f,f,,f,,0,t,0,,,0,,f,t,0.0,,t,f,f,f,t
9109,황금 혀 항구 선원,1,1,1,45,9,,421,38,10,164,f,15,f,0,f,t,f,t,,2,f,f,선단 선원,1,f,f,1.0,f,1.0,긴 모래톱,,1.0,1.0,3,0.3,t,1.0,0,f,f,0,50.0,0,t,f,0,6.0,f,f,0,f,f,f,선단 선원,200.0,f,f,,f,,,t,14,,,,,f,t,0.0,,t,f,f,f,t
9110,황금 혀 항구 선원,1,1,1,45,9,,422,134,11,164,f,15,f,0,f,t,f,t,,2,f,f,선단 선원,1,f,f,1.0,f,1.0,긴 모래톱,,1.0,1.0,3,1.0,f,1.0,0,f,f,0,50.0,0,t,f,0,6.0,f,f,0,f,f,f,선단 선원,200.0,f,f,,f,,0,t,0,,,0,,f,t,0.0,,t,f,f,f,t
9111,목수,1,1,1,45,9,,460,47,10,164,f,15,f,0,f,t,f,t,,2,f,f,목수(톱질이나 망치질),1,f,f,1.0,f,1.0,긴 모래톱,,1.0,1.0,3,1.0,f,1.0,0,f,f,0,50.0,0,t,f,0,6.0,f,f,0,f,f,f,벌목꾼,200.0,f,f,,f,,0,t,0,,,0,,f,t,0.0,,t,f,f,f,t
9112,인부,1,1,1,45,9,,540,52,10,164,f,15,f,0,f,t,f,t,,2,f,f,"인부(삽질,곡괭이질)",1,f,f,1.0,f,1.0,긴 모래톱,,1.0,1.0,3,1.0,f,1.0,0,f,f,0,50.0,0,t,f,0,6.0,f,f,0,f,f,f,인부,200.0,f,f,,f,,0,t,0,,,0,,f,t,0.0,,t,f,f,f,t
9113,녹색 늑대 마을 사냥꾼,1,1,1,45,9,,1029,,10,164,f,15,f,0,f,t,f,t,,2,f,f,녹색 늑대 마을 사냥꾼,1,f,f,1.0,f,1.0,긴 모래톱,,1.0,1.0,3,0.6,t,1.0,0,f,f,0,50.0,2529,t,f,0,6.0,f,f,0,f,f,f,녹색 늑대 마을 사냥꾼,200.0,f,f,,f,,,t,227,,,,,f,t,0.0,,t,f,f,f,t
9114,녹색 늑대 마을 사냥꾼,1,1,1,45,9,,1029,,11,164,f,15,f,0,f,t,f,t,,2,f,f,녹색 늑대 마을 사냥꾼,1,f,f,1.0,f,1.0,긴 모래톱,,1.0,1.0,3,0.6,t,1.0,0,f,f,0,50.0,2530,t,f,0,6.0,f,f,0,f,f,f,녹색 늑대 마을 사냥꾼,200.0,f,f,,f,,,t,216,,,,,f,t,0.0,,t,f,f,f,t
9115,인간 대포 안내인 아틸러리,1,1,1,45,9,,414,,10,164,f,15,f,0,f,t,f,t,,2,f,f,,1,f,f,1.0,f,1.0,긴 모래톱,,0.7,1.0,3,0.6,f,1.0,0,f,f,0,50.0,0,t,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,,t,92,,,,,f,t,0.0,,t,f,f,f,t
9116,인간 대포 안내인 아크라이트,1,1,1,45,9,,414,,10,164,f,15,f,0,f,t,f,t,,2,f,f,,1,f,f,1.0,f,1.0,긴 모래톱,,0.7,1.0,3,0.6,f,1.0,0,f,f,0,50.0,0,t,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,,t,14,,,,,f,t,0.0,,t,f,f,f,t
9119,연금술사 로웰라드,1,1,1,45,9,,390,,10,164,f,15,f,0,f,t,f,t,,2,f,f,긴 모래톱/ 황금혀 항구,1,f,f,1.0,f,1.0,긴 모래톱,황금혀 항구,0.7,1.0,3,0.6,t,1.0,0,f,f,0,50.0,0,t,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,,t,21,,,,,f,t,0.0,,t,f,f,f,t
9120,화학자 스톨렌,1,1,1,45,9,,8,,10,164,f,15,f,0,f,t,f,t,,2,f,f,긴 모래톱/ 황금혀 항구,1,f,f,1.0,f,1.0,긴 모래톱,황금혀 항구,0.7,1.0,3,0.6,t,1.0,0,f,f,0,50.0,0,t,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,,t,144,,,,,f,t,0.0,,t,f,f,f,t
9121,행복한 신부,1,1,1,45,9,,388,,11,164,f,15,f,0,f,t,f,t,,2,f,f,긴 모래톱/푸른 모래톱 휴양지,1,f,f,1.0,f,1.0,긴 모래톱,푸른 모래톱 휴양지,0.7,1.0,3,0.6,f,1.0,0,f,f,0,50.0,0,t,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,,t,15,,,,749,f,t,0.0,,t,f,f,f,t
9122,시무룩한 신랑,1,1,1,45,9,,388,,10,164,f,15,f,0,f,t,f,t,,2,f,f,긴 모래톱/ 푸른 모래톱 휴양지,1,f,f,1.0,f,1.0,긴 모래톱,푸른 모래톱 휴양지,0.7,1.0,3,0.6,f,1.0,0,f,f,0,50.0,0,t,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,,t,5,,,,748,f,t,0.0,,t,f,f,f,t
9123,어부 티엘라,1,1,1,45,9,,539,,11,164,f,15,f,0,f,t,f,t,,2,f,f,긴 모래톱/ 푸른 모래톱 휴양지,1,f,f,1.0,f,1.0,긴 모래톱,푸른 모래톱 휴양지,0.7,1.0,3,0.6,f,1.0,0,f,f,0,50.0,0,t,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,,t,213,,,,,f,t,0.0,,t,f,f,f,t
9124,달아난 후라칸,1,1,1,45,9,,1016,,10,164,f,15,f,0,f,t,f,t,,2,f,f,긴 모래톱/ 푸른 모래톱 휴양지,1,f,f,1.0,f,1.0,긴 모래톱,푸른 모래톱 휴양지,0.7,1.0,3,0.6,f,1.0,0,f,f,0,50.0,0,t,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,,t,113,,,,,f,t,0.0,,t,f,f,f,t
9125,황금언덕 부족장 바츠비,0,7,1,45,9,,520,11,203,2,f,15,f,0,f,t,f,t,,2,f,f,,1,f,f,1.0,f,1.7,긴 모래톱,황금 언덕 고블린 부락,0.7,1.0,3,0.6,f,1.0,0,f,f,0,50.0,0,f,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,,t,0,,,0,,f,t,0.0,,t,f,f,f,t
9126,모래성 쌓던 시데로스,1,2,1,45,9,,1053,16,10,164,f,18,f,0,f,t,f,t,,2,f,f,,1,f,f,1.0,f,1.0,긴 모래톱,산호초 평원,7.0,1.0,3,3.0,t,1.0,0,f,f,0,100.0,1575,t,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,,t,0,,,,754,f,t,0.0,,t,f,f,f,t
9127,과거를 후회하던 벤틀라,1,2,1,45,9,,1135,120,11,164,f,18,f,0,f,t,f,t,,2,f,f,,1,f,f,1.0,f,1.0,긴 모래톱,산호초 평원,7.0,1.0,3,3.0,t,1.0,0,f,f,0,100.0,1574,t,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,,t,0,,,,752,f,t,0.0,,t,f,f,f,t
9128,정령 군주 림페로다,0,2,5,45,9,,520,,402,164,f,18,f,0,f,t,f,t,,2,f,f,,1,f,f,1.0,f,1.5,긴 모래톱,산호초 평원,7.0,1.0,3,3.0,t,1.0,0,f,f,0,100.0,1573,t,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,,t,0,,,,,f,t,0.0,,t,f,f,f,t
9129,마상전 연습용 인형박쥐,0,1,14,1,9,,520,,507,115,f,15,f,0,f,t,f,f,,2,f,f,마상전 퀘스트용 타겟,3,f,f,1.0,f,1.0,긴 모래톱,긴 모래톱 전역,0.0,1.0,3,0.0,f,1.0,0,f,f,0,50.0,0,f,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,,t,0,,,0,,f,t,0.0,,t,f,f,f,t
9130,티이란,1,1,1,25,9,,725,,11,164,f,15,t,31,f,t,f,t,,2,f,f,가축상인,1,f,f,1.0,f,1.0,이니스테르,주거지역,0.7,1.0,,0.6,f,1.0,0,f,f,0,50.0,0,f,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,155,,t,151,,,,,f,t,0.0,,t,f,f,f,t
9131,네룬,1,1,1,35,9,,792,45,20,164,f,15,f,0,f,t,f,t,,2,f,f,,1,f,f,1.0,f,1.0,로카의 장기말들,,0.7,1.0,,0.6,f,1.0,0,f,f,0,50.0,0,t,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,,t,0,,,,,f,t,0.0,,t,f,f,f,t
9132,엉아,1,1,1,32,9,,810,,20,164,f,15,f,0,f,t,f,t,,2,f,f,,1,f,f,1.0,f,1.0,로카의 장기말들,산사태 지역 연출 엔피시,0.7,1.0,3,0.6,f,1.0,0,f,f,0,50.0,0,t,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,,t,89,,,,,f,t,0.0,,t,f,f,f,t
9133,아리엘,1,1,1,27,9,,737,,11,164,f,15,t,12,f,t,f,t,,2,f,f,재료상인,1,f,f,1.0,f,1.0,이니스테르,주거지역,0.7,1.0,3,0.6,f,1.0,0,f,f,0,50.0,0,t,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,153,,t,19,,,,,f,t,0.0,,t,f,f,f,t
9134,누라라,1,1,1,27,9,,,,661,164,f,15,f,27,f,t,f,t,,2,f,f,창고지기,1,f,f,1.0,f,1.0,이니스테르,주거지역,0.7,1.0,3,0.6,f,1.0,0,f,f,0,50.0,0,t,t,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,163,,t,0,,,,,f,t,0.0,,t,f,f,f,t
9135,난보,1,1,1,25,9,,1522,,18,109,f,15,t,10,f,t,f,t,,2,f,f,가구 재료 상인,1,f,f,1.0,f,1.0,노래의 땅,주거 지역,0.7,1.0,,0.6,f,1.0,0,f,f,0,50.0,0,t,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,151,,t,23,,,,,f,t,0.0,,t,f,f,f,t
9136,난티,5,1,1,25,9,,1525,,18,111,f,15,t,11,f,t,f,t,,2,f,f,묘목 상인,1,f,f,1.0,f,1.0,노래의 땅,주거지역,0.7,1.0,3,0.6,f,1.0,0,f,f,0,50.0,0,t,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,152,,t,22,,,,,f,t,0.0,,t,f,f,f,t
9137,미호,1,1,1,45,9,,1526,,19,111,f,15,t,37,f,t,f,t,,2,f,f,씨앗 상인,1,f,f,1.0,f,1.0,노래의 땅,주거지역,0.7,1.0,3,0.6,f,1.0,0,f,f,0,50.0,0,t,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,156,,t,28,,,,,f,t,0.0,,t,f,f,f,t
9138,리판,5,1,1,25,9,,1523,,19,111,f,15,t,31,f,t,f,t,,2,f,f,가축 상인,1,f,f,1.0,f,1.0,노래의 땅,주거 지역,0.7,1.0,3,0.6,f,1.0,0,f,f,0,50.0,0,t,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,155,,t,27,,,,,f,t,0.0,,t,f,f,f,t
9139,호린,5,1,1,25,9,,1530,,19,111,f,15,t,12,f,t,f,t,,2,f,f,재료상인,1,f,f,1.0,f,1.0,노래의 땅,주거지역,0.7,1.0,3,0.6,f,1.0,0,f,f,0,50.0,0,t,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,153,,t,19,,,,,f,t,0.0,,t,f,f,f,t
9140,아쿠라라,0,1,1,25,9,,,,661,111,f,15,f,27,f,t,f,t,,2,f,f,창고,1,f,f,1.0,f,1.0,노래의 땅,주거지역,0.7,1.0,,0.6,f,1.0,0,f,f,0,50.0,0,t,t,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,163,,t,0,,,,,f,t,0.0,,t,f,f,f,t
9141,제국,5,1,1,50,9,,104,,18,164,f,15,f,54,f,t,f,t,,2,f,f,주거지역의 선인 npc 이벤트,1,f,f,1.0,f,1.0,하슬라,주거지역 봉우리 위치,0.7,1.0,3,0.6,f,1.0,0,f,f,0,50.0,0,t,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,,t,102,,,,,f,t,0.0,,t,f,f,f,t
9142,새해맞이 축제 놀이꾼,1,1,1,45,9,,1508,,17,148,f,15,f,46,f,t,f,t,,2,f,f,,1,f,f,1.0,f,1.0,새해맞이 축제 이벤트용,,0.7,1.0,,0.6,f,1.0,0,f,f,0,50.0,0,t,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,,t,0,,,,525,f,t,0.0,,t,f,f,f,t
9143,새해맞이 축제 놀이꾼,1,1,1,45,9,,1507,,10,148,f,15,f,46,f,t,f,t,,2,f,f,,1,f,f,1.0,f,1.0,새해맞이 축제 이벤트용,,0.7,1.0,,0.6,f,1.0,0,f,f,0,50.0,0,t,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,,t,0,,,,512,f,t,0.0,,t,f,f,f,t
9144,새해맞이 축제 놀이꾼,1,1,1,45,9,,1509,,10,148,f,15,f,46,f,t,f,t,,2,f,f,,1,f,f,1.0,f,1.0,새해맞이 축제 이벤트용,,0.7,1.0,3,0.6,f,1.0,0,f,f,0,50.0,0,f,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,,t,0,,,,427,f,t,0.0,,t,f,f,f,t
9145,새해맞이 축제 놀이꾼,1,1,1,45,9,,1509,,20,149,f,15,f,46,f,t,f,t,,2,f,f,,1,f,f,1.0,f,1.0,새해맞이 축제 이벤트 용,,0.7,1.0,3,0.6,f,1.0,0,f,f,0,50.0,0,t,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,,t,0,,,,537,f,t,0.0,,t,f,f,f,t
9146,새해맞이 축제 놀이꾼,5,1,1,45,9,,1508,,18,149,f,15,f,46,f,t,f,t,,2,f,f,,1,f,f,1.0,f,1.0,새해맞이 축제 이벤트 용,,0.7,1.0,,0.6,f,1.0,0,f,f,0,50.0,0,t,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,,t,0,,,,627,f,t,0.0,,t,f,f,f,t
9147,새해맞이 축제 놀이꾼,5,1,1,45,9,,1507,,19,149,f,15,f,46,f,t,f,t,,2,f,f,,1,f,f,1.0,f,1.0,새해맞이 축제 이벤트 용,,0.7,1.0,,0.6,f,1.0,0,f,f,0,50.0,0,t,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,,t,0,,,,533,f,t,0.0,,t,f,f,f,t
9148,강인한 거대 검은 전갈,1,7,5,50,9,,,,577,115,f,20,f,0,f,t,f,f,,2,f,f,타워디펜스 이벤트,2,f,f,1.0,f,0.8,하슬라,버려진 훈련소,1.0,1.0,3,1.0,t,1.0,0,f,t,0,50.0,3087,f,f,2,6.0,f,f,0,f,f,f,,150.0,f,f,,f,,,t,0,,,,,f,t,0.0,,t,f,f,f,f
9149,강인한 거대 검은 전갈,1,7,5,50,9,,,,577,115,f,20,f,0,f,t,f,f,,2,f,f,타워디펜스 이벤트,2,f,f,1.0,f,1.0,하슬라,버려진 훈련소,1.0,1.0,3,1.0,t,1.0,0,f,t,0,50.0,3088,f,f,2,6.0,f,f,0,f,f,f,,150.0,f,f,,f,,,t,0,,,,,f,t,0.0,,t,f,f,f,f
9150,강인한 거대 검은 전갈,1,7,5,50,9,,,,577,115,f,20,f,0,f,t,f,f,,2,f,f,타워디펜스 이벤트,2,f,f,1.0,f,1.2,하슬라,버려진 훈련소,1.0,1.0,3,1.0,t,1.0,0,f,t,0,50.0,3089,f,f,2,6.0,f,f,0,f,f,f,,150.0,f,f,,f,,,t,0,,,,,f,t,0.0,,t,f,f,f,f
9151,새해 인사 순례단,1,1,1,45,9,,1508,,16,148,f,15,f,46,f,t,f,t,,2,f,f,,1,f,f,1.0,f,1.0,새해맞이 축제 이벤트 용,,0.7,1.0,,0.6,f,1.0,0,f,f,0,50.0,0,t,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,,t,0,,,,651,f,t,0.0,,t,f,f,f,t
9152,복조리 장인,1,1,1,45,9,,1509,,11,148,f,15,f,46,f,t,f,t,,2,f,f,,1,f,f,1.0,f,1.0,설날 이벤트,,0.7,1.0,3,0.6,f,1.0,0,f,f,0,50.0,0,t,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,,t,0,,,,355,f,t,0.0,,t,f,f,f,t
9153,새해맞이 요리사,1,1,1,45,9,,1507,,17,148,f,15,f,46,f,t,f,t,,2,f,f,,1,f,f,1.0,f,1.0,설날 이벤트,,0.7,1.0,3,0.6,f,1.0,0,f,f,0,50.0,0,t,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,,t,0,,,,471,f,t,0.0,,t,f,f,f,t
9154,새해 인사 순례단,1,1,1,45,9,,1508,,21,149,f,15,f,46,f,t,f,t,,2,f,f,,1,f,f,1.0,f,1.0,설날 이벤트,,0.7,1.0,,0.6,f,1.0,0,f,f,0,50.0,0,t,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,,t,0,,,,377,f,t,0.0,,t,f,f,f,t
9155,복조리 장인,1,1,1,45,9,,1509,,19,149,f,15,f,46,f,t,f,t,,2,f,f,,1,f,f,1.0,f,1.0,설날 이벤트,,0.7,1.0,,0.6,f,1.0,0,f,f,0,50.0,0,t,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,,t,0,,,,371,f,t,0.0,,t,f,f,f,t
9156,새해맞이 요리사,1,1,1,45,9,,1507,,20,149,f,15,f,46,f,t,f,t,,2,f,f,,1,f,f,1.0,f,1.0,설날 이벤트,,0.7,1.0,,0.6,f,1.0,0,f,f,0,50.0,0,t,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,,t,0,,,,389,f,t,0.0,,t,f,f,f,t
9157,1단계 꽝,1,1,1,15,9,,520,,323,115,f,15,f,0,f,t,f,f,,2,f,f,,3,f,f,1.0,f,1.0,test,,0.7,1.0,3,0.6,t,1.0,0,f,f,0,50.0,0,f,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,,t,0,,,0,,f,t,0.0,,t,f,f,f,t
9158,2단계 꽝,1,1,1,15,9,,520,,323,115,f,15,f,0,f,t,f,f,,2,f,f,,3,f,f,1.0,f,2.0,test,,0.7,1.0,3,0.6,t,1.0,0,f,f,0,50.0,0,f,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,,,t,0,,,0,,f,t,0.0,,t,f,f,f,t
9159,3단계 꽝,1,1,1,15,9,,520,,323,115,f,15,f,0,f,t,f,f,,2,f,f,,3,f,f,1.0,f,3.0,test,,0.7,1.0,3,0.6,t,1.0,0,f,f,0,50.0,0,f,f,0,6.0,f,f,0,f,f,f,,200.0,f,f,,f,406,,t,0,,,,,f,t,0.0,,t,f,f,f,t
