id,sphere_bubble_id,is_start,speech,npc_id,npc_spawner_id,next_bubble,sound_id,angle,chat_bubble_kind_id,facial,camera_id,change_speaker_name
547,283,f,/주장 전에 왔을 때와는 분위기가 많이 달라진 거 같습니다.,3289,0,548,,12,1,,,
548,283,f,/끄덕 어떤 문제가 있으니 우리가 파견된 거겠지. 숲의 변화를 잘 살펴보세나.,3137,0,0,,193,1,,,
549,283,f,"/사실 땅에 뿌리를 내고 있어야 할 식물들이 동물처럼 활발하게 움직이며, 동물을 잡아먹는 육식성의 포악한 성질을 지닌 기괴한 생명체로 변했습니다.",3289,0,550,,12,1,,,
550,283,f,/한숨 육식성 식물이라니... 끔찍한 일이로군...,3137,0,551,,12,1,,,
551,283,f,/질문 수호자의 숲 근방에서 서식하는 동물들도 변화를 보이고 있습니다.,3288,0,552,,358,1,,,
552,283,f,/질문 구체적으로 어떤 변화를 보이고 있는 건가?,3137,0,553,,177,1,,,
553,283,f,"/질문 온순하던 동물이 난폭하게 변해 사람을 공격하고 있습니다. 특히, 숲의 요정이라 불리던 온순한 페피가 공격적인 모습으로 변해서 사람을 습격하고 있습니다.",3288,0,554,,358,1,,,
554,283,f,/한숨 페피가 난폭하게 변했다니... 정말 큰일이로군...,3137,0,555,,177,1,,,
555,283,f,"/질문 대장, 최근 숲의 수호자 마을 주민이 숲에서 실종되는 사건이 다수 발생했다고 해요. 숲에 나가면 자신도 실종 당할지 모른다며 주민이 겁에 질려 있어요.",3287,0,556,,25,1,,,
556,283,f,/질문 실종되는 사람까지 발생하고 있다니... 확실히 지금 이 숲에서는 뭔가 알 수 없는 일이 발생하고 있는 것 같다. 이런 괴이한 현상이 발생하는 원인을 우리가 빨리 알아내야 한다.,3137,0,557,,210,1,,,
557,283,f,/질문 그런데 클리페는 어디 간거지?,3137,0,558,,210,1,,,
558,283,f,/질문 숲을 조사하겠다고 나갔는데 아직 돌아오지 않았습니다.,3289,0,559,,12,1,,,
559,283,f,/도리도리 또 어디선가 희귀식물을 발견했다고 좋아하며 임무를 잊은 채 식물 연구에 몰두하고 있는 건 아닌지 모르겠군.,3137,0,0,,193,1,,,
560,284,t,/질문 클리페는 아직도 돌아오지 않은 건가?,3137,0,561,,193,1,,,
561,284,f,"/끄덕 네, 연락이 두절 된 상태입니다.",3289,0,562,,12,1,,,
562,284,f,/한숨 숲에서 실종된 주민이 있다는 소문 때문에 걱정이로군... 아무래도 너무 늦는 거 같아.,3137,0,0,,193,1,,,
563,285,t,/질문 클리페가 숲에서 정체를 알 수 없는 이상한 노랫소리를 듣고 눈 부신 빛을 봤다고 합니다.,3289,0,564,,12,1,,,
564,285,f,/끄덕 눈 부신 빛과 정체를 알 수 없는 노랫소리라... 처음 듣는 증언이로군. 그녀가 무슨 일을 겪었는지 자세히 조사해 보는 게 좋을 거 같네.,3137,0,565,,193,1,,,
565,285,f,/받기 알겠습니다. 그녀는 일단 지금 숙소에서 잠이 든 상태입니다. 그녀가 깨어나면 숲에서 어떤 경험을 했는지 자세히 물어보도록 하겠습니다.,3289,0,0,,12,1,,,
566,286,t,/명령 이곳 기억 저편의 숲에서도 수호자의 숲에서와같이 괴이한 현상들이 발생하고 있다고 들었다. 각자 조사한 사항을 보고하도록.,3148,0,567,,249,1,,,
567,286,f,/질문 숲의 수호자인 나무거인이 마을을 습격했습니다. 사람에게 호의를 베풀던 나무거인이 분노에 휩싸여 이성을 잃은 채 사람을 공격하고 있습니다.,3289,0,568,,334,1,,,
568,286,f,/질문 나무거인에게 습격당한 주민의 말에 따르면 톱날 벌목지에 하리하란이 나타나 무분별하게 나무를 자르기 시작하면서부터 숲이 이상하게 변하기 시작했다고 합니다.,3288,0,569,,103,1,,,
569,286,f,"/질문 기억 저편의 숲에서도 주민의 실종사건이 발생하고 있어요. 사냥꾼 마을에선 실종된 주민이 모두 나무거인에게 당했을 거로 생각하지만, 그게 사실인지는 조사를 해봐야 할 것 같아요.",3287,0,570,,69,1,,,
570,286,f,/질문 여기서도 실종 사건이 발생하고 있다니... 클리페! 클리페는 지금 어디 있지?,3148,0,571,,249,1,,,
571,286,f,/도리도리 클리페는 안식의 숲에서 자라는 식물의 생태를 살펴보겠다며 마을 밖으로 나간 후 돌아오지 않았습니다.,3289,0,572,,334,1,,,
572,286,f,/한숨 클리페가 또다시 혼자서 돌아오지 않았다니... 그녀가 혹시라도 이성을 잃은 나무거인을 만나 봉변을 당하는 것이 아닐까 걱정이야...,3148,0,0,,249,1,,,
573,287,t,"/질문 동료인 클리페가 죽고 숲 곳곳에서 발생하고 있는 실종사건과 괴이한 사건들을 종합해 볼 때, 이곳 고대의 숲은 지금 매우 위험한 상태이다.",3148,0,574,,249,1,,,
574,287,f,/주장 우리가 이니스테르에서 이곳으로 파견될 때까지만 해도 상황이 이렇게 심각할 것이라고는 생각하지 못했다. 그래서 우리는 숲의 위험을 대비하지 못해 동료의 죽음을 맞이하게 됐다.,3148,0,575,,249,1,,,
575,287,f,/결론 지금부터 우리는 이곳 고대의 숲에서 조금만 긴장을 풀어도 죽음을 맞이할 수 있다는 각오로 조사에 임해야 할 것이다. ,3148,0,576,,249,1,,,
576,287,f,/괴로움 조사단을 뽑는다고 하기에 가벼운 마음으로 자원해서 온 거였는데 목숨을 걸어야만 하는 일이 될 줄이야...,3288,0,577,,103,1,,,
577,287,f,/질문 지금 이대로 이니스테르로 돌아가서 고대의 숲이 매우 위험한 상태라는 사실을 보고하면 안 될까요?,3287,0,578,,69,1,,,
578,287,f,/거절 그건 허락할 수 없다! 우리가 받은 명령은 숲에서 발생한 이상 현상의 원인을 밝혀내는 것이다.,3148,0,579,,249,1,,,
579,287,f,그냥 이 저주받은 숲에서 빨리 벗어나고 싶은데... 대장은 너무 고지식해서 탈이야!,3287,0,580,,69,2,,,
580,287,f,불안하다. 이대로 더 깊숙한 곳으로 들어가면 무슨 위험이 닥칠지 모르는 상황인데... 난 이런 곳에서 죽고 싶지 않아... 이니스테르의 수많은 미녀가 날 기다리고 있는데...,3288,0,581,,103,2,,,
581,287,f,불안하다... 혹시라도 내가 무슨 일을 당하게 되면 아내와 뱃속의 아기는 어떻게 하지... 불길한 생각은 하지 말자! 난 살아서 집에 돌아갈 수 있다!,3289,0,582,,334,2,,,
582,287,f,불안하다... 하지만 나는 군인이다! 군인은 한 번 받은 명령은 무조건 따라야만 한다! 설사 이곳에서 죽더라도 난 달아나지 않고 명예롭게 죽을 것이다!,3148,0,0,,249,2,,,
583,288,t,/명령 이곳 가리어진 숲에 나타난 괴생명체들에 대해 조사한 것을 보고 하도록.,3161,0,584,,110,1,,,
584,288,f,"/질문 제가 조사한 괴생명체는, 고대시대 때 세상을 지배했다는 흉악한 마귀들의 졸개인 하급 마귀인 재바워키였습니다.",3289,0,585,,282,1,,,
585,288,f,/놀람 재바워키라니! 지금까지 그런 마귀가 세상에 나타났다는 소식을 들은 적이 없는데 정말인가?,3161,0,586,,110,1,,,
586,288,f,/긍정 재바워키가 세상에 다시 등장한 것은 고대시대 이후 처음입니다. 일단 가리어진 숲에 나타나고 있는 괴생명체의 생김새가 옛 문헌에 나온 재바워키의 모습과 똑같습니다.,3289,0,587,,282,1,,,
587,288,f,"/한숨 헬마이어 자네가 그렇게 판단했다면, 그 괴생명체는 분명히 재바워키가 맞을 것이야. 큰일이로군... ",3161,0,590,,334,1,,,
590,288,f,"/질문 제가 조사한 괴생명체는, 오염된 지역에서만 나타난다는 마수인 바실리스크였습니다.",3288,0,591,,103,1,,,
591,288,f,/놀람 청정지역인 고대의 숲에 바실리스크가 나타나다니...,3161,0,592,,334,1,,,
592,288,f,/질문 어쩌면 이 숲은 지금 저주를 받은 상태인지도 모르겠습니다. 바실리스크가 나타난 장소는 십중팔구 저주받은 땅으로 변해왔습니다.,3289,0,593,,282,1,,,
593,288,f,/괴로움 저주를 받은 게 틀림없어요! 숲을 함부로 여기는 하리하란들이 고대의 숲에서 자라는 나무를 무분별하게 자른 탓에 숲의 저주가 이 땅에 내린 게 틀림없어요!,3288,0,594,,103,1,,,
594,288,f,/도리도리 진정해라 마르센! 아직 확실한 것은 아무것도 없다!,3289,0,595,,223,1,,,
595,288,f,저주야! 이건 숲의 저주가 틀림 없어!,3288,0,596,,103,2,,,
596,288,f,어쩌면 정말 숲의 저주가 자연을 훼손하는 누이안과 하리하란에게 내린 것일 지도...,3289,0,597,,282,2,,,
597,288,f,"마르센의 말처럼 정말 숲의 저주가 원인일 지도 모른다. 하지만 우리의 임무는 정확한 원인을 밝혀내는 것이다. 만약 진짜 저주라면, 저주의 원인을 밝혀내 해결책도 알아내야 한다!",3161,0,599,,334,2,,,
598,289,t,"/질문 프리센이 보이지 않는데, 어디에 간 거지?",3161,0,601,,334,1,,,
599,288,f,"/질문 그런데, 프리센은 왜 보이지 않는 건가?",3161,0,600,,334,1,,,
600,288,f,/긁적 거사를 치러야 한다며 화장실에 갔습니다.,3288,0,0,,103,1,,,
601,289,f,/질문 어젯밤에 안개가 자욱할 때 갑자기 야영지 밖으로 뛰쳐나갔습니다.,3289,0,602,,282,1,,,
602,289,f,/질문 무언가를 보고 홀린 듯이 쫓아나갔어요.,3288,0,603,,103,1,,,
603,289,f,/질문 지금 가리어진 숲은 매우 위험한 상태인데... 걱정이로군. 프리센을 빨리 찾아서 야영지로 데리고 와야겠다!,3161,0,0,,334,1,,,
604,290,t,이대로 계속 숲을 조사하다간 살아서 이니스테르로 돌아갈 수 없을 거야. 페데르센 대장은 조사를 끝내기 전에는 돌아갈 생각이 없으니 상황을 봐서 몰래 빠져나가야겠어.,3288,0,0,,0,2,,,
605,291,t,/한숨 완전 폐허로군...,3176,0,606,,48,1,,,
606,291,f,/질문 도대체 이 마을에서 무슨 일이 벌어진 것일까요? 인적은 전혀 느껴지지 않고 거미줄과 커다란 고치만이 마을에 가득하군요.,3289,0,607,,226,1,,,
607,291,f,/질문 우선 이곳에서 발생한 사건의 진상을 알기 위해선 생존자를 찾아봐야 할 것 같다. 그런데 마르센은 어디 간 거지?,3176,0,608,,48,1,,,
608,291,f,/질문 마르센은 생존자를 찾겠다며 집들을 둘러보고 있습니다.,3289,0,609,,226,1,,,
609,291,f,/끄덕 프리센이 죽은 뒤부터 겁에 질려서 꼼짝도 안 할 거 같더니 그래도 막상 움직여야 할 때가 되니까 재빠르게 움직였군.,3176,0,0,,48,1,,,
610,292,t,/도리도리 마르센이 아직도 돌아오지 않았습니다.,3289,0,611,,226,1,,,
611,292,f,/질문 마을을 조사하기 시작하면서 마르센과 마주친 적이 있나?,3176,0,612,,48,1,,,
612,292,f,/도리도리 없습니다. 생존자를 찾아보겠다고 나선 뒤로 한 번도 보지 못했습니다.,3289,0,613,,226,1,,,
613,292,f,/한숨 클리페와 프리센에 이어 마르센인가... ,3176,0,614,,48,2,,,
614,292,f,/질문 마르센이 생존자를 찾다가 숲에서 길을 잃었을 수도 있네. 마을 주변을 한 번 수색해보도록 하지.,3176,0,615,,48,1,,,
615,292,f,/끄덕 알겠습니다. 마을 주변을 살펴보도록 하겠습니다.,3289,0,0,,226,1,,,
616,293,t,"/괴로움 숲의 저주가 클리페와 프리센, 마르센을 모두 죽음으로 몰고 갔습니다. 이건 고대의 숲이 우리에게 더는 접근하지 말라고 경고하는 것입니다.",3289,0,617,,226,1,,,
617,293,f,어쩌면 헬마이어의 말처럼 정말 숲이 우리를 저주하는 것인지도 모른다... 하지만 여기까지 온 이상 고대 무덤 지대까지 가보지 않고 그냥 돌아갈 수는 없다!,3176,0,618,,48,2,,,
618,293,f,"이대로 아무것도 알아내지 못한 채 그냥 이니스테르로 돌아간다면, 숲을 조사하기 위해 왔다가 죽음을 맞이한 클리페와 프리센, 마르센의 죽음은 그냥 개죽음이 되고 마는 것이다.",3176,0,619,,48,2,,,
619,293,f,"/명령 헬마이어, 저기 언덕만 넘어가면 고대 무덤 지대가 있다. 그곳까지만 가서 상황을 잠시 살핀 후, 이니스테르로 돌아가자.",3176,0,620,,48,1,,,
620,293,f,/도리도리 숲의 저주가 지금 우리에게 내렸습니다. 지금 이니스테르로 돌아가지 않고 고대 무덤 지대까지 가는 것은 자살행위나 다름없습니다.,3289,0,621,,226,1,,,
621,293,f,"/주장 지금 이대로 아무것도 알아내지 못한 채 그냥 돌아간다면, 아까운 생명을 잃은 세 동료의 죽음은 그냥 개죽음이 되고 마는 것이야!",3176,0,622,,48,1,,,
622,293,f,"/질문 딱, 고대 무덤 지대까지만이야. 우리 둘이 서로 떨어지지 않고 조심스럽게 움직인다면 별일 없을 거야.",3176,0,623,,48,1,,,
623,293,f,/한숨 후... 알겠습니다...,3289,0,624,,226,1,,,
624,293,f,나는 과연 살아서 이니스테르로 돌아갈 수 있을까...?,3289,0,0,,226,2,,,
625,294,t,/질문 최근 고대의 숲에 커다란 문제가 생겼습니다. 전에는 찾아볼 수 없었던 괴이한 현상들이 발생하고 있습니다.,3135,0,626,,11,1,,,
626,294,f,/질문 그렇습니다. 고대의 숲에서 발견할 수 없었던 땅벌레가 땅속에 나타나 토양에 있는 에너지를 모두 흡수해 숲을 죽이고 있습니다. 땅벌레가 왜 나타나게 된 걸까요?,3121,0,627,,190,1,,,
627,294,f,/결론 고대의 숲에 괴이한 현상이 발생하게 된 것은 모두 신성한 숲이 분노했기 때문입니다. 최근 하리하란 벌목꾼들이 무분별하게 숲의 나무를 벌목하면서 숲이 분노한 것입니다.,3135,0,628,,11,1,,,
628,294,f,/도리도리 숲에서 발생하는 괴이한 일이 하리하란 벌목꾼 때문이라고 아직 속단하긴 이릅니다. 우선은 땅의 기운을 빼앗아 가고 있는 땅벌레를 퇴치해서 땅의 기운을 되살려야 할 것입니다.,3121,0,0,,190,1,,,
630,296,t,/화남 왜 갑자기 하리하란들이 고대의 숲에 많이 나타나 나무를 벌목하는 것이냐? 순순히 말해준다면 무사히 풀어주도록 하겠다.,3262,0,631,,185,1,,,
631,296,f,/절 북방 이슈바라 왕실에서 거대한 함선을 건조하기 위해 나무를 벌목해 오라는 명령이 떨어져서 그렇습니다. 저는 위에서 시키는 대로 한 잘못밖에 없습니다. 제발 살려주십시오.,3120,0,0,,4,1,,,
638,300,f,/질문 마을을 습격했던 나무거인들의 상태가 어떤지 살펴보고 왔나?,3139,0,639,,259,1,,,
639,300,f,/한숨 완전 이성을 잃어버린 모습이었습니다. 눈앞에 있는 살아 있는 생물을 모두 공격하는 난폭한 상태라서 가까이 다가가지 못한 채 멀리서 상태를 살필 수밖에 없었습니다.,3273,0,640,,40,1,,,
640,300,f,/화남 이건 모두 어리석은 하리하란 때문입니다! 톱날 벌목지에 있던 많은 나무가 하리하란에 의해 대부분 벌목 당한 상태입니다.,3272,0,641,,137,1,,,
641,300,f,/질문 나무거인이 분노할 만한 상황이로군... 거인의 요람은 어떤 상태인가?,3139,0,642,,259,1,,,
642,300,f,/도리도리 거인의 요람도 하리하란에 의해 많이 훼손된 상태입니다. 그때문인지 나무거인의 분노가 극에 도달한 상태입니다. 그들은 하리하란과 우리 누이안을 구분하지 못하고 있습니다.,3273,0,643,,40,1,,,
643,300,f,/질문 지금 상태라면 분노한 나무거인이 다시 마을에 쳐들어올 수 있습니다. 피해를 막기 위해선 무언가 조치를 취해야만 합니다.,3272,0,644,,137,1,,,
644,300,f,/한숨 자연을 아끼며 사랑해온 덕분에 나무거인과 친구처럼 지내던 우리 마을이 분노한 나무거인에 의해 위험에 처하게 되다니...,3139,0,0,,259,1,,,
645,301,t,"/질문 누나, 나쁜 나무들이 우리 집을 부숴버려서 밤에 바람이 솔솔 들어오면 너무 추워. 우리 여기서 계속 살아야 하는 거야?",3274,0,646,,0,1,,,
646,301,f,/질문 지붕을 조금 고치면 괜찮아질 거야. 엄마 아빠랑 함께한 추억이 있는 이 집을 버리고 다른 곳에 살 수는 없잖아.,3145,0,647,,0,1,,,
647,301,f,/힘내 지붕을 빨리 고쳤으면 좋겠다.,3274,0,648,,0,1,,,
648,301,f,/한숨 금방 고칠 거니까 조금만 참아.,3145,0,0,,0,1,,,
649,302,t,/슬픔 라겐... 어디 있니? 엄마가 잘못 했다... 엄마가 라겐이 좋아하는 달콤한 수프를 만들어 줄 테니 숨바꼭질을 그만 하고 어서 나오렴... 제발...,3144,0,0,,0,1,,,
662,306,f,/질문 알바트로스? 그게 뭐요?,3304,0,663,,0,1,,,
663,306,f,/대화 옛날부터 수호자의 숲을 수호해 왔다는 전설적인 새입니다. 얼마 전에 수호자의 숲에서 이곳 기억 저편의 숲으로 날아왔다는 소식을 듣고 찾는 중입니다.,,0,665,,0,1,,,
665,306,f,/도리도리 그런 새는 본 적이 없네. 그런데 혹시 그 새를 잡거든 내게 팔게나. 내가 아주 후한 값을 주고 사겠네.,3304,0,0,,0,1,,,
668,307,t,/질문 그 소문에 대해 알아봤어? @NPC_NAME(10334) 총관님이 죽었다는 소문 말이야.,3296,0,669,,0,1,,,
669,307,f,"/한숨 한동안 모습을 안 보이시다가 다시 나타나셨다는군. 노래의 땅에서 무슨 일이 있기는 했던 모양인데, 아무튼 아직 살아있어.",3276,0,670,,0,1,,,
670,307,f,/도리도리 나도 이제 그만 그림자 매 시종 노릇에서 벗어나고 싶어. @NPC_NAME(10334) 총관님이 계시면 그럴 수 없잖아.,3296,0,671,,0,1,npc_sad,,
671,307,f,/쉿 다른 사람들이 듣는다고. 숨죽이면서 명령 잘 듣고 살아야지 어쩌겠어.,3276,0,0,,0,1,,,
673,308,t,/화남 나무거인이 날뛰기 때문에 벌목 작업을 할 수 없다니! 네놈이 죽고 싶은 게냐?,3278,0,674,,0,1,,,
674,308,f,/도리도리 커다란 나무거인에게 짓밟혀 죽은 동료가 벌써 스물입니다. 벌목지에서 미쳐 날뛰는 나무거인을 물리치지 않고 나가서 그냥 일하라는 건 그냥 죽으라는 말이나 다름없습니다.,3277,0,675,,0,1,,,
675,308,f,/화남 이번에 본국에 진상하기로 한 할당량을 채우지 못해도 우린 죽은 목숨이다! 잔말 말고 나가서 일해라!,3278,0,676,,0,1,,,
676,308,f,/도리도리 그럴 순 없습니다! 차리라 저희를 죽이십시오!,3277,0,677,,0,1,,,
677,308,f,/화남 뭣이야!,3278,0,0,,0,1,,,
678,309,t,/저기 그라베센 저 친구는 오늘도 여기 나와서 호숫가만 바라보고 있군요.,3143,0,679,,217,1,,,
679,309,f,"/끄덕 그러게, 그라베센이 저기서 아내를 기다린다며 저러고 있은 지도 벌써 3년이 넘었지...",3151,0,680,,0,1,,,
680,309,f,/질문 호수에서 빠져서 실종된 사람이 3년 동안 돌아오지 못했다면 포기할 법도 한데... 정말 얼마나 사랑했으면 저럴 수 있을까요?,3143,0,681,,0,1,,,
681,309,f,"/도리도리 저건 사랑이 아니라 미련인 거 같아. 그라베센의 아내가 살아 있었으면 좋겠지만, 그럴 확률은 전무하다고 해야 할 거야. 살아 있었다면 진작에 나타났을 테니까!",3151,0,682,,0,1,,,
682,309,f,/끄덕 그렇죠. 물에 빠진 채 3년 동안 살아 있을 수 있는 사람은 세상에 있을 수 없죠.,3143,0,0,,0,1,,,
683,310,t,/저기 고대의 숲에 관광을 온 거라면 저쪽에 있는 호숫가의 별장에 가보라고. 호수의 수려한 풍경이 한눈에 들어오는 곳이라 관광객이 많이 가는 곳이야.,3290,0,0,,312,1,,,
685,312,t,/기침 콜록! 콜록!,3332,0,686,,121,1,,,
686,312,f,/대화 괜찮으십니까?,3333,0,687,,296,1,,,
687,312,f,/기침 콜록! 콜록! 보는 바와 같이 괜찮지 못하다네... 흑마법사의 하수인 놈들에게 당할 줄이야... 그런데 자네는 어쩌다 다리를 다친 건가?,3332,0,688,,121,1,,,
688,312,f,/발구르기 흑마법사가 마을에 쳐들어와 아이들을 납치해 갔습니다. 제 아들 케빈도 흑마법사에게 잡혀갔습니다. 잡혀간 케빈을 구하기 위해 여기 왔다가 그만 다치고 말았습니다.,3333,0,689,,0,1,,,
689,312,f,/기침 콜록! 콜록! 그랬군... 사악한 흑마법사놈들이 아이들을 납치해 무언가 사악한 술수를 부리고 있는 게 분명하군! 빨리 그 증거를 찾아서 외부에 알려야 할 텐데...,3332,0,0,,121,1,,,
691,311,t,이곳은 정말 물이 좋은 거 같지 않아요? 언니들?,3323,19094,692,,0,1,,,
692,311,f,여기가 고대의 숲에서도 특이하게 물이 좋은 곳이라 피부에 정말 좋아. 우리가 괜히 이 먼 곳까지 오는 게 아니잖아?,3321,19093,693,,0,1,,,
693,311,f,맞아 맞아. 근데 요즘 왠지 누군가 쳐다보고 있는 듯한 이상한 기분이 든단 말이야. 괜한 느낌이겠지?,3322,19095,694,,0,1,,,
694,311,f,"에이, 설마 이런 외진 곳에 누가 오겠어요?",3323,19094,696,,0,1,,,
697,316,t,당신도 비파를 배우기 위해 샤오 님을 찾아왔나?,,23008,698,,0,1,,,
698,316,f,샤오 님은 비파를 놓아서 이젠 제자들을 돌보지 않아. ,,23008,699,,0,1,,,
699,316,f,난 혼자 연습을 계속해야겠어. 샤오 님은 언덕 위에 있으니 만나보고 싶으면 올라가 봐.,,23008,0,,0,1,,,
700,314,t,북방 이슈바라 왕궁의 연회물품은 잘 빼돌렸나?,,21589,701,,0,1,,,
701,314,f,/쉿 당연하죠. 이곳 왕은 사치스러우니 큰돈이 될 겁니다. 큭큭.,,8104,702,,0,1,,,
702,314,f,"/박수 좋아, 그런데 우리의 거래가 들킨 건 아니겠지?",,21589,703,,0,1,,,
703,314,f,/끄덕 당연하죠. 우리의 정체는 아무도 모를 겁니다.,,8104,0,,0,1,,,
704,315,t,거기 아무도 없소? 날 흙더미에서 좀 꺼내주시오!,,20174,705,,0,1,,,
705,315,f,여기 백 년 뿌리가 박힌 땅 말이오!,,20174,0,,0,1,,,
707,319,t,이것은 슬픈 사랑의 노래 운명이 갈라 놓은 숭고한 사랑의 노래.,3339,0,708,,0,1,,,
708,319,f,따스한 정원에서 부모의 보살핌을 받고 자란 온실 속의 화초는 먼 남쪽 나라에서 찾아온 붉은 장미에 향기에 취해 사랑에 빠져버렸네.,3339,0,709,,0,1,,,
709,319,f,사랑의 달콤함에 취한 화초는 날카로운 가시가 돋아난 장미를 부둥켜안았다네.,3339,0,710,,0,1,,,
710,319,f,장미의 몸에 돋아난 날카로운 가시에 잎사귀가 찢어지는 온실의 화초.,3339,0,711,,0,1,,,
711,319,f,장미를 안은 대가로 붉은 피를 흘리며 상처 입은 온실의 화초.,3339,0,712,,0,1,,,
712,319,f,화초의 상처를 걱정한 사람들은 둘의 사이를 가르려 했지만 그럴수록 화초는 오히려 더욱 강하게 장미를 끌어안았네.,3339,0,713,,0,1,,,
713,319,f,피 흘리며 상처 난 장미와 화초의 사랑은 결국 이별의 아픔만을 잉태했네.,3339,0,714,,0,1,,,
714,319,f,"사람들은 이별이 상처를 치유한다고 생각했지만, 이별은 둘의 마음에 치유할 수 없는 깊은 상처를 만드네.",3339,0,715,,0,1,,,
715,319,f,장미를 잃은 온실의 화초는 스스로 세상을 떠나가네.,3339,0,716,,0,1,,,
716,319,f,화초의 죽음을 전해 들은 장미도 스스로 세상을 떠나가네.,3339,0,717,,0,1,,,
717,319,f,오! 세상의 편견이 만들어낸 이 끔찍한 비극이여!,3339,0,718,,0,1,,,
718,319,f,누이 여신의 품 안에서 영원의 사랑을 이루었을 둘의 사랑을 축복하리라.,3339,0,0,,0,1,,,
719,320,t,/한숨 세바스티안 백작님께서 점점 더 기괴한 음식을 찾고 계셔서 큰일이야.,3336,0,720,,261,1,,,
720,320,f,/한숨 그러게. 요즘엔 점점 더 자극이 강한 음식을 찾고 계셔...,3337,0,721,,82,1,,,
721,320,f,/괴로움 아무리 백작님께서 만족하신다고 해도 이렇게 괴상한 요리를 내가 만들고 있다는 사실이 너무 괴로워...,3336,0,722,,261,1,,,
722,320,f,/쉿 이봐 조용히 말해... 자고로 낮말은 엘프가 듣고 밤말은 오크가 듣는 법이란 말이야...,3337,0,723,,82,1,,,
723,320,f,"/끄덕 알았어, 조심할게. 그런데 아무래도 세바스티안 백작님께서 미각을 상실하신 거 같아. 그렇지 않고서야 이런 고약한 음식들을 어떻게 맛있게 먹겠어?",3336,0,724,,261,1,,,
724,320,f,/끄덕 맞아. 나도 그렇게 생각했어. 요즘엔 내가 백작님을 위해 만든 요리의 간도 못 보겠어. 한입만 먹어도 혀가 타들어 가는 느낌이 들어서 죽을 거 같거든...,3337,0,725,,82,1,,,
725,320,f,"/웃음 하긴, 자네가 만든 요리 냄새를 맡고 내가 전에 기절할 뻔하긴 했지.",3336,0,726,,261,1,,,
726,320,f,"/웃음 이봐, 난 자네가 만든 요리 생김새만 보고도 욕지기가 치밀어 올랐다고.",3337,0,0,,82,1,,,
728,321,f,/끄덕 본 적 있습니다. 어떤 여자가 이곳에서 자라는 커다란 나무에 대해 이것저것 물어보는 걸 봤습니다.,3100,0,729,,0,1,,,
729,321,f,/질문 혹시 그 여성분이 어디로 갔는지 아시나요?,,0,730,,0,1,,,
730,321,f,/저기 압니다. 그 여자는 저쪽 언덕 너머로 갔습니다.,3100,0,0,,300,1,,,
731,322,t,살아있는 것 같은 석상이다.,,0,0,,0,2,,,
732,323,t,/쉿 이봐요! 이리로 잠깐 와보시겠습니까?,2422,0,733,,0,1,,,
733,323,f,"/팔짱 당신이 이곳에 온 뒤 쭉 지켜봤는데, 아주 믿을만한 분이신 것 같더군요.",2422,0,0,,0,1,,,
734,324,t,우와! 내 비행 실력은 최고야.,,0,0,,0,1,,,
735,325,t,조금만 더 노력하면 만점을 받을 수 있을 거야!,,0,0,,0,1,,,
736,326,t,아쉽지만 만족할만한 점수야.,,0,0,,0,1,,,
737,327,t,한 번 더 도전해볼까?,,0,0,,0,1,,,
738,328,t,그래도 보통 이상의 실력은 가지고 있네?,,0,0,,0,1,,,
739,329,t,"이건 성공 반, 실패 반인가?",,0,0,,0,1,,,
740,330,t,날틀을 타고 뛰어내리면 무슨 일이 생길까?,,0,0,,0,2,,,
741,341,t,조금만 더 낮게 비행하면 좋은 일이 생길 거 같은데?,,0,0,,0,2,,,
742,342,t,바로 위에 뭔가 있는 것 같아.,,0,0,,0,2,,,
744,313,t,침입자다!,,20308,0,,0,1,,,
745,313,t,침입자다!,,20309,0,,0,1,,,
747,344,f,/저기 침묵의 호수가 있는 호숫가는 저기로 내려가면 됩니다.,7553,0,748,,108,1,,,
748,344,f,/인사 고맙습니다.,,0,749,,0,1,,,
749,344,f,/도리도리 사람을 돌로 만드는 괴물이 최근 호숫가에 자주 나타난다고 하니 조심하십시오.,7553,0,0,,0,1,,,
750,345,t,"마야 님, 혹시 서리 언덕 근처에 서리 거인이 돌아다니다 사람을 잡아먹는다는 게 사실인가요? 약초꾼 니콜라이께서 그렇게 말씀하시더라고요. ",7574,0,751,,0,1,,,
751,345,f,"밤에 들리는 나뭇가지 소리가 사실 그 거인이 돌아다니면서 희생자를 찾는 거래요.
",7574,0,752,,0,1,,,
752,345,f,"아니, 그런 몹쓸 소리를 하다니! 서리 거인은 우리 순록 드워프들에겐 두려워만 할 존재는 아니야. 이 근방 설산의 정령 같은 거니까 말이지. ",4797,0,753,,0,1,,,
753,345,f,"서리 거인들은 특별한 방법으로만 불러낼 수 있고, 자기가 모습을 보인 자가 만약 자기와 싸워 이길 정도로 강하다면 특별한 선물을 주지.
",4797,0,754,,0,1,,,
754,345,f,"어머, 그럼 혹시 주술사님은 어떻게 하면 그 서리 거인을 불러낼 수 있는지 아시나요? ",7574,0,755,,0,1,,,
755,345,f,간단하지만 어렵기도 하지. 저기 있는 연못에 들어가면 서리 거인을 부르는 부적을 구할 수 있어. 이 마을 근처의 서리 거인의 비석에 그 부적을 바치면 서리 거인을 불러낼 수 있단다. ,4797,0,0,,0,1,,,
