id,special_effect_type_id,value1,value2,value3,value4
5189,33,16583,0,0,0
5190,15,4144,500,0,0
5192,34,28,1,0,0
5193,36,83,0,0,0
5194,40,30000,0,0,0
5195,41,500,0,0,0
5196,39,0,250,0,0
5197,59,0,0,0,0
5198,52,0,0,0,0
5205,15,4146,0,0,0
5211,33,16604,10,100,0
5217,33,16618,0,0,0
5221,33,16600,1000,0,0
5222,34,21,1,0,0
5223,36,198,0,0,0
5231,33,16638,500,0,0
5232,33,16635,0,0,0
5236,37,254,3000,0,1
5237,35,276,4,0,0
5238,13,1500,30,0,0
5240,33,16654,0,0,0
5242,13,1500,30,0,0
5244,33,16663,3000,0,0
5245,34,3,0,0,0
5246,33,16664,3000,0,0
5247,41,0,0,0,0
5248,40,5000,0,0,0
5249,36,700,0,0,0
5250,34,2,0,0,0
5251,41,0,0,0,0
5252,40,5000,0,0,0
5253,36,700,0,0,0
5259,33,16660,2500,0,0
5268,41,0,0,0,0
5269,35,1104,3,0,0
5272,40,30000,0,0,0
5274,33,16686,0,0,0
5289,59,0,0,0,0
5290,39,0,1,0,0
5291,41,0,0,0,0
5292,52,0,0,0,0
5293,34,43,0,0,0
5294,34,46,0,0,0
5295,34,39,0,0,0
5296,36,83,0,0,0
5297,40,15000,0,0,0
5299,13,700,35,0,0
5300,15,4698,0,0,0
5303,15,4191,1000,0,0
5306,15,4194,1000,0,0
5308,15,4196,1000,0,0
5311,34,46,0,0,0
5339,35,359,4,10,0
5343,34,22,1,0,0
5344,36,198,0,0,0
5352,33,16726,0,0,0
5353,37,255,300,10,1
5354,34,153,0,1,0
5355,36,7,0,0,0
5356,41,0,0,0,0
5357,34,154,0,0,0
5358,34,46,0,0,0
5368,13,700,20,0,0
5389,25,231,0,0,0
5394,34,259,0,1,0
5395,36,405,0,0,0
5396,41,0,0,0,0
5397,34,46,0,0,0
5398,34,260,0,0,0
5404,33,16081,0,0,0
5418,34,153,0,1,0
5419,36,4,0,0,0
5420,41,0,0,0,0
5421,34,46,0,0,0
5422,34,154,0,0,0
5439,34,287,1,0,0
5440,36,1009,0,0,0
5441,41,0,0,0,0
5442,40,3000,0,0,0
5443,39,0,125,0,0
5444,59,0,0,0,0
5445,52,0,0,0,0
5450,1,870,1,1,0
5451,1,870,2,2,0
5452,34,302,1,0,0
5453,36,1009,0,0,0
5454,33,16727,0,0,0
5485,30,0,0,0,0
5486,27,20158,0,0,0
5488,37,255,300,10,1
5489,33,16846,0,20,0
5490,37,255,300,10,1
5491,33,16858,0,0,0
5492,33,16858,0,30,0
5493,34,18,0,0,0
5494,25,386,0,0,0
5495,33,16870,0,0,0
5497,33,16876,0,100,0
5506,29,500,0,0,0
5507,29,500,0,0,0
5508,29,500,0,0,0
5509,29,500,0,0,0
5510,29,500,0,0,0
5511,33,16896,0,0,0
5512,34,18,0,0,0
5513,34,46,0,0,0
5515,34,203,0,0,0
5516,41,0,0,0,0
5517,39,0,100,0,0
5518,40,5000,0,0,0
5519,36,700,0,0,0
5520,37,255,300,10,1
5524,34,188,0,1,0
5525,36,412,0,0,0
5526,41,0,0,0,0
5527,34,46,0,0,0
5528,34,200,0,0,0
5530,39,0,300,0,0
5531,40,2000,0,0,0
5532,52,0,0,0,0
5533,59,0,0,0,0
5535,35,412,4,0,0
5537,35,412,4,0,0
5539,35,412,4,0,0
5541,35,412,4,0,0
5543,40,6000,0,0,0
5545,34,46,0,0,0
5549,15,4306,1000,0,0
5550,33,14793,1000,100,0
5553,33,16662,0,0,0
5554,63,0,0,0,0
5555,63,0,0,0,0
5556,63,0,0,0,0
5558,63,0,0,0,0
5560,63,0,0,0,0
5561,63,0,0,0,0
5562,54,1000,0,0,0
5563,36,404,0,0,0
5564,15,4307,1000,0,0
5565,13,600,45,0,0
5566,13,600,45,0,0
5567,15,4355,100,0,0
5568,63,0,0,0,0
5569,59,0,0,0,0
5570,33,11415,0,0,0
5572,15,4478,1000,1,0
5573,27,15643,0,0,0
5575,33,16263,200,0,0
5576,33,16654,0,0,0
5578,34,167,0,0,0
5579,23,0,0,0,0
5580,27,21299,0,0,0
5581,37,184,2000,0,1
5582,37,214,2000,0,1
5583,64,0,0,0,0
5584,65,0,0,0,0
5585,15,4389,1000,1,0
5586,59,0,0,0,0
5588,41,0,0,0,0
5590,34,427,0,1,0
5592,34,428,0,0,0
5593,36,83,0,0,0
5595,13,700,35,0,0
5597,33,17065,0,0,0
5599,27,21338,0,0,0
5600,15,4395,0,0,0
5601,34,41,0,1,0
5603,34,334,0,0,0
5604,38,211,0,15,0
5605,34,74,0,0,0
5606,34,46,0,0,0
5612,13,700,40,0,0
5617,33,17103,0,0,0
5621,13,1000,40,0,0
5622,34,126,0,0,0
5623,36,229,0,0,0
5625,34,46,0,0,0
5626,34,167,0,0,0
5627,15,4419,1000,0,0
5628,40,10000,0,0,0
5629,41,0,0,0,0
5635,35,768,1,0,0
5636,42,50,20,0,0
5644,34,46,0,0,0
5645,34,154,0,0,0
5651,34,46,0,0,0
5652,34,154,0,0,0
5659,34,46,0,0,0
5660,34,154,0,0,0
5666,34,46,0,0,0
5667,34,154,0,0,0
5683,39,0,375,0,0
5684,40,6000,0,0,0
5685,52,0,0,0,0
5689,34,40,0,0,0
5690,36,570,0,0,0
5697,38,38,4500,0,0
5698,37,211,0,7,1
5700,38,143,0,25,0
5702,34,15,0,0,0
5704,38,2,0,25,0
5705,38,142,0,25,0
5707,39,0,300,0,0
5708,40,0,0,0,0
5709,52,0,0,0,0
5712,38,3,0,25,0
5713,38,287,0,25,0
5714,38,288,0,25,0
5716,41,0,0,0,0
5717,39,0,155,0,0
5718,40,5000,0,0,0
5720,52,0,0,0,0
5721,59,0,0,0,0
5722,38,66,0,50,0
5725,34,153,0,1,0
5726,36,746,0,0,0
5727,41,0,0,0,0
5728,34,153,0,1,0
5729,36,747,0,0,0
5730,41,0,0,0,0
5731,34,153,0,1,0
5732,36,1105,0,0,0
5733,41,0,0,0,0
5734,34,153,0,1,0
5735,36,1106,0,0,0
5736,41,0,0,0,0
5737,25,389,0,0,0
5740,33,17177,0,0,0
5742,34,41,0,1,0
5743,36,4,0,0,0
5744,34,46,0,0,0
5745,40,6000000000000,0,0,0
5746,34,14,3,0,0
5747,37,115,200,0,1
5750,25,399,0,0,0
5751,34,126,0,0,0
5752,36,229,0,0,0
5753,38,38,4500,0,0
5754,39,0,450,0,0
5755,41,0,0,0,0
5756,40,18000,0,0,0
5757,52,0,0,0,0
5758,59,0,0,0,0
5769,34,126,0,0,0
5770,36,535,0,0,0
5771,38,81,6500,0,0
5778,34,46,0,0,0
5779,39,0,600,0,0
5780,41,0,0,0,0
5781,40,36000,0,0,0
5782,52,0,0,0,0
5783,59,0,0,0,0
5785,15,4488,1000,0,0
5786,15,4488,1000,0,0
5788,33,17231,0,0,0
5789,33,17260,0,0,0
5792,33,17254,3000,0,0
5793,33,17255,3000,0,0
5794,33,17256,3000,0,0
5795,33,17257,3000,0,0
5796,33,17258,3000,0,0
5797,13,200,90,0,0
5798,13,200,90,0,0
5809,25,400,0,0,0
5810,33,17253,3000,0,0
5811,33,17259,1500,0,0
5812,58,1556,1000,0,0
5815,33,17307,2000,0,0
5823,61,0,0,0,0
5824,61,0,0,0,0
5825,61,0,0,0,0
5827,61,0,0,0,0
5828,61,0,0,0,0
5829,61,0,0,0,0
5831,61,0,0,0,0
5832,61,0,0,0,0
5833,61,0,0,0,0
5834,61,0,0,0,0
5838,61,0,0,0,0
5840,61,0,0,0,0
5845,34,46,0,0,0
5846,34,199,0,0,0
5847,39,0,1,0,0
5848,40,15000,0,0,0
5849,52,0,0,0,0
5850,59,0,0,0,0
5851,52,0,0,0,0
5852,37,223,0,200,1
5853,37,115,0,200,1
5854,34,46,0,0,0
5855,15,4516,1000,0,0
5856,15,4517,1000,0,0
5857,5,100,0,0,0
5858,33,17352,0,100,0
5861,5,100,0,0,0
5862,61,0,0,0,0
5863,34,253,0,0,0
5864,36,671,0,0,0
5865,41,0,0,0,0
5871,34,20,3,0,0
5891,61,0,0,0,0
5892,61,0,0,0,0
5893,61,0,0,0,0
5894,61,0,0,0,0
5895,61,0,0,0,0
5897,34,389,3,0,0
5898,61,0,0,0,0
5899,61,0,0,0,0
5903,61,0,0,0,0
5904,61,0,0,0,0
5906,52,0,0,0,0
5907,59,0,0,0,0
5908,39,0,25,0,0
5911,33,17389,0,0,0
5913,13,200,10,0,0
5914,13,100,90,0,0
5922,41,0,0,0,0
5923,15,4514,0,0,0
5924,38,61,1000,0,0
5926,33,11822,0,100,0
5927,61,0,0,0,0
5931,41,0,0,0,0
5948,34,263,4,0,0
5954,27,23434,0,0,0
5956,15,4579,5000,0,0
5957,34,41,0,1,0
5958,36,523,0,0,0
5959,41,0,0,0,0
5960,34,40,0,0,0
5962,39,0,50,0,0
5963,40,20000,0,0,0
5964,33,17439,0,100,0
5965,37,79,1000,0,1
5966,35,523,4,0,0
5967,34,46,0,0,0
5968,34,39,0,0,0
5970,36,85,0,0,0
5971,41,0,0,0,0
5972,40,20000,0,0,0
5973,13,1000,10,0,0
5974,36,125,0,0,0
5975,34,40,0,0,0
5976,15,4584,0,0,0
5978,33,17446,0,0,0
5980,33,17449,0,0,0
5982,34,40,0,0,0
5983,36,326,0,0,0
5984,41,0,0,0,0
5985,40,40000,0,0,0
5987,33,17453,0,0,0
5988,33,17467,0,100,0
5989,27,23418,0,0,0
5992,34,32,2,0,0
5993,38,89,0,35,0
5994,39,0,250,0,0
5995,41,0,0,0,0
5996,40,30000,0,0,0
5997,52,0,0,0,0
5998,59,0,0,0,0
5999,1,870,1,1,0
6000,1,870,2,2,0
6001,61,0,0,0,0
6002,27,24429,0,0,0
6008,33,17129,2000,0,0
6009,5,100,0,0,0
6010,24,504,0,0,0
6012,33,17511,1000,100,0
6013,33,17512,2000,0,0
6022,33,17516,2000,0,0
6029,34,359,0,1,0
6030,41,0,0,0,0
6032,40,30000,0,0,0
6033,59,0,0,0,0
6034,52,0,0,0,0
6036,13,1000,10,0,0
6038,34,14,3,0,0
6039,34,14,3,0,0
6040,41,0,0,0,0
6041,40,15000,0,0,0
6042,59,0,0,0,0
6043,13,1000,10,0,0
6047,34,362,0,0,0
6048,34,362,0,0,0
6049,15,4603,1500,0,0
6052,34,46,0,0,0
6053,34,46,0,0,0
6054,34,46,0,0,0
6055,34,46,0,0,0
6056,34,46,0,0,0
6057,33,17539,0,0,0
6058,25,402,0,0,0
6059,33,17542,0,75,0
6060,33,17543,100,75,0
6061,33,17546,0,50,0
6062,13,600,45,0,0
6064,13,800,45,0,0
6065,33,17552,0,0,0
6067,34,358,0,0,0
6068,41,0,0,0,0
6069,40,10000,0,0,0
6070,25,405,0,0,0
6071,25,403,0,0,0
6072,25,404,0,0,0
6073,33,17559,2000,0,0
6074,38,105,0,35,0
6075,34,46,0,0,0
6077,33,17567,2000,0,0
6079,41,0,0,0,0
6081,34,194,0,1,0
6082,34,206,0,0,0
6084,34,46,0,0,0
6087,33,17572,3000,0,0
6088,33,17573,5000,0,0
6089,33,17574,2000,0,0
6091,43,11918,0,0,0
6092,36,1035,0,0,0
6094,36,1035,0,0,0
6097,34,39,0,0,0
6099,39,0,100,0,0
6100,41,0,0,0,0
6102,33,17588,8000,0,0
6105,33,17601,0,0,0
6106,11,18,0,0,0
6107,15,4632,3000,0,0
6117,66,1,0,0,0
6122,66,1,0,0,0
6124,33,17588,8000,0,0
6127,34,434,0,0,0
6128,34,41,0,0,0
6130,34,40,0,0,0
6131,41,0,0,0,0
6132,40,15000,0,0,0
6137,25,353,0,0,0
6138,37,261,0,10,1
6139,37,261,0,10,1
6140,37,261,0,10,1
6146,33,17588,8000,0,0
6149,36,671,0,0,0
6152,41,0,0,0,0
6153,40,12000,0,0,0
6154,34,46,0,0,0
6155,33,17632,0,0,0
6156,33,17588,0,0,0
6157,40,12000,0,0,0
6158,40,12000,0,0,0
6160,34,187,0,0,0
6161,40,60000,0,0,0
6162,33,17763,0,0,0
6163,33,17638,0,0,0
6166,33,17645,0,100,0
6169,37,272,100,0,1
6170,25,408,0,0,0
6173,33,17661,0,0,0
6175,33,17667,0,0,0
6177,35,802,4,0,0
6178,34,429,0,1,0
6179,36,559,0,0,0
6180,34,46,0,0,0
6181,34,430,0,0,0
6184,34,46,0,0,0
6185,35,230,4,0,0
6191,61,0,0,0,0
6192,41,0,0,0,0
6193,25,389,0,0,0
6195,27,14189,0,0,0
6199,41,0,0,0,0
6200,34,46,0,0,0
6201,34,154,0,0,0
6202,36,747,0,0,0
6203,40,0,0,0,0
6204,33,17686,0,100,0
6207,37,261,0,20,1
6210,27,23678,0,0,0
6212,37,115,500,0,1
6213,42,0,0,0,0
6217,24,4944,0,0,0
6220,33,17706,0,0,0
6221,25,354,0,0,0
6222,15,4765,1000,0,0
6235,36,1050,0,0,0
6236,34,404,4,0,0
6237,36,1050,0,0,0
6238,34,402,4,0,0
6239,36,1050,0,0,0
6240,33,17646,0,100,0
6241,39,0,1125,0,0
6242,40,15000,0,0,0
6243,52,0,0,0,0
6244,59,0,0,0,0
6246,15,4880,1000,0,0
6251,37,264,0,8,1
6255,37,265,0,6,1
6256,37,265,0,6,1
6257,37,266,0,4,1
6258,37,266,0,4,1
6259,37,266,0,4,1
6260,37,266,0,4,1
6261,37,266,0,4,1
6262,37,266,0,4,1
6263,37,266,0,4,1
6264,37,266,0,4,1
6269,13,450,40,0,0
6271,33,17764,0,0,0
6272,33,17974,2000,0,0
6273,25,408,0,0,0
6274,33,17686,0,100,0
6275,33,17687,0,100,0
6276,25,406,0,0,0
6277,33,17848,1500,0,0
6280,15,3251,0,0,0
6282,37,273,0,0,1
6283,33,17954,2000,0,0
6286,67,5,0,0,0
6288,67,4,0,0,0
6289,40,13000,0,0,0
6290,33,17975,2000,0,0
6291,33,17977,2000,0,0
6292,33,17979,2000,0,0
6305,33,18021,500,0,0
6306,25,411,0,0,0
6307,38,263,0,10,0
6308,38,263,0,10,0
6312,38,263,0,10,0
6314,30,0,0,0,0
6316,33,17970,0,0,0
6324,25,353,0,0,0
6327,5,100,0,0,0
6329,15,4918,2000,0,0
6331,33,17645,0,100,0
6337,33,18044,5000,0,0
6339,33,17646,0,100,0
6340,35,241,3,0,0
6341,37,264,0,8,1
6342,37,265,0,6,1
6343,37,265,0,6,1
6345,37,130,0,40,1
6350,35,795,4,0,0
6351,35,795,3,0,0
6352,37,129,0,40,1
6353,37,131,0,40,1
6355,43,0,378,1,0
6356,34,29,0,0,0
6357,34,29,0,0,0
6362,40,10000,0,0,0
6363,41,0,0,0,0
6364,34,358,0,0,0
6367,40,10000,0,0,0
6368,41,0,0,0,0
6371,34,367,0,0,0
6372,36,873,0,0,0
6373,37,190,0,200,1
6375,24,504,0,0,0
6377,39,0,383,0,0
6378,41,0,0,0,0
6379,34,374,0,0,0
6381,43,14929,0,1,0
6382,43,17412,0,1,0
6383,43,16783,0,1,0
6389,34,29,0,0,0
6392,37,286,0,20,1
6393,41,0,0,0,0
6396,41,0,0,0,0
6397,34,302,1,0,0
6398,36,201,0,0,0
6405,40,15000,0,0,0
6406,39,0,400,0,0
6407,52,0,0,0,0
6408,59,0,0,0,0
6411,46,2000,50,50,0
6414,33,18077,1000,100,0
6415,1,899,1,1,0
6417,34,39,0,0,0
6418,34,46,0,0,0
6420,42,0,25,100,0
6421,33,18082,0,0,0
6428,66,1,0,0,0
6435,61,0,0,0,0
6436,34,56,0,0,0
6437,41,0,0,0,0
6438,34,48,0,0,0
6439,33,17183,0,0,0
6440,33,17183,0,0,0
6442,34,199,0,0,0
6443,36,1339,0,0,0
6444,34,46,0,0,0
6449,63,0,0,0,0
6450,63,0,0,0,0
6451,36,1103,0,0,0
6452,63,0,0,0,0
6453,34,201,0,0,0
6455,34,406,0,0,0
6456,36,999,0,0,0
6457,37,273,50,0,1
6458,34,407,0,0,0
6462,34,46,0,0,0
6463,34,406,0,0,0
6464,36,999,0,0,0
6465,34,46,0,0,0
6466,34,407,0,0,0
6468,37,273,50,0,1
6469,34,406,0,0,0
6470,36,999,0,0,0
6471,34,46,0,0,0
6472,34,407,0,0,0
6474,37,273,50,0,1
6477,33,18108,0,0,0
6478,33,18114,0,0,0
6481,15,2353,0,0,0
6482,59,0,0,0,0
6483,59,0,0,0,0
6484,59,0,0,0,0
6485,59,0,0,0,0
6486,59,0,0,0,0
6487,59,0,0,0,0
6488,59,0,0,0,0
6489,39,0,485,0,0
6491,40,45000,0,0,0
6492,52,0,0,0,0
6494,1,870,1,1,0
6495,1,870,2,2,0
6497,1,870,1,1,0
6498,1,870,2,2,0
6500,1,870,1,1,0
6501,1,870,2,2,0
6506,48,18127,1000,0,0
6507,48,18126,1000,0,0
6523,15,4978,1000,0,0
6540,61,0,0,0,0
6541,59,0,0,0,0
6542,34,41,0,0,0
6543,36,544,0,0,0
6544,41,0,0,0,0
6545,34,46,0,0,0
6546,34,39,0,0,0
6547,40,1000,0,0,0
6549,15,5012,1000,0,0
6550,33,18177,0,0,0
6551,15,5011,0,0,0
6553,27,24288,0,0,0
6556,34,287,1,0,0
6557,36,1121,0,0,0
6558,34,287,1,0,0
6559,36,1122,0,0,0
6560,34,302,1,0,0
6561,36,1121,0,0,0
6562,34,302,1,0,0
6563,36,1122,0,0,0
6564,59,0,0,0,0
6565,41,0,0,0,0
6566,40,18000,0,0,0
6567,39,0,175,0,0
6568,52,0,0,0,0
6570,36,1129,0,0,0
6571,34,106,1,0,0
6572,36,1130,0,0,0
6573,34,106,1,0,0
6576,40,0,0,0,0
6577,52,0,0,0,0
6578,39,0,0,0,0
6579,40,24000,0,0,0
6580,39,0,700,0,0
6581,52,0,0,0,0
6585,36,405,0,0,0
6586,34,259,0,1,0
6587,41,0,0,0,0
6588,36,405,0,0,0
6589,34,259,0,1,0
6590,41,0,0,0,0
6594,41,0,0,0,0
6595,34,146,2,0,0
6598,37,115,0,15,1
6599,38,2,0,20,0
6600,37,261,0,50,1
6601,37,65,0,50,1
6604,33,18217,0,100,0
6605,36,1160,0,0,0
6606,34,451,0,0,0
6607,38,300,1000,0,0
6608,33,18223,1000,100,0
6609,40,12000,0,0,0
6610,39,0,200,0,0
6611,52,0,0,0,0
6612,61,0,0,0,0
6613,59,0,0,0,0
6614,41,0,0,0,0
6615,33,18226,300,100,0
6616,34,46,0,0,0
6617,40,15000,0,0,0
6628,48,18131,1000,0,0
6629,43,11918,0,0,0
6630,33,14248,15000,0,0
6632,40,20000,0,0,0
6633,41,0,0,0,0
6634,34,371,0,0,0
6639,37,65,300,0,1
6640,37,65,300,0,1
6641,37,65,300,0,1
6643,37,65,300,0,1
6644,38,293,0,100,0
6647,41,0,0,0,0
6649,34,39,0,0,0
6651,40,2000,0,0,0
6652,37,261,0,25,1
6653,37,261,0,18,1
6655,34,39,0,0,0
6656,40,2000,0,0,0
6657,34,39,0,0,0
6658,40,2000,0,0,0
6659,41,0,0,0,0
6660,34,39,0,0,0
6661,40,2000,0,0,0
6662,34,39,0,0,0
6663,40,2000,0,0,0
6664,34,39,0,0,0
6665,40,2000,0,0,0
6668,37,105,0,20,1
6669,37,105,0,20,1
6670,37,105,0,20,1
6672,36,757,3,0,0
6673,36,757,3,0,0
6674,36,757,3,0,0
6676,35,633,4,0,0
6678,33,18270,0,0,0
6680,63,0,0,0,0
6681,41,0,0,0,0
6682,35,727,3,0,0
6683,34,39,0,0,0
6684,40,2000,0,0,0
6685,35,727,3,0,0
6686,34,39,0,0,0
6687,40,2000,0,0,0
6688,35,727,3,0,0
6689,34,39,0,0,0
6690,40,2000,0,0,0
6695,37,77,0,25,1
6696,37,77,0,20,1
6697,37,77,0,15,1
6701,35,633,4,0,0
6707,61,0,0,0,0
6708,36,902,0,0,0
6710,41,0,0,0,0
6711,40,5000,0,0,0
6712,37,126,5,0,1
6713,13,700,45,0,0
6715,41,0,0,0,0
6717,36,600,0,0,0
6718,34,357,0,0,0
6719,40,30000,0,0,0
6720,34,46,0,0,0
6721,36,601,0,0,0
6722,34,356,0,0,0
6725,36,255,0,0,0
6726,34,24,1,0,0
6727,36,255,0,0,0
6728,34,25,1,0,0
6729,36,255,0,0,0
6730,34,24,1,0,0
6732,36,255,0,0,0
6733,34,25,1,0,0
6734,40,30000,0,0,0
6735,39,0,250,0,0
6736,52,0,0,0,0
6740,43,10082,0,1,0
6747,34,41,0,0,0
6749,41,0,0,0,0
6752,34,46,0,0,0
6753,37,312,0,10,1
6755,34,46,0,0,0
6756,33,18301,0,0,0
6757,33,18303,0,0,0
6759,34,367,0,0,0
6760,40,5000,0,0,0
6761,38,214,0,60,0
6763,41,0,0,0,0
6764,36,860,0,0,0
6766,40,10000,0,0,0
6769,41,0,0,0,0
6770,34,358,0,0,0
6771,40,15000,0,0,0
6772,35,860,4,0,0
6774,41,0,0,0,0
6775,36,405,0,0,0
6776,34,370,0,0,0
6777,40,15000,0,0,0
6778,35,907,4,0,0
6779,35,907,4,0,0
6781,34,357,0,0,0
6782,38,214,1000,0,0
6783,34,46,0,0,0
6784,40,30000,0,0,0
6785,34,364,0,0,0
6786,33,18319,0,0,0
6787,61,0,0,0,0
6788,59,0,0,0,0
6789,33,18319,0,0,0
6798,41,0,0,0,0
6799,34,358,0,0,0
6800,40,10000,0,0,0
6801,34,41,0,0,0
6805,34,39,0,0,0
6807,41,0,0,0,0
6808,34,356,0,0,0
6809,40,13000,0,0,0
6813,41,0,0,0,0
6814,34,357,0,0,0
6815,40,14000,0,0,0
6816,24,504,0,0,0
6822,41,0,0,0,0
6823,36,532,0,0,0
6824,34,36,4,0,0
6825,38,305,0,10,0
6826,40,24000,0,0,0
6827,39,0,200,0,0
6828,52,0,0,0,0
6830,37,305,0,10,1
6831,37,305,0,10,1
6832,37,305,0,10,1
6833,37,305,0,10,1
6834,59,0,0,0,0
6835,36,532,0,0,0
6836,34,404,4,0,0
6837,38,305,0,10,0
6839,68,0,0,0,0
6840,68,0,0,0,0
6841,41,6400,0,0,0
6842,34,357,0,0,0
6843,40,10000,0,0,0
6844,34,358,0,0,0
6845,34,46,0,0,0
6849,41,0,0,0,0
6850,34,46,0,0,0
6851,34,356,0,0,0
6852,40,2000,0,0,0
6862,37,139,200,0,1
6863,37,139,200,0,1
6864,37,139,200,0,1
6865,37,139,200,0,1
6866,37,139,200,0,1
6867,37,139,200,0,1
6868,37,139,200,0,1
6872,33,18370,0,0,0
6873,34,363,0,1,0
6874,41,0,0,0,0
6875,34,46,0,0,0
6876,34,368,0,0,0
6877,40,10000,0,0,0
6879,13,1500,20,0,0
6880,36,229,0,0,0
6881,34,126,0,0,0
6882,38,38,12000,0,0
6883,40,5000,0,0,0
6884,59,0,0,0,0
6885,41,0,0,0,0
6886,61,0,0,0,0
6890,33,18360,0,0,0
6891,34,46,0,0,0
6895,33,18362,0,0,0
6897,33,18318,0,0,0
6898,33,18357,0,0,0
6901,34,97,1,0,0
6902,35,795,3,0,0
6903,34,46,0,0,0
6904,35,795,4,0,0
6905,13,1000,60,0,0
6908,41,0,0,0,0
6909,34,46,0,0,0
6910,34,371,0,0,0
6911,40,2000,0,0,0
6913,33,18395,0,0,0
6914,68,0,0,0,0
6915,13,1000,20,0,0
6916,13,650,10,0,0
6917,13,1500,20,0,0
6920,13,1000,20,0,0
6921,34,356,0,0,0
6927,34,357,0,0,0
6933,67,4,0,0,0
6934,67,4,0,0,0
6935,67,4,0,0,0
6937,67,4,0,0,0
6939,34,360,0,0,0
6942,34,304,0,1,0
6946,67,4,0,0,0
6947,67,4,0,0,0
6948,67,4,0,0,0
6949,67,4,0,0,0
6950,61,0,0,0,0
6951,59,0,0,0,0
6952,36,527,0,0,0
6953,34,56,0,0,0
6954,41,0,0,0,0
6955,34,162,0,0,0
6956,34,46,0,0,0
6957,40,1000,0,0,0
6959,41,0,0,0,0
6961,34,46,0,0,0
6962,34,357,0,0,0
6963,40,5000,0,0,0
6964,34,46,0,0,0
6965,34,356,0,0,0
6966,13,800,20,0,0
6968,36,329,0,0,0
6969,34,366,0,0,0
6970,38,24,0,20,0
6971,41,0,0,0,0
6972,40,30000,0,0,0
6976,34,131,0,0,0
6977,34,29,0,0,0
6978,37,145,0,40,1
6979,13,700,45,0,0
6980,34,288,1,0,0
6981,36,201,3,0,0
6983,36,1121,0,0,0
6984,34,289,1,0,0
6985,36,1122,0,0,0
6986,34,290,1,0,0
6989,36,200,0,0,0
6990,34,18,1,1,0
6991,35,1126,4,0,0
6992,35,1126,4,0,0
6993,35,1126,4,0,0
6997,37,254,0,7,1
7003,33,18432,2000,0,0
7006,33,18435,0,0,0
7007,33,18239,2000,0,0
7008,18,0,0,0,0
7011,41,0,0,0,0
7012,34,131,0,0,0
7014,41,0,0,0,0
7015,34,39,0,0,0
7016,33,17645,0,100,0
7017,33,17645,0,100,0
7032,37,44,0,20,1
7044,37,302,10,0,1
7050,35,335,4,0,0
7066,34,39,0,0,0
7067,34,289,1,0,0
7068,35,480,3,0,0
7071,35,480,3,0,0
7072,34,290,1,0,0
7074,41,0,0,0,0
7075,34,39,0,0,0
7082,13,300,60,0,0
7083,40,6000,0,0,0
7086,34,41,0,1,0
7089,36,557,0,0,0
7090,34,40,0,0,0
7091,34,46,0,0,0
7092,34,196,0,1,0
7095,34,208,0,0,0
7096,34,46,0,0,0
7097,34,46,0,0,0
7098,33,18477,0,0,0
7099,13,300,40,0,0
7100,27,1439,0,0,0
7101,40,5000,0,0,0
7104,34,39,0,0,0
7109,34,39,0,0,0
7110,35,557,3,0,0
7116,34,40,0,0,0
7117,38,349,0,5,0
7118,34,40,0,0,0
7122,66,0,0,0,0
7124,34,2,0,1,0
7125,37,349,0,5,1
7127,33,18486,0,0,0
7128,33,18483,0,0,0
7129,33,18495,0,0,0
7132,34,39,0,0,0
7135,34,39,0,0,0
7136,36,564,0,0,0
7137,34,259,0,1,0
7138,34,46,0,0,0
7139,34,260,0,0,0
7142,35,1104,3,0,0
7143,37,304,0,3,1
7167,34,39,0,0,0
7170,33,14026,0,0,0
7181,69,0,0,0,0
7182,34,41,0,1,0
7183,37,304,0,3,1
7184,34,46,0,0,0
7185,34,40,0,0,0
7189,34,39,3,0,0
7193,35,405,1,0,0
7194,35,633,4,0,0
7195,35,633,4,0,0
7198,37,105,0,5,1
7199,37,105,0,5,1
7201,35,633,4,0,0
7206,33,18534,0,0,0
7210,34,31,2,0,0
7214,34,32,2,0,0
7215,37,295,0,35,1
7216,34,46,2,0,0
7221,34,46,2,0,0
7224,41,0,0,0,0
7225,34,131,0,0,0
7237,33,18555,0,0,0
7239,33,18560,0,0,0
7240,33,18561,0,0,0
7241,33,18562,0,0,0
7246,34,305,0,1,0
7247,41,0,0,0,0
7248,34,131,0,0,0
7249,13,700,40,0,0
7250,37,87,0,60,1
7251,35,749,4,0,0
7252,35,1104,3,0,0
7253,34,260,0,0,0
7254,38,87,0,60,0
7255,35,749,4,0,0
7256,34,65,0,1,0
7257,34,76,0,1,0
7262,34,304,0,1,0
7263,34,310,0,1,0
7264,34,323,0,1,0
7265,34,1,0,1,0
7266,34,2,0,1,0
7267,34,41,0,0,0
7269,34,1,0,0,0
7270,34,46,0,0,0
7272,35,643,4,0,0
7278,61,0,0,0,0
7280,59,0,0,0,0
7281,25,372,0,0,0
7282,61,0,0,0,0
7283,59,0,0,0,0
7284,36,1194,0,0,0
7285,34,447,0,0,0
7287,40,42000,0,0,0
7288,39,0,600,0,0
7289,52,0,0,0,0
7290,33,11560,0,0,0
7294,68,0,0,0,0
7295,33,18604,0,0,0
7296,33,18606,0,0,0
7298,34,41,1,0,0
7299,34,46,0,0,0
7301,34,39,1,0,0
7302,41,0,0,0,0
7303,40,7000,0,0,0
7328,33,18623,0,0,0
7341,33,18621,0,0,0
7351,36,330,0,0,0
7352,34,171,0,0,0
