id,delay,next_phase,keep_requester,show_tip,show_end_time,tip
2606,1000,8297,f,f,f,
2607,1000,8298,f,f,f,
2608,1000,8310,f,f,f,
2609,1000,8316,f,f,f,
2611,1000,8328,f,f,f,
2613,1000,8342,f,f,f,
2614,60000,8743,f,f,f,
2615,60000,8526,f,f,f,
2616,1000,8264,f,f,f,
2618,180000,8362,f,f,f,
2620,3600000,8388,f,f,f,
2621,600000,8359,f,f,f,
2622,10000,8358,f,f,f,
2623,100000,8364,f,f,f,
2624,180000,8361,f,f,f,
2625,1000,8376,f,f,f,
2626,1000,8378,f,f,f,
2627,1000,8387,f,f,f,
2629,500,8388,f,f,f,
2630,60000,2297,f,f,f,
2632,1000,,f,f,f,
2633,1000,8392,f,f,f,
2634,1000,8403,f,f,f,
2635,30000,8407,f,f,f,
2636,1500,8409,f,f,f,
2637,1500,8411,f,f,f,
2638,30000,8413,f,f,f,
2639,1666,8416,f,f,f,
2640,1666,8414,f,f,f,
2641,500,8130,f,f,f,
2642,1000,8325,f,f,f,
2644,4000,7846,f,f,f,
2648,115200000,10280,f,f,f,
2649,86400000,8443,f,t,f,소멸까지: 
2650,115200000,10284,f,f,f,
2651,86400000,8449,f,t,f,소멸까지: 
2652,97200000,10200,f,f,f,
2653,86400000,8454,f,t,f,소멸까지: 
2654,97200000,10204,f,f,f,
2655,122400000,10288,f,f,f,
2656,86400000,8464,f,t,f,소멸까지: 
2657,122400000,10296,f,f,f,
2658,86400000,8469,f,t,f,소멸까지: 
2659,151200000,10305,f,f,f,
2660,86400000,8474,f,t,f,소멸까지: 
2661,172800000,10309,f,f,f,
2662,86400000,8479,f,t,f,소멸까지: 
2663,151200000,10300,f,f,f,
2664,86400000,8484,f,t,f,소멸까지: 
2665,172800000,10313,f,f,f,
2666,86400000,8489,f,t,f,소멸까지: 
2667,86400000,8459,f,t,f,소멸까지: 
2670,1000,5239,f,f,f,
2675,5616000,8512,f,f,f,
2677,360000000,8516,f,f,f,
2678,5000,8318,f,f,f,
2679,1000,8209,f,f,f,
2681,1000,8520,f,f,f,
2682,1000,8523,f,f,f,
2686,259200000,8530,f,f,f,
2687,1000,8531,f,f,f,
2688,180000,8355,f,f,f,
2689,1000,8535,f,f,f,
2690,86400000,8538,f,f,f,
2691,86400000,8538,f,f,f,
2692,86400000,8538,f,f,f,
2694,1000,8544,f,f,f,
2695,20000,8545,f,f,f,
2696,2000,8546,f,f,f,
2698,500,5547,f,f,f,
2699,1000,8356,f,f,f,
2700,60000,8557,f,f,f,
2701,1000,8557,f,f,f,
2702,10000,8559,f,f,f,
2704,60000,8559,f,f,f,
2705,1000,8331,f,f,f,
2706,3000,7848,f,f,f,
2707,4000,8571,f,f,f,
2708,4000,8573,f,f,f,
2711,60000,8559,f,f,f,
2712,5000,8559,f,f,f,
2713,1000,8575,f,f,f,
2714,2000,8582,f,f,f,
2716,1000,8568,f,f,f,
2717,1000,8345,f,f,f,
2718,3600000,8593,f,f,f,
2721,800,8598,f,f,f,
2722,800,8597,f,f,f,
2724,180000,8607,f,f,f,
2725,3000,8642,f,f,f,
2726,200,8638,f,f,f,
2727,1000,8640,f,f,f,
2728,200,8640,f,f,f,
2729,1000,8642,f,f,f,
2730,200,8642,f,f,f,
2731,10000,8635,f,f,f,
2732,60000,8649,f,f,f,
2733,1000,8376,f,f,f,
2737,3000,8666,f,f,f,
2738,5000,8672,f,f,f,
2739,5000,8675,f,f,f,
2740,60000,8338,f,f,f,
2741,5000,8338,f,f,f,
2742,1000,8676,f,f,f,
2743,1000,8575,f,f,f,
2744,1000,8676,f,f,f,
2746,1000,8706,f,f,f,
2748,500,8732,f,f,f,
2749,500,8733,f,f,f,
2750,500,8734,f,f,f,
2751,500,8735,f,f,f,
2752,500,8736,f,f,f,
2753,3000,8795,f,f,f,
2754,5000,8802,f,f,f,
2755,1000,8740,f,f,f,
2757,1000,8623,f,f,f,
2759,60000,8752,f,f,f,
2760,500,8754,f,f,f,
2761,360000,8757,f,f,f,
2762,60000,8755,f,f,f,
2765,2000,8609,f,f,f,
2769,300000,8559,f,f,f,
2770,300000,8338,f,f,f,
2775,1000,8797,f,f,f,
2776,1000,8801,f,f,f,
2778,3000,8625,f,f,f,
2779,1000,8628,f,f,f,
2781,1000,8618,f,f,f,
2789,2000,8793,f,f,f,
2790,2000,8791,f,f,f,
2791,2000,8785,f,f,f,
2792,2000,8790,f,f,f,
2793,2000,8810,f,f,f,
2794,2000,8808,f,f,f,
2795,1000,8812,f,f,f,
2796,1000,8817,f,f,f,
2797,2000,8822,f,f,f,
2798,2000,8825,f,f,f,
2799,2000,8828,f,f,f,
2800,2000,8819,f,f,f,
2801,2000,8845,f,f,f,
2802,2000,8848,f,f,f,
2803,2000,8851,f,f,f,
2804,2000,8854,f,f,f,
2806,1000,8865,f,f,f,
2811,1000,8869,f,f,f,
2812,1000,8870,f,f,f,
2813,1000,8871,f,f,f,
2814,2000,8845,f,f,f,
2815,0,8872,f,f,f,
2816,2000,8851,f,f,f,
2818,1000,3692,f,f,f,
2819,1000,8880,f,f,f,
2821,2000,8845,f,f,f,
2822,2000,8845,f,f,f,
2823,5000,8845,f,f,f,
2824,2000,8845,f,f,f,
2825,5000,8888,f,f,f,
2826,2000,8845,f,f,f,
2827,5000,8887,f,f,f,
2828,2000,8891,f,f,f,
2829,2000,8892,f,f,f,
2830,2000,8893,f,f,f,
2831,2000,8883,f,f,f,
2832,3000,8896,f,f,f,
2833,5000,8897,f,f,f,
2834,2000,8845,f,f,f,
2835,2000,8898,f,f,f,
2836,2000,8901,f,f,f,
2837,3000,8908,f,f,f,
2838,5000,8905,f,f,f,
2839,3000,8909,f,f,f,
2840,3000,8915,f,f,f,
2841,5000,8912,f,f,f,
2842,2000,8917,f,f,f,
2843,2000,8918,f,f,f,
2844,2000,8907,f,f,f,
2845,1000,8940,f,f,f,
2846,1000,8937,f,f,f,
2847,2000,8956,f,f,f,
2848,3000,8954,f,f,f,
2851,3000,8935,f,f,f,
2852,3000,8946,f,f,f,
2853,3000,8948,f,f,f,
2854,3000,8950,f,f,f,
2855,3000,8952,f,f,f,
2856,1000,8995,f,f,f,
2857,1000,8991,f,f,f,
2858,1000,8999,f,f,f,
2859,1000,8997,f,f,f,
2860,5000,9014,f,f,f,
2861,5000,9012,f,f,f,
2862,5000,9018,f,f,f,
2863,5000,9016,f,f,f,
2864,5000,9022,f,f,f,
2865,5000,9020,f,f,f,
2867,1000,8875,f,f,f,
2868,1000,9024,f,f,f,
2869,1000,8864,f,f,f,
2870,1000,9027,f,f,f,
2871,1000,9028,f,f,f,
2872,1000,9029,f,f,f,
2873,2000,8613,f,f,f,
2874,1000,8874,f,f,f,
2875,1000,9037,f,f,f,
2876,1000,9038,f,f,f,
2877,2000,-1,f,f,f,
2880,2000,9046,f,f,f,
2881,10000,8765,f,f,f,
2883,1000,9055,f,f,f,
2884,10000,9056,f,f,f,
2885,10000,9057,f,f,f,
2886,1000,8864,f,f,f,
2887,115000,9063,f,f,f,
2888,266000,9063,f,f,f,
2889,1000,9064,f,f,f,
2890,246000,9063,f,f,f,
2891,260000,9063,f,f,f,
2892,207000,9063,f,f,f,
2894,10000,9065,f,f,f,
2895,1000,9070,f,f,f,
2898,1000,9070,f,f,f,
2899,1000,9075,f,f,f,
2900,2000,9078,f,f,f,
2907,1000,9084,f,f,f,
2908,1000,9092,f,f,f,
2909,1000,,f,f,f,
2910,1000,9089,f,f,f,
2912,1000,9099,f,f,f,
2914,1000,9118,f,f,f,
2915,1500,9060,f,f,f,
2916,10000,9057,f,f,f,
2917,10000,9056,f,f,f,
2918,2000,9126,f,f,f,
2919,2000,9128,f,f,f,
2920,0,9116,f,f,f,
2921,10000,9141,f,f,f,
2922,900000,2221,f,f,f,
2923,2000,9146,f,f,f,
2924,2000,9148,f,f,f,
2925,2000,9150,f,f,f,
2927,1000,9185,f,f,f,
2928,60000,9188,f,f,f,
2929,3000,9194,f,f,f,
2931,5000,9199,f,f,f,
2933,1000,2451,f,f,f,
2935,3000,9200,f,f,f,
2936,20000,9210,f,f,f,
2942,1000,9221,f,f,f,
2943,3000,9224,f,f,f,
2944,16000,9227,f,f,f,
2946,16000,9237,f,f,f,
2950,1000,9241,f,f,f,
2951,1000,9244,f,f,f,
2952,5000,2449,f,f,f,
2953,5000,2449,f,f,f,
2954,1000,5033,f,f,f,
2956,10000,9255,f,f,f,
2957,60000,9252,f,f,f,
2958,10000,9256,f,f,f,
2959,30000,9259,f,f,f,
2960,1000,9257,f,f,f,
2961,5000,9262,f,f,f,
2962,5000,9265,f,f,f,
2963,3000,9267,f,f,f,
2964,3000,9273,f,f,f,
2965,4000,9273,f,f,f,
2966,1000,9276,f,f,f,
2967,1000,9277,f,f,f,
2968,1000,3068,f,f,f,
2969,1000,9280,f,f,f,
2970,1000,9281,f,f,f,
2971,8000,9282,f,f,f,
2972,3000,9286,f,f,f,
2973,4000,9289,f,f,f,
2974,4000,9291,f,f,f,
2975,4000,9293,f,f,f,
2976,3000,9295,f,f,f,
2978,10000,9190,f,f,f,
2979,2000,7381,f,f,f,
2980,3000,9303,f,f,f,
2983,4000,9317,f,f,f,
2984,4000,9318,f,f,f,
2985,4000,9333,f,f,f,
2986,4000,9335,f,f,f,
2987,4000,9337,f,f,f,
2988,30000,9319,f,f,f,
2989,4000,9339,f,f,f,
2990,30000,9313,f,f,f,
2991,30000,9321,f,f,f,
2992,30000,9323,f,f,f,
2993,30000,9325,f,f,f,
2994,30000,9327,f,f,f,
2995,1000,2446,f,f,f,
2997,2000,8608,f,f,f,
2998,1000,6378,f,f,f,
2999,4000,9369,f,f,f,
3000,1000,9164,f,f,f,
3001,1000,9381,f,f,f,
3002,3000,8615,f,f,f,
3004,1000,9354,f,f,f,
3005,1000,9399,f,f,f,
3006,600,9413,f,f,f,
3007,400,9414,f,f,f,
3008,300,9416,f,f,f,
3009,1000,2647,f,f,f,
3011,1000,9111,f,f,f,
3012,1000,9106,f,f,f,
3013,1000,5983,f,f,f,
3015,1000,6325,f,f,f,
3017,1000,9428,f,f,f,
3018,1000,11008,f,f,f,
3021,1000,9158,f,f,f,
3023,1000,9444,f,f,f,
3024,1000,9447,f,f,f,
3025,1000,9450,f,f,f,
3027,4000,9233,f,f,f,
3029,6000,9351,f,f,f,
3030,10000,9461,f,f,f,
3031,5000,9461,f,f,f,
3032,1000,9486,f,f,f,
3033,1000,9487,f,f,f,
3034,1000,9488,f,f,f,
3035,5000,9265,f,f,f,
3037,10000,9461,f,f,f,
3040,1000,5419,f,f,f,
3042,10000,9507,f,f,f,
3043,5000,9507,f,f,f,
3045,7000,9505,f,f,f,
3046,1000,9156,f,f,f,
3047,10000,9515,f,f,f,
3048,5000,9515,f,f,f,
3049,600,9519,f,f,f,
3050,600,9423,f,f,f,
3051,5000,9522,f,f,f,
3054,4000,9525,f,f,f,
3055,6000,9532,f,f,f,
3056,0,9530,f,f,f,
3057,15000,9535,f,f,f,
3058,0,9533,f,f,f,
3059,4000,9233,f,f,f,
3060,4000,9233,f,f,f,
3062,3000,9552,f,f,f,
3063,15000,9553,f,f,f,
3064,3000,9252,f,f,f,
3065,3000,9556,f,f,f,
3066,3000,9356,f,f,f,
3067,1000,9178,f,f,f,
3068,10000,9562,f,f,f,
3069,1000,9171,f,f,f,
3071,180000,9567,f,f,f,
3075,1000,9543,f,f,f,
3076,1000,9576,f,f,f,
3077,1000,9587,f,f,f,
3078,1000,9590,f,f,f,
3079,25000,9587,f,f,f,
3080,5000,9161,f,f,f,
3081,10000,9611,f,f,f,
3082,6000,9608,f,f,f,
3083,2000,9161,f,f,f,
3084,1000,9612,f,f,f,
3085,1000,9613,f,f,f,
3086,1000,9614,f,f,f,
3089,1000,9162,f,f,f,
3091,1000,9621,f,f,f,
3092,500,9630,f,f,f,
3093,500,9631,f,f,f,
3094,500,9632,f,f,f,
3096,1000,8804,f,f,f,
3097,20000,8804,f,f,f,
3098,1000,9627,f,f,f,
3099,20000,9627,f,f,f,
3100,1000,9628,f,f,f,
3101,20000,9628,f,f,f,
3102,1000,9638,f,f,f,
3103,20000,9638,f,f,f,
3104,1000,9639,f,f,f,
3105,20000,9639,f,f,f,
3106,1000,9640,f,f,f,
3107,20000,9640,f,f,f,
3109,1000,9641,f,f,f,
3110,20000,9641,f,f,f,
3111,1000,9642,f,f,f,
3112,20000,9642,f,f,f,
3113,1000,9643,f,f,f,
3114,20000,9643,f,f,f,
3115,1000,9644,f,f,f,
3116,20000,9644,f,f,f,
3118,1000,9665,f,f,f,
3119,1000,9665,f,f,f,
3128,4000,9681,f,f,f,
3129,1000,9174,f,f,f,
3130,4000,9686,f,f,f,
3131,4000,9688,f,f,f,
3132,4000,9690,f,f,f,
3134,1000,9455,f,f,f,
3135,1000,9458,f,f,f,
3136,10000,9933,f,f,f,
3137,1000,9202,f,f,f,
3138,15000,9933,f,f,f,
3139,1000,9464,f,f,f,
3140,20000,9209,f,f,f,
3141,300000,9692,f,f,f,
3142,1000,9579,f,f,f,
3143,30000,9579,f,f,f,
3144,1000,9581,f,f,f,
3145,1000,9583,f,f,f,
3146,1000,9584,f,f,f,
3147,20000,9585,f,f,f,
3148,1000,9586,f,f,f,
3149,1000,9591,f,f,f,
3150,1000,9726,f,f,f,
3151,10000,9591,f,f,f,
3152,1000,9592,f,f,f,
3153,1000,9593,f,f,f,
3154,3000,9733,f,f,f,
3155,1000,9594,f,f,f,
3157,10000,9595,f,f,f,
3158,1000,9596,f,f,f,
3159,1000,9597,f,f,f,
3160,1000,9598,f,f,f,
3163,500,9361,f,f,f,
3164,2000,9499,f,f,f,
3165,600,9524,f,f,f,
3166,800,9770,f,f,f,
3167,600000,9752,f,f,f,
3168,100000,9780,f,f,f,
3169,1000,2443,f,f,f,
3170,10000,9786,f,f,f,
3171,1000,9794,f,f,f,
3172,1000,9797,f,f,f,
3173,1000,2445,f,f,f,
3175,1000,9809,f,f,f,
3176,1000,2447,f,f,f,
3177,1000,2449,f,f,f,
3179,500,9814,f,f,f,
3180,1000,9169,f,f,f,
3181,1000,9170,f,f,f,
3182,1000,9820,f,f,f,
3185,1000,9762,f,f,f,
3187,1000,9821,f,f,f,
3189,4000,9830,f,f,f,
3193,5000,9167,f,f,f,
3196,180000,4538,f,f,f,
3197,1000,8314,f,f,f,
3199,1000,9856,f,f,f,
3200,180000,8434,f,f,f,
3201,180000,8434,f,f,f,
3202,180000,8434,f,f,f,
3204,500,5796,f,f,f,
3205,86400000,5797,f,f,f,
3206,172800000,8434,f,t,f,죽음까지: 
3207,2064000,5794,f,f,f,
3209,180000,5799,f,f,f,
3212,500,6829,f,f,f,
3213,86400000,6831,f,f,f,
3214,86400000,9872,f,t,f,죽음까지: 
3217,180000,13138,f,f,f,
3218,180000,9872,f,f,f,
3219,180000,9872,f,f,f,
3221,500,6807,f,f,f,
3222,86400000,6808,f,f,f,
3223,172800000,9875,f,t,f,죽음까지: 
3224,2064000,6805,f,f,f,
3226,180000,9875,f,f,f,
3227,180000,9875,f,f,f,
3228,180000,9875,f,f,f,
3229,180000,6810,f,f,f,
3232,500,9881,f,f,f,
3233,86400000,6742,f,f,f,
3234,172800000,6745,f,t,f,죽음까지: 
3236,4116000,6741,f,f,f,
3237,180000,6745,f,f,f,
3238,180000,6745,f,f,f,
3239,180000,6745,f,f,f,
3240,180000,6743,f,f,f,
3243,500,6787,f,f,f,
3244,86400000,6788,f,f,f,
3245,172800000,9883,f,t,f,죽음까지: 
3246,4116000,6785,f,f,f,
3248,180000,13144,f,f,f,
3249,180000,9883,f,f,f,
3250,180000,9883,f,f,f,
3252,500,5846,f,f,f,
3253,10296000,5842,f,f,f,
3254,172800000,9884,f,t,f,죽음까지: 
3255,86400000,5845,f,f,f,
3257,180000,13145,f,f,f,
3258,180000,9884,f,f,f,
3259,180000,9884,f,f,f,
3261,50000,9885,f,f,f,
3264,86400000,5810,f,f,f,
3265,172800000,9888,f,t,f,죽음까지: 
3267,10296000,5808,f,f,f,
3269,500,5809,f,f,f,
3270,180000,9888,f,f,f,
3271,180000,9888,f,f,f,
3272,180000,9888,f,f,f,
3273,180000,5813,f,f,f,
3276,10000,10750,f,f,f,
3280,1000,8604,f,f,f,
3281,1000,9375,f,f,f,
3282,1000,9901,f,f,f,
3283,500,6797,f,f,f,
3284,172800000,9906,f,t,f,죽음까지: 
3286,180000,9906,f,f,f,
3287,180000,9906,f,f,f,
3288,180000,9906,f,f,f,
3289,180000,6800,f,f,f,
3290,30000,9908,f,f,f,
3291,500,5787,f,f,f,
3292,86400000,5788,f,f,f,
3293,172800000,9907,f,t,f,죽음까지: 
3294,180000,9907,f,f,f,
3295,180000,9907,f,f,f,
3296,180000,9907,f,f,f,
3297,180000,17669,f,f,f,
3298,1000,9911,f,f,f,
3299,500,6732,f,f,f,
3300,172800000,9914,f,t,f,죽음까지: 
3302,180000,13146,f,f,f,
3304,180000,9914,f,f,f,
3305,180000,9914,f,f,f,
3306,1000,5438,f,f,f,
3307,1000,9917,f,f,f,
3308,1000,9926,f,f,f,
3310,1000,9889,f,f,f,
3311,10000,2451,f,f,f,
3314,2000,9501,f,f,f,
3315,2000,9500,f,f,f,
3317,516000,4693,f,f,f,
3318,25000,9601,f,f,f,
3319,1000,9601,f,f,f,
3320,1000,9867,f,f,f,
3322,180000,7686,f,f,f,
3323,500,7687,f,f,f,
3324,180000,2857,f,f,f,
3325,1000,9943,f,f,f,
3326,1000,9947,f,f,f,
3327,1000,9953,f,f,f,
3328,1000,9958,f,f,f,
3329,15000,9804,f,f,f,
3330,10000,2443,f,f,f,
3331,2700,9977,f,f,f,
3332,1000,9982,f,f,f,
3333,2000,9501,f,f,f,
3334,1000,9988,f,f,f,
3335,1000,9990,f,f,f,
3336,1000,9993,f,f,f,
3338,180000,894,f,f,f,
3339,180000,7667,f,f,f,
3341,500,7998,f,f,f,
3342,172800000,5018,f,t,f,소멸 예정: 
3343,180000,1745,f,f,f,
3344,180000,5018,f,f,f,
3346,115200000,6303,f,t,f,소멸 예정: 
3347,180000,6303,f,f,f,
3348,172800000,7667,f,t,f,소멸 예정: 
3349,172800000,7688,f,t,f,소멸 예정: 
3350,172800000,7686,f,t,f,소멸 예정: 
3351,180000,2969,f,f,f,
3352,180000,5024,f,f,f,
3354,151200000,6310,f,t,f,소멸 예정: 
3355,180000,6310,f,f,f,
3356,500,7641,f,f,f,
3357,180000,5007,f,f,f,
3358,500,5008,f,f,f,
3360,180000,2815,f,f,f,
3361,180000,4996,f,f,f,
3363,172800000,6312,f,t,f,소멸 예정: 
3364,180000,6312,f,f,f,
3365,2700,9964,f,f,f,
3367,500,7698,f,f,f,
3368,180000,1775,f,f,f,
3369,180000,5021,f,f,f,
3371,2700,10002,f,f,f,
3372,180000,1806,f,f,f,
3373,180000,6901,f,f,f,
3376,4600,10006,f,f,f,
3377,4300,9966,f,f,f,
3378,180000,1492,f,f,f,
3379,4600,10019,f,f,f,
3380,180000,5014,f,f,f,
3381,500,5015,f,f,f,
3383,180000,2783,f,f,f,
3385,1000,10021,f,f,f,
3386,1000,10024,f,f,f,
3387,4600,10027,f,f,f,
3388,4600,10030,f,f,f,
3390,259200000,5011,f,t,f,소멸 예정: 
3392,180000,5011,f,f,f,
3393,500,5012,f,f,f,
3395,180000,4792,f,f,f,
3396,180000,6247,f,f,f,
3398,151200000,7683,f,t,f,소멸 예정: 
3399,180000,7683,f,f,f,
3400,2000,5033,f,f,f,
3402,1000,10040,f,f,f,
3403,500,6112,f,f,f,
3404,180000,4459,f,f,f,
3405,174000000,4459,f,t,f,소멸 예정: 
3407,500,4458,f,f,f,
3409,180000,4459,f,f,f,
3410,30000,10050,f,f,f,
3411,180000,4479,f,f,f,
3412,500,6114,f,f,f,
3413,174000000,4479,f,t,f,소멸 예정: 
3414,180000,4479,f,f,f,
3415,100,10052,f,f,f,
3416,100,10043,f,f,f,
3417,180000,4467,f,f,f,
3418,500,6115,f,f,f,
3419,176400000,4467,f,t,f,소멸 예정: 
3420,180000,4467,f,f,f,
3421,100,10058,f,f,f,
3422,180000,4475,f,f,f,
3423,500,6126,f,f,f,
3424,176400000,4475,f,t,f,소멸 예정: 
3425,180000,4475,f,f,f,
3426,100,10062,f,f,f,
3427,2700,9964,f,f,f,
3428,2700,9964,f,f,f,
3429,180000,4483,f,f,f,
3430,500,6128,f,f,f,
3431,180000000,4483,f,t,f,소멸 예정: 
3432,180000,4483,f,f,f,
3433,100,10070,f,f,f,
3434,180000,4471,f,f,f,
3435,100,6117,f,f,f,
3436,180000000,4471,f,t,f,소멸 예정: 
3437,180000,4471,f,f,f,
3438,100,10074,f,f,f,
3439,180000,4451,f,f,f,
3440,100,6127,f,f,f,
3441,194400000,4451,f,t,f,소멸 예정: 
3442,180000,4451,f,f,f,
3443,100,10079,f,f,f,
3444,180000,4487,f,f,f,
3445,100,5506,f,f,f,
3446,194400000,4487,f,t,f,소멸 예정: 
3447,180000,4487,f,f,f,
3448,100,10083,f,f,f,
3449,180000,4463,f,f,f,
3450,100,6116,f,f,f,
3451,194400000,4463,f,t,f,소멸 예정: 
3452,180000,4463,f,f,f,
3453,100,10087,f,f,f,
3454,180000,6020,f,f,f,
3455,100,6129,f,f,f,
3456,230400000,6020,f,t,f,소멸 예정: 
3457,180000,6020,f,f,f,
3458,100,10091,f,f,f,
3459,180000000,4527,f,t,f,소멸까지: 
3460,180000,4527,f,f,f,
3461,500,5458,f,f,f,
3462,180000,4527,f,f,f,
3463,100,10096,f,f,f,
3464,180000,4523,f,f,f,
3465,100,6076,f,f,f,
3466,175200000,4523,f,t,f,소멸 예정: 
3467,180000,4523,f,f,f,
3468,100,10101,f,f,f,
3469,180000,4515,f,f,f,
3470,100,6077,f,f,f,
3471,180000000,4515,f,t,f,소멸 예정: 
3472,180000,4515,f,f,f,
3473,100,10105,f,f,f,
3474,180000,4531,f,f,f,
3475,180000000,4531,f,t,f,소멸 예정: 
3476,100,6085,f,f,f,
3477,180000,4531,f,f,f,
3478,100,10109,f,f,f,
3479,180000,4503,f,f,f,
3480,187200000,4503,f,t,f,소멸 예정: 
3481,100,6079,f,f,f,
3482,180000,4503,f,f,f,
3483,100,10114,f,f,f,
3484,180000,6545,f,f,f,
3485,187200000,6545,f,t,f,소멸 예정: 
3486,100,6546,f,f,f,
3487,180000,6545,f,f,f,
3488,100,10118,f,f,f,
3489,180000,4519,f,f,f,
3490,1000,10121,f,f,f,
3491,201600000,4519,f,t,f,소멸 예정: 
3492,100,6083,f,f,f,
3493,180000,4519,f,f,f,
3494,100,10123,f,f,f,
3495,180000,4499,f,f,f,
3496,201600000,4499,f,t,f,소멸 예정: 
3497,100,6078,f,f,f,
3498,180000,4499,f,f,f,
3499,100,10128,f,f,f,
3500,180000,4511,f,f,f,
3501,201600000,4511,f,t,f,소멸 예정: 
3502,60000,10136,f,f,f,
3503,100,6080,f,f,f,
3504,3000,10137,f,f,f,
3505,180000,4511,f,f,f,
3506,100,10132,f,f,f,
3507,180000,2833,f,f,f,
3508,244800000,2833,f,t,f,소멸 예정: 
3509,100,6088,f,f,f,
3510,180000,2833,f,f,f,
3511,100,10139,f,f,f,
3512,180000,4431,f,f,f,
3513,176400000,4431,f,t,f,소멸 예정: 
3514,100,6138,f,f,f,
3515,180000,4431,f,f,f,
3516,100,10143,f,f,f,
3517,500,10147,f,f,f,
3518,180000,4406,f,f,f,
3519,187200000,4406,f,t,f,소멸 예정: 
3520,100,6143,f,f,f,
3521,180000,4406,f,f,f,
3522,1000,10150,f,f,f,
3523,100,10154,f,f,f,
3524,180000,4414,f,f,f,
3525,187200000,4414,f,t,f,소멸 예정: 
3526,100,6145,f,f,f,
3527,180000,4414,f,f,f,
3528,100,10159,f,f,f,
3529,180000,4435,f,f,f,
3530,187200000,4435,f,t,f,소멸 예정: 
3531,100,6140,f,f,f,
3532,180000,4435,f,f,f,
3533,100,10163,f,f,f,
3534,180000,4427,f,f,f,
3535,194400000,4427,f,t,f,소멸 예정: 
3536,100,6137,f,f,f,
3537,180000,4427,f,f,f,
3538,100,10167,f,f,f,
3539,180000,4410,f,f,f,
3540,194400000,4410,f,t,f,소멸 예정: 
3541,100,6144,f,f,f,
3542,180000,4410,f,f,f,
3543,100,10171,f,f,f,
3544,230400000,4443,f,t,f,소멸 예정: 
3545,180000,4443,f,f,f,
3546,100,6141,f,f,f,
3547,180000,4443,f,f,f,
3548,100,10175,f,f,f,
3549,180000,4447,f,f,f,
3550,230400000,4447,f,t,f,소멸 예정: 
3554,100,6142,f,f,f,
3555,180000,4447,f,f,f,
3556,100,10180,f,f,f,
3557,1000,10186,f,f,f,
3558,180000,4439,f,f,f,
3559,302400000,4439,f,t,f,소멸 예정: 
3560,100,6139,f,f,f,
3561,180000,4439,f,f,f,
3562,1000,8613,f,f,f,
3563,100,10190,f,f,f,
3564,180000,4423,f,f,f,
3565,302400000,4423,f,t,f,소멸 예정: 
3566,100,6147,f,f,f,
3567,180000,4423,f,f,f,
3568,100,10194,f,f,f,
3569,97200000,8454,f,t,f,소멸까지: 
3570,180000,8454,f,f,f,
3571,100,8452,f,f,f,
3572,180000,8454,f,f,f,
3573,100,10201,f,f,f,
3574,97200000,8459,f,t,f,소멸까지: 
3575,180000,8459,f,f,f,
3576,100,8457,f,f,f,
3577,180000,8459,f,f,f,
3578,500,10205,f,f,f,
3579,180000,4535,f,f,f,
3580,180000000,4535,f,t,f,소멸 예정: 
3581,100,6098,f,f,f,
3582,180000,4535,f,f,f,
3583,100,10209,f,f,f,
3584,180000,4491,f,f,f,
3585,180000000,4491,f,t,f,소멸 예정: 
3586,100,6099,f,f,f,
3587,180000,4491,f,f,f,
3588,100,10213,f,f,f,
3589,180000,4551,f,f,f,
3590,194400000,4551,f,t,f,소멸 예정: 
3591,100,6100,f,f,f,
3592,180000,4551,f,f,f,
3593,100,10218,f,f,f,
3594,180000,4495,f,f,f,
3595,194400000,4495,f,t,f,소멸 예정: 
3596,100,6101,f,f,f,
3597,180000,4495,f,f,f,
3598,100,10223,f,f,f,
3599,180000,4507,f,f,f,
3600,201600000,4507,f,t,f,소멸 예정: 
3601,100,6102,f,f,f,
3602,180000,4507,f,f,f,
3603,100,10227,f,f,f,
3604,1000,9922,f,f,f,
3605,180000,6048,f,f,f,
3606,201600000,6048,f,t,f,소멸 예정: 
3607,100,6103,f,f,f,
3608,180000,6048,f,f,f,
3609,100,10231,f,f,f,
3610,180000,6012,f,f,f,
3611,244800000,6012,f,t,f,소멸 예정: 
3612,100,6104,f,f,f,
3613,180000,6012,f,f,f,
3614,1000,9200,f,f,f,
3615,100,10235,f,f,f,
3616,180000,6013,f,f,f,
3617,244800000,6013,f,t,f,소멸 예정: 
3618,100,6105,f,f,f,
3619,180000,6013,f,f,f,
3620,100,10239,f,f,f,
3621,180000,4543,f,f,f,
3622,345600000,4543,f,t,f,소멸 예정: 
3623,100,6106,f,f,f,
3624,180000,4543,f,f,f,
3625,100,10243,f,f,f,
3626,180000,2965,f,f,f,
3627,345600000,2965,f,t,f,소멸 예정: 
3628,100,6107,f,f,f,
3629,180000,2965,f,f,f,
3630,100,10247,f,f,f,
3631,180000,2733,f,f,f,
3632,93600000,2733,f,t,f,소멸까지: 
3633,100,6667,f,f,f,
3634,180000,2733,f,f,f,
3635,100,10251,f,f,f,
3636,180000,2792,f,f,f,
3637,201600000,2792,f,t,f,소멸 예정: 
3638,100,6148,f,f,f,
3639,180000,2792,f,f,f,
3640,100,10255,f,f,f,
3641,1000,10258,f,f,f,
3642,180000,6025,f,f,f,
3643,244800000,6025,f,t,f,소멸 예정: 
3644,100,6130,f,f,f,
3645,180000,6025,f,f,f,
3646,100,10263,f,f,f,
3647,1000,9867,f,f,f,
3648,180000,6036,f,f,f,
