id,name,play_once
2473,closed,t
2474,closed,t
2475,closed,t
2476,default,t
2478,default,t
2479,default,t
2480,default,t
2481,default,t
2482,closed,t
2483,default,t
2484,default,t
2485,default,f
2486,on,f
2487,up,t
2488,upstop,f
2489,upstop,f
2490,upstop,f
2491,upstop,f
2492,default,f
2493,roll,f
2494,default,f
2495,up,t
2496,upstop,f
2497,default,f
2498,up,t
2500,upstop,f
2501,open,t
2502,opened,t
2503,close,t
2504,default,f
2505,roll,f
2506,default,f
2507,roll,f
2508,default,f
2509,roll,f
2510,default,f
2511,roll,f
2512,default,f
2513,roll,f
2514,default,f
2516,roll,f
2517,default,f
2518,roll,f
2519,default,f
2520,roll,f
2521,default,f
2522,roll,f
2523,default,f
2524,roll,f
2525,default,f
2526,roll,f
2527,default,f
2528,roll,f
2529,default,f
2530,roll,f
2531,default,f
2532,roll,f
2533,default,f
2534,roll,f
2535,default,f
2536,roll,f
2537,default,f
2538,roll,f
2539,default,f
2540,roll,f
2541,default,f
2542,roll,f
2543,default,f
2544,roll,f
2545,default,f
2546,roll,f
2547,default,f
2548,roll,f
2549,default,f
2550,roll,f
2551,default,f
2552,roll,f
2553,default,f
2554,up,t
2555,upstop,f
2556,default,f
2557,up,t
2558,upstop,f
2559,default,f
2560,up,t
2561,upstop,f
2562,upstop,f
2563,upstop,f
2564,upstop,f
2565,default,f
2566,up,t
2567,upstop,f
2568,upstop,f
2569,upstop,f
2570,upstop,f
2571,stop,f
2572,open,t
2573,play,t
2574,stop,f
2575,down,t
2576,downstop,f
2578,up,t
2579,default,f
2580,up,t
2581,upstop,f
2582,default,f
2583,up,t
2584,upstop,f
2585,default,f
2586,up,t
2587,upstop,f
2588,default,f
2589,up,t
2590,upstop,f
2591,open,t
2592,opened,t
2593,close,t
2594,operate,f
2595,loop,f
2596,operate,f
2597,operate,f
2598,loop,f
2601,up,t
2602,upstop,f
2603,upstop,f
2604,default,f
2605,up,t
2606,upstop,f
2607,down,t
2608,default,f
2609,up,t
2610,upstop,f
2611,down,t
2613,upstop,f
2614,upstop,f
2615,loop,f
2616,stop,f
2617,open,t
2618,play,t
2619,stop,f
2620,down,t
2621,downstop,f
2622,opened,t
2623,opened,t
2624,default,f
2625,up,t
2626,upstop,f
2629,down,t
2630,default,f
2633,idle,f
2634,default,f
2635,default,f
2636,default,f
2637,default,f
2638,default,f
2639,default,f
2640,default,f
2641,default,f
2642,default,f
2643,default,f
2644,default,f
2645,default,f
2646,default,f
2647,default,f
2648,default,f
2649,default,f
2650,default,f
2651,default,f
2652,default,f
2653,default,f
2654,default,f
2658,rollb,t
2659,rollc,t
2660,default,f
2661,open,t
2662,opened,f
2663,close,t
2664,default,f
2665,open,t
2666,opened,f
2667,close,t
2668,default,f
2669,default,f
2670,open,t
2671,opened,f
2672,close,t
2673,open,t
2674,opened,f
2675,close,t
2676,fist_ba_relaxed_idle,f
2677,fist_em_bad,f
2678,idle,f
2679,open,t
2680,opened,t
2681,close,t
2682,stop,f
2683,open,t
2684,play,t
2685,stop,f
2686,down,t
2687,downstop,f
2688,downstop,f
2689,downstop,f
2690,up,t
2691,stop,f
2692,open,t
2693,play,t
2694,stop,f
2695,down,t
2696,downstop,f
2697,downstop,f
2698,downstop,f
2699,downstop,f
2700,downstop,f
2701,up,t
2702,stop,f
2703,open,t
2704,play,t
2705,stop,f
2706,down,t
2707,downstop,f
2708,downstop,f
2709,downstop,f
2710,downstop,f
2711,up,t
2712,stop,f
2713,open,t
2714,play,t
2715,stop,f
2716,down,t
2717,downstop,f
2718,downstop,f
2719,downstop,f
2720,downstop,f
2721,up,t
2722,stop,f
2723,open,t
2724,play,t
2725,stop,f
2726,down,t
2727,downstop,f
2728,downstop,f
2730,downstop,f
2731,downstop,f
2732,up,t
2733,stop,f
2734,open,t
2735,play,t
2736,stop,f
2737,down,t
2738,downstop,f
2739,downstop,f
2740,downstop,f
2741,downstop,f
2742,up,t
2743,stop,f
2744,open,t
2745,play,t
2746,stop,f
2747,down,t
2748,downstop,f
2749,downstop,f
2750,default,f
2751,default,f
2752,default,f
2754,upstop,f
2755,upstop,f
2756,upstop,f
2757,upstop,f
2758,default,t
2759,open,t
2760,opened,t
2761,default,f
2762,default,f
2763,upstop,f
2764,upstop,f
2765,default,f
2766,down,t
2767,fist_ba_relaxed_idle_rand_1,f
2768,fist_ba_relaxed_idle_rand_2,f
2769,fist_ba_relaxed_idle_rand_3,f
2770,default,t
2771,open,t
2772,opened,t
2774,stop,f
2775,open,t
2776,play,t
2777,stop,f
2778,down,t
2779,downstop,f
2780,downstop,f
2781,downstop,f
2782,downstop,f
2783,up,t
2784,stop,f
2785,open,t
2786,play,t
2787,stop,f
2788,down,t
2789,downstop,f
2790,downstop,f
2791,downstop,f
2792,downstop,f
2793,up,t
2794,stop,f
2795,open,t
2796,play,t
2797,stop,f
2798,down,t
2799,downstop,f
2800,downstop,f
2803,downstop,f
2804,downstop,f
2805,up,t
2806,stop,f
2807,open,t
2808,play,t
2809,stop,f
2810,down,t
2811,downstop,f
2812,downstop,f
2813,downstop,f
2814,downstop,f
2815,up,t
2816,stop,f
2817,open,t
2818,play,t
2819,stop,f
2820,down,t
2821,downstop,f
2822,downstop,f
2823,downstop,f
2824,downstop,f
2825,up,t
2826,stop,f
2827,open,t
2828,play,t
2829,stop,f
2830,down,t
2831,downstop,f
2832,downstop,f
2833,downstop,f
2834,downstop,f
2835,up,t
2836,stop,f
2837,open,t
2838,play,t
2839,stop,f
2840,down,t
2841,downstop,f
2842,downstop,f
2843,upstop,f
2844,default,f
2845,down,t
2846,upstop,f
2847,upstop,f
2848,up,t
2849,upstop,f
2850,down,t
2851,default,f
2852,stop,f
2853,open,t
2854,play,t
2855,stop,f
2856,down,t
2857,downstop,f
2858,downstop,f
2860,up,t
2861,stop,f
2862,open,t
2863,up,t
2864,play,t
2865,stop,f
2866,down,t
2867,downstop,f
2868,upstop,f
2869,downstop,f
2870,downstop,f
2871,downstop,f
2872,downstop,f
2873,up,t
2874,stop,f
2875,open,t
2876,play,t
2877,stop,f
2878,up,t
2879,down,t
2880,downstop,f
2881,downstop,f
2882,downstop,f
2883,downstop,f
2884,up,t
2885,stop,f
2886,open,t
2887,play,t
2888,stop,f
2889,down,t
2890,downstop,f
2891,downstop,f
2892,downstop,f
2893,downstop,f
2894,up,t
2895,stop,f
2896,open,t
2897,play,t
2898,stop,f
2899,down,t
2900,downstop,f
2901,downstop,f
2902,downstop,f
2903,downstop,f
2904,up,t
2905,stop,f
2906,open,t
2907,play,t
2908,stop,f
2909,down,t
2910,downstop,f
2911,downstop,f
2912,upstop,f
2913,down,t
2914,default,f
2915,up,t
2916,upstop,f
2917,down,t
2918,default,f
2919,up,t
2920,upstop,f
2921,down,t
2922,default,f
2923,up,t
2924,upstop,f
2925,down,t
2926,default,f
2927,up,t
2928,upstop,t
2929,down,t
2930,default,f
2931,up,t
2932,upstop,f
2933,down,t
2934,default,f
2935,up,t
2936,upstop,f
2937,down,t
2938,default,f
2939,up,t
2943,upstop,f
2948,roll,f
2950,roll,f
2952,upstop,f
2953,down,t
2954,default,f
2955,up,t
2956,upstop,f
2957,down,t
2958,default,f
2959,up,t
2960,down,t
2961,default,f
2962,up,t
2963,upstop,f
2964,down,t
2965,default,f
2966,up,t
2967,upstop,f
2968,down,t
2969,default,f
2970,up,t
2971,upstop,f
2972,down,t
2973,default,f
2974,up,t
2975,upstop,f
2976,down,t
2977,default,f
2978,up,t
2979,upstop,f
2980,down,t
2981,default,f
2982,up,t
2984,default,f
2985,default,f
2986,up,t
2987,upstop,f
2988,upstop,f
2989,upstop,f
2990,upstop,f
2991,upstop,f
2992,upstop,f
2993,default,f
2994,down,t
2995,upstop,f
2996,down,t
2997,default,f
2998,up,t
2999,default,f
3000,down,t
3001,default,f
3002,down,t
3003,default,f
3004,down,t
3005,default,f
3006,down,t
3007,default,f
3008,down,t
3009,default,f
3010,down,t
3011,default,f
3012,down,t
3013,default,f
3014,down,t
3015,default,f
3016,down,t
3017,default,f
3018,down,t
3019,default,f
3020,down,t
3021,default,f
3023,down,t
3024,default,f
3025,down,t
3026,default,f
3027,down,t
3028,default,f
3029,down,t
3030,default,f
3031,default,f
3032,down,t
3033,default,f
3034,folded,f
3038,spread,t
3039,spreaded,f
3040,fold,t
3041,folded,f
3042,spread,t
3043,spreaded,f
3044,fold,t
3045,default,f
3046,open,t
3047,opened,f
3048,up,t
3051,down,t
3056,default,f
3057,default,f
3058,open,t
3059,opened,f
3060,default,f
3061,open,t
3062,opened,f
3063,default,f
3064,opened,f
3065,opened,f
3066,opened,f
3067,open,t
3068,opened,f
3069,opened,f
3070,opened,f
3071,default,f
3072,open,t
3073,opened,t
3074,opened,t
3075,default,f
3076,open,t
3077,opened,f
3078,default,f
3080,open,t
3081,opened,f
3082,opened,f
3083,default,f
3084,open,t
3085,opened,f
3086,opened,f
3088,open,f
3089,opened,f
3090,opened,f
3091,default,f
3092,fold,t
3093,spread,t
3097,spreaded,f
3098,open,t
3099,opened,f
3102,default,f
3103,default,t
3104,open,t
3105,open,t
3106,close,t
3107,opened,t
3108,close,f
3113,operate,t
3114,default,t
3115,operate2,t
3116,operate,t
3117,operate,t
3118,operate,f
3119,roll,f
3120,roll,f
3121,roll,t
3122,roll,f
3123,roll,f
3124,roll,f
3125,operate,t
3126,operate,f
3127,default2,t
3128,operate,t
3129,default,t
3130,default,t
3131,default,t
3132,default,t
3133,default,t
3134,default,t
3135,default,t
3136,default,t
3140,default,t
3141,open,t
3142,opened,t
3143,close,t
3144,closed,f
3148,downstop,f
3149,downstop,f
3150,default,f
3151,up,t
3152,upstop,f
3153,upstop,f
3154,upstop,f
3155,upstop,f
3156,default,f
3157,up,t
3158,upstop,f
3159,default,f
3160,up,t
3161,upstop,f
3162,default,f
3163,open,t
3164,default,f
3165,up,t
3166,upstop,f
3167,default,f
3168,up,t
3169,upstop,f
3170,upstop,f
3171,upstop,f
3172,upstop,f
3173,default,f
3174,up,t
3175,upstop,f
3176,default,f
3177,up,t
3178,upstop,f
3179,default,f
3180,up,t
3181,upstop,f
3182,opened,t
3183,opened,t
3186,default,f
3187,fist_ba_relaxed_idle_rand_1,f
3190,openidle,f
3191,openidle,f
3192,name: fist_ba_relaxed_idle_rand_2,f
3193,openidle,f
3194,vibration,f
3195,vibration,f
3196,openidle,f
3197,close,t
3198,name: fist_ba_relaxed_idle_rand_3,f
3201,damageidle,f
3205,idle,f
3206,close,t
3207,idle,f
3208,open,t
3209,close,t
3210,idle,f
3211,open,t
3212,idle,f
3213,open,t
3214,idle,f
3215,openidle,f
3216,openidle,f
3217,folded,f
3218,spread,t
3219,spreaded,f
3220,fold,t
3224,spreaded,f
3225,fold,t
3226,spread,t
3227,default,f
3228,default,f
3229,default,f
3230,up,t
3231,upstop,f
3232,upstop,f
3233,upstop,f
3234,upstop,f
3235,upstop,f
3236,down,t
3237,default,f
3239,default,f
3240,roll,f
3241,upstop,f
3242,upstop,f
3243,default,f
3244,up,t
3245,default,f
3246,up,t
3247,upstop,f
3248,upstop,f
3249,idle,f
3250,vibration,f
3251,openidle,f
3252,close,t
3253,damageidle,f
3254,vibration,f
3255,idle,f
3256,damageidle,f
3257,damageidle,f
3258,open,t
3259,operate,f
3260,idle,f
3261,idle,f
3262,idle,f
3263,openidle,f
3264,close,t
3265,idle,f
3266,idle,f
3267,vibration,f
3268,vibration,f
3269,damageidle,f
3270,open,t
3271,openidle,f
3272,openidle,f
3273,openidle,f
3274,close,t
3275,idle,f
3276,openidle,f
3277,openidle,f
3278,close,t
3279,idle,f
3280,upstop,f
3281,down,t
3282,default,f
3283,up,t
3284,default,f
3285,default,f
3286,default,f
3287,default,f
3288,up,t
3289,upstop,f
3290,upstop,f
3291,down,t
3292,default,f
3293,default,f
3294,default,f
3295,default,f
3296,up,t
3297,upstop,f
3298,upstop,f
3299,down,t
3300,default,f
3301,default,f
3302,default,f
3303,default,f
3304,up,t
3305,upstop,f
3306,upstop,f
3307,down,t
3308,default,f
3309,default,t
3310,default,f
3311,upstop,f
3312,up,f
3313,upstop,f
3316,upstop,f
3317,upstop,f
3318,upstop,f
3319,talk_11,t
3320,default,f
3321,fist_ba_relaxed_idle_rand,f
3322,fist_ba_relaxed_idle_rand,f
3327,roll,f
3328,fist_ba_relaxed_idle_rand,f
3329,fist_ba_relaxed_idle_rand,f
3330,fist_ba_relaxed_idle_rand,f
3331,fist_ba_relaxed_idle_rand,f
3332,fist_ba_relaxed_idle_rand,f
3333,fist_ba_relaxed_idle_rand,f
3334,fist_ba_relaxed_idle_rand,f
3335,fist_ba_relaxed_idle_rand,f
3336,fist_em_happy,f
3337,fist_em_bad,f
3338,fist_em_bad,f
3339,fist_ba_relaxed_idle_rand,f
3340,fist_em_bad,f
3341,fist_ba_relaxed_idle_rand,f
3342,fist_ba_relaxed_idle_rand,f
3343,fist_ba_relaxed_idle_rand,f
3344,fist_em_happy,f
3345,fist_em_bad,f
3346,fist_em_bad,f
3347,fist_ba_relaxed_idle_rand,f
3348,fist_em_bad,f
3349,fist_ba_relaxed_idle_rand,f
3350,fist_ba_relaxed_idle_rand,f
3351,fist_ba_relaxed_idle_rand,f
3352,fist_em_happy,f
3353,fist_em_happy,f
3354,fist_em_happy,f
3355,fist_em_happy,f
3356,fist_em_happy,f
3357,fist_em_happy,f
3358,fist_em_happy,f
3359,fist_em_happy,f
3360,fist_em_happy,f
3361,fist_em_happy,f
3362,fist_em_happy,f
3363,fist_ac_pregnant,f
3364,fist_ac_pregnant,f
3365,fist_em_happy,f
3366,fist_ba_relaxed_idle,f
3367,fist_ba_relaxed_idle,f
3368,fist_ba_relaxed_idle,f
3369,fist_ba_relaxed_idle,f
3370,fist_ba_relaxed_idle,f
3371,fist_ba_relaxed_idle,f
3372,fist_ba_relaxed_idle,f
3373,fist_ba_relaxed_idle,f
3374,fist_ba_relaxed_idle,f
3375,fist_ba_relaxed_idle,f
3376,fist_ba_relaxed_idle,f
3377,fist_em_jump_in_place,t
3378,all_re_combat_crash,f
3379,all_re_combat_crash,f
3380,fist_mo_normal_walk,t
3381,fist_ba_relaxed_idle_rand_2,f
3382,fist_ba_relaxed_idle_rand_2,f
3383,all_re_combat_crash,f
3384,all_co_sk_leapattack,t
3385,fist_ba_combat_idle,f
3386,fist_ba_combat_idle,f
3387,fist_mo_normal_walk,t
3388,fist_ba_combat_idle,f
3392,folded,f
3393,spread,t
3394,spreaded,f
3395,fold,f
3396,default,f
3397,default,f
3398,default,f
3399,default,f
3400,open,t
3401,open,t
3402,open,t
3403,open,t
3404,opened,f
3405,opened,f
3406,opened,f
3407,opened,f
3408,close,t
3409,close,t
3410,close,t
3411,close,t
3414,default,f
3415,roll,f
3416,default,f
3417,default,f
3418,default,f
3419,default,f
3420,default,f
3421,default,f
3422,default,f
3423,default,f
3424,default,f
3425,default,f
3426,folded,f
3427,spread,t
3428,spreaded,f
3429,fold,t
3430,spreaded,f
3431,fold,t
3432,spread,t
3433,folded,f
3434,spread,t
3435,spreaded,f
3436,fold,t
3437,folded,f
3438,spread,t
3439,spreaded,f
3440,fold,t
3441,roll,f
3442,roll,f
3443,roll,f
3444,stop,f
3445,open,t
3446,play,t
3447,stop,f
3448,down,t
3449,downstop,f
3450,up,t
3451,default,f
3452,roll,f
3454,open,t
3455,opened,f
3456,close,t
3457,upstop,f
3458,down,t
3459,up,t
3460,default,f
3461,upstop,f
3462,down,t
3463,default,f
3464,up,t
3465,upstop,f
3466,down,t
3467,default,f
3468,up,t
3469,default,f
3470,up,t
3471,upstop,f
3472,upstop,f
3473,upstop,f
3475,upstop,f
3476,default,f
3477,up,t
3478,upstop,f
3479,default,f
3480,up,t
3481,upstop,f
3482,default,f
3483,up,t
3484,upstop,f
3485,stop,f
3486,open,t
3487,play,t
3488,open,t
3489,play,t
3490,open,t
3491,play,t
3492,stop,f
3493,down,t
3494,downstop,f
3495,up,t
3496,stop,f
3497,open,t
3498,play,t
3499,stop,f
3500,down,t
3501,downstop,f
3502,up,t
3504,default,f
3505,up,t
3506,upstop,f
3507,default,f
3508,up,t
3509,upstop,f
3510,default,f
3511,up,t
3512,upstop,f
3513,upstop,f
3514,upstop,f
3515,upstop,f
3516,default,f
3517,up,t
3518,upstop,f
3519,default,f
3520,up,t
3521,upstop,f
3522,upstop,f
