id,comment,sub_id,sub_type,dying_time,sound_material_id,big,target_decal_size,use_target_decal,use_target_silhouette,use_target_highlight,name,camera_distance,show_name_tag,name_tag_offset,sound_pack_id,despawn_doodad_on_collision,play_mount_animation
505,crocodile_water,254,ActorModel,0.0,10,f,0.0,t,t,f,crocodile_water,12.0,t,0.0,84,f,f
506,bee,255,ActorModel,0.0,10,f,0.0,t,t,f,bee,12.0,t,0.0,5,f,f
507,bat,256,ActorModel,0.0,10,f,0.0,t,t,f,bat,12.0,t,3.1,306,f,f
508,포탈게이트(길잡이),231,PrefabModel,0.0,9,f,0.0,f,f,t,model508,12.0,t,0.0,,f,f
509,wienhouse_tri120_stepbreak01,232,PrefabModel,0.0,7,t,0.0,t,t,f,wienhouse_tri120_stepbreak01,12.0,t,0.0,,f,f
510,wienhouse_tri120_stepbreak02,233,PrefabModel,0.0,7,t,0.0,t,t,f,wienhouse_tri120_stepbreak02,12.0,t,0.0,,f,f
511,galleon01,7,ShipModel,0.0,12,t,0.0,f,f,t,galleon01,30.0,t,0.0,144,f,f
512,galleon02,8,ShipModel,0.0,12,t,0.0,f,f,t,galleon02,70.0,t,0.0,144,f,f
513,wienhouse_tri60_stepbreak01,234,PrefabModel,0.0,7,t,0.0,t,t,f,wienhouse_tri60_stepbreak01,12.0,t,0.0,,f,f
514,wienhouse_tri60_stepbreak02,235,PrefabModel,0.0,7,t,0.0,t,t,f,wienhouse_tri60_stepbreak02,12.0,t,0.0,,f,f
515,wienhouse_weird120_stepbreak01,236,PrefabModel,0.0,7,t,0.0,t,t,f,wienhouse_weird120_stepbreak01,12.0,t,0.0,,f,f
516,wienhouse_weird120_stepbreak02,237,PrefabModel,0.0,7,t,0.0,t,t,f,wienhouse_weird120_stepbreak02,12.0,t,0.0,,f,f
517,wienhouse_weird60_stepbreak01 ,238,PrefabModel,0.0,7,t,0.0,t,t,f,wienhouse_weird60_stepbreak01,12.0,t,0.0,,f,f
518,wienhouse_weird60_stepbreak02 ,239,PrefabModel,0.0,7,t,0.0,t,t,f,wienhouse_weird60_stepbreak02,12.0,t,0.0,,f,f
519,wienhouse_nor120_stepbreak01 ,240,PrefabModel,0.0,7,t,0.0,t,t,f,wienhouse_nor120_stepbreak01,12.0,t,0.0,,f,f
520,wienhouse_nor120_stepbreak02,241,PrefabModel,0.0,7,t,0.0,t,t,f,wienhouse_nor120_stepbreak02,12.0,t,0.0,,f,f
521,wienhouse_nor60_stepbreak01,242,PrefabModel,0.0,7,t,0.0,t,t,f,wienhouse_nor60_stepbreak01,12.0,t,0.0,,f,f
522,wienhouse_nor60_stepbreak02,243,PrefabModel,0.0,7,t,0.0,t,t,f,wienhouse_nor60_stepbreak02,12.0,t,0.0,,f,f
523,pirate,9,ShipModel,0.0,12,t,0.0,f,f,t,pirate,40.0,t,0.0,144,t,f
524,galleon_item02,244,PrefabModel,0.0,0,f,0.0,t,t,f,galleon_item02,12.0,t,0.0,,f,f
525,galleon_item01,245,PrefabModel,0.0,0,f,0.0,t,t,f,galleon_item01,12.0,t,0.0,,f,f
526,galleon_helms,246,PrefabModel,0.0,0,f,0.0,t,t,f,galleon_helms,12.0,t,0.0,,f,f
527,galleon01_item01,247,PrefabModel,0.0,0,f,0.0,t,t,f,galleon01_item01,12.0,t,0.0,,f,f
528,galleon02_item01,248,PrefabModel,0.0,0,f,0.0,t,t,f,galleon02_item01,12.0,t,0.0,,f,f
529,galleon_pirate_item01,249,PrefabModel,0.0,0,f,0.0,t,t,f,galleon_pirate_item01,12.0,t,0.0,,f,f
530,leviathan,257,ActorModel,0.0,10,f,0.0,t,t,f,leviathan,12.0,t,0.0,,f,f
531,ezna_tower,250,PrefabModel,0.0,8,f,0.0,t,t,f,ezna_tower,12.0,t,0.0,,f,f
534,ezna_wall,253,PrefabModel,0.0,8,f,0.0,t,t,f,ezna_wall,12.0,t,0.0,,f,f
535,ezna_wall_diag,254,PrefabModel,0.0,8,f,0.0,t,t,f,ezna_wall_diag,12.0,t,0.0,,f,f
536,sol_wreck11,255,PrefabModel,0.0,2,f,0.0,t,t,f,sol_wreck11,12.0,t,0.0,,f,f
537,sol_wreck12,256,PrefabModel,0.0,2,f,0.0,t,t,f,sol_wreck12,12.0,t,0.0,,f,f
538,wienhouse_tir60_damaged50,257,PrefabModel,0.0,7,t,0.0,t,t,f,wienhouse_tir60_damaged50,12.0,t,0.0,,f,f
539,wienhouse_tir60_dying,258,PrefabModel,0.0,7,t,0.0,t,t,f,wienhouse_tir60_dying,12.0,t,0.0,,f,f
540,wienhouse_tir60_dead,259,PrefabModel,0.0,7,t,0.0,t,t,f,wienhouse_tir60_dead,12.0,t,0.0,,f,f
541,wienhouse_tri60_fire,260,PrefabModel,0.0,6,t,0.0,t,t,f,wienhouse_tri60_fire,12.0,t,0.0,,f,f
542,sol_house_break,261,PrefabModel,0.0,7,t,0.0,t,t,f,sol_house_break,12.0,t,0.0,,f,f
543,sol_house_dying50,262,PrefabModel,0.0,7,t,0.0,t,t,f,sol_house_dying50,12.0,t,0.0,,f,f
544,sol_house_damaged50,263,PrefabModel,0.0,7,t,0.0,t,t,f,sol_house_damaged50,12.0,t,0.0,,f,f
545,sol_house_dying,264,PrefabModel,0.0,7,t,0.0,t,t,f,sol_house_dying,12.0,t,0.0,,f,f
546,sol_house_dead,265,PrefabModel,0.0,7,t,0.0,t,t,f,sol_house_dead,12.0,t,0.0,,f,f
547,targettest,266,PrefabModel,0.0,2,f,0.0,t,t,f,targettest,12.0,t,0.0,,f,f
548,Andelph_tram,16,VehicleModel,0.0,7,f,0.0,f,f,t,andelph_tram,12.0,t,0.0,,f,f
549,werewolf,258,ActorModel,0.0,10,f,0.0,t,t,f,werewolf,12.0,t,0.0,262,f,f
550,jabberwocky,259,ActorModel,0.0,10,f,0.0,t,t,f,jabberwocky,12.0,t,0.0,229,f,f
551,behemoth,260,ActorModel,0.0,10,f,4.5,t,t,f,behemoth,12.0,t,2.3,72,f,f
552,earthelemental_big,261,ActorModel,0.0,8,t,0.0,t,f,t,earthelemental_big,12.0,t,0.0,280,f,f
553,harpy_brown,262,ActorModel,0.0,10,f,0.0,t,t,f,harpy_brown,12.0,t,0.0,301,f,f
554,bloodsucker_illusionist,263,ActorModel,0.0,10,f,0.0,t,t,f,bloodsucker_illusionist,12.0,t,0.0,372,f,f
555,bloodsucker_thrower,264,ActorModel,0.0,10,f,0.0,t,t,f,bloodsucker_thrower,12.0,t,0.0,372,f,f
556,bloodsucker_warrior,265,ActorModel,0.0,10,f,0.0,t,t,f,bloodsucker_warrior,12.0,t,0.0,372,f,f
557,livingaxe,266,ActorModel,0.0,13,f,0.0,t,t,f,livingaxe,12.0,t,0.0,383,f,f
558,livingsword,267,ActorModel,0.0,13,f,0.0,t,t,f,livingsword,12.0,t,0.0,382,f,f
559,darkwolf,268,ActorModel,0.0,10,f,0.0,t,t,f,darkwolf,12.0,t,0.0,255,f,f
560,garuda,269,ActorModel,0.0,10,f,4.0,t,t,f,garuda,12.0,t,5.0,291,f,f
561,hawk_gos,270,ActorModel,0.0,10,f,0.0,t,t,f,hawk_gos,12.0,t,0.0,302,f,f
562,hawk_silver,271,ActorModel,0.0,10,f,0.0,t,t,f,hawk_silver,12.0,t,1.5,302,f,f
563,boar_wilderness,272,ActorModel,0.0,10,f,0.0,t,t,f,boar_wilderness,12.0,t,0.0,235,f,f
564,mountainsheep_brown,273,ActorModel,0.0,10,f,0.0,t,t,f,mountainsheep_brown,12.0,t,0.0,341,f,f
565,tiger_cart,17,VehicleModel,0.0,7,f,0.0,f,f,t,tiger_cart,12.0,t,0.0,177,t,f
566,flyhell,274,ActorModel,0.0,10,f,0.0,t,t,f,flyhell,12.0,t,0.0,286,f,f
567,pumpkinhead,275,ActorModel,0.0,10,f,0.0,t,t,f,pumpkinhead,12.0,t,0.0,366,f,f
568,harpy_whitetail,276,ActorModel,0.0,10,f,0.0,t,t,f,harpy_whitetail,12.0,t,0.0,301,f,f
569,werespider,277,ActorModel,0.0,10,f,0.0,t,t,f,werespider,12.0,t,0.0,263,f,f
570,rafflesia,278,ActorModel,0.0,10,f,0.0,t,t,f,rafflesia,12.0,t,2.0,331,f,f
571,rafflesia_paroma,279,ActorModel,0.0,10,f,0.0,t,t,f,rafflesia_paroma,12.0,t,2.0,331,f,f
572,bear_white,280,ActorModel,0.0,10,f,0.0,t,t,f,bear_white,12.0,t,1.0,70,f,f
573,mantis_leaf,281,ActorModel,0.0,10,f,0.0,t,t,f,mantis_leaf,12.0,t,0.0,338,f,f
574,fepee_stump,282,ActorModel,0.0,10,f,0.0,t,t,f,fepee_stump,12.0,t,0.0,277,f,f
575,twoheadsnake_spotted,283,ActorModel,0.0,10,f,0.0,t,t,f,twoheadsnake_spotted,12.0,t,0.0,298,f,f
576,maledeer_rein,284,ActorModel,0.0,10,f,0.0,t,t,f,maledeer_rein,12.0,t,0.0,240,f,f
577,scorpion_bone,285,ActorModel,0.0,14,f,0.0,t,t,f,scorpion_bone,12.0,t,0.0,308,f,f
578,gorilla_snakecatcher,286,ActorModel,0.0,10,f,0.0,t,t,f,gorilla_snakecatcher,12.0,t,0.0,299,f,f
579,tiger_white,287,ActorModel,0.0,10,f,0.0,t,t,f,tiger_white,12.0,t,0.0,295,f,f
580,demisnake_female_archer,288,ActorModel,0.0,10,f,0.0,t,t,f,demisnake_female_archer,12.0,t,1.5,243,f,f
581,demisnake_female_mage,289,ActorModel,0.0,10,f,0.0,t,t,f,demisnake_female_mage,12.0,t,1.5,243,f,f
582,demisnake_female_warrior,290,ActorModel,0.0,10,f,0.0,t,t,f,demisnake_female_warrior,12.0,t,1.5,243,f,f
583,demisnake_male_archer,291,ActorModel,0.0,10,f,0.0,t,t,f,demisnake_male_archer,12.0,t,1.5,244,f,f
584,demisnake_male_mage,292,ActorModel,0.0,10,f,0.0,t,t,f,demisnake_male_mage,12.0,t,1.5,244,f,f
585,demisnake_male_warrior,293,ActorModel,0.0,10,f,0.0,t,t,f,demisnake_male_warrior,12.0,t,1.5,244,f,f
586,juggernaut_warrior,294,ActorModel,0.0,10,f,0.0,t,t,f,juggernaut_warrior,12.0,t,0.0,315,f,f
587,griffin_black,295,ActorModel,0.0,10,f,3.0,t,t,f,griffin_black,12.0,t,0.0,300,f,f
588,griffin_brown,296,ActorModel,0.0,10,f,3.0,t,t,f,griffin_brown,12.0,t,0.0,300,f,f
589,woodgiant_silent,297,ActorModel,0.0,7,f,0.0,t,t,f,woodgiant_silent,12.0,t,0.0,245,f,f
590,biam_dust_flame_thrower,298,ActorModel,0.0,10,f,0.0,t,t,f,biam_dust_flame_thrower,12.0,t,0.0,74,f,f
591,biam_dust_poison_thrower,299,ActorModel,0.0,10,f,0.0,t,t,f,biam_dust_poison_thrower,12.0,t,0.0,74,f,f
592,biam_dust_archer,300,ActorModel,0.0,10,f,0.0,t,t,f,biam_dust_archer,12.0,t,0.0,74,f,f
593,biam_dust_scratcher,301,ActorModel,0.0,10,f,0.0,t,t,f,biam_dust_scratcher,12.0,t,0.0,74,f,f
594,biam_dust_warrior,302,ActorModel,0.0,10,f,0.0,t,t,f,biam_dust_warrior,12.0,t,0.0,74,f,f
595,biam_reed_flame_thrower,303,ActorModel,0.0,10,f,0.0,t,t,f,biam_reed_flame_thrower,12.0,t,0.0,74,f,f
596,biam_reed_poison_thrower,304,ActorModel,0.0,10,f,0.0,t,t,f,biam_reed_poison_thrower,12.0,t,0.0,74,f,f
597,biam_reed_archer,305,ActorModel,0.0,10,f,0.0,t,t,f,biam_reed_archer,12.0,t,0.0,74,f,f
598,biam_reed_scratcher,306,ActorModel,0.0,10,f,0.0,t,t,f,biam_reed_scratcher,12.0,t,0.0,74,f,f
599,biam_reed_warrior,307,ActorModel,0.0,10,f,0.0,t,t,f,biam_reed_warrior,12.0,t,0.0,74,f,f
600,mountainsheep_white,308,ActorModel,0.0,10,f,0.0,t,t,f,mountainsheep_white,12.0,t,0.0,341,f,f
601,sheepdog,309,ActorModel,0.0,10,f,0.0,t,t,f,sheepdog,12.0,t,0.0,,f,f
602,crawlingslime_moss,310,ActorModel,0.0,10,f,0.0,t,t,f,crawlingslime_moss,12.0,t,0.0,82,f,f
603,porcupineslime_moss,311,ActorModel,0.0,10,f,0.0,t,t,f,porcupineslime_moss,12.0,t,0.0,365,f,f
604,transfers_minetub01,18,VehicleModel,0.0,7,f,0.0,f,f,t,transfers_minetub01,12.0,t,0.0,,t,f
605,transfers_minetub02,19,VehicleModel,0.0,7,f,0.0,f,f,t,transfers_minetub02,12.0,t,0.0,,t,f
606,landship_nuia_tram01,20,VehicleModel,0.0,7,f,0.0,f,f,t,landship_nuia_tram01,12.0,t,0.0,179,f,f
607,gargoyle_big,312,ActorModel,0.0,10,t,0.0,t,f,t,gargoyle_big,12.0,t,0.0,290,f,f
608,dw_boy01,313,ActorModel,0.0,10,f,0.0,t,t,f,dw_boy01,12.0,t,0.0,,f,f
609,scorpion_red,314,ActorModel,0.0,14,f,0.0,t,t,f,scorpion_red,12.0,t,0.0,308,f,f
610,cockatrice,315,ActorModel,0.0,10,f,3.0,t,t,f,cockatrice,12.0,t,0.0,265,f,f
611,spider_stripe,316,ActorModel,0.0,10,f,0.0,t,t,f,spider_stripe,12.0,t,0.0,322,f,f
612,rat_black,317,ActorModel,0.0,10,f,0.0,t,t,f,rat_black,12.0,t,0.0,332,f,f
613,spider_stripepup,318,ActorModel,0.0,10,f,0.0,t,t,f,spider_stripepup,12.0,t,0.0,322,f,f
614,flamingo,319,ActorModel,0.0,10,f,0.0,t,t,f,flamingo,12.0,t,0.0,284,f,f
615,fogmonster,320,ActorModel,0.0,10,f,0.0,t,t,f,fogmonster,12.0,t,0.0,293,f,f
616,basilisk_black,321,ActorModel,0.0,10,f,0.0,t,t,f,basilisk_black,12.0,t,0.0,329,f,f
617,basilisk,322,ActorModel,0.0,10,f,0.0,t,t,f,basilisk,12.0,t,0.0,329,f,f
618,werefox,323,ActorModel,0.0,10,f,0.0,t,t,f,werefox,12.0,t,0.0,267,f,f
619,horse_ghost,324,ActorModel,0.0,9,f,0.0,t,t,f,horse_ghost,12.0,t,0.0,305,f,f
620,gargoyle,325,ActorModel,0.0,10,f,0.0,t,t,f,gargoyle,12.0,t,0.0,289,f,f
621,smallgiant,326,ActorModel,0.0,8,f,0.0,t,t,f,smallgiant,12.0,t,0.0,51,f,f
622,woodgiant_wild,327,ActorModel,0.0,7,f,0.0,t,t,f,woodgiant_wild,12.0,t,0.0,245,f,f
623,woodgiant_silent_big,328,ActorModel,0.0,7,t,0.0,t,f,t,woodgiant_silent_big,12.0,t,0.0,247,f,f
624,minotaurs_bone_warrior,329,ActorModel,0.0,10,f,0.0,t,t,f,minotaurs_bone_warrior,12.0,t,0.0,340,f,f
625,minotaurs_warrior,330,ActorModel,0.0,10,f,0.0,t,t,f,minotaurs_warrior,12.0,t,0.0,340,f,f
626,minotaurs_bone_spearman,331,ActorModel,0.0,10,f,0.0,t,t,f,minotaurs_bone_spearman,12.0,t,0.0,340,f,f
627,minotaurs_spearman,332,ActorModel,0.0,10,f,0.0,t,t,f,minotaurs_spearman,12.0,t,0.0,340,f,f
628,minotaurs_bone_mage,333,ActorModel,0.0,10,f,0.0,t,t,f,minotaurs_bone_mage,12.0,t,0.0,340,f,f
629,minotaurs_mage,334,ActorModel,0.0,10,f,0.0,t,t,f,minotaurs_mage,12.0,t,0.0,340,f,f
631,npc_chef01,336,ActorModel,0.0,10,f,0.0,t,t,f,npc_chef01,12.0,t,0.0,,f,f
633,narayana_male,338,ActorModel,0.0,10,f,1.0,t,t,f,narayana_male,12.0,t,0.4,227,f,f
634,narayana_female,339,ActorModel,0.0,10,f,1.0,t,t,f,narayana_female,12.0,t,0.4,228,f,f
636,leopard_white,341,ActorModel,0.0,10,f,0.0,t,t,f,leopard_white,12.0,t,0.0,424,f,f
637,삭제중 - 650.lion_female을 대신 써주세요.,342,ActorModel,0.0,10,f,0.0,t,t,f,model637,12.0,t,0.0,,f,f
638,삭제중 - 649.lion_male 을 대신 써주세요.,343,ActorModel,0.0,10,f,0.0,t,t,f,model638,12.0,t,0.0,,f,f
639,snowlion_ghost,344,ActorModel,0.0,9,f,0.0,t,t,f,snowlion_ghost,12.0,t,0.0,316,f,f
640,collectmachine_worn,345,ActorModel,0.0,13,f,0.0,t,t,f,collectmachine_worn,12.0,t,0.0,268,f,f
641,collectmachine_rust,346,ActorModel,0.0,13,f,0.0,t,t,f,collectmachine_rust,12.0,t,0.0,268,f,f
642,detectmachine_worn,347,ActorModel,0.0,13,f,0.0,t,t,f,detectmachine_worn,12.0,t,0.0,246,f,f
643,detectmachine_rust,348,ActorModel,0.0,13,f,0.0,t,t,f,detectmachine_rust,12.0,t,0.0,246,f,f
644,crushmachine_worn,349,ActorModel,0.0,13,f,0.0,t,t,f,crushmachine_worn,12.0,t,0.0,274,f,f
645,crushmachine_rust,350,ActorModel,0.0,13,f,0.0,t,t,f,crushmachine_rust,12.0,t,0.0,274,f,f
646,npc_blacksmith01,351,ActorModel,0.0,10,f,0.0,t,t,f,npc_blacksmith01,12.0,t,0.0,,f,f
647,narayana_girl01,352,ActorModel,0.0,10,f,0.0,t,t,f,narayana_girl01,12.0,t,0.7,,f,f
648,woodgiant_faded,353,ActorModel,0.0,7,t,0.0,t,f,t,woodgiant_faded,12.0,t,0.0,247,f,f
649,malelion,354,ActorModel,0.0,10,f,0.0,t,t,f,malelion,12.0,t,0.0,397,f,f
650,femalelion,355,ActorModel,0.0,10,f,0.0,t,t,f,femalelion,12.0,t,0.0,397,f,f
651,snowlion_yellomane,356,ActorModel,0.0,10,f,0.0,t,f,t,snowlion_yellomane,15.0,t,1.35,321,f,f
652,fox_blue,357,ActorModel,0.0,10,f,0.0,t,t,f,fox_blue,12.0,t,0.0,287,f,f
653,carriage_trailed,21,VehicleModel,0.0,7,f,0.0,f,f,t,carriage_trailed,12.0,t,0.0,,f,f
654,carriage_main,22,VehicleModel,0.0,7,f,0.0,f,f,t,carriage_main,12.0,t,0.0,175,t,f
655,carriage_wheel_a,23,VehicleModel,0.0,7,f,0.0,t,t,f,carriage_wheel_a,12.0,t,0.0,,f,f
656,carriage_wheel_b,24,VehicleModel,0.0,7,f,0.0,t,t,f,carriage_wheel_b,12.0,t,0.0,,f,f
657,airship,25,VehicleModel,0.0,7,t,0.0,f,f,t,airship,12.0,t,0.0,178,t,f
658,snowlion_monster,358,ActorModel,0.0,10,f,0.0,t,t,f,snowlion_monster,12.0,t,0.0,36,f,f
660,hawk_kestrel,360,ActorModel,0.0,10,f,0.0,t,t,f,hawk_kestrel,12.0,t,1.5,302,f,f
661,daru_tamer,361,ActorModel,0.0,10,f,0.0,t,t,f,daru_tamer,12.0,t,0.0,237,f,f
662,horse_lightbrown_monster,362,ActorModel,0.0,10,f,0.0,t,t,f,horse_lightbrown_monster,12.0,t,0.0,304,f,f
663,shipyard_final,267,PrefabModel,0.0,7,t,0.0,t,t,f,shipyard_final,12.0,t,0.0,,f,f
664,shipyard_00,268,PrefabModel,0.0,7,t,0.0,t,t,f,shipyard_00,12.0,t,0.0,,f,f
665,shipyard_01,269,PrefabModel,0.0,7,t,0.0,t,t,f,shipyard_01,12.0,t,0.0,,f,f
666,shipyard_06,270,PrefabModel,0.0,7,t,0.0,t,t,f,shipyard_06,12.0,t,0.0,,f,f
667,포탈게이트(출구),271,PrefabModel,0.0,9,f,0.0,f,f,t,model667,12.0,t,0.0,,f,f
668,femalelion_riding,363,ActorModel,0.0,10,f,0.0,t,f,t,femalelion_riding,15.0,t,0.3,,f,f
669,malelion_riding,364,ActorModel,0.0,10,f,0.0,t,f,t,malelion_riding,15.0,t,0.3,,f,f
670,shipyard_step_01,272,PrefabModel,0.0,7,t,0.0,t,t,f,shipyard_step_01,12.0,t,0.0,,f,f
671,shipyard_step_02,273,PrefabModel,0.0,7,t,0.0,t,t,f,shipyard_step_02,12.0,t,0.0,,f,f
672,투명,365,ActorModel,0.0,10,f,0.0,f,f,f,model672,12.0,t,0.0,,f,f
673,galleon_housing_01,274,PrefabModel,0.0,7,t,0.0,f,f,t,galleon_housing_01,12.0,t,0.0,,f,f
674,galleon_housing_02,275,PrefabModel,0.0,7,t,0.0,f,f,t,galleon_housing_02,12.0,t,0.0,,f,f
675,galleon_housing_03,276,PrefabModel,0.0,7,t,0.0,f,f,t,galleon_housing_03,12.0,t,0.0,,f,f
676,galleon_housing_04,277,PrefabModel,0.0,7,t,0.0,f,f,t,galleon_housing_04,12.0,t,0.0,,f,f
677,galleon_housing_05,278,PrefabModel,0.0,7,t,0.0,f,f,t,galleon_housing_05,12.0,t,0.0,,f,f
678,galleon_housing_06,279,PrefabModel,0.0,7,t,0.0,f,f,t,galleon_housing_06,12.0,t,0.0,,f,f
679,galleon_housing_07,280,PrefabModel,0.0,7,t,0.0,f,f,t,galleon_housing_07,12.0,t,0.0,,f,f
680,galleon_housing_08,281,PrefabModel,0.0,7,t,0.0,f,f,t,galleon_housing_08,12.0,t,0.0,,f,f
681,galleon_housing_09,282,PrefabModel,0.0,7,t,0.0,f,f,t,galleon_housing_09,12.0,t,0.0,,f,f
683,galleon_housing_final,284,PrefabModel,0.0,7,t,0.0,f,f,t,galleon_housing_final,12.0,t,0.0,,f,f
684,galleon01_housing_08,285,PrefabModel,0.0,7,t,0.0,f,f,t,galleon01_housing_08,12.0,t,0.0,,f,f
685,galleon01_housing_final,286,PrefabModel,0.0,7,t,0.0,f,f,t,galleon01_housing_final,12.0,t,0.0,,f,f
686,galleon02_housing_10,287,PrefabModel,0.0,7,t,0.0,f,f,t,galleon02_housing_10,12.0,t,0.0,,f,f
687,galleon02_housing_final,288,PrefabModel,0.0,7,t,0.0,f,f,t,galleon02_housing_final,12.0,t,0.0,,f,f
688,cbt3_castle_wall_a,289,PrefabModel,0.0,8,t,0.0,t,t,f,cbt3_castle_wall_a,12.0,t,0.0,,f,f
689,cbt3_castle_wall_b,290,PrefabModel,0.0,8,f,0.0,t,t,f,cbt3_castle_wall_b,12.0,t,0.0,,f,f
690,cbt3_castle_wall_c,291,PrefabModel,0.0,8,f,0.0,t,t,f,cbt3_castle_wall_c,12.0,t,0.0,,f,f
691,cbt3_castle_wall_d,292,PrefabModel,0.0,8,f,0.0,t,t,f,cbt3_castle_wall_d,12.0,t,0.0,,f,f
692,cbt3_castle_wall_e,293,PrefabModel,0.0,8,f,0.0,t,t,f,cbt3_castle_wall_e,12.0,t,0.0,,f,f
693,cbt3_castle_tower_a,294,PrefabModel,0.0,8,f,0.0,t,t,f,cbt3_castle_tower_a,12.0,t,0.0,,f,f
694,cbt3_castle_tower_b,295,PrefabModel,0.0,8,f,0.0,t,t,f,cbt3_castle_tower_b,12.0,t,0.0,,f,f
695,cbt3_castle_tower_c,296,PrefabModel,0.0,8,f,0.0,t,t,f,cbt3_castle_tower_c,12.0,t,0.0,,f,f
696,cbt3_castle_tower_d,297,PrefabModel,0.0,8,f,0.0,t,t,f,cbt3_castle_tower_d,12.0,t,0.0,,f,f
697,cbt3_castle_tower_e,298,PrefabModel,0.0,8,f,0.0,t,t,f,cbt3_castle_tower_e,12.0,t,0.0,,f,f
698,turret_a,366,ActorModel,0.0,13,f,0.0,t,t,f,turret_a,12.0,t,0.0,,f,f
699,eagle_big,367,ActorModel,0.0,10,t,0.0,t,f,t,eagle_big,12.0,t,0.0,279,f,f
700,turret_b,368,ActorModel,0.0,13,f,0.0,t,t,f,turret_b,12.0,t,1.0,,f,f
701,snowlion_blackmane,369,ActorModel,0.0,10,f,0.0,t,f,t,snowlion_blackmane,15.0,t,0.0,321,f,f
702,yata_monster,370,ActorModel,0.0,10,f,0.0,t,t,f,yata_monster,12.0,t,0.0,17,f,f
703,housing_new_a step0,299,PrefabModel,0.0,7,t,-1.0,f,f,t,housing_new_a_step0,12.0,t,0.0,,f,f
704,housing_new_a step1,300,PrefabModel,0.0,7,t,-1.0,f,f,t,housing_new_a_step1,12.0,t,0.0,,f,f
705,housing_new_a step2,301,PrefabModel,0.0,7,t,-1.0,f,f,t,housing_new_a_step2,12.0,t,0.0,,f,f
706,housing_new_a step3,302,PrefabModel,0.0,7,t,-1.0,f,f,t,housing_new_a_step3,12.0,t,0.0,,f,f
707,housing_new_a step4,303,PrefabModel,1.8,7,t,-1.0,f,f,t,housing_new_a_step4,12.0,t,0.0,,f,f
708,housing_new_b step0 ,304,PrefabModel,0.0,7,t,-1.0,f,f,t,housing_new_b_step0,12.0,t,0.0,,f,f
709,housing_new_b step1,305,PrefabModel,0.0,7,t,-1.0,f,f,t,housing_new_b_step1,12.0,t,0.0,,f,f
710,housing_new_b step2,306,PrefabModel,0.0,7,t,-1.0,f,f,t,housing_new_b_step2,12.0,t,0.0,,f,f
711,housing_new_b step3,307,PrefabModel,0.0,7,t,-1.0,f,f,t,housing_new_b_step3,12.0,t,0.0,,f,f
712,housing_new_b step4,308,PrefabModel,1.8,7,t,-1.0,f,f,t,housing_new_b_step4,12.0,t,0.0,,f,f
713,housing_new_c step0,309,PrefabModel,0.0,7,t,-1.0,f,f,t,housing_new_c_step0,12.0,t,0.0,,f,f
714,housing_new_c step1,310,PrefabModel,0.0,7,t,-1.0,f,f,t,housing_new_c_step1,12.0,t,0.0,,f,f
715,housing_new_c step2,311,PrefabModel,0.0,7,t,-1.0,f,f,t,housing_new_c_step2,12.0,t,0.0,,f,f
716,housing_new_c step3,312,PrefabModel,0.0,7,t,-1.0,f,f,t,housing_new_c_step3,12.0,t,0.0,,f,f
717,housing_new_c step4,313,PrefabModel,1.8,7,t,-1.0,f,f,t,housing_new_c_step4,12.0,t,0.0,,f,f
718,housing_new_d step0,314,PrefabModel,0.0,7,t,0.0,f,f,t,housing_new_d_step0,12.0,t,0.0,,f,f
719,housing_new_d step1,315,PrefabModel,0.0,7,t,-1.0,f,f,t,housing_new_d_step1,12.0,t,0.0,,f,f
720,housing_new_d step2,316,PrefabModel,0.0,7,t,-1.0,f,f,t,housing_new_d_step2,12.0,t,0.0,,f,f
721,housing_new_d step3,317,PrefabModel,0.0,7,t,-1.0,f,f,t,housing_new_d_step3,12.0,t,0.0,,f,f
722,housing_new_d step4,318,PrefabModel,1.8,7,t,-1.0,f,f,t,housing_new_d_step4,12.0,t,0.0,,f,f
723,housing_new_e step0,319,PrefabModel,0.0,7,t,-1.0,f,f,t,housing_new_e_step0,12.0,t,0.0,,f,f
724,housing_new_e step1,320,PrefabModel,0.0,7,t,-1.0,f,f,t,housing_new_e_step1,12.0,t,0.0,,f,f
725,housing_new_e step2,321,PrefabModel,0.0,7,t,-1.0,f,f,t,housing_new_e_step2,12.0,t,0.0,,f,f
726,housing_new_e step3,322,PrefabModel,0.0,7,t,-1.0,f,f,t,housing_new_e_step3,12.0,t,0.0,,f,f
727,housing_new_e step4,323,PrefabModel,1.8,7,t,-1.0,f,f,t,housing_new_e_step4,12.0,t,0.0,,f,f
728,housing_new_f step0,324,PrefabModel,0.0,7,t,-1.0,f,f,t,housing_new_f_step0,12.0,t,0.0,,f,f
729,housing_new_f step1,325,PrefabModel,0.0,7,t,-1.0,f,f,t,housing_new_f_step1,12.0,t,0.0,,f,f
730,housing_new_f step2,326,PrefabModel,0.0,7,t,-1.0,f,f,t,housing_new_f_step2,12.0,t,0.0,,f,f
731,housing_new_f step3,327,PrefabModel,0.0,7,t,-1.0,f,f,t,housing_new_f_step3,12.0,t,0.0,,f,f
732,housing_new_f step4,328,PrefabModel,1.8,7,t,-1.0,f,f,t,housing_new_f_step4,12.0,t,0.0,,f,f
733,housing_new_g step0,329,PrefabModel,0.0,7,t,-1.0,f,f,t,housing_new_g_step0,12.0,t,0.0,,f,f
