id,book_page_id,text,illust
529,455,<tr><td>푸른 소금 상회는 시민들의 안전을 지키기 위해 전 대륙에서 많은 물자를 모으고 있습니다.<br/>긴급하게 필요한 물자가 있을 때에는 이곳에 공고를 내어 물자를 모을 테니 이 게시판을 늘 주목해 주십시오.<br/><br/><b>- 푸른 소금 상회 보급관</b></td></tr>,
530,446,"<tr><td>옛날하고도 먼 옛날, 아주 먼 대륙에는 위대한 도서관이 있었다.<br/>그 도서관에는 세상의 모든 두루마리와 책이 모여 있었다. 과거의 모든 역사서와 미래에 대한 예언서까지 빼곡히 꽂혀 있었다.<br/>대륙에서 가장 위대한 학자들이 모여 학생들을 가르쳤고, 각지의 동물과 식물, 광물의 표본이 보관되었다.<br/>도서관에 세상의 모든 지식이 모인 것만 같았다.</td></tr>",
531,450,"<tr><td>친애하는 동생 콜린에게<br/><br/>이 편지를 소지하고 있는 자가 너를 찾아가거든 '세상에서 가장 위대했던 도서관 이야기'라는 고서를 찾을 수 있도록 최선을 다해 도와주거라. 고서 한 권 정도 구하는 거니 너에게도 그리 어려운 일은 아닐 게다. 요즘 네가 영지 관리를 제대로 하지 않고 있는데다, 수상한 무리와 어울린다는 이야기를 들어서 이 형은 걱정이 막심하다.</td></tr>",
532,451,"<tr><td>'이야기를 파는 집'에서 콜린 경께 구매하신 물품의 대금을 치러주시기를 청합니다.<br/><br/>귀부인의 머리채로 만든 허리띠, 티르란드 왕의 세공사가 만든 녹옥을 박은 금팔찌, 붉은 비단 옷감으로 만든 조끼에 대한 대금을 부디 월말까지 보내주셨으면 합니다. <br/><br/>이전과 같이 바위언덕 마을의 회색 지붕 집으로 사람을 보내주십시오.<br/><br/>- 골동품상 브란웬 -</td></tr>",
533,447,"<tr><td>열두 사람이 세상의 근원을 직접 찾기 위해 도서관을 떠났다. 그들의 이름은 에안나, 키프로사, 아란제브, 아란제비아, 진, 타양, 올로, 이녹, 멜리사라, 나이마, 오키드나, 그리고 루키우스라고 했다.</tr></td>",
534,452,"<tr><td>11월 밤의 난롯가에서 사람들을 감탄시킬 만한 이야기를 원하시나요? 세심하게 세공된, 매혹적인 사연이 얽힌 물건들을 귀한 사람을 위한 선물로 찾고 계신가요? 그렇다면 곧바로 바위언덕 마을에 회색 지붕 집으로 찾아오세요. 당신이 마음속으로부터 늘 원하시던 물건을 발견하시게 될 겁니다.<br/><br/>저희 가게의 상품들은 주인을 선택하는 경향이 있으니 찾아오시고 싶다면 주의하세요!</td></tr>",
535,456,"<tr><td><화약과 폭발 제4차 개정판에 부쳐><br/><br/>30년 전만 해도 누이아 대륙의 화약과 폭탄은 하리하라 대륙에 한참 못 미치는 수준이었다. 안델프 공화국에서는 비교적 화약 연구가 자세히 진행됐으나 두 왕관의 고온다습 기후에 안델프 화약은 부적절했다. 이에 10년 전, 본 저자는 기나긴 연구 끝에 이 책을 출간하기에 이르렀다. 허나, 날로 발전하는 기술은...<br/><br/>- 풀버 미틀렛 -</td></tr>",
536,448,"<tr><td>도서관을 떠난 사람들은 원정대를 만들어 먼 길을 갔다. 세상을 삼킬 듯한 폭포를 지나고 날개 없이는 누구도 넘지 못한 산을 넘었다. 무서운 괴물을 만나고 친구의 슬픈 죽음도 보았다. 마침내, 세계의 배꼽에 이르렀다.</td></tr>",
537,447,"<tr><td>도서관을 떠난 사람들은 원정대를 만들어 먼 길을 갔다. 세상을 삼킬 듯한 폭포를 지나고 날개 없이는 누구도 넘지 못한 산을 넘었다. 무서운 괴물을 만나고 친구의 슬픈 죽음도 보았다. 마침내, 세계의 배꼽에 이르렀다.</tr></td>",
538,448,"<tr><td>세계의 탯줄을 타고 내려간 사람들은 누구도 상상해 보지 못한 아름다운 정원을 보았다. 그곳에는 세계를 낳은 어머니도 있었다.<br/>어머니는 세상의 근원을 찾아온 탐구자들에게 선물을 하나씩 주었다. 좋은 선물인지 나쁜 선물인지는 아무도 모른다.</td></tr>
",
539,449,"<tr><td>도서관을 떠난 사람들은 원정대를 만들어 먼 길을 갔다. 세상을 삼킬 듯한 폭포를 지나고 날개 없이는 누구도 넘지 못한 산을 넘었다. 무서운 괴물을 만나고 친구의 슬픈 죽음도 보았다. 마침내, 세계의 배꼽에 이르렀다.</tr></td>",
541,450,"<tr><td>이번 일은 나와 로이스터 경의 체면이 달린 문제이니 깔끔하게 처리해다오. 형은 이번에 네가 일 처리를 어떻게 하는지에 따라서 네가 맡은 일을 다른 사람에게 넘길지를 고려하겠다.<br/><br/> -수도에서 너의 형- </td></tr>

",
542,457,<td><tr>모든 주택 및 텃밭을 건설할 수 있습니다.</td></tr>,
543,458,"<td><tr>중형 주택, 대형 주택 및 저택을 건설할 수 있습니다.</td></tr>",
544,459,<tr><td>로카의 장기말들에 있는 황혼 노을 부락 입구와 긴 모래톱에 있는 인어 눈물 해안에서 구도자들이 수행과 참회를 위해 찾아오는 자들을 기다리고 있다.</td></tr>,
545,460,<tr><td>찬란한 자유항의 안녕을 위하여.<br/>기꺼이 어두운 새의 깃털이 되리라.<br/>-쿠투하라-</td></tr>,
546,461,<tr><td>오스테라. 길 잃은 바다를 바라보는 높이 솟은 성. 찬란한 자유항.</td></tr>,
547,461,"<tr><td>초승달 왕좌에서 남하한 극악무도한 일리온이 살리움 왕국을 공격했을 때, 용감히 싸운 캄사스 국왕은 목숨을 잃었다.<br/>불 타는 왕성을 떠난 사람들은 동이 트는 방향에 의지하여 험한 풍랑을 헤치며 바다를 건널 수밖에 없었다.<br/>새 땅에 도착한 사람들은 그곳에 정착하여 동틀녘 반도라 이름 지었다.</td></tr>",
548,461,<tr><td>왕국 잃은 슬픔을 딛고 선 사람들은 더 동쪽으로 달려 대륙 전체를 차지하고 하리하라 신의 이름을 이어받았다. 그동안 살리움 왕국의 슬픔을 간직한 사람들은 바다 건너 옛 왕국에 돌아가기를 바라며 도시를 세웠다.<br/>찬란한 항구 오스테라의 탄생이었다.</td></tr>,
549,462,"<tr><td>그리 멀지 않은 옛날, 이즈나 근처에 한 남자가 살았다. 어느 날, 남자는 꿈에서 하늘을 향해 곧게 가지를 뻗은 너무나도 아름다운 나무를 보았다. 그리고 잠에서 깨어났을 때, 자기 앞에 아름다운 무늬의 갈색 바위가 홀연히 놓여있는 것을 보았다. 남자는 꼭 이 돌로 그 나무를 새기겠다고 맹세했다. 하지만 바위는 너무나 단단했고, 남자는 도저히 머릿속의 나무를 표현할 수 없었다.</td></tr>",
550,462,<tr><td> 그러나 깊은 숲 속에서 남자는 포기하지 않고 돌을 쪼았다. (후략) - 초승달 왕좌 성내 도서관 장서 <이루어진 소망> 중에서 발췌. 사서 올링가 부인에게 장서 위치를 문의하실 수 있습니다. - </td></tr>,
552,463,<tr><td>탑의 도시 @NPC_NAME(2678)에게<br/><br/>내 부탁에 대해 책임져준 것을 고맙게 생각하노라.<br/>아울러 @PC_NAME(0)|1과;와; 같은 훌륭한 자가 우리 일을 돕도록 부탁한 것은 좋은 판단이었다.</td></tr>,
553,463,"<tr><td>이 편지를 가져가는 자에게 합당한 보상을 해주길 바라며. 다시 한 번 감사의 인사를 남기는 바이다.<br/>여왕에게 죽음도 피해 가는 영광 있으라.<br/>- 칼리아이 가문을 대표하여, 이시도로가 -</td></tr>",
554,464,"<tr><td><p align=""center"">탑의 도시 도서관 안내서<p>서방 이슈바라 최대 장서 보유량을 자랑하는 마하데비 탑의 도시 도서관을 소개합니다.<br/>- 약 오천 권 이상의 장서 보유<br/>- 연중무휴<br/>- 여행자를 위한 마구간 완비<br/>- 대여는 일부 귀족분들만 가능합니다.</td></tr>",
555,464,<tr><td>- 외지인의 도서 열람이나 대여는 제한될 수 있습니다.<br/>- 낮에는 다른 대륙 언어를 가르치는 교사를 만날 수 있습니다.<br/>- 음식물을 가지고 오시면 강제로 퇴장당할 수 있습니다.</td></tr>,
556,465,"<tr><td>목축, 영농, 동물의 생장을 관장하는 신<br/>후덕하고 인자한 이미지의 중년 여성으로 현신한다고 전해진다.<br/>한 손에는 동물의 기분을 평화롭게 해주는 피리를 들고 있다고 전해진다.</td></tr>",
557,466,"<tr><td><p align=""center"">오스테라의 영웅 머리말</p>도시가 파괴될 운명을 빗겨낸 영웅이여. 긴 전쟁의 틈에<br/>서 찾아온 갑작스러운 여왕의 죽음이 그녀를 차디찬<br/>관 속으로 뉘였을 때. 광기에 찬 점령군은 도시를 지옥<br/>으로 몰아넣으려 하였노라. 항구의 모든 것이 잿더미<br/>로 변하려 할 때.</td></tr>",
558,466,<tr><td>오스테라의 젊은 상인 아르카디오가 비로소<br/>세상 앞에 나섰으니 그의 지혜와 용기로 네 장군들의<br/>요동치는 분노를 가까스로 진정시켰노라.</td></tr>,
559,466,"<tr><td>미래를 내다본 자, 칼리오 아르카디오여.<br/>네 장군에게 이슈바라의 꿈을 일깨워준 자여.<br/>찬란한 자유항을 지켜낸 칼리아이 가문에 축복 있으라.</td></tr>",
560,446,"<tr><td>그럼에도 도서관에 보관되지 않은, 보관될 수 없는 지식이 있을 것으로 생각한 학생들이 있었다. 그리고 어느 날, 열두 사람이 세상의 근원을 직접 찾기 위해 도서관을 떠났다. 그들의 이름은 에안나, 키프로사, 아란제브, 아란제비아, 진, 타양, 올로, 이녹, 멜리사라, 나이마, 오키드나, 그리고...</td></tr>",
561,447,<tr><td>세계의 탯줄을 타고 내려간 사람들은 누구도 상상해 보지 못한 아름다운 정원을 보았다. 그곳에는...</td></tr>,
562,449,<tr><td>세계의 탯줄을 타고 내려간 사람들은 누구도 상상해 보지 못한 아름다운 정원을 보았다. 그곳에는 세계를 낳은 어머니도 있었다.<br/>어머니는 세상의 근원을 찾아온 탐구자들에게 선물을 하나씩 주었다. 좋은 선물인지 나쁜 선물인지는 아무도 모른다.</td></tr>,
563,449,<tr><td>선물을 받은 사람들은 세계의 배꼽을 나와 세상으로 돌아왔다. 세상에는 새로운 시험이 기다리고 있었다. 그 이후 벌어진 일은 다른 이야기꾼이 전해줄 것이다.</td></tr>,
564,448,<tr><td>선물을 받은 사람들은 세계의 배꼽을 나와 세상으로 돌아왔다. 세상에는 새로운 시험이 기다리고 있었다. 그 이후 벌어진 일은 다른 이야기꾼이 전해줄 것이다.</td></tr>,
565,467,"<td><tr>소형 주택과 밀짚모자 허수아비, 호박머리 허수아비 텃밭을 내려놓을 수 있습니다.</td></tr>",
566,468,"<td><tr>중형 주택과 초가지붕 농장, 호박머리 허수아비 텃밭을 내려놓을 수 있습니다.</td></tr>",
567,471,"<tr><td>두 왕관의 지배자, 여신의 아들 일리온. 미로의 시험을 거부하고 스스로 운명을 만든 자.</td></tr>",
568,471,"<tr><td>초승달 왕좌는 세습되지 않는다. 모든 왕은 미로가 산 채로 뱉어낸 사람들이다. 일리온은 믿을 수 없는 신화가 약속하는 불분명한 미래보다, 자기 손에 쥐어진 검을 더 믿었다.<br/>그는 자신과 후손들이야말로 황금기를 일으킬 지도자라고 믿었다. 그 믿음 아래, 태양을 가릴 보름달이 남하하기 시작했다. 로즈 엔드는 항복하고, 살리움 왕국은 불타올랐다.</td></tr>",
569,471,<tr><td>새롭게 마리아노플과 이즈나로 태어난 두 도시는 그에게 두 개의 왕관을 씌웠다. 두 왕관이 탄생한 순간이었다.</td></tr>,
570,472,"<tr><td><p align=""center"">왕비의 관, 마리아노플 안내서<p>누이아 대륙에서 가장 큰 도시이자, 두 왕관의 두 번째 수도에 오신 걸 환영합니다!<br/>- 도시를 지배하는 세 가문의 각기 다른 지역 정취를 느껴보세요.</td></tr>",
571,472,<tr><td>- 마리안이라는 이름을 가지신 분들은 조심하세요. 이 도시에서 왕세자비 후보들이 가지는 이름이랍니다.<br/>- 대도시 최고의 편의 시설 보유!<br/>- 대학에서 낮에 다른 대륙 언어를 가르치는 교사를 만날 수 있습니다.</td></tr>,
572,473,"<tr><td><p align=""center"">서문</p>겨울. 북풍 곶의 사람들이라면 자연스럽게 받아들이는 계절. 북풍 곶의 아이들은 눈꽃과 함께 자라나고 얼어붙은 달 그림자와 함께 잠들었다. 따뜻한 남쪽 사람들은 우리의 섭리를 이해하지 못하리라.</td></tr>",
573,474,"<tr><td>세이파와 매라데일을 시조로 하는 셈 씨족은, 밤으로 스며들어 역사의 낮과 밤을 모두 지켜보기로 했다.</td></tr>",
574,474,"<tr><td>마지막 왕이 쓰러진 후, 우리 종족은 왕을 위한 복수 외에는 이 유배지 같은 땅에 아무것도 안 남기기로 했다. 우리는 기록하지 않는다. 기억할 뿐이다. 하지만 그것만이 우리 종족에게 남은 것인가. 세이파와 매라데일만이 놓치는 게 있을지 모른다고 말했다. 원로원은 그들을 추방하고 기억술사들은 셈 씨족에 대한 기억을 추방당했다는 것으로 끝맺었다.</td></tr>",
575,474,"<tr><td>하지만 우리는 사라지지 않았다. 셈 씨족은 기억술을 익히지 못했다. 대신 기록을 했다. 모두가 인정하지 않아 어둠 속에 묻힌 이야기까지 모두 기록했다.<br/>우리는 셈 씨족이다. 밤에 스며들어 모든 걸 관찰한다.<p align=""right"">-세미젤, 세미온, 세뮤닌</p></td></tr>",
576,475,<tr><td>우리를 금수라 부르는 자들도 있다.</td></tr>,
577,475,"<tr><td>초원의 전통은 사라져 가고, 몰락한 제국이 드리운 그림자가 아직도 어둡다. 우리는 전통을 버린 소리꾼들, 밤을 기록하기 위해 고향을 떠났다.<br/>낮은 현재를 살아가는 사람들이 역사를 만드는 시간이다. 그리고 밤은 기억하고 되새기는 시간이다.</td></tr>",
578,475,"<tr><td>우리는 노래를 기억하고 있다. 우리는 다른 이들에게 밤을 기리게 하는 사람들이었다. 우리 종족은 몰락하고 정신은 하리하란에게 물들었지만, 우리가 노래를 버린 건 포기해서가 아니다.<br/>우리는 변화한 새로운 시대를 똑바로 바라보았다. 그리고 더는 아무도 따라 부르지 않는 노래보다 더 멀리 퍼지는 걸 보았다. 우리는, 밤을 기록하는 소리꾼들이다.<br/><br/>- 야리즈, 니르하, 아라기</td></tr>",
579,473,<tr><td>위대한 비스코니아의 삶 자체가 투쟁이자 전쟁이니.<br/>우리는 언제나 노련한 사냥꾼이자 용맹한 전사이다.<br/>갈망하던 얼어붙지 않는 항구를 찾아 남쪽으로 뻗어 나아갈 때.</td></tr>,
580,473,<tr><td>허약한 병졸을 가진 북 메어는 우리를 막기 위해 가소로운 자들을 데려왔다. 데이어 가문이라는 족속이었다.<br/>이제 8년에 걸쳐 그들과 함께 써내려간 피의 역사를 남기고자 한다.</td></tr>,
581,469,"<tr><td><p align=""center"">목차</p>개정판 서문<br/><br/>이니스테르 북부<br/>회한의 절벽 - 사랑은 어쩌다 슬픔을 남기고<br/>카어 노르드-신사와 매춘부의 도시<br/><br/>이니스테르 남부<br/>고인돌 평야 - 여신의 영원한 침소<br/>너도밤나무 숲 - 자연과 일치하는 행복한 조화<br/><br/>이니스테르 동부<br/>염원의 강 - 미학의 영감은 강물을 따라</td></tr>",
582,470,<tr><td>친애하는 내 여동생에게<br/><br/>내 사랑하는 여동생. 그동안 잘 지냈는지 궁금하구나. 폐하의 명으로 카어 노르드에 도착한 지 벌써 한 달. 바쁘다는 핑계로 서둘러 편지를 보내지 못한 이 게으른 오빠를 용서해다오...</td></tr>,
585,470,"<tr><td>...오, 봄 햇살 같은 너에게 한 가지 놀랄 소식을 전할까 한다. 내가 여기서 신뢰할 수 있는 친구를 한 명 사귀었는데, 그게 누군지 알겠니? 바로 레안데르 왕자란다. 소탈하고 성품이 밝아 백성의 사랑을 흠뻑 받는 분이지. 네 이야기를 드렸더니 만나고 싶다고 하시는구나...</td></tr>",
586,470,"<tr><td>...그럼 다시 만나기를 고대하며 어머님께도 보고 싶고 사랑한다는 안부 전해주렴.<br/><p align=""right"">- 항상 어머니와 너를 생각하는 오빠로부터</p></td></tr>",
587,477,"<tr><td>장미가 가장 아름답게 피는 스무 번째 새벽, 약속의 고인돌 서쪽 방향에서 접선하겠습니다. 비밀유지를 철저히 하기 바랍니다.<br/><br/>-긴 모래톱의 잿빛까마귀로부터-</td></tr>",
588,476,"<tr><td>건널 수 없는 해협의 밀물이 세 번, 썰물이 다섯 번이 되는 열두 번째 달이 뜬 날에 접선합니다. 실수 없이 준비해주세요.<br/><br/>-긴 모래톱의 은빛인어로부터-</td></tr>",
589,478,<tr><td>영원히 번성할 것이라며 스스로 영원의 섬이라 이름 지었던 왕국이 지금 거대한 해일에 의해 사라지고 있다.<br/>높은 성벽을 집어삼키고 있는 거대한 파도 앞에서 사람들은 겁에 질린 얼굴로 오들오들 떨며 서로 부둥켜안았다. 자신들의 마지막이란 사실을 모두 직감한 것 같다.</td></tr>,
590,478,<tr><td>누구도 예상 못 했던 나 알렉토는 이렇게 복수를 실현했다.<br/>저 파도가 곧 내 육신 역시 집어삼키겠지만.</td></tr>,
591,479,<tr><td>복수를 위해 수백만 명을 죽이는 것은 과연 정당한 것일까? 영원의 섬에 사는 모든 사람을 죽음으로 몰고 가는 복수를 마음먹었을 때 내 머릿속에서 떠나지 않던 물음이다.<br/>과연 내 복수는 정당한 것일까?<br/>복수라는 핑계에 저들 모두를 죽일 권리가 과연 내게 있는 것일까?</td></tr>,
592,479,<tr><td>복수를 다짐하며 지금까지 나는 복수의 방법을 찾는 것 보다 복수의 정당성을 찾는데 더 많은 고민을 해왔다.</td></tr>,
593,480,<tr><td>밤하늘에 별이 환한 빛을 내뿜는 것은 별이 강한 빛을 내는 것보다 밤하늘이 지나치게 어둡기 때문이다.<br/>지나친 어둠은 평범한 별을 반짝반짝 빛나는 환한 별로 탈바꿈시킨다. 내 아버지 오스카는 어두운 밤의 별빛 같은 사람이었다.</td></tr>,
594,480,"<tr><td>아버지는 선량하고 용감한 사람이었지만, 만인의 추앙을 받을 정도의 영웅은 아니었다. 하지만 아버지 주변이 모두 무능하고 무기력했기 때문에 아버지는 항상 빛나 보였다.</td></tr>",
595,481,"<tr><td>아버지는 영원의 섬 4대 거상 중 한 명이었다.<br/>누이아 대륙과 하리하라 대륙을 오가며 중계무역을 통해 많은 부를 획득했다.<br/>다른 갑부들은 대부분 부모로부터 물려받은 많은 재산을 보전하거나 조금 키운 정도가 전부였지만, 아버지는 상단의 심부름꾼으로 시작해서 자수성가하였다.<br/>그래서 아버지는 많은 사람으로부터 존경을 받았다.</td></tr>",
596,482,"<tr><td>부자를 살펴보면 대충 두 가지 종류의 부자가 있다.<br/>하나는 자기 자신의 재산 축적에만 몰두하며 주변 사람에게는 인색한 사람과, 다른 하나는 자기 자신의 재산 축적뿐만 아니라 주변 사람에게도 많은 것을 나눈 덕분에 주변 사람들이 그를 위해 더욱 노력해서 상승효과로 큰 부자가 되는 경우다.<br/>부자 대부분은 전자의 타입이지만, 아버지는 후자의 타입이었다.</td></tr>
",
597,482,<tr><td>그래서 아버지는 밤하늘의 별처럼 반짝반짝 빛나는 존재였다.</td> </tr>,
598,483,"<tr><td>인기가 많은 아버지 덕분에 우리 집은 항상 많은 사람으로 북적거렸다.<br/>방이 무려 여든 개나 있는 대저택이었지만 남는 빈방이 없을 정도로 손님이 가득했다.<br/>그들은 항상 아버지를 칭송했으며, 아버지가 힘들 때는 모두 함께 발 벗고 나서서 도울 것처럼 행동했다.<br/>아버지는 그들을 믿었고 나도 그들을 믿었다. 그게 신기루라는 사실을 알지 못한 채.</td></tr>",
599,484,"<tr><td>영원의 섬 지배자인 알토라스 국왕에게는 세 명의 아들이 있었다.<br/>첫째 굴디곤 왕자는 용맹한 무력으로 해군을 지휘해 병사들로부터 많은 지지를 얻었으며, 둘째 아르카잔 왕자는 일찍부터 내정에 관여해 행정가들 사이에서 인기가 있었다.<br/>셋째 발티칸 왕자는 위의 두 형과는 달리 별다른 특징이 없었다.</td></tr>",
600,484,"<tr><td>그래서 대부분 굴디곤 왕자 아니면, 아르카잔 왕자가 알토라스 국왕의 뒤를 이을 거로 생각했다.</td></tr>",
601,485,<tr><td>아무런 지지기반이 없던 발티칸 왕자가 아버지를 찾아온 것은 내가 막 열다섯 살이 됐을 때였다.<br/> 그는 아버지에게 자신이 왕이 될 수 있도록 후원해 달라고 요청했다.<br/>아버지는 발티칸 왕자의 청을 완곡히 거부했다. 평소 상인이 정치에 관여하면 화를 부르고 나라를 망친다는 것이 아버지의 철학이었기 때문이다.</td></tr>,
602,486,"<tr><td>아버지가 거절하자 발티칸 왕자는 순순히 물러났다.<br/>우리는 그것으로 끝났다고 생각했다. 하지만 그런 순진한 생각은 모든 재앙의 씨앗이 됐다.<br/>어느 날, 발티칸 왕자로부터 날아온 왕자궁 파티 초대장을 받고 별다른 의심 없이 나와 누이가 파티에 참여했던 것도 모두 그 때문이었다.</td></tr>",
603,486,<tr><td>우리는 그때까지 발티칸 왕자라는 사람이 어떤 자인지 전혀 알지 못했다. 그저 그의 선량해 보이는 외관과 주변의 평만을 믿었다.</td></tr>,
604,487,"<tr><td>왕실 파티에 처음 참여한 나와 누이는 몹시 긴장했다. 열다섯 살의 어린 소년에게 왕실 파티는 지금까지 경험해보지 못한 꿈의 신세계였기 때문이다.<br/>그건 이제 막 열여덟이 된 누이 역시 마찬가지였다.<br/>왕실 파티에 참여한 귀족들이 보기에 우린 촌놈이나 다름이 없었다.<br/>누가 봐도 긴장한 기색이 완연했으며, 파티장 내부를 두리번거리기 일쑤였으니까.</td></tr>",
605,488,<tr><td>왕자궁 파티에서 발티칸 왕자는 주인공이었다.<br/>모두 발티칸 왕자의 초대를 받고 그를 만나기 위해 찾아온 사람들이었으니 그에게 집중하는 것은 너무나도 당연했다.<br/>반면 우리는 귀족도 아니었고 왕실 파티에도 처음 참석한 촌놈이었다. 그래서 누구도 우리에게 말을 붙이지 않았다.<br/>왕실 파티에 큰 기대를 했던 누이는 그런 분위기에 몹시 실망한 기색이었다.</td></tr>,
606,489,"<tr><td>수많은 사람 사이에서 소외당하고 있을 때 누군가가 손을 내밀어 준다면 그 사람에게 호감을 느끼게 되는 것은 너무나도 당연한 일이다.<br/>특히, 손을 내민 사람이 파티의 주인공이라면 말이다.<br/>발티칸 왕자가 수많은 귀족 사이에서 위축된 모습을 보이고 있는 우리에게 찾아와 관심 어린 모습을 보여줬을 때, 우리는 발티칸 왕자에게 호감을 느낄 수밖에 없었다.</td></tr>",
607,490,"<tr><td>발티칸 왕자는 파티 내내 누이를 에스코트했다. 주변에서 보기엔 매우 파격적인 일이었다.<br/>부러움에 가득한 귀족 영애들의 시선을 받으며 열여덟의 어린 누이는 우쭐해질 수밖에 없었다.<br/>발티칸 왕자는 그런 누이를 파티가 있을 때마다 초대했다. 결국, 발티칸 왕자는 어린 누이의 첫사랑이 되고 말았다.</td></tr>
",
610,490,"<tr><td>이 모든 상황이 영악한 발티칸 왕자에 의해 계획된 일이었지만, 순진하기만 했던 나와 누이는 그 사실을 알지 못했다.</td></tr>",
611,491,"<tr><td>누이는 발티칸 왕자와 결혼을 약속했다.<br/>아버지는 어린 누이의 사랑을 위해 자신의 신념을 깨고 결국 발티칸 왕자를 후원하게 됐다.<br/>아버지의 많은 재산은 썰물처럼 빠져나가 발티칸 왕자에게로 흘러들어 갔다.<br/>발티칸 왕자는 아버지의 재산과 인맥을 이용해 세력을 형성해 나갔다.</td></tr>
",
612,491,<tr><td>굴디곤 왕자와 아르카잔 왕자의 편에 줄을 서지 못한 사람과 많은 상인이 발티칸 왕자에게 모여들었다.</td></tr>,
613,492,"<tr><td>사고와 범죄는 과연 무엇이 다른가?<br/>사고는 뜻하지 않게 발생한 일이며, 범죄는 고의적으로 계획된 일이다.<br/>모든 사람이 사고라고 생각했던 참사로 유력한 후계자 후보였던 굴디곤 왕자와 아르카잔 왕자가 한 자리에서 죽고 말았다. 발티칸 왕자 역시 그 자리에서 피륙이 찢어지는 부상을 당했으며, 그와 함께 있던 내 누이는 두 왕자와 함께 누이 여신의 품으로 돌아갔다.</td></tr>",
614,493,"<tr><td>세 왕자와 그들의 약혼자들이 많은 귀족과 함께 참여한 사냥터에 정체를 알 수 없는 괴한 무리가 난입해 테러를 저질렀다. 그러면서 두 명의 왕자와 약혼자들이 모두 죽고 누이 역시 누이 여신의 품으로 돌아갔다.<br/>워낙 큰 사건이었기 때문에 범죄를 저지른 그들의 정체를 밝혀내기 위한 조사가 진행됐다.</td></tr>
",
615,492,<tr><td>누이는 그때 임신 중이었다.</td></tr>,
616,494,"<tr><td>조사 결과 범인은 이니스테르에서 잠입한 첩자였다.<br/>그런데 이 첩자는 우리 집에 머물고 있는 수많은 식객 중 한 명이었다.<br/>첩자로 지목된 자의 자백으로, 아버지가 모든 왕자와 일가족을 죽이고 임신한 누이의 자식을 왕좌에 올리기 위해 이런 범죄를 저지른 것으로 결론지어졌다.<br/>만인에게 존경받던 아버지가 순식간에 반역을 저지른 대역죄인이 돼버렸다.</td></tr>",
617,495,<tr><td>집으로 왕실 병사들이 들이닥치기 직전에 아버지는 나를 탈출시켰다.<br/>탈출하는 순간 아버지는 내게 '아란제브의 명상'이라는 목걸이를 건네줬다.<br/>이니스테르에 사는 지인을 찾아가 그 목걸이를 증표로 보이라는 유언을 남긴 채 아버지는 탈출하지 않고 집에 남아서 순순히 오라를 받았다.</td></tr>,
618,495,"<tr><td>자신까지 탈출하면 추격이 심해질 뿐만 아니라, 주변 사람들이 모두 큰 피해를 보게 될 것이란 이유 때문이었다.</td></tr>
",
619,496,<tr><td>아버지는 많은 사람이 모인 광장에서 참수를 당했다.<br/>그동안 아버지의 도움을 받았던 많은 사람이 참수당한 아버지의 시신에 침을 뱉었다.<br/>동정의 여론 따윈 어디에도 없었다. 평소 아버지의 성품을 칭송했던 사람들이 너무나도 손쉽게 돌변해 버렸다.<br/>아버지는 사람을 남기는 상인이 되겠다고 항상 말씀했지만 결국 사람을 남기지 못 했다.</td></tr>,
620,497,<tr><td>발티칸 왕자는 아버지의 참수 후 알토라스 국왕에 의해 왕세자로 책봉됐다.<br/>왕세자 책봉과 동시에 그가 가장 먼저 한 일은 바로 내 목에 천문학적인 금액의 현상금을 내건 것이다.<br/>내 탈출을 도운 사람이 나를 붙잡아 끌고 올 경우 죄를 용서하고 상금 역시 그대로 줄 거라는 포고문을 발표했다.</td></tr>,
621,498,<tr><td>삼엄한 경계를 뚫고 이니스테르로 떠나는 배에 몸을 실었다. 배가 항구에서 출발하는 순간 긴장감이 풀렸다. 그때야 아버지와 누이의 죽음에 대한 슬픔이 몰려들었다.<br/>탈출을 도운 식객 요다와 함께 이니스테르로 떠나는 화물선에서 술을 마셨다. 그리곤 정신을 잃었다.</td></tr>,
622,498,"<tr><td>정신을 차렸을 때, 내 몸은 두꺼운 밧줄에 꽁꽁 묶여 있었다. 믿었던 요다가 현상금에 눈이 멀어 날 배신한 것이었다.</td></tr>",
623,499,"<tr><td>밧줄에 온몸이 꽁꽁 묶인 내 앞에는 발티칸 왕자가 있었다. 그는 교활한 미소를 지으며 말했다.<br/>""오랜만이야 처남. 장인어른 덕분에 난 모두의 예상을 깨고 왕세자가 됐어. 그리고 이제 처남 덕분에 왕이 될 테고. 그러니 미리 고맙다는 말을 해둘게. 처남은 곧 알토라스 국왕 암살범으로 붙잡혀 현장에서 사살될 거야.""</td></tr>",
624,499,"<tr><td>발티칸 왕자의 말을 듣는 순간 내가 겪은 모든 불행의 원흉이 바로 그라는 사실을 깨달았다.</td></tr>
",
625,500,"<tr><td>사지를 결박당한 채 알토라스 국왕이 암살당하는 모습을 지켜봤다.<br/>발티칸 왕자는 광기에 물든 얼굴로 내게 말했다.<br/>""처남, 이제 누이 여신의 품으로 돌아갈 시간이야. 자네에게 내가 한 가지 비밀을 알려줄게. 사실, 자네 누이의 죽음은 사고가 아니었어. 천한 것이 임신했다며 감히 왕비가 될 꿈을 꾸길래 내가 벌을 준거야. 천한 피가 우리 영원한 섬의 왕족이 돼선 곤란하니까.""</td></tr>",
