id,plot_id,position,name,source_update_method_id,target_update_method_id,target_update_method_param1,target_update_method_param2,target_update_method_param3,tickets,target_update_method_param4,target_update_method_param5,target_update_method_param6,target_update_method_param7,aoe_diminishing,target_update_method_param8,target_update_method_param9
5845,718,9,세번째 - 피격 지역,4,7,3175,1,9000,13,50000,0,0,4,f,127,0
5850,721,1,시작,3,4,0,0,0,1,0,0,0,0,f,0,0
5851,721,2,런치 - 근접,3,4,0,0,0,1,0,0,0,0,f,0,0
5852,721,3,대상 선택 1,3,5,3176,150,0,1,0,0,0,0,f,5,3
5853,721,4,화살 소나기,3,4,0,0,0,1,0,0,0,0,f,0,0
5854,719,1,시전,3,4,0,0,0,1,0,0,0,0,f,0,0
5855,719,2,발사_01,3,4,0,0,0,1,0,0,0,0,f,0,0
5856,719,3,발사_02,3,6,3178,1,4,1,3,0,0,0,f,0,0
5857,719,4,데미지,3,4,0,0,0,1,0,0,0,0,f,0,0
5858,722,1,준비,3,4,0,0,0,1,0,0,0,0,f,0,0
5859,722,2,발사,3,4,0,0,0,1,0,0,0,0,f,0,0
5860,722,3,임의 대상 발사,3,6,3181,1,4,1,3,0,0,0,f,0,0
5861,722,4,임의 대상 발사,3,6,3182,1,4,1,3,0,0,0,f,0,0
5862,722,5,데미지,3,4,0,0,0,1,0,0,0,0,f,0,0
5863,718,10,명중,3,5,3180,1,0,1,0,0,0,0,f,4,127
5864,723,1,발사,3,4,0,0,0,1,0,0,0,0,f,0,0
5865,723,2,피격,3,4,0,0,0,1,0,0,0,0,f,0,0
5866,723,3,임의 대상 발사,3,6,3183,1,4,1,3,0,0,0,f,0,0
5867,723,4,임의 대상 피격,3,4,0,0,0,1,0,0,0,0,f,0,0
5869,720,2,런치,3,5,3186,0,0,1,0,0,3000,0,f,4,127
5870,720,3,데미지,3,5,3187,20,0,1,0,0,5000,0,f,4,127
5871,724,1,시작,3,4,0,0,0,1,0,0,0,0,f,0,0
5872,724,2,관리,3,4,0,0,0,1,0,0,0,0,f,0,0
5873,724,3,투사체_0도_중앙,3,5,3188,0,6000,1,0,0,0,0,f,4,3
5874,724,4,투사체_충돌_0도_중앙,3,5,3189,0,0,1,0,2000,0,0,f,4,3
5875,724,5,데미지_0도_중앙_01,3,5,3190,10,2000,3,0,0,0,0,f,4,127
5876,724,6,데미지_0도_중앙_02,3,5,3191,10,0,3,0,0,0,0,f,4,127
5877,724,7,투사체_45도_01,3,5,3192,0,2000,1,45,0,0,0,f,4,127
5878,724,8,투사체_45도_02,3,5,3193,0,6000,1,0,0,0,0,f,4,127
5879,724,9,투사체_45도_03,3,5,3194,0,0,1,0,2000,0,0,f,4,127
5880,724,10,데미지_45도_01,3,5,3195,10,2000,3,0,0,0,0,f,4,127
5881,724,11,투사체_90도_01,3,5,3196,0,2000,1,90,0,0,0,f,4,127
5882,724,12,투사체_90도_02,3,5,3197,0,6000,1,0,0,0,0,f,4,127
5883,724,13,투사체_90도_03,3,5,3198,0,0,1,0,0,0,0,f,4,127
5885,724,14,데미지_90도_01,3,5,3199,10,2000,3,0,0,0,0,f,4,127
5886,724,15,투사체_135도_01,3,5,3200,0,2000,1,135,0,0,0,f,4,127
5887,724,16,투사체_135도_02,3,5,3201,0,6000,1,0,0,0,0,f,4,127
5888,724,17,투사체_135도_03,3,5,3202,0,0,1,0,2000,0,0,f,4,127
5889,724,18,데미지_135도_01,3,5,3203,10,2000,3,0,0,0,0,f,4,127
5890,724,19,투사체_180도_01,3,5,3204,0,2000,1,180,0,0,0,f,4,127
5891,724,20,투사체_180도_02,3,5,3205,0,6000,1,0,0,0,0,f,4,127
5892,724,21,투사체_180도_03,3,5,3206,0,0,1,0,0,0,0,f,4,127
5893,724,22,데미지_180도_01,3,5,3207,10,2000,3,0,0,0,0,f,4,127
5894,724,23,투사체_225도_01,3,5,3208,0,2000,1,225,0,0,0,f,4,127
5895,724,24,투사체_225도_02,3,5,3209,0,6000,1,0,0,0,0,f,4,127
5896,724,25,투사체_225도_03,3,5,3210,0,2000,1,0,0,0,0,f,4,127
5897,724,26,데미지_225도_01,3,5,3211,10,2000,3,0,0,0,0,f,4,127
5898,724,27,투사체_270도_01,3,5,3212,0,2000,1,270,0,0,0,f,4,127
5899,724,28,투사체_270도_02,3,5,3213,0,6000,1,0,0,0,0,f,4,127
5900,724,29,투사체_270도_03,3,5,3214,0,0,1,0,2000,0,0,f,4,127
5901,724,30,데미지_270도_01,3,5,3215,10,2000,3,0,0,0,0,f,4,127
5902,724,31,투사체_315도_01,3,5,3216,0,2000,1,315,0,0,0,f,4,127
5903,724,32,투사체_315도_02,3,5,3217,0,6000,1,0,0,0,0,f,4,127
5904,724,33,투사체_315도_03,3,5,3218,0,0,1,0,2000,0,0,f,4,127
5905,724,34,데미지_315도_01,3,5,3219,10,2000,3,0,0,0,0,f,4,127
5906,724,35,데미지_나머지,3,5,3220,10,0,1,0,0,0,0,f,4,127
5907,720,1,시전,1,2,0,0,0,1,0,0,0,0,f,0,0
5909,718,11,Copy of 발사,1,2,0,0,0,10,0,0,0,0,f,0,0
5911,725,1,임의 지역,3,7,3222,0,7000,1,5000,0,0,4,f,127,0
5912,725,2,소환,3,5,3223,10,0,1,0,0,5000,0,f,4,127
5913,726,1,시작,3,4,0,0,0,1,0,0,0,0,f,0,0
5914,726,2,지역 지정,3,4,0,0,0,1,0,0,0,0,f,0,0
5915,726,3,채널링 준비,3,4,0,0,0,1,0,0,0,0,f,0,0
5916,726,4,첫째-소스,1,2,0,0,0,7,0,0,0,0,f,0,0
5917,726,5,둘째-소스,1,2,0,0,0,7,0,0,0,0,f,0,0
5918,726,6,셋째-소스,1,2,0,0,0,7,0,0,0,0,f,0,0
5919,726,7,피격 지역,3,7,3224,1,5000,7,5000,0,0,4,f,127,0
5920,726,8,데미지,3,5,3225,3,0,7,0,0,0,0,f,4,127
5921,727,1,cast,1,2,0,0,0,1,0,0,0,0,f,0,0
5922,727,2,anim_end,3,4,0,0,0,1,0,0,0,0,f,0,0
5923,727,3,launch,3,4,0,0,0,1,0,0,0,0,f,0,0
5924,727,4,area_center,3,5,3226,0,3000,10,0,0,5000,1,f,0,127
5925,727,5,area left,3,5,3227,0,3000,10,355,0,5000,1,f,0,127
5926,727,6,area_right,3,5,3228,0,3000,10,5,0,5000,1,f,0,127
5927,727,7,damage,3,5,3229,100,0,1,0,0,0,1,f,4,127
5928,728,1,시작,3,4,0,0,0,1,0,0,0,0,f,0,0
5929,728,3,발사,3,4,0,0,0,1,0,0,0,0,f,0,0
5930,728,5,조건 체크 - 오른쪽,3,4,0,0,0,10,0,0,0,0,f,0,0
5934,728,6,조건 체크 - 왼쪽,3,4,0,0,0,10,0,0,0,0,f,0,0
5935,729,1,오른쪽,3,5,3230,0,15000,1,-80,-2000,0,0,f,4,127
5936,730,1,왼쪽으로,3,5,3231,0,15000,1,80,-2000,0,0,f,4,127
5937,731,1,아래로,3,5,3232,0,4000,1,0,-8000,0,0,f,4,127
5938,732,1,뒤로,3,4,3440,0,15000,1,180,-2000,0,0,f,4,127
5939,733,1,시작,3,4,0,0,0,1,0,0,0,0,f,0,0
5940,733,2,런치 - 근접,3,4,0,0,0,1,0,0,0,0,f,0,0
5941,733,3,대상 선택,3,5,3234,150,0,1,0,0,0,0,f,5,3
5942,733,4,기쁨,3,4,0,0,0,1,0,0,0,0,f,0,0
5943,734,1,시작,3,4,0,0,0,1,0,0,0,0,f,0,0
5944,734,2,런치 - 근접,3,4,0,0,0,1,0,0,0,0,f,0,0
5945,734,3,대상 선택,3,5,3235,150,0,1,0,0,0,0,f,5,3
5946,734,4,응원,3,4,0,0,0,1,0,0,0,0,f,0,0
5947,735,1,시전,3,4,0,0,0,1,0,0,0,0,f,0,0
5948,735,2,발사,3,4,0,0,0,1,0,0,0,0,f,0,0
5949,735,3,임의 유닛 지정,3,6,3236,1,4,4,127,0,0,0,f,0,0
5950,735,4,두다드 스폰 데미지,3,5,3238,5,0,4,0,0,0,0,f,4,127
5951,735,5,두다드 스폰 데미지_02,3,5,3239,5,0,4,0,0,0,0,f,4,127
5952,735,6,최종,3,5,3240,5,0,1,0,0,0,0,f,4,127
5953,735,7,두다드 스폰,3,5,3241,5,0,4,0,0,0,0,f,4,127
5954,736,2,anim,3,4,0,0,0,1,0,0,0,0,f,0,0
5955,736,3,spawn_doodad,3,5,3237,0,1000,1,0,0,5000,0,f,0,127
5956,737,2,anim,3,4,0,0,0,1,0,0,0,0,f,0,0
5957,737,3,spawn_doodad,3,5,3243,0,1000,1,0,0,5000,0,f,0,127
5958,738,2,anim,3,4,0,0,0,1,0,0,0,0,f,0,0
5959,738,3,spawn_doodad,3,5,3245,0,1000,1,0,0,5000,0,f,0,127
5960,739,2,anim,3,4,0,0,0,1,0,0,0,0,f,0,0
5961,739,3,spawn_doodad,3,5,3246,0,1000,1,0,0,5000,0,f,0,127
5962,740,1,시전,3,4,0,0,0,1,0,0,0,0,f,0,0
5963,740,2,발사,3,4,0,0,0,1,0,0,0,0,f,0,0
5964,740,3,임의 지역,3,7,3247,10,7000,1,5000,0,0,4,f,127,0
5965,740,4,소환,3,5,3248,10,0,1,0,0,5000,0,f,4,127
5966,741,1,시전,3,4,0,0,0,1,0,0,0,0,f,0,0
5967,741,2,발사,3,4,0,0,0,1,0,0,0,0,f,0,0
5968,741,3,소환,3,5,3250,10,0,1,0,0,5000,0,f,0,127
5969,742,1,대상 초기화,1,1,0,0,0,1,0,0,0,0,f,0,0
5970,742,2,임의 유닛 선정,3,6,3253,0,4,1,127,0,0,0,f,0,0
5971,728,7,조건 체크 - 아래로,3,4,0,0,0,10,0,0,0,0,f,0,0
5972,728,8,조건 체크 - 뒤로,3,4,0,0,0,10,0,0,0,0,f,0,0
5973,743,1,준비,3,4,0,0,0,1,0,0,0,0,f,0,0
5974,743,2,효과지역_불,3,4,0,0,0,1,0,0,0,0,f,0,0
5975,743,3,시전,3,4,0,0,0,1,0,0,0,0,f,0,0
5976,743,4,발사,3,4,0,0,0,1,0,0,0,0,f,0,0
5977,743,5,데미지,3,5,3254,10,0,1,0,0,5000,0,f,4,127
5978,743,6,stop,3,4,0,0,0,1,0,0,0,0,f,0,0
5979,744,1,시전,3,4,0,0,0,1,0,0,0,0,f,0,0
5980,744,2,소스 대상 지정,3,6,3255,1,4,3,127,0,0,0,f,0,0
5981,744,3,데미지,3,5,3256,10,0,3,0,0,3000,0,f,4,127
5982,744,4,stop,3,4,0,0,0,1,0,0,0,0,f,0,0
5983,745,1,시전,3,4,0,0,0,1,0,0,0,0,f,0,0
5984,745,2,소스 대상 지정,3,6,3257,1,4,2,127,0,0,0,f,0,0
5985,745,3,데미지,3,5,3258,10,0,2,0,0,3000,0,f,4,127
5986,745,4,stop,3,4,0,0,0,1,0,0,0,0,f,0,0
5987,746,1,시전,3,4,0,0,0,1,0,0,0,0,f,0,0
5988,746,2,발사,3,4,0,0,0,1,0,0,0,0,f,0,0
5989,746,3,지역 선정_정면_중앙_01,3,5,3260,10,1000,1,0,0,3000,1,f,4,127
5990,746,4,지역선정_정면_중앙_02,3,5,3261,10,2000,7,0,0,3000,1,f,4,127
5991,746,5,지역선정_정면_좌측_01,3,5,3262,10,3000,1,340,0,3000,1,f,4,127
5992,746,6,지역선정_정면_좌측_02,3,5,3263,10,2000,1,-340,0,3000,1,f,4,127
5993,746,7,지역선정_정면_좌측_03,3,5,3264,10,2000,5,0,0,3000,1,f,4,127
5994,746,8,지역 선정_정면_우측_01,3,5,3265,10,3000,1,20,0,0,1,f,4,127
5995,746,9,지역 선정_정면_우측_02,3,5,3266,10,2000,1,-20,0,3000,1,f,4,127
5996,746,10,지역 선정_정면_우측_03,3,5,3267,10,2000,5,0,0,3000,1,f,4,127
5999,746,11,stop,3,4,0,0,0,1,0,0,0,0,f,0,0
6000,736,1,cast,1,2,0,0,0,1,0,0,0,0,f,0,0
6001,737,1,cast,1,2,0,0,0,1,0,0,0,0,f,0,0
6002,738,1,cast,1,2,0,0,0,1,0,0,0,0,f,0,0
6003,739,1,cast,1,2,0,0,0,1,0,0,0,0,f,0,0
6004,728,11,채널링 종료,3,4,0,0,0,1,0,0,0,0,f,0,0
6005,728,4,채널링 기본,3,4,0,0,0,1,0,0,0,0,f,0,0
6006,728,2,시전,3,4,0,0,0,1,0,0,0,0,f,0,0
6007,728,10,반복,3,4,0,0,0,10,0,0,0,0,f,0,0
6008,747,1,시작,3,4,0,0,0,1,0,0,0,0,f,0,0
6009,747,2,시전,3,4,0,0,0,1,0,0,0,0,f,0,0
6010,747,3,발사,3,4,0,0,0,1,0,0,0,0,f,0,0
6011,747,4,채널링 기본,3,4,0,0,0,1,0,0,0,0,f,0,0
6012,748,1,시작,3,4,0,0,0,1,0,0,0,0,f,0,0
6013,748,2,관리,3,4,0,0,0,1,0,0,0,0,f,0,0
6014,747,5,조건 체크 - 왼쪽,3,4,0,0,0,10,0,0,0,0,f,0,0
6015,748,3,투사체_0도_중앙_02,3,5,3268,0,28000,1,0,0,5000,0,f,4,127
6016,747,6,조건 체크 - 오른쪽,3,4,0,0,0,10,0,0,0,0,f,0,0
6017,748,4,투사체_충돌_0도_중앙,3,4,0,0,0,1,0,0,0,0,f,0,0
6018,747,7,조건 체크 - 아래로,3,4,0,0,0,10,0,0,0,0,f,0,0
6019,748,5,데미지_0도_중앙_01,3,5,3269,10,2000,14,0,0,5000,0,f,4,127
6020,747,8,조건 체크 - 뒤로,3,4,0,0,0,10,0,0,0,0,f,0,0
6021,748,6,데미지_0도_중앙_02,3,5,3270,10,0,14,0,0,5000,0,f,4,127
6022,748,7,투사체_45도_01,3,5,3271,0,2000,1,45,0,5000,0,f,4,127
6023,748,8,투사체_45도_02,3,5,3272,0,26000,1,0,0,5000,0,f,4,127
6024,747,10,반복,3,4,0,0,0,10,0,0,0,0,f,0,0
6025,748,9,투사체_45도_03,3,5,3273,0,0,1,0,2000,5000,0,f,4,127
6026,747,11,채널링 종료,3,4,0,0,0,1,0,0,0,0,f,0,0
6027,748,10,데미지_45도_01,3,5,3274,10,2000,14,0,0,5000,0,f,4,127
6028,748,11,투사체_90도_01,3,5,3275,0,2000,1,90,0,5000,0,f,4,127
6029,748,12,투사체_90도_02,3,5,3276,0,26000,1,0,0,5000,0,f,4,127
6030,748,13,투사체_90도_03,3,5,3277,0,0,1,0,0,0,0,f,4,127
6031,748,14,데미지_90도_01,3,5,3278,10,2000,14,0,0,5000,0,f,4,127
6032,748,15,투사체_135도_01,3,5,3279,0,2000,1,135,0,5000,0,f,4,127
6033,748,16,투사체_135도_02,3,5,3280,0,26000,1,0,0,5000,0,f,4,127
6034,748,17,투사체_135도_03,3,5,3281,0,0,1,0,2000,5000,0,f,4,127
6035,748,18,데미지_135도_01,3,5,3282,10,2000,14,0,0,5000,0,f,4,127
6036,748,19,투사체_180도_01,3,5,3283,0,2000,1,180,0,5000,0,f,4,127
6037,748,20,투사체_180도_02,3,5,3284,0,26000,1,0,0,5000,0,f,4,127
6038,748,21,투사체_180도_03,3,5,3285,0,0,1,0,2000,5000,0,f,4,127
6039,748,22,데미지_180도_01,3,5,3286,10,2000,14,0,0,5000,0,f,4,127
6040,748,23,투사체_225도_01,3,5,3287,0,2000,1,225,0,5000,0,f,4,127
6041,748,24,투사체_225도_02,3,5,3288,0,26000,1,0,0,5000,0,f,4,127
6042,748,25,투사체_225도_03,3,5,3289,0,0,1,0,2000,5000,0,f,4,127
6043,748,26,데미지_225도_01,3,5,3290,10,2000,14,0,0,5000,0,f,4,127
6044,748,27,투사체_270도_01,3,5,3291,0,2000,1,270,0,5000,0,f,4,127
6045,748,28,투사체_270도_02,3,5,3292,0,26000,1,0,0,5000,0,f,4,127
6046,748,29,투사체_270도_03,3,5,3294,0,0,1,0,2000,5000,0,f,4,127
6047,748,30,데미지_270도_01,3,5,3296,10,2000,14,0,0,5000,0,f,4,127
6048,748,31,투사체_315도_01,3,5,3297,0,2000,1,315,0,5000,0,f,4,127
6049,748,32,투사체_315도_02,3,5,3299,0,26000,1,0,0,5000,0,f,4,127
6050,748,33,투사체_315도_03,3,5,3301,0,0,1,0,2000,5000,0,f,4,127
6051,748,34,데미지_315도_01,3,5,3302,10,2000,14,0,0,5000,0,f,4,127
6052,748,35,데미지_나머지,3,5,3303,10,0,98,0,0,5000,0,f,4,127
6053,748,36,stop,3,4,0,0,0,1,0,0,0,0,f,0,0
6054,749,1,시작,3,4,0,0,0,1,0,0,0,0,f,0,0
6055,749,2,시전,3,4,0,0,0,1,0,0,0,0,f,0,0
6056,749,3,발사,3,4,0,0,0,1,0,0,0,0,f,0,0
6057,749,4,채널링 기본,3,4,0,0,0,1,0,0,0,0,f,0,0
6058,749,5,조건 체크 - 뒤로,3,4,0,0,0,10,0,0,0,0,f,0,0
6059,749,6,조건 체크 - 오른쪽,3,4,0,0,0,10,0,0,0,0,f,0,0
6060,749,7,조건 체크 - 왼쪽,3,4,0,0,0,10,0,0,0,0,f,0,0
6061,749,8,조건 체크 - 아래로,3,4,0,0,0,10,0,0,0,0,f,0,0
6062,749,11,채널링 종료,3,4,0,0,0,1,0,0,0,0,f,0,0
6063,749,10,반복,3,4,0,0,0,10,0,0,0,0,f,0,0
6064,750,1,시작,3,4,0,0,0,1,0,0,0,0,f,0,0
6065,750,2,시전,3,4,0,0,0,1,0,0,0,0,f,0,0
6066,750,3,발사,3,4,0,0,0,1,0,0,0,0,f,0,0
6067,750,4,채널링 기본,3,4,0,0,0,1,0,0,0,0,f,0,0
6068,750,5,조건 체크(대나무) - 아래로,3,4,0,0,0,10,0,0,0,0,f,0,0
6069,750,6,조건 체크 - 오른쪽,3,4,0,0,0,10,0,0,0,0,f,0,0
6070,750,7,조건 체크 - 왼쪽,3,4,0,0,0,10,0,0,0,0,f,0,0
6071,750,8,조건 체크 - 뒤로,3,4,0,0,0,10,0,0,0,0,f,0,0
6072,750,10,반복,3,4,0,0,0,10,0,0,0,0,f,0,0
6073,750,11,채널링 종료,3,4,0,0,0,1,0,0,0,0,f,0,0
6074,751,2,기본위치,3,4,3293,0,0,1,0,0,3000,0,f,0,127
6075,751,3,확률,3,4,0,0,0,1,0,0,0,0,f,0,0
6076,751,6,대원1 위치,3,5,3295,0,3000,1,135,0,5000,0,f,0,127
6077,751,7,대원2 위치,3,5,3298,0,3000,1,225,0,5000,0,f,0,127
6078,751,8,대장 위치,3,5,3300,0,3000,1,0,0,5000,0,f,0,127
6079,751,4,대장 확률,3,4,0,0,0,1,0,0,0,0,f,0,0
6084,751,1,시작,3,4,0,0,0,1,0,0,0,0,f,0,0
6085,751,5,부하들 등장,3,4,0,0,0,1,0,0,0,0,f,0,0
6086,752,1,시작,3,4,0,0,0,1,0,0,0,0,f,0,0
6087,752,2,관리,3,4,0,0,0,1,0,0,0,0,f,0,0
6088,752,3,투사체_0도_중앙,3,5,3304,0,28000,1,0,0,5000,0,f,4,127
6089,752,4,투사체_충돌_0도_중앙,3,5,3305,0,0,1,0,2000,0,0,f,4,127
6090,752,5,투사체_0도_좌측_01,3,5,3306,0,3000,1,40,0,5000,0,f,4,127
6091,752,6,투사체_0도_좌측_02,3,5,3307,0,26000,1,-40,0,5000,0,f,4,127
6092,752,7,투사체_충돌_0도_좌측,3,5,3308,0,0,1,0,2000,0,0,f,4,127
6093,752,8,투사체_0도_우측_01,3,5,3309,0,3000,1,-40,0,5000,0,f,4,127
6094,752,9,투사체_0도_우측_02,3,5,3310,0,26000,1,40,0,5000,0,f,4,127
6095,752,10,투사체_0도_우측_03,3,5,3311,0,0,1,0,2000,0,0,f,4,127
6096,752,11,데미지_0도_중앙_01,3,5,3312,10,2000,14,0,0,5000,0,f,4,127
6097,752,12,데미지_0도_중앙_02,3,5,3313,10,0,14,0,0,5000,0,f,4,127
6098,752,13,데미지_0도_좌측_01,3,5,3314,0,0,1,-40,0,0,0,f,4,127
6099,752,14,데미지_0도_좌측_02,3,5,3315,10,2000,12,0,0,5000,0,f,4,127
6100,752,15,데미지_0도_우측_01,3,5,3316,0,0,1,40,0,0,0,f,4,127
6101,752,16,데미지_0도_우측_02,3,5,3317,10,2000,12,0,0,5000,0,f,4,127
6102,752,17,투사체_90도_중앙_01,3,5,3318,0,0,1,0,0,0,0,f,4,127
6103,752,18,투사체_90도_중앙_02,3,5,3319,0,28000,1,0,0,5000,0,f,4,127
6104,752,19,투사체_90도_중앙_충돌,3,5,3320,0,0,1,0,2000,0,0,f,4,127
6105,752,20,데미지_90도_중앙_01,3,5,3321,0,0,1,90,0,0,0,f,4,127
6106,752,21,데미지_90도_중앙_02,3,5,3322,10,2000,14,0,0,5000,0,f,4,127
6107,752,22,데미지_90도_중앙_03,3,5,3323,10,0,14,0,0,5000,0,f,4,127
6108,752,23,투사체_90도_좌측_01,3,5,3324,0,0,1,90,0,0,0,f,4,127
6109,752,24,투사체_90도_좌측_02,3,5,3325,0,3000,1,40,0,0,0,f,4,127
6110,752,25,투사체_90도_좌측_03,3,5,3326,0,26000,1,-40,0,0,0,f,4,127
6111,752,26,투사체_90도_좌측_충돌,3,5,3327,0,0,1,0,0,0,0,f,4,127
6112,752,27,데미지_90도_좌측_01,3,5,3328,0,3000,1,40,0,0,0,f,4,127
6113,752,28,데미지_90도_좌측_02,3,5,3329,0,0,1,-40,0,0,0,f,4,127
6114,752,29,데미지_90도_좌측_03,3,5,3330,10,2000,12,0,0,5000,0,f,4,127
6115,752,30,투사체_90도_우측_01,3,5,3331,0,0,1,90,0,0,0,f,4,127
6116,752,31,투사체_90도_우측_02,3,5,3332,0,3000,1,-40,0,0,0,f,4,127
6117,752,32,투사체_90도_우측_03,3,5,3333,0,26000,1,40,0,0,0,f,4,127
6118,752,33,투사체_90도_우측_충돌,3,5,3334,0,0,1,0,2000,0,0,f,4,127
6119,752,34,데미지_90도_우측_01,3,5,3335,0,3000,1,-40,0,0,0,f,4,127
6120,752,35,데미지_90도_우측_02,3,5,3336,0,0,1,40,0,0,0,f,4,127
6121,752,36,데미지_90도_우측_03,3,5,3337,10,2000,12,0,0,5000,0,f,4,127
6122,752,37,투사체_180도_중앙_01,3,5,3338,0,0,1,180,0,0,0,f,4,127
6123,752,38,투사체_180도_중앙_02,3,5,3339,0,28000,1,0,0,5000,0,f,4,127
6124,752,39,투사체_180도_중앙_충돌,3,5,3340,0,0,1,0,2000,0,0,f,4,127
6125,752,40,데미지_180도_중앙_01,3,5,3341,0,0,1,180,0,0,0,f,4,127
6126,752,41,데미지_180도_중앙_02,3,5,3342,10,2000,14,0,0,5000,0,f,4,127
6127,752,42,데미지_180도_중앙_03,3,5,3343,10,0,14,0,0,5000,0,f,4,127
6128,752,43,투사체_180도_좌측_01,3,5,3344,0,0,1,180,0,0,0,f,4,127
6129,752,44,투사체_180도_좌측_02,3,5,3345,0,3000,1,40,0,0,0,f,4,127
6130,752,45,투사체_180도_좌측_03,3,5,3346,0,26000,1,-40,0,0,0,f,4,127
6131,752,46,투사체_180도_좌측_충돌,3,5,3347,0,0,1,0,2000,0,0,f,4,127
6132,752,47,데미지_180도_좌측_01,3,5,3348,0,3000,1,40,0,0,0,f,4,127
6133,752,48,데미지_180도_좌측_02,3,5,3349,0,0,1,-40,0,0,0,f,4,127
6134,752,49,데미지_180도_좌측_03,3,5,3350,10,2000,12,0,0,5000,0,f,4,127
6135,752,50,투사체_180도_우측_01,3,5,3351,0,0,1,180,0,0,0,f,4,127
6136,752,51,투사체_180도_우측_02,3,5,3352,0,3000,1,-40,0,0,0,f,4,127
6137,752,52,투사체_180도_우측_03,3,5,3353,0,26000,1,40,0,0,0,f,4,127
6138,752,53,투사체_180도_우측_충돌,3,5,3354,0,0,1,0,2000,0,0,f,4,127
6139,752,54,데미지_180도_우측_01,3,5,3355,0,3000,1,-40,0,0,0,f,4,127
6140,752,55,데미지_180도_우측_02,3,5,3356,0,0,1,40,0,0,0,f,4,127
6141,752,56,데미지_180도_우측_03,3,5,3357,10,2000,12,0,0,5000,0,f,4,127
6142,752,57,투사체_270도_중앙_01,3,5,3358,0,0,1,270,0,0,0,f,4,127
6143,752,58,투사체_270도_중앙_02,3,5,3359,0,28000,1,0,0,5000,0,f,4,127
6144,752,59,투사체_270도_중앙_충돌,3,5,3360,0,0,1,0,2000,0,0,f,4,127
6145,752,60,데미지_270도_중앙_01,3,5,3361,0,0,1,270,0,0,0,f,4,127
6146,752,61,데미지_270도_중앙_02,3,5,3362,10,2000,14,0,0,5000,0,f,4,127
6147,752,62,데미지_270도_중앙_03,3,5,3363,10,0,14,0,0,5000,0,f,4,127
6148,752,63,투사체_270도_좌측_01,3,5,3364,0,0,1,270,0,0,0,f,4,127
6149,752,64,투사체_270도_좌측_02,3,5,3365,0,3000,1,40,0,0,0,f,4,127
6150,752,65,투사체_270도_좌측_03,3,5,3366,0,26000,1,-40,0,0,0,f,4,127
6151,752,66,투사체_270도_좌측_충돌,3,5,3367,0,0,1,0,2000,0,0,f,4,127
6152,752,67,데미지_270도_좌측_01,3,5,3368,0,3000,1,40,0,0,0,f,4,127
6153,752,68,데미지_270도_좌측_02,3,5,3369,0,0,1,-40,0,0,0,f,4,127
6154,752,69,데미지_270도_좌측_03,3,5,3370,10,2000,12,0,0,5000,0,f,4,127
6155,752,70,투사체_270도_우측_01,3,5,3371,0,0,1,270,0,0,0,f,4,127
6156,752,71,투사체_270도_우측_02,3,5,3372,0,3000,1,-40,0,0,0,f,4,127
6157,752,72,투사체_270도_우측_03,3,5,3373,0,26000,1,40,0,0,0,f,4,127
6158,752,73,투사체_270도_우측_충돌,3,5,3374,0,0,1,0,2000,0,0,f,4,127
6159,752,74,데미지_270도_우측_01,3,5,3375,0,3000,1,-40,0,0,0,f,4,127
6160,752,75,데미지_270도_우측_02,3,5,3376,0,0,1,40,0,0,0,f,4,127
6161,752,76,데미지_270도_우측_03,3,5,3377,10,2000,12,0,0,5000,0,f,4,127
6162,752,77,데미지_나머지,3,5,3378,10,0,1,0,0,5000,0,f,4,127
6163,752,78,stop,3,4,0,0,0,1,0,0,0,0,f,0,0
6170,755,1,시전,3,4,0,0,0,1,0,0,0,0,f,0,0
6171,755,2,발사,3,4,0,0,0,1,0,0,0,0,f,0,0
6172,755,3,소스 대상 지정,3,6,3379,1,4,3,127,0,0,0,f,0,0
6173,755,4,타격,3,5,3380,5,0,1,0,0,0,1,f,4,127
6174,756,1,대상 초기화,1,1,0,0,0,1,0,0,0,0,f,0,0
6175,756,2,표식 박기,3,6,3383,0,4,1,127,0,0,0,f,0,0
6176,757,1,시전,3,4,0,0,0,1,0,0,0,0,f,0,0
6177,757,2,발사,3,4,0,0,0,1,0,0,0,0,f,0,0
6178,757,3,소스 대상 지정,3,5,3384,5,0,1,0,0,0,0,f,4,127
6179,758,1,보여주기,3,4,0,0,0,1,0,0,0,0,f,0,0
6180,758,2,시작,3,4,0,0,0,1,0,0,0,0,f,0,0
6181,758,3,중앙_01,3,5,3385,10,2000,1,0,0,3000,1,f,4,127
6182,758,4,중앙_02,3,5,3386,10,4000,7,0,0,3000,1,f,4,127
6183,758,5,왼쪽,3,5,3387,10,4272,1,350,0,3000,1,f,4,127
6184,758,6,왼쪽_02,3,5,3388,10,4000,7,0,0,3000,1,f,4,127
6185,758,7,오른쪽_01,3,5,3389,10,4272,1,10,0,3000,1,f,4,127
6186,758,8,오른쪽_02,3,5,3390,10,4000,7,0,0,3000,1,f,4,127
6187,759,1,소스 대상 지정 및 발사,3,4,0,0,0,1,0,0,0,0,f,0,0
6188,759,2,타격,3,4,0,0,0,1,0,0,0,0,f,0,0
6189,759,3,연쇄 대상 지정,4,6,3391,0,4,11,127,0,0,0,f,0,0
6190,759,4,연쇄 타격,3,4,0,0,0,11,0,0,0,0,f,0,0
6191,760,1,시전,3,4,0,0,0,1,0,0,0,0,f,0,0
