id,buff_id,event_id,effect_on_source,effect_id,use_damage_amount,use_original_source,target_buff_tag_id,target_no_buff_tag_id,synergy
2878,3529,6,t,24960,f,f,,,f
2879,3530,6,t,24961,f,f,,,f
2880,2098,6,t,24962,f,f,,,f
2881,2099,6,t,24963,f,f,,,f
2882,2097,6,t,24964,f,f,,,f
2883,3584,6,t,24965,f,f,,,f
2884,3583,6,t,24966,f,f,,,f
2885,4340,6,t,24967,f,f,,,f
2886,4437,6,t,24968,f,f,,,f
2887,4438,6,t,24969,f,f,,,f
2893,4647,12,f,24998,f,f,,,f
2894,4648,6,f,25003,f,f,,,f
2895,4646,12,t,25005,f,f,,,f
2896,4648,5,f,25006,f,f,,,f
2897,3896,6,f,25035,f,f,,,f
2903,2671,12,f,25043,f,f,,,f
2905,2671,6,f,25045,f,f,,,f
2906,3173,12,f,25047,f,f,,,f
2907,4653,6,f,25048,f,f,,,f
2908,551,14,f,25058,f,f,,,f
2912,4583,6,f,25071,f,f,,,f
2913,2302,12,f,25075,f,f,,,f
2915,2302,12,f,25078,f,f,,,f
2916,2302,12,f,25079,f,f,,,f
2917,2302,12,f,25080,f,f,,,f
2918,2302,12,f,25081,f,f,,,f
2920,2439,6,f,25122,f,f,,,f
2922,4659,3,f,25130,f,f,,,f
2924,4662,6,f,25154,f,f,,,f
2925,4668,6,f,25194,f,f,,,f
2928,182,3,t,25286,f,f,,,f
2929,182,6,f,25287,f,f,,,f
2930,3756,5,f,25304,f,f,,,f
2931,3801,6,t,25307,f,f,,,f
2934,4682,6,f,25322,f,f,,,f
2944,4687,6,f,25359,f,f,,,f
2945,182,6,f,25362,f,f,116,,f
2946,4698,12,f,25414,f,f,893,,f
2948,4700,6,f,25416,f,f,,,f
2951,4202,6,f,25446,f,f,,,f
2953,4710,6,f,25475,f,f,,,f
2954,4709,6,f,25476,f,f,896,,f
2955,4710,6,f,25478,f,f,,,f
2957,4714,6,f,25515,f,f,,,f
2958,4716,6,t,25519,f,f,,,f
2960,4715,5,f,25538,f,f,,,f
2961,4717,5,f,25539,f,f,,,f
2966,4725,6,f,25573,f,f,,,f
2967,2601,6,t,25575,f,f,,,f
2968,2601,6,t,25576,f,f,,,f
2969,2715,12,t,25581,f,f,,,f
2975,4738,6,t,25613,f,t,,,f
2978,4741,6,f,25655,f,f,,,f
2979,4483,12,f,25656,f,f,,,f
2985,4744,6,f,25727,f,f,,,f
2987,2438,12,f,25741,f,f,,,f
2988,4749,6,t,25770,f,t,,,f
2989,4749,6,f,25771,f,f,,,f
2990,4751,6,t,25778,f,f,,,f
2991,4751,6,t,25779,f,f,,,f
2993,4753,12,f,25786,f,f,,,f
2994,4754,6,f,25805,f,f,,,f
2995,4755,6,f,25814,f,f,,,f
2997,4353,12,f,25822,f,f,,,f
2999,3116,12,f,25850,f,f,,,f
3001,4756,6,f,25856,f,f,,,f
3002,141,12,f,25867,f,f,27,,f
3003,4758,6,f,25869,f,f,,,f
3004,2741,6,t,25880,f,f,,,f
3005,4760,6,f,25893,f,f,,,f
3006,4761,6,t,25901,f,f,,,f
3015,4736,6,f,25932,f,f,893,,f
3016,2927,12,f,26000,f,f,,,f
3017,4204,12,f,26003,f,f,,,f
3018,4783,6,f,26012,f,f,,,f
3020,4784,6,f,26019,f,f,,,f
3021,4784,6,f,26020,f,f,,,f
3022,4784,6,f,26021,f,f,,,f
3023,4787,12,f,26046,f,f,,,f
3024,4789,6,f,26070,f,f,,,f
3025,4789,12,f,26075,f,f,,,f
3026,4790,6,f,26080,f,f,,,f
3027,4790,12,f,26081,f,f,,,f
3033,4799,6,f,26107,f,f,,,f
3034,4798,6,f,26108,f,f,,,f
3035,4800,6,f,26109,f,f,,,f
3038,4803,6,f,26112,f,f,,,f
3039,4804,6,f,26113,f,f,,,f
3040,4805,6,f,26115,f,f,,,f
3041,449,6,f,26146,f,f,,,f
3043,1029,5,t,26205,f,f,,,f
3044,1029,15,t,26206,f,f,,,f
3045,3528,5,t,26207,f,f,,,f
3046,3528,15,t,26208,f,f,,,f
3047,3529,5,t,26209,f,f,,,f
3048,3529,15,t,26210,f,f,,,f
3049,3530,5,t,26211,f,f,,,f
3050,3530,15,t,26212,f,f,,,f
3051,2098,5,t,26213,f,f,,,f
3052,2098,15,t,26214,f,f,,,f
3053,2099,5,t,26215,f,f,,,f
3054,2099,15,t,26216,f,f,,,f
3055,2097,5,t,26217,f,f,,,f
3056,2097,15,t,26218,f,f,,,f
3057,3584,5,t,26219,f,f,,,f
3058,3584,15,t,26220,f,f,,,f
3059,3583,5,t,26221,f,f,,,f
3060,3583,15,t,26222,f,f,,,f
3061,4340,5,t,26223,f,f,,,f
3062,4340,15,t,26224,f,f,,,f
3063,4437,5,t,26225,f,f,,,f
3064,4437,15,t,26226,f,f,,,f
3065,4438,5,t,26227,f,f,,,f
3066,4438,15,t,26228,f,f,,,f
3067,4368,5,t,26229,f,f,,,f
3068,4368,15,t,26230,f,f,,,f
3069,1605,6,f,26232,f,f,,266,f
3070,4824,12,f,26233,f,f,,,f
3071,4826,6,f,26240,f,f,,,f
3073,4833,6,f,26261,f,f,,,f
3075,4840,6,t,26270,f,f,,,f
3076,4620,13,t,26271,f,f,,,f
3080,4855,6,f,26331,f,f,,,f
3081,4859,9,f,26340,t,f,,,f
3083,4864,12,f,26350,f,f,,,f
3085,1951,6,t,26364,f,t,,,f
3090,4868,12,f,26373,f,f,,,f
3093,4872,6,f,26401,f,f,,,f
3094,4838,12,f,26403,f,f,,,f
3096,4871,6,f,26414,f,f,,,f
3097,4877,6,f,26415,f,f,,,f
3098,4878,6,f,26416,f,f,,,f
3100,4879,12,f,26440,f,f,,,f
3103,2497,6,t,26455,f,t,,,f
3104,4872,6,f,26481,f,f,,,f
3105,4872,4,f,26487,f,f,,,f
3112,4892,6,f,26510,f,f,,,f
3113,4892,12,f,26511,f,f,,,f
3115,4893,6,f,26515,f,f,,,f
3116,4716,6,f,26518,f,f,,,f
3117,4897,12,f,26589,f,f,,,f
3124,4904,6,t,26674,f,f,,,f
3125,4904,6,t,26675,f,f,,,f
3126,4904,6,t,26676,f,f,,,f
3127,4904,6,t,26677,f,f,,,f
3128,4904,6,t,26678,f,f,,,f
3129,4904,6,f,26679,f,f,,,f
3132,4765,6,t,26685,f,f,,,f
3133,1402,6,f,26686,f,f,,,f
3134,4895,6,f,26700,f,f,,,f
3140,82,6,f,26721,f,f,,,f
3141,4917,6,f,26736,f,t,,,f
3142,4918,6,t,26800,f,f,,,f
3144,4918,6,t,26802,f,f,,,f
3145,4918,6,f,26803,f,f,,,f
3147,551,5,f,26896,f,f,,,f
3151,2138,12,f,26915,f,f,,,f
3153,4894,12,f,26929,f,f,,,f
3155,551,12,f,26954,f,f,,,f
3156,4931,6,f,26959,f,f,,,f
3157,4921,6,f,26974,f,f,,,f
3158,4922,6,f,26975,f,f,,,f
3159,4948,12,f,27006,f,f,,,f
3160,4947,6,f,27012,f,f,,,f
3161,4949,6,f,27017,f,f,,,f
3162,551,12,f,27049,f,f,,,f
3163,4894,6,f,27052,f,f,,,f
3164,4957,8,f,27075,f,f,,,f
3165,4957,6,f,27076,f,t,,,f
3166,4959,6,f,27084,f,f,,,f
3168,4980,6,f,27236,f,f,,,f
3170,5020,6,t,27381,f,f,,,f
3171,5019,6,f,27383,f,t,,,f
3172,5021,6,f,27387,f,t,,,f
3173,5022,6,f,27398,f,t,,,f
3174,5023,6,f,27399,f,t,,,f
3175,5024,6,f,27400,f,t,,,f
3176,5025,6,f,27401,f,t,,,f
3177,5026,6,f,27402,f,t,,,f
3178,5027,6,f,27403,f,t,,,f
3179,5028,6,f,27404,f,t,,,f
3180,5029,6,f,27405,f,t,,,f
3184,5045,12,f,27539,f,f,,,f
3185,4941,5,f,27540,f,f,,,f
3186,4923,5,f,27541,f,f,,,f
3187,5047,12,f,27546,f,f,,,f
3188,5048,12,f,27645,f,f,,,f
3190,4861,6,f,27695,f,t,,,f
3191,4863,6,f,27696,f,t,,,f
3192,5051,6,f,27697,f,f,,,f
3193,5043,12,f,27703,f,f,,,f
3194,4894,6,f,27793,f,t,,,f
3196,5062,6,f,27833,f,t,,,f
3203,1096,12,f,27869,f,f,,,f
3205,5069,6,f,27875,f,f,,,f
3206,5039,12,f,27876,f,f,,,f
3207,5070,6,f,27877,f,f,,,f
3208,5072,6,f,27879,f,f,,,f
3213,828,5,f,27899,f,f,,,f
3214,828,6,f,27900,f,f,,,f
3217,5079,6,f,27911,f,f,,,f
3219,5079,6,f,27913,f,f,,,f
3220,5079,6,f,27914,f,f,,,f
3221,5079,6,f,27915,f,f,,,f
3227,2645,6,f,27996,f,t,,,f
3228,2645,6,f,27997,f,f,,,f
3229,5079,6,f,28003,f,t,,,f
3230,4295,6,f,28004,f,f,,,f
3231,5142,12,f,28018,f,f,,,f
3234,5153,6,f,28030,f,f,,,f
3235,5154,12,f,28033,f,f,957,,f
3238,4928,12,f,28053,f,f,,961,f
3239,4928,12,f,28054,f,f,956,,f
3240,5154,12,f,28058,f,f,,961,f
3241,5154,12,f,28059,f,f,956,,f
3242,5158,12,f,28061,f,f,,,f
3243,5054,6,f,28087,f,f,,,f
3244,5160,6,f,28088,f,f,,,f
3250,5069,12,f,28119,f,f,,,f
3255,5168,6,f,28126,f,f,,,f
3256,7,12,f,28130,f,t,,,f
3257,5167,6,f,28131,f,f,,,f
3258,5168,6,f,28132,f,f,,,f
3259,5167,6,f,28137,f,f,,,f
3260,5170,12,f,28154,f,f,,,f
3261,5171,6,f,28161,f,f,,,f
3262,1720,6,f,28190,f,f,,,f
3263,5181,12,f,28213,f,f,,,f
3264,5190,12,f,28276,f,t,,,f
3265,5191,12,f,28279,f,t,,,f
3266,5192,4,f,28297,f,f,,,f
3267,5194,6,f,28298,f,f,,,f
3268,5194,6,f,28300,f,f,1009,,f
3269,5196,4,f,28301,f,f,,,f
3270,5198,6,f,28302,f,f,,,f
3271,5198,6,f,28303,f,f,1010,,f
3273,5203,4,f,28328,f,t,,,f
3274,5204,6,t,28329,f,f,,,f
3275,3040,6,f,28334,f,f,,,f
3280,1686,6,f,28343,f,f,,,f
3284,5225,6,f,28362,f,f,,,f
3286,5198,6,f,28371,f,f,,,f
3287,5194,6,f,28372,f,f,,,f
3289,5198,6,f,28374,f,f,,1010,f
3290,5194,6,f,28375,f,f,,1009,f
3295,5244,6,f,28380,f,t,,,f
3296,5261,6,f,28387,f,f,,,f
3304,5272,12,f,28396,f,t,,,f
3305,3661,6,f,28397,f,f,,,f
3310,5281,12,t,28418,f,f,,,f
3313,4086,6,t,28440,f,t,,,f
3314,5329,12,f,28448,f,f,,,f
3316,5333,12,f,28457,f,f,,,f
3317,5331,12,f,28458,f,f,,766,f
3318,5331,12,f,28459,f,f,766,,f
3319,5338,6,f,28472,f,f,,,f
3320,5194,6,f,28474,f,f,1009,,f
3321,5194,6,f,28475,f,f,1009,,f
3322,5198,6,f,28476,f,f,1010,,f
3323,5198,6,f,28477,f,f,1010,,f
3324,5340,11,t,28480,f,f,,,f
3325,5340,11,t,28481,f,f,,,f
3326,5340,6,t,28482,f,f,,,f
3327,5340,5,t,28483,f,f,,,f
3328,5340,15,t,28484,f,f,,,f
3329,5344,6,f,28490,f,t,,,f
3330,5307,12,f,28492,f,f,1018,,f
3331,5345,6,f,28495,f,f,,,f
3332,5345,12,f,28496,f,f,,,f
3333,5341,6,f,28503,f,f,,,f
3337,5351,6,f,28519,f,f,,,f
3338,5352,6,f,28523,f,f,,,f
3339,5358,12,f,28533,f,f,,,f
3342,5363,12,f,28577,f,f,,,f
3344,5366,12,f,28584,f,f,,,f
3345,5208,6,f,28595,f,f,,1026,f
3346,5380,12,f,28629,f,f,,,f
3347,5381,6,f,28630,f,f,,,f
3348,5382,6,f,28631,f,f,,,f
3349,5385,6,f,28636,f,f,,,f
3353,5394,12,f,28678,f,t,,,f
3357,5394,12,f,28682,f,f,,,f
3358,5394,12,f,28683,f,f,,,f
3359,5395,6,f,28691,f,f,,,f
3360,5397,6,t,28693,f,t,,,f
3361,5399,7,f,28700,f,f,,,f
3362,5400,9,f,28701,f,f,,,f
3363,5401,8,f,28702,f,f,,,f
3364,5402,3,f,28703,f,f,,,f
3365,5398,12,f,28707,f,f,,,f
3366,5398,4,f,28708,f,f,,,f
3372,5407,4,f,28723,f,f,,,f
3373,5407,9,f,28724,t,f,,,f
3374,5407,6,f,28725,f,f,,,f
3379,5411,6,f,28792,f,f,,,f
3380,5478,6,f,28825,f,f,,,f
3381,5480,12,f,28826,f,f,,,f
3382,5484,6,f,28831,f,f,,,f
3383,4874,6,f,28833,f,f,,,f
3384,4926,6,f,28834,f,f,,,f
3385,5488,6,f,28835,f,f,,,f
3386,5493,6,f,28869,f,f,,,f
3387,5494,6,f,28870,f,f,,,f
3388,5497,4,f,28876,t,f,,,f
3389,5498,4,f,28877,t,f,,,f
3390,5503,4,f,28883,t,f,,,f
3391,5509,6,f,28907,f,f,,,f
3392,5509,6,f,28908,f,f,,,f
3393,5208,6,f,28909,f,f,,1026,f
3394,5394,6,f,28919,f,f,,,f
3395,5394,6,f,28920,f,f,,,f
3396,5394,6,f,28921,f,f,,,f
3397,5394,6,f,28922,f,f,,,f
3398,5394,6,f,28923,f,f,,,f
3400,5394,6,f,28925,f,f,,,f
3401,5394,6,f,28926,f,f,,,f
3402,5394,6,f,28927,f,f,,,f
3403,5514,6,f,28935,f,f,,,f
3405,5516,12,f,28945,f,t,,,f
3408,5208,6,f,28951,f,f,,,f
3409,5520,6,f,28954,f,f,,,f
3410,5523,12,f,28964,f,f,,,f
3411,5527,12,f,28979,f,f,,,f
3412,5530,6,f,28984,f,f,,,f
3414,5394,12,f,28989,f,t,,,f
3415,5536,6,f,29020,f,f,,,f
3417,5540,6,f,29031,f,f,,,f
3418,5541,6,f,29032,f,f,,,f
3419,5540,6,f,29043,f,f,,,f
3420,4972,6,f,29077,f,f,,,f
3421,4971,12,f,29098,f,f,,,f
3422,5556,12,f,29099,f,f,,,f
3423,4974,12,f,29130,f,f,,,f
3425,5559,6,f,29155,f,f,,,f
3426,5559,6,f,29157,f,f,,,f
3427,5559,6,f,29158,f,f,,,f
3428,5564,12,t,29171,f,f,,,f
3429,5567,6,f,29184,f,f,,,f
3430,5573,12,t,29197,f,f,,,f
3431,5574,12,t,29198,f,f,,,f
3432,5575,12,t,29201,f,f,,,f
3433,5577,12,f,29221,f,f,,,f
3434,5577,6,f,29222,f,f,,,f
3435,5578,12,f,29223,f,f,,,f
3436,5578,1,f,29224,f,f,,,f
3437,5579,12,f,29225,f,f,,,f
3438,5579,6,f,29226,f,f,,,f
3439,5592,6,f,29304,f,f,,,f
3440,5593,12,f,29305,f,f,,,f
3441,5596,6,f,29317,f,f,,,f
3442,5598,12,t,29325,f,f,,,f
3443,5599,12,t,29328,f,f,,,f
3444,5600,12,t,29329,f,f,,,f
3445,5601,12,t,29330,f,f,,,f
3446,5593,6,f,29338,f,f,,,f
3448,5609,12,f,29360,f,f,,,f
3449,5609,6,f,29361,f,f,,,f
3450,5609,12,f,29362,f,f,,,f
3451,5605,12,f,29382,f,f,1309,,f
3452,5606,12,f,29384,f,f,1045,,f
3453,5607,12,f,29386,f,f,1046,,f
3454,5608,12,f,29387,f,f,1047,,f
3455,5611,6,f,29391,f,f,,,f
3456,5614,12,f,29397,f,f,,,f
3457,5615,6,f,29398,f,f,,,f
3458,5617,6,f,29403,f,f,,,f
3459,5620,6,f,29418,f,f,,,f
3460,5621,12,t,29423,f,f,,,f
3461,5627,12,t,29425,f,f,,,f
3462,5628,12,t,29426,f,f,,,f
3463,5629,12,t,29427,f,f,,,f
3464,5630,11,t,29447,f,f,,,f
3465,5630,11,t,29448,f,f,,,f
3466,5630,6,t,29449,f,f,,,f
3467,5630,5,t,29450,f,f,,,f
3468,5630,15,t,29451,f,f,,,f
3469,5631,12,f,29459,f,f,,,f
3470,5632,12,f,29462,f,f,,,f
3471,5635,11,t,29490,f,f,,,f
3472,5635,11,t,29491,f,f,,,f
3473,5635,6,t,29492,f,f,,,f
3474,5635,5,t,29493,f,f,,,f
3475,5635,15,t,29494,f,f,,,f
3476,5637,6,f,29497,f,t,,,f
3477,5639,6,f,29500,f,f,,,f
3479,5647,12,t,29516,f,f,,,f
3480,5638,6,f,29517,f,f,,,f
3481,5648,12,t,29518,f,f,,,f
3482,5649,12,t,29520,f,f,,,f
3483,5650,12,t,29521,f,f,,,f
3484,5651,12,t,29526,f,f,,,f
3485,5652,12,t,29527,f,f,,,f
3487,5657,6,f,29544,f,f,,,f
3491,5663,12,t,29561,f,f,,,f
3492,5666,6,t,29574,f,t,,,f
3493,5674,12,f,29595,f,f,,,f
3494,5675,12,f,29599,f,t,,,f
3507,5683,12,f,29640,f,t,,,f
3508,5683,12,f,29641,f,f,,,f
3509,5683,12,f,29642,f,f,,,f
3515,5685,6,f,29649,f,f,,,f
3516,5685,14,f,29650,f,f,,,f
3517,5685,11,f,29651,f,f,,,f
3518,5685,12,f,29652,f,f,,,f
3523,5679,6,f,29657,f,f,,,f
3526,5689,6,f,29664,f,f,,,f
3530,5694,12,f,29689,f,f,,,f
3531,5702,6,f,29712,f,f,,,f
3532,5703,6,f,29713,f,f,,,f
3533,5704,6,f,29714,f,f,,,f
3534,5705,6,f,29716,f,f,,1026,f
3535,5705,6,f,29717,f,f,,1026,f
3536,5705,6,f,29718,f,f,,,f
3537,5706,6,f,29719,f,f,,1026,f
3538,5706,6,f,29720,f,f,,1026,f
3539,5706,6,f,29721,f,f,,,f
3540,5707,6,f,29722,f,f,,1026,f
3541,5707,6,f,29723,f,f,,1026,f
3542,5707,6,f,29724,f,f,,,f
3545,5722,6,f,29747,f,t,,,f
3548,5722,6,f,29752,f,f,,,f
3549,5724,12,f,29758,f,f,1048,,f
3550,5723,6,f,29759,f,f,,,f
3555,5737,12,f,29832,f,f,,,f
3563,5741,6,f,29854,f,f,,,f
3566,5743,12,t,29869,f,f,,,f
3569,5757,12,f,29915,f,f,,,f
3572,4769,6,f,29965,f,f,,,f
3573,5362,12,f,29967,f,f,,,f
3574,5776,12,f,29970,f,f,,,f
3576,5785,6,f,30012,f,t,,,f
3577,5785,6,t,30013,f,t,,,f
3578,5786,12,f,30020,f,f,,,f
3584,5794,6,f,30049,f,f,,,f
3585,4047,12,f,30050,f,f,,,f
3586,5688,12,f,30051,f,f,,,f
3587,5717,12,f,30052,f,f,,,f
3588,5718,12,f,30053,f,f,,,f
3589,5719,12,f,30054,f,f,,,f
3590,5720,12,f,30055,f,f,,,f
3592,5795,12,f,30057,f,f,,,f
3593,5795,12,f,30058,f,f,,,f
3601,5778,6,f,30078,f,f,,,f
3602,5397,6,t,30095,f,t,,,f
3603,5800,6,f,30099,f,f,,,f
3605,5791,6,f,30136,f,t,,,f
3608,5792,12,f,30149,f,t,,,f
3613,5816,6,f,30214,f,t,,,f
3614,5822,6,f,30228,f,f,,,f
3617,5827,6,f,30244,f,f,,,f
3619,5823,6,f,30246,f,f,,,f
3621,5826,6,f,30248,f,f,,,f
3623,5831,6,f,30251,f,f,,,f
3625,5821,6,f,30254,f,f,,,f
3627,5834,12,f,30261,f,f,,,f
3628,5835,12,f,30262,f,f,,,f
3635,5844,12,f,30288,f,t,,,f
3637,5845,4,f,30291,f,f,,,f
3640,5848,12,f,30297,f,f,,,f
3642,5852,6,f,30330,f,f,,,f
3644,5860,6,f,30346,f,t,,,f
3645,5841,6,f,30352,f,f,,,f
3647,5854,6,f,30380,f,f,,,f
3648,5851,6,f,30400,f,f,1103,,f
3650,5885,6,f,30422,f,f,,,f
3651,5852,12,f,30444,f,f,,,f
3652,5892,6,f,30466,f,f,,,f
3653,5895,5,f,30470,f,f,,,f
3654,5723,6,f,30478,f,f,,,f
3655,5900,4,f,30483,f,f,,,f
3656,5892,6,f,30484,f,f,,,f
3658,4866,12,f,30486,f,f,,,f
3660,5853,6,f,30492,f,f,,,f
3661,3835,6,f,30496,f,f,,,f
3662,5906,12,f,30507,f,t,,,f
3663,2715,6,f,30518,f,f,,,f
3664,5910,6,f,30527,f,f,,,f
3665,5914,6,f,30543,f,f,,,f
3666,5912,6,f,30544,f,f,,,f
3668,5927,12,f,30584,f,f,,,f
3669,5905,6,f,30585,f,t,,,f
3670,5901,6,f,30587,f,f,,,f
3671,5928,12,f,30602,f,f,,,f
3672,5930,6,f,30604,f,f,,,f
3673,5931,12,f,30606,f,f,,,f
3674,5944,6,f,30633,f,f,,,f
3675,5945,12,f,30637,f,t,,,f
3677,5955,6,f,30653,f,f,,,f
3680,5958,6,f,30661,f,f,,,f
3681,5955,6,f,30663,f,f,,,f
3682,5958,6,f,30664,f,f,,,f
3684,5963,6,f,30678,f,f,,,f
3685,5963,6,f,30679,f,f,,,f
3692,5971,12,f,30730,f,f,,,f
3693,5972,6,f,30733,f,f,,,f
3694,5973,12,f,30742,f,f,,,f
3695,5974,12,f,30744,f,f,,,f
3696,5975,12,f,30745,f,f,,,f
3697,5976,12,f,30746,f,f,,,f
3698,5977,12,f,30747,f,f,,,f
3699,5978,12,f,30748,f,f,,,f
3700,5979,12,f,30749,f,f,,,f
3701,5980,12,f,30750,f,f,,,f
3702,5982,12,f,30755,f,f,,,f
3706,5985,4,f,30759,f,f,,,f
3707,5985,6,f,30760,f,f,,,f
3708,5985,4,f,30761,f,f,,,f
3710,5968,12,f,30778,f,f,,,f
3711,5990,6,f,30780,f,f,,,f
3712,5991,6,f,30781,f,f,,,f
3713,5993,12,f,30785,f,f,,,f
3715,5916,6,f,30801,f,f,,,f
3716,5921,6,f,30802,f,f,,,f
3717,5922,6,f,30808,f,f,,,f
3718,5920,6,f,30809,f,f,,,f
3719,5919,6,f,30810,f,f,,,f
3720,5918,6,f,30811,f,f,,,f
3721,5917,6,f,30812,f,f,,,f
3722,5915,6,f,30813,f,f,,,f
3726,5988,6,f,30821,f,f,,,f
3732,6011,12,f,30848,f,f,,,f
3733,6006,12,f,30849,f,f,,,f
3734,6012,6,t,30850,f,f,,,f
3735,6005,6,f,30851,f,f,,,f
3740,6015,12,f,30863,f,f,,,f
3741,6016,11,t,30865,f,f,,,f
3742,6016,11,t,30866,f,f,,,f
3743,6016,6,t,30867,f,f,,,f
3744,6016,5,t,30868,f,f,,,f
3745,6016,15,t,30869,f,f,,,f
3747,6017,4,f,30871,f,f,,,f
3748,6017,6,f,30872,f,f,,,f
3749,6017,4,f,30873,f,f,,,f
3752,6019,12,f,30877,f,f,,,f
3754,6019,6,f,30879,f,f,,,f
3755,6023,6,f,30882,f,f,,,f
3756,6024,6,f,30888,f,f,,,f
3757,6029,6,f,30902,f,f,,,f
3758,6030,6,f,30903,f,f,,,f
3759,5831,6,f,30904,f,f,,,f
3760,5831,6,f,30905,f,f,,,f
3761,6031,6,f,30906,f,f,,,f
3762,6032,6,f,30907,f,f,,,f
3764,6039,12,f,30922,f,t,,,f
3768,5125,12,f,30949,f,f,,,f
3769,5126,12,f,30950,f,f,,,f
3770,5120,12,f,30951,f,f,,,f
3771,5121,12,f,30952,f,f,,,f
3772,5122,12,f,30953,f,f,,,f
3773,5123,12,f,30954,f,f,,,f
3774,5124,12,f,30955,f,f,,,f
3775,5127,12,f,30956,f,f,,,f
3777,6044,12,f,30959,f,t,,,f
3782,6092,12,f,31106,f,f,,,f
3783,6093,12,f,31108,f,t,,,f
3784,6095,12,f,31109,f,f,,,f
3785,6096,12,f,31110,f,f,,,f
3786,6097,12,f,31111,f,f,,,f
3787,6098,12,f,31112,f,f,,,f
3788,6100,12,f,31121,f,f,,,f
3789,6101,12,f,31122,f,f,,,f
3790,6102,12,f,31123,f,f,,,f
3791,6103,12,f,31124,f,f,,,f
3792,6104,12,f,31125,f,f,,,f
3793,6105,12,f,31126,f,f,,,f
3794,6106,12,f,31127,f,f,,,f
3796,6114,6,t,31142,f,t,,,f
3799,5848,12,f,31160,f,t,,,f
3802,6124,12,f,31174,f,t,,,f
3803,6125,6,f,31189,f,f,,,f
3804,6130,12,f,31201,f,f,,,f
3805,6116,12,f,31207,f,f,,,f
3806,6132,6,f,31218,f,f,,,f
3807,6135,12,t,31220,f,f,,,f
3811,6146,6,f,31239,f,f,,,f
3812,6147,12,f,31243,f,t,,,f
3813,6151,6,f,31254,f,f,,,f
3814,6155,6,f,31272,f,t,,,f
3815,6155,6,t,31273,f,t,,,f
3817,6136,6,f,31291,f,f,,,f
3820,6161,6,f,31302,f,f,,,f
3821,6163,6,f,31305,f,f,,,f
3822,2966,12,f,31309,f,f,1191,,f
3823,2966,6,f,31310,f,f,1191,,f
3824,4545,6,t,31329,f,t,,,f
3825,5226,6,f,31330,f,f,,,f
3826,6172,12,f,31342,f,f,,,f
3830,5905,12,f,31411,f,f,,,f
3831,6210,12,f,31413,f,f,,,f
3834,6175,6,f,31438,f,f,,,f
3835,5357,6,f,31441,f,f,,,f
3836,6213,6,f,31443,f,f,,,f
3837,6214,6,f,31444,f,f,,,f
3839,6179,12,f,31455,f,t,,,f
3840,6181,12,f,31456,f,t,,,f
3842,6226,12,f,31466,f,f,,,f
3845,6232,6,f,31484,f,f,,,f
3847,2218,12,f,31489,f,f,,,f
3848,5020,12,f,31497,f,f,,,f
3850,6239,6,f,31507,f,f,,,f
3853,6160,6,f,31536,f,f,,,f
3854,6242,6,f,31540,f,f,,,f
3857,6248,12,f,31570,f,f,1068,,f
3858,6249,12,f,31571,f,f,1045,,f
3859,6250,12,f,31578,f,f,1046,,f
3860,6251,12,f,31579,f,f,1047,,f
3861,6252,12,f,31580,f,f,1048,,f
3862,6183,12,f,31582,f,f,,,f
3863,6253,12,f,31583,f,f,1309,,f
3864,5730,6,f,31605,f,f,,,f
3865,5730,12,f,31606,f,f,,,f
3866,6255,12,f,31608,f,f,,,f
3867,5730,12,f,31609,f,f,,,f
3868,5715,6,f,31619,f,f,,,f
3869,6257,12,f,31620,f,t,,,f
3875,6263,4,f,31644,f,f,,,f
3876,6264,12,f,31646,f,f,,,f
3878,6270,6,f,31692,f,f,,,f
3879,6272,6,f,31701,f,f,,,f
3880,6277,6,f,31709,f,f,,,f
3884,4975,12,f,31778,f,f,,,f
3885,4975,6,f,31779,f,f,,,f
3887,6297,3,f,31792,f,t,,,f
3889,6212,12,f,31802,f,f,,,f
3892,6014,12,f,31811,f,f,,,f
3893,6014,6,f,31812,f,f,,,f
3894,6306,12,f,31821,f,f,,,f
3895,6307,12,f,31822,f,f,,,f
3898,6310,6,f,31835,f,f,,,f
3901,6312,6,f,31840,f,f,,,f
3908,6313,6,f,31847,f,f,,,f
3909,6314,6,f,31849,f,f,,,f
3912,6312,6,f,31862,f,f,,,f
3915,6322,6,f,31874,f,f,,,f
3916,6325,6,f,31875,f,f,,,f
3918,6341,12,f,31915,f,f,,,f
3919,6341,6,f,31916,f,f,,,f
3920,6362,6,f,31951,f,t,,,f
3921,6363,12,f,31959,f,f,,,f
3922,6366,12,f,31960,f,t,,,f
3923,6369,12,f,31977,f,t,,,f
3924,6371,6,f,31986,f,f,,,f
3925,6372,6,f,31988,f,f,,,f
3929,6377,6,f,32032,f,f,,,f
3930,6399,11,t,32057,f,f,,,f
3931,6399,11,t,32058,f,f,,,f
3932,6399,6,t,32059,f,f,,,f
3933,6399,5,t,32060,f,f,,,f
3934,6399,15,t,32061,f,f,,,f
3935,6402,12,f,32090,f,f,,,f
3938,6409,6,f,32115,f,f,,,f
3939,6410,6,f,32123,f,f,,,f
3940,6411,12,f,32124,f,f,,,f
3941,4272,12,f,32136,f,f,,,f
3946,6406,6,f,32146,f,f,,,f
3947,6443,6,f,32147,f,f,,,f
3964,6337,12,f,32216,f,f,,,f
3965,6470,12,f,32232,f,f,,,f
3969,6471,12,f,32246,f,f,,,f
3971,6451,6,f,32251,f,f,,,f
