id,item_id,asset_id,base_enchantable,holdable_id,mod_set_id,eiset_id,or_unit_reqs,repairable,durability_multiplier,base_equipment,drawn_scale,worn_scale,recharge_buff_id,charge_lifetime,charge_count,useAsStat,skin_kind_id,fixed_visual_effect_id
2524,17983,3334,t,12,,,f,t,100,t,0.8,0.8,,0,0,t,3,
2525,17984,4345,t,24,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2526,17985,4337,t,1,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2527,18065,3228,t,1,44,,f,t,100,t,1.0,1.0,,0,0,t,3,
2528,18066,4169,t,19,5,,f,t,100,t,1.0,1.0,,0,0,t,3,
2529,18067,3305,t,3,46,,f,t,100,t,1.0,1.0,,0,0,t,3,
2530,18071,1331,t,17,68,,f,t,100,t,1.0,1.0,,0,0,t,3,
2531,18072,3228,t,1,44,,f,t,100,t,1.0,1.0,,0,0,t,3,
2532,18073,3228,t,1,44,,f,t,100,t,1.0,1.0,,0,0,t,3,
2533,18074,3305,t,3,46,,f,t,100,t,1.0,1.0,,0,0,t,3,
2534,18075,3305,t,3,46,,f,t,100,t,1.0,1.0,,0,0,t,3,
2535,18076,1331,t,17,68,,f,t,100,t,1.0,1.0,,0,0,t,3,
2536,18077,1331,t,17,68,,f,t,100,t,1.0,1.0,,0,0,t,3,
2537,18078,4169,t,19,5,,f,t,100,t,1.0,1.0,,0,0,t,3,
2538,18079,4169,t,19,5,,f,t,100,t,1.0,1.0,,0,0,t,3,
2539,18160,6619,t,18,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2540,18162,6621,t,14,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2541,18163,6620,t,14,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2542,18386,3209,t,7,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2543,18391,4480,t,4,43,,f,t,100,t,0.73,0.57,,0,0,t,3,
2544,18392,4484,t,4,43,,f,t,100,t,0.71,0.56,,0,0,t,3,
2545,18393,3213,t,6,1,,f,t,100,t,1.12,0.8,,0,0,t,3,
2546,18394,4622,t,6,1,,f,t,100,t,1.17,0.83,,0,0,t,3,
2547,18395,3298,t,3,45,,f,t,100,t,1.3,1.02,,0,0,t,3,
2548,18396,3304,t,3,45,,f,t,100,t,1.24,0.97,,0,0,t,3,
2549,18397,3179,t,9,2,,f,t,100,t,1.12,0.78,,0,0,t,3,
2550,18398,3204,t,9,2,,f,t,100,t,1.1,0.89,,0,0,t,3,
2551,18399,4541,t,8,54,,f,t,100,t,1.24,0.99,,0,0,t,3,
2552,18400,3285,t,8,54,,f,t,100,t,1.23,0.89,,0,0,t,3,
2553,18401,3136,t,10,3,,f,t,100,t,1.0,0.81,,0,0,t,3,
2554,18402,3169,t,10,3,,f,t,100,t,0.99,0.8,,0,0,t,3,
2555,18403,12839,t,11,71,,f,t,100,t,1.03,0.81,,0,0,t,3,
2556,18404,12840,t,11,71,,f,t,100,t,1.03,0.81,,0,0,t,3,
2557,18405,3327,t,12,13,,f,t,100,t,0.99,0.74,,0,0,t,3,
2558,18406,13299,t,12,13,,f,t,100,t,0.89,0.67,,0,0,t,3,
2559,18407,3884,t,13,48,,f,t,100,t,0.93,0.78,,0,0,t,3,
2560,18408,3910,t,13,48,,f,t,100,t,0.85,0.71,,0,0,t,3,
2561,18409,13827,t,18,39,,f,t,100,t,0.69,0.51,,0,0,t,3,
2562,18410,13836,t,18,39,,f,t,100,t,0.64,0.5,,0,0,t,3,
2563,18411,4272,t,17,68,,f,t,100,t,1.04,0.93,,0,0,t,3,
2564,18412,4270,t,17,68,,f,t,100,t,1.04,0.93,,0,0,t,3,
2565,18413,13104,t,15,4,,f,t,100,t,1.25,1.1,,0,0,t,3,
2566,18414,13103,t,15,4,,f,t,100,t,1.25,1.1,,0,0,t,3,
2567,18415,3665,t,16,43,,f,t,100,t,1.24,1.04,,0,0,t,3,
2568,18416,3670,t,16,43,,f,t,100,t,1.21,1.01,,0,0,t,3,
2569,18417,4318,t,19,25,,f,t,100,t,0.98,0.82,,0,0,t,3,
2570,18418,4167,t,19,25,,f,t,100,t,1.01,0.89,,0,0,t,3,
2571,18419,4350,t,24,46,,f,t,100,t,0.91,0.71,,0,0,t,3,
2572,18420,4355,t,24,46,,f,t,100,t,0.91,0.71,,0,0,t,3,
2573,18439,6697,t,24,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2574,18448,3305,t,3,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2575,18449,3305,t,3,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2576,18506,3102,t,2,5,,f,t,100,t,1.0,1.0,,0,0,t,3,
2577,18507,3103,t,2,71,,f,t,100,t,0.77,0.65,,0,0,t,3,
2578,18508,3104,t,2,41,,f,t,100,t,1.0,1.0,,0,0,t,3,
2579,18509,3105,t,2,72,,f,t,100,t,1.0,1.0,,0,0,t,3,
2580,18510,3106,t,2,56,,f,t,100,t,1.0,1.0,,0,0,t,3,
2581,18511,3107,t,2,74,,f,t,100,t,0.82,0.7,,0,0,t,3,
2582,18512,3108,t,2,47,,f,t,100,t,1.0,1.0,,0,0,t,3,
2583,18513,3191,t,7,9,,f,t,100,t,1.0,1.0,,0,0,t,3,
2584,18514,3192,t,7,71,,f,t,100,t,1.0,1.0,,0,0,t,3,
2585,18515,3193,t,7,41,,f,t,100,t,1.0,1.0,,0,0,t,3,
2586,18516,3194,t,7,72,,f,t,100,t,1.0,1.0,,0,0,t,3,
2587,18517,3195,t,7,59,,f,t,100,t,1.0,1.0,,0,0,t,3,
2588,18518,3196,t,7,75,,f,t,100,t,1.0,1.0,,0,0,t,3,
2589,18519,3197,t,7,50,,f,t,100,t,1.0,1.0,,0,0,t,3,
2590,18520,3266,t,8,41,,f,t,100,t,1.0,1.0,,0,0,t,3,
2591,18521,3267,t,8,71,,f,t,100,t,1.0,1.0,,0,0,t,3,
2592,18522,3268,t,8,72,,f,t,100,t,1.0,1.0,,0,0,t,3,
2593,18523,3230,t,1,13,,f,t,100,t,1.0,1.0,,0,0,t,3,
2594,18524,3231,t,1,71,,f,t,100,t,1.0,1.0,,0,0,t,3,
2595,18525,3232,t,1,44,,f,t,100,t,1.0,1.0,,0,0,t,3,
2596,18526,3233,t,5,73,,f,t,100,t,1.0,1.0,,0,0,t,3,
2597,18527,3234,t,5,62,,f,t,100,t,1.0,1.0,,0,0,t,3,
2598,18528,3235,t,5,74,,f,t,100,t,1.0,1.0,,0,0,t,3,
2599,18529,3236,t,5,47,,f,t,100,t,1.0,1.0,,0,0,t,3,
2600,18530,3302,t,3,44,,f,t,100,t,1.0,1.0,,0,0,t,3,
2601,18531,3303,t,3,71,,f,t,100,t,1.0,1.0,,0,0,t,3,
2602,18532,3304,t,3,73,,f,t,100,t,1.0,1.0,,0,0,t,3,
2603,18533,3388,t,15,1,,f,t,100,t,1.0,1.0,,0,0,t,3,
2604,18534,3389,t,15,71,,f,t,100,t,1.0,1.0,,0,0,t,3,
2605,18535,3390,t,15,41,,f,t,100,t,1.0,1.0,,0,0,t,3,
2606,18536,3391,t,15,72,,f,t,100,t,1.0,1.0,,0,0,t,3,
2607,18537,3392,t,15,53,,f,t,100,t,1.0,1.0,,0,0,t,3,
2608,18538,3393,t,15,73,,f,t,100,t,1.0,1.0,,0,0,t,3,
2609,18539,3394,t,15,44,,f,t,100,t,1.0,1.0,,0,0,t,3,
2610,18540,3633,t,16,41,,f,t,100,t,1.0,1.0,,0,0,t,3,
2611,18541,3634,t,16,71,,f,t,100,t,1.0,1.0,,0,0,t,3,
2612,18542,3645,t,16,72,,f,t,100,t,1.0,1.0,,0,0,t,3,
2613,18543,3339,t,12,13,,f,t,100,t,1.0,1.0,,0,0,t,3,
2614,18544,3340,t,12,71,,f,t,100,t,1.0,1.0,,0,0,t,3,
2615,18545,3341,t,12,44,,f,t,100,t,1.0,1.0,,0,0,t,3,
2616,18546,3342,t,12,73,,f,t,100,t,1.0,1.0,,0,0,t,3,
2617,18547,3343,t,12,62,,f,t,100,t,1.0,1.0,,0,0,t,3,
2618,18548,3344,t,12,74,,f,t,100,t,1.0,1.0,,0,0,t,3,
2619,18549,3345,t,12,47,,f,t,100,t,1.0,1.0,,0,0,t,3,
2620,18550,3886,t,13,44,,f,t,100,t,1.0,1.0,,0,0,t,3,
2621,18551,3887,t,13,71,,f,t,100,t,1.0,1.0,,0,0,t,3,
2622,18552,3888,t,13,73,,f,t,100,t,1.0,1.0,,0,0,t,3,
2623,18553,3149,t,10,1,,f,t,100,t,1.0,1.0,,0,0,t,3,
2624,18554,3150,t,10,71,,f,t,100,t,1.0,1.0,,0,0,t,3,
2625,18555,3151,t,10,41,,f,t,100,t,1.0,1.0,,0,0,t,3,
2626,18556,3152,t,10,72,,f,t,100,t,1.0,1.0,,0,0,t,3,
2627,18557,3153,t,10,53,,f,t,100,t,1.0,1.0,,0,0,t,3,
2628,18558,3154,t,10,73,,f,t,100,t,0.84,0.78,,0,0,t,3,
2629,18559,3155,t,10,44,,f,t,100,t,1.0,1.0,,0,0,t,3,
2630,18560,4052,t,11,44,,f,t,100,t,1.0,1.0,,0,0,t,3,
2631,18561,4058,t,11,71,,f,t,100,t,1.0,1.0,,0,0,t,3,
2632,18562,4059,t,11,73,,f,t,100,t,1.0,1.0,,0,0,t,3,
2633,18563,4244,t,18,68,,f,t,100,t,1.0,1.0,,0,0,t,3,
2634,18564,4245,t,18,74,,f,t,100,t,1.0,1.0,,0,0,t,3,
2635,18565,4250,t,18,75,,f,t,100,t,1.0,1.0,,0,0,t,3,
2636,18566,4280,t,21,68,,f,t,100,t,1.0,1.0,,0,0,t,3,
2637,18567,4281,t,21,74,,f,t,100,t,1.0,1.0,,0,0,t,3,
2638,18568,4282,t,21,75,,f,t,100,t,1.0,1.0,,0,0,t,3,
2639,18569,4290,t,23,62,,f,t,100,t,1.0,1.0,,0,0,t,3,
2640,18570,4291,t,23,73,,f,t,100,t,1.0,1.0,,0,0,t,3,
2641,18571,4292,t,23,74,,f,t,100,t,1.0,1.0,,0,0,t,3,
2642,18572,4302,t,22,41,,f,t,100,t,1.0,1.0,,0,0,t,3,
2643,18573,4303,t,22,71,,f,t,100,t,1.0,1.0,,0,0,t,3,
2644,18574,4304,t,22,72,,f,t,100,t,1.0,1.0,,0,0,t,3,
2645,18575,4273,t,17,37,,f,t,100,t,1.0,1.0,,0,0,t,3,
2646,18576,4273,t,17,73,,f,t,100,t,1.0,1.0,,0,0,t,3,
2647,18577,4273,t,17,62,,f,t,100,t,1.0,1.0,,0,0,t,3,
2648,18578,4273,t,17,74,,f,t,100,t,1.0,1.0,,0,0,t,3,
2649,18579,4273,t,17,68,,f,t,100,t,1.0,1.0,,0,0,t,3,
2650,18580,4273,t,17,75,,f,t,100,t,1.0,1.0,,0,0,t,3,
2651,18581,4273,t,17,65,,f,t,100,t,1.0,1.0,,0,0,t,3,
2652,18582,4169,t,19,5,,f,t,100,t,1.0,1.0,,0,0,t,3,
2653,18583,4169,t,19,71,,f,t,100,t,1.0,1.0,,0,0,t,3,
2654,18584,4169,t,19,41,,f,t,100,t,1.0,1.0,,0,0,t,3,
2655,18585,4169,t,19,72,,f,t,100,t,1.0,1.0,,0,0,t,3,
2656,18586,4169,t,19,56,,f,t,100,t,1.0,1.0,,0,0,t,3,
2657,18587,4169,t,19,74,,f,t,100,t,1.0,1.0,,0,0,t,3,
2658,18588,4169,t,19,47,,f,t,100,t,1.0,1.0,,0,0,t,3,
2659,18589,4355,t,24,13,,f,t,100,t,1.0,1.0,,0,0,t,3,
2660,18590,4355,t,24,71,,f,t,100,t,1.0,1.0,,0,0,t,3,
2661,18591,4355,t,24,44,,f,t,100,t,1.0,1.0,,0,0,t,3,
2662,18592,4355,t,24,73,,f,t,100,t,1.0,1.0,,0,0,t,3,
2663,18593,4355,t,24,62,,f,t,100,t,1.0,1.0,,0,0,t,3,
2664,18594,4355,t,24,74,,f,t,100,t,1.0,1.0,,0,0,t,3,
2665,18595,4355,t,24,47,,f,t,100,t,1.0,1.0,,0,0,t,3,
2666,18642,0,t,19,,,f,t,100,f,1.0,1.0,,0,0,t,3,
2667,18661,7143,t,7,44,,f,t,100,t,1.4,1.0,,0,0,t,3,
2668,18662,7144,t,7,54,,f,t,100,t,1.02,0.85,,0,0,t,3,
2669,18663,7145,t,3,1,,f,t,100,t,1.21,0.89,,0,0,t,3,
2670,18679,3209,t,7,44,,f,t,100,t,1.0,1.0,,0,0,t,3,
2671,18705,3363,t,12,,,f,t,100,t,1.0,0.75,,0,0,t,3,
2672,18706,3664,t,11,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2673,18707,1146,t,24,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2674,18708,1274,t,12,,,f,t,100,t,1.0,0.7,,0,0,t,3,
2675,18709,3144,t,10,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2676,18710,4323,t,19,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2677,18711,4267,t,17,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2678,18833,3088,t,4,56,,f,t,100,t,1.0,1.0,,0,0,t,3,
2679,18834,3225,t,6,5,,f,t,100,t,1.0,1.0,,0,0,t,3,
2680,18835,3332,t,12,51,,f,t,100,t,1.0,1.0,,0,0,t,3,
2681,18836,3143,t,10,43,,f,t,100,t,1.0,1.0,,0,0,t,3,
2682,18837,3381,t,15,26,,f,t,100,t,1.0,1.0,,0,0,t,3,
2683,18838,4278,t,21,68,,f,t,100,t,1.0,1.0,,0,0,t,3,
2684,18840,4284,t,23,62,,f,t,100,t,1.0,1.0,,0,0,t,3,
2685,18841,4299,t,22,41,,f,t,100,t,1.0,1.0,,0,0,t,3,
2686,18842,4168,t,19,5,,f,t,100,t,1.0,1.0,,0,0,t,3,
2687,18843,4250,t,18,65,,f,t,100,t,1.0,1.0,,0,0,t,3,
2688,18850,3301,t,3,17,,f,t,100,t,1.0,1.0,,0,0,t,3,
2689,18851,1323,t,13,4,,f,t,100,t,1.0,1.0,,0,0,t,3,
2690,18852,4021,t,11,14,,f,t,100,t,1.0,1.0,,0,0,t,3,
2691,18853,3634,t,16,41,,f,t,100,t,1.0,1.0,,0,0,t,3,
2692,18854,4269,t,17,65,,f,t,100,t,1.0,1.0,,0,0,t,3,
2693,18873,3088,t,4,56,,f,t,100,t,1.0,1.0,,0,0,t,3,
2694,18874,3225,t,6,5,,f,t,100,t,1.0,1.0,,0,0,t,3,
2695,18875,3332,t,12,51,,f,t,100,t,1.0,1.0,,0,0,t,3,
2696,18876,3143,t,10,43,,f,t,100,t,1.0,1.0,,0,0,t,3,
2697,18878,3381,t,15,26,,f,t,100,t,1.0,1.0,,0,0,t,3,
2698,18925,4278,t,21,68,,f,t,100,t,1.0,1.0,,0,0,t,3,
2699,18926,4284,t,23,62,,f,t,100,t,1.0,1.0,,0,0,t,3,
2700,18927,4299,t,22,41,,f,t,100,t,1.0,1.0,,0,0,t,3,
2701,18928,4168,t,19,5,,f,t,100,t,1.0,1.0,,0,0,t,3,
2702,18929,4250,t,18,65,,f,t,100,t,1.0,1.0,,0,0,t,3,
2703,19131,3254,t,4,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2704,19132,3254,t,4,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2705,19133,3254,t,4,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2706,19134,3254,t,4,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2707,19135,3254,t,4,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2708,19136,1278,t,1,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2709,19137,1278,t,1,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2710,19138,1278,t,1,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2711,19139,1278,t,1,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2712,19140,1278,t,1,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2713,19141,1314,t,3,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2714,19142,1314,t,3,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2715,19143,1314,t,3,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2716,19144,1314,t,3,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2717,19145,1314,t,3,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2718,19146,3183,t,9,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2719,19147,3183,t,9,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2720,19148,3183,t,9,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2721,19149,3183,t,9,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2722,19150,3183,t,9,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2723,19151,1310,t,8,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2724,19152,1310,t,8,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2725,19153,1310,t,8,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2726,19154,1310,t,8,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2727,19155,1310,t,8,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2728,19156,3140,t,10,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2729,19157,3140,t,10,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2730,19158,3140,t,10,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2731,19159,3140,t,10,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2732,19160,3140,t,10,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2733,19161,4027,t,11,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2734,19162,4027,t,11,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2735,19163,4027,t,11,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2736,19164,4027,t,11,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2737,19165,4027,t,11,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2738,19166,3331,t,12,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2739,19167,3331,t,12,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2740,19168,3331,t,12,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2741,19169,3331,t,12,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2742,19170,3331,t,12,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2743,19171,3881,t,13,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2744,19172,3881,t,13,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2745,19173,3881,t,13,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2746,19174,3881,t,13,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2747,19175,3881,t,13,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2748,19176,1303,t,14,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2749,19177,1303,t,14,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2750,19178,1303,t,14,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2751,19179,1303,t,14,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2752,19180,1303,t,14,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2753,19181,1331,t,17,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2754,19182,1331,t,17,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2755,19183,1331,t,17,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2756,19184,1331,t,17,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2757,19185,1331,t,17,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2758,19186,3378,t,15,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2759,19187,3378,t,15,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2760,19188,3378,t,15,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2761,19189,3378,t,15,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2762,19190,3378,t,15,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2763,19191,3607,t,16,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2764,19192,3607,t,16,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2765,19193,3607,t,16,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2766,19194,3607,t,16,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2767,19195,3607,t,16,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2768,19196,4156,t,19,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2769,19197,4156,t,19,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2770,19198,4156,t,19,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2771,19199,4156,t,19,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2772,19200,4156,t,19,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2773,19201,1355,t,23,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2774,19202,1355,t,23,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2775,19203,1355,t,23,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2776,19204,1355,t,23,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2777,19205,1355,t,23,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2778,19206,1350,t,22,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2779,19207,1350,t,22,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2780,19208,1350,t,22,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2781,19209,1350,t,22,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2782,19210,1350,t,22,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2783,19211,1346,t,21,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2784,19212,1346,t,21,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2785,19213,1346,t,21,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2786,19214,1346,t,21,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2787,19215,1346,t,21,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2788,19216,4344,t,24,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2789,19217,4344,t,24,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2790,19218,4344,t,24,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2791,19219,4344,t,24,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2792,19220,4344,t,24,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2793,19356,3311,t,3,71,,f,t,100,t,1.0,1.0,,0,0,t,3,
2794,19357,3928,t,13,73,,f,t,100,t,1.0,1.0,,0,0,t,3,
2795,19365,3301,t,3,17,,f,t,100,t,1.0,1.0,,0,0,t,3,
2796,19366,1323,t,13,4,,f,t,100,t,1.0,1.0,,0,0,t,3,
2797,19367,4021,t,11,14,,f,t,100,t,1.0,1.0,,0,0,t,3,
2798,19368,3634,t,16,41,,f,t,100,t,1.0,1.0,,0,0,t,3,
2799,19375,4269,t,17,65,,f,t,100,t,1.0,1.0,,0,0,t,3,
2800,19727,4370,t,1,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2801,19975,4169,t,19,71,,f,t,100,t,1.0,1.0,,0,0,t,3,
2802,19976,3120,t,4,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2803,19977,3660,t,16,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2804,19978,1333,t,17,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2805,19979,1337,t,19,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2806,19980,3083,t,4,72,,f,t,100,t,1.0,1.0,,0,0,t,3,
2807,19981,3222,t,6,44,,f,t,100,t,1.01,0.7,,0,0,t,3,
2808,19982,4344,t,24,71,,f,t,100,t,1.0,1.0,,0,0,t,3,
2809,19983,4165,t,19,56,,f,t,100,t,1.0,1.0,,0,0,t,3,
2810,19984,1336,t,19,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2811,19985,3106,t,2,56,,f,t,100,t,1.0,1.0,,0,0,t,3,
2812,19986,3089,t,4,41,,f,t,100,t,1.0,1.0,,0,0,t,3,
2813,19987,4248,t,18,74,,f,t,100,t,1.01,0.77,,0,0,t,3,
2814,20038,3131,t,1,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2816,20162,4257,t,18,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2817,20172,1145,t,3,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2818,20173,4262,t,18,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2820,20177,1334,t,19,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2821,20178,3091,t,2,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2822,20182,4255,t,18,,,f,t,100,t,1.65,1.24,,0,0,t,3,
2823,20183,1271,t,1,,,f,t,100,t,1.19,0.81,,0,0,t,3,
2824,20184,4487,t,2,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2825,21115,3280,t,3,,,f,t,100,t,1.21,0.89,,0,0,t,3,
2826,21116,3928,t,17,,,f,t,100,t,0.7,0.65,,0,0,t,3,
2827,21121,3091,t,3,,,f,t,100,t,2.63,0.65,,0,0,t,3,
2828,21128,16053,t,2,62,,f,t,100,t,1.0,1.0,,0,0,t,3,
2829,21129,9543,t,17,,,f,t,100,t,1.0,1.0,,0,0,t,3,
2830,20186,3084,t,2,29,,f,t,100,t,1.03,0.87,,0,0,t,3,
2831,20187,3108,t,2,29,,f,t,100,t,0.88,0.74,,0,0,t,3,
2832,20188,4482,t,2,29,,f,t,100,t,0.88,0.74,,0,0,t,3,
2833,20189,3124,t,2,29,,f,t,100,t,0.72,0.57,,0,0,t,3,
2834,20190,4488,t,2,29,,f,t,100,t,0.68,0.54,,0,0,t,3,
2835,20191,3126,t,2,29,,f,t,100,t,1.1,1.0,,0,0,t,3,
2836,20192,3126,t,2,53,,f,t,100,t,1.1,1.0,,0,0,t,3,
2837,20193,3126,t,2,65,,f,t,100,t,1.1,1.0,,0,0,t,3,
2838,20194,3126,t,2,59,,f,t,100,t,1.1,1.0,,0,0,t,3,
2839,20195,4487,t,2,29,,f,t,100,t,0.76,0.7,,0,0,t,3,
2840,20196,14406,t,2,53,,f,t,100,t,0.76,0.7,,0,0,t,3,
2841,20197,14407,t,2,65,,f,t,100,t,0.76,0.7,,0,0,t,3,
2842,20198,14406,t,2,59,,f,t,100,t,0.76,0.7,,0,0,t,3,
2843,20199,18111,t,2,29,,f,t,100,t,0.9,0.75,,0,0,t,3,
2844,20200,18112,t,2,53,,f,t,100,t,0.9,0.75,,0,0,t,3,
2845,20201,18113,t,2,72,,f,t,100,t,0.9,0.75,,0,0,t,3,
2846,20202,18114,t,2,65,,f,t,100,t,0.9,0.75,,0,0,t,3,
2847,20203,18115,t,2,73,,f,t,100,t,0.9,0.75,,0,0,t,3,
2848,20204,18116,t,2,59,,f,t,100,t,0.9,0.75,,0,0,t,3,
2849,20205,18117,t,2,75,,f,t,100,t,0.9,0.75,,0,0,t,3,
2850,20206,18336,t,2,29,,f,t,100,t,0.95,0.8,,0,0,t,3,
2851,20207,18337,t,2,53,,f,t,100,t,0.95,0.8,,0,0,t,3,
2852,20208,18338,t,2,72,,f,t,100,t,0.95,0.8,,0,0,t,3,
2853,20209,18339,t,2,65,,f,t,100,t,0.95,0.8,,0,0,t,3,
2854,20210,18340,t,2,73,,f,t,100,t,0.95,0.8,,0,0,t,3,
2855,20211,18341,t,2,59,,f,t,100,t,0.95,0.8,,0,0,t,3,
2856,20212,16738,t,2,75,,f,t,100,t,0.95,0.8,,0,0,t,3,
2857,20213,4619,t,1,17,,f,t,100,t,0.94,0.64,,0,0,t,3,
2858,20214,3224,t,1,17,,f,t,100,t,0.91,0.61,,0,0,t,3,
