id,name,desc
1100,나차쉬가르_카르밀라,카르밀라의 최대 체력 30% 가량 회복시킵니다.
1101,나차쉬가르_카르밀라_피의의식,피의 의식에 면역
1102,삼중 전류파 1번,영창하는 레르만의 삼중 전류파 1번
1103,/앉기,/앉기 강화에 태그 부여
1104,모닥불 요리사,여행가의 모닥불 요리 솥 요리 태그
1105,낚시중 무기교체 불가,낚시중 무기교체 불가
1106,소환수 경험치 물약,소환수 경험치 물약 쿨 그룹
1107,여행자의 모닥불2,돼지고기 요리 시
1108,나차쉬가르_3번방_석화된프레미,석화된 프레미
1109,나차쉬가르_3번방_프레미,프레미 NPC 태깅용
1110,나차쉬가르_3번방_카이조,카이조 NPC 태깅용
1111,소환수 스킬,소환수가 죽어있을 때 스킬을 사용하지 못하게 하려는 장치
1112,모닥불 도레미,모닥불 연주 기술 모음
1113,산티아고의 수제 낚싯대,이벤트용 낚싯대 착용(붉은 대나무)
1114,원거리 방어,원거리 방어 버프임을 알려주는 태그
1115,창꽂힘 면역,창꽂힘 면역
1116,공성병기,사다리차/투석기
1117,진공폭발 면역,진공폭발 면역
1118,다후타의 분노,다후타의 분노
1119,모닥불 주변,모닥불을 피웠을 때의 베이스 태그
1120,사라세니아C,다루의 놀이기구 구분용
1122,목각인형,목각인형
1123,나차쉬가르_스폰노예4_1,나차쉬가르_스폰노예4_1
1124,다루 성공,다루의 놀이기구 성공 중첩 버프 구분용
1125,나차쉬가르_스폰노예4_2,나차쉬가르_스폰노예4_2
1126,나차쉬가르_스폰노예4_3,나차쉬가르_스폰노예4_3
1127,나차쉬가르_스폰노예4_4,나차쉬가르_스폰노예4_4
1128,나차쉬가르_스폰노예4_5,나차쉬가르_스폰노예4_5
1129,나차쉬가르_스폰노예4_6,나차쉬가르_스폰노예4_6
1130,나차쉬가르_스폰노예4_7,나차쉬가르_스폰노예4_7
1131,나차쉬가르_스폰노예4_8,나차쉬가르_스폰노예4_8
1132,나차쉬가르_스폰노예4_9,나차쉬가르_스폰노예4_9
1133,나차쉬가르_스폰노예4_10,나차쉬가르_스폰노예4_10
1134,나차쉬가르_스폰노예6_1,나차쉬가르_스폰노예6_1
1135,나차쉬가르_스폰노예6_2,나차쉬가르_스폰노예6_2
1136,나차쉬가르_스폰노예6_3,나차쉬가르_스폰노예6_3
1137,나차쉬가르_스폰노예6_4,나차쉬가르_스폰노예6_4
1138,나차쉬가르_스폰노예6_5,나차쉬가르_스폰노예6_5
1139,나차쉬가르_스폰노예6_6,나차쉬가르_스폰노예6_6
1140,나차쉬가르_스폰노예6_7,나차쉬가르_스폰노예6_7
1141,나차쉬가르_스폰노예6_8,나차쉬가르_스폰노예6_8
1142,나차쉬가르_스폰노예6_9,나차쉬가르_스폰노예6_9
1143,나차쉬가르_스폰노예6_10,나차쉬가르_스폰노예6_10
1145,모닥불 악기음,모닥불 연주 강화 모음
1146,나차쉬가르_정예몹랜덤강화,나차쉬가르_정예몹랜덤강화
1147,나차쉬가르_스폰노예,스폰노예용 이니셜버프 태깅
1149,방울면역,방울안써
1150,유독성 증기 흡입,유독성 증기 흡입
1154,저주 받은 숙명,저주 받은 숙명
1155,악보 연주,연주 버프
1156,나차쉬가르_죽음의 선택,죽음의 선택 태그
1157,생산 활동 시간 감소,각종 제작 / 채집 등에 사용되는 생활기술 태그
1158,탑승 소환수,탈것들만 모아놓았습니다.
1159,낚시+대어낚시,신고 못하게 하려고 만드는 테그
1160,화염 전차 불 붙음,화염 전차에서 사용하는
1161,slave 인터렉션 불가,두다드 인터렉션 불가용
1162,전장의 용사,전장 계급 관리
1163,고기의 기운,고기의 기운 태그용
1164,나차쉬가르_스폰노예7_1,나차쉬가르_스폰노예7_1
1165,나차쉬가르_스폰노예7_2,나차쉬가르_스폰노예7_2
1166,나차쉬가르_스폰노예7_3,나차쉬가르_스폰노예7_3
1167,나차쉬가르_스폰노예7_4,나차쉬가르_스폰노예7_4
1168,나차쉬가르_스폰노예7_5,나차쉬가르_스폰노예7_5
1169,전장의 병사,누적 불가
1170,전장의 백인대장,누적 불가
1171,전장의 기사,누적 불가
1172,전장의 기사단장,누적 불가
1173,전장의 사령관,누적 불가
1174,나차쉬가르_7번방_투명NPC,나차쉬가르_7번방_투명NPC
1175,나차쉬가르_2번방_미니언,나차쉬가르_2번방_미니언
1176,나차쉬가르_2번방_플레이어,나차쉬가르_2번방_플레이어
1177,나차쉬가르_2번방_전투중,나차쉬가르_2번방_전투중
1178,나차쉬가르_2번방_미니언면역,나차쉬가르_2번방_미니언면역
1179,나차쉬가르_2번방_배고픈 핏물먹이,나차쉬가르_2번방_배고픈 핏물먹이
1180,나차쉬가르_2번방_깨어난 고대신앙자,나차쉬가르_2번방_깨어난 고대신앙자
1181,나차쉬가르_2번방_번개치는 핏물먹이,나차쉬가르_2번방_번개치는 핏물먹이
1182,나차쉬가르_2번방_핏물 삼키는 핏물먹이,나차쉬가르_2번방_핏물 삼키는 핏물먹이
1183,나차쉬가르_2번방_핏물 깨어난 수호자,나차쉬가르_2번방_핏물 깨어난 수호자
1184,말 공포상태,말 공포
1185,말 돌파,말 돌파시에 특정 스킬쓰면 공포 걸도록 하기 위함
1186,두개골절개제거,두개골절게제거
1187,비수피해,비수피해
1188,서사급 몬스터 포획,C급 몬스터 포획
1190,정복하는 켈루스의 별,정복하는 켈루스의 별
1191,진지의 기운,공성측 진지에 적용되는 버프
1192,낚싯대 착용,낚싯대 자동 낚시중 아이템 사리자면 예외 상황 처리하려 했으나 작동 안됨..
1193,무적 수호탑,무적 수호탑
1194,나차쉬가르_도약도우미,아너린이 도약하는 목표 지점을 설정할 수 있게 도와줍니다.
1195,전장 사용불가 물품,전장에서 쓰지말 물건
1196,나차쉬가르_아너린_뱀,독넝쿨에 걸리면 뱀에게 도발
1197,나차쉬가르_뒤틀린두억시니의결계,나차쉬가르_뒤틀린두억시니의결계
1198,애완용 소환수,애완용 소환수 묶음
1199,나차쉬가르_돌떨어짐_경고2,나차쉬가르_돌떨어짐_경고2
1201,악보,악보 태그
1202,연주 연출,연주 연출용 태그
1204,명점 않뺏기기,명점 않뺏기는 버프에 태그
1205,명점2배얻기,명점을 빼앗아 올때 2배로
1206,과열,차량 디버프
1207,수중 호흡 장치,"수중 호흡 장치 남은시간 보여주는 강화효과, 제거시 해제됨"
1208,나차쉬가르 입장을 위해 필요한 것,일일퀘스트용 태그
1209,진격의 목각인형,진격의 목각인형
1210,나차쉬가르_아너린,평타 은신을 사용할지 말지 체크
1211,페라리 등짐,인터렉션 금지용
1212,나차쉬가르_8번방_켈루스,나차쉬가르_8번방_켈루스
1213,나차쉬가르_1번방_수호자,나차쉬가르_1번방_수호자
1214,악보 연주중,연주 중지 쿨타임 묶음 태그
1215,4960 물에 젖음,시스템 강화 4960 물에 젖음에 태그 부여
1216,신기루 전용 summon_slave,소환 불가 slave
1217,연주중엔 안되요,연주 중에는 사용할 수 없는 스킬들 정리
1218,탈리 마라,퀘스트 태그
1219,물에 젖음(slave 전용),물에 젖음(slave 전용) 테그용 전용 숨김 버프
1220,나차쉬가르_1번방_전리품상자_스폰노예,나차쉬가르_1번방_전리품상자_스폰노예
1223,이벤트 드래곤,이벤트 드래곤에게 피해룰 줄 수 있는 스킬
1225,점술가의 수정,점술가의 수정을 사용해서 강화/약화를 획득하면 해당 시간 동안은 점술가의 수정을 사용 할 수 없다.
1226,나차쉬가르_스폰노예2,나차쉬가르_스폰노예2
1227,나차쉬가르_스폰노예8,나차쉬가르_스폰노예8
1228,아란제비아의 무중력 상태,아란제비아의 무중력 상태 버프를 지우기 위한 태그입니다.
1229,환술 능력 각성,환술 능력 각성 효과에 붙은 태그
1230,영원의 맹세,영원의 맹세
1231,영원의 복종,영원의 복종
1232,테스트_철권콤보_약1타,테스트_철권콤보_약1타
1233,테스트_철권콤보_약2타,테스트_철권콤보_약2타
1234,테스트_철권콤보_약3타,테스트_철권콤보_약3타
1235,테스트_철권콤보_약4타,테스트_철권콤보_약4타
1236,테스트_철권콤보_약,테스트_철권콤보_약
1237,나차쉬가르_바르키_겁화,종말의 겁화 해제
1238,나차쉬가르_스멀거리는바르키,보스 바르키 npc 태그
1239,다후타의 공허,instance_immortal_isle 아란제비아의 스킬 다후타의 공허에서 사용하여 버프 여부를 체크함.
1240,나차쉬가르_2번방_프레미바슈카이조,나차쉬가르_2번방_프레미바슈카이조
1241,나차쉬가르_2번방_바슈카이조,나차쉬가르_2번방_바슈카이조
1242,나차쉬가르_2번방_카이조,나차쉬가르_2번방_카이조
1243,나차쉬가르_바르키_광기,바르키 광기해제
1244,수류탄 투척,수류탄 투척
1245,양봉1차,양봉관련 태그
1246,양봉2차,양봉관련태그
1247,를 위한 강화 물약,초보자 물약 버프 테그
1248,영원의 섬 소환자,instance_immortal_isle 아란제비아의 대리 소환자 식별을 위한 태그
1249,영원의 섬 NPC,instance_immortal_isle 영원의 섬 NPC들을 식별합니다.
1250,영원의 섬 전투중,instance_immortal_isle 영원의 섬 전투중인지를 식별합니다.
1251,영원의 섬 플레이어,instance_immortal_isle 영원의 섬의 플레이어를 식별합니다.
1252,나차쉬가르_바르키_겁화2배,"겁화 디버프를 가졌을 경우, 2배의 피격 데미지 발생"
1253,전장 진입 불가,전장 진입 불가 버프 모음
1254,hard_conding_영원의 섬 몬스터 삭제,영원의 섬 이벤트 하드코딩용 몬스터 식별 태그
1255,붉은용의 망령,붉은용의 망령에게 피해를 주는 스킬
1256,나차쉬가르_바르키_스킬제어,"바르키의 생명력이 20% 일 때, 스킬 타입 변경"
1257,회전 불가,회전 불가
1258,음성 기록서,음성 기록서 기술 구분용
1259,수중 소환수 장비,수중 소환수만 장착이 가능한 장비
1260,붉은용 공격불가,활공중 공격 할 수 없게 하는 버프 지우기 위한 태그
1261,나차쉬가르_바르키_보호막겁화해제,보호막 / 겁화 해제
1263,초원의 불꽃,Q5541 NPC 구분용
1267,영원한 복종의 증거,영원한 복종의 증거
1268,가구 버프,보스 전리품으로 떨어진 가구를 통해 얻는 버프
1270,다후타의 악몽,아란제비아가 사용하는 디버프 기술. 에픽 반지를 낀 상태에서만 막을 수 있음
1271,붉은 용의 숨결,붉은 용의 숨결
1272,다후타의 극한의 빙결,다후타의 극한의 빙결을 맞아 얼어붙은 상태
1273,선박 표시,선박임을 확인함
1274,용의 공격 방어,용의 공격 방어
1275,용의 공격 전차 방어,용의 공격 전차 방어
1276,빛 물결깃 머리테,빛 물결깃 머리테
1277,폭풍우 부르는 모자,폭풍우 부르는 모자
1278,거친 풍량 주시자 보안경,거친 풍량 주시자 보안경
1279,물에 빠짐,물에 빠진 사람을 구출
1280,비행,붉은 용이 비행 중입니다.
1281,지상,붉은 용이 지상에 있습니다.
1282,석궁 사용 해제,석궁 사용 해제
1283,뼈의땅 주민1,뼈의 땅 연출 엔피시
1284,뼈의땅 주민2,뼈의 땅 연출 엔피시
1285,뼈의땅 주민3,뼈의 땅 연출 엔피시
1286,허풍쟁이 노인,뼈의 땅 연출 엔피시
1287,용 사냥꾼1,뼈의 땅 연출 엔피시
1288,용 사냥꾼2,뼈의 땅 연출 엔피시
1289,용 사냥꾼3,뼈의 땅 연출 엔피시
1290,레이싱테스트,레이싱_테스트용
1291,아켄,새끼 크라켄 구분용
1292,잠수정강화,새끼 크라켄 관련 잠수정 구분용
1293,2세대 돌풍,2세대 돌풍
1294,붉은 혜성 2000,붉은 혜성 2000
1295,밭으로 4호,밭으로 4호
1296,아켄 먹물,아켄 먹물
1297,레이싱용 차량 initial buffs,레이싱용 차량 initial buffs
1298,아켄 당겨짐,아켄 당겨짐
1299,hard_conding_영원의 섬(easy) 몬스터 삭제 이벤트,영원의 섬(easy) 이벤트 하드코딩용 몬스터 식별 태그
1300,레이싱_버프_삭제,레이싱_버프_삭제
1301,레이싱_버프_제한,레이싱_버프_제한
1302,아켄의 마비,아켄의 마비 태그용
1303,축산,축산 관련 스킬
1304,여왕벌 포획,여왕벌 포획을 위한 태그
1305,강화된 대포,황금 평원 전쟁 대포가 강화된 상태
1306,용의 눈물 넘어짐,용의 눈물 넘어짐
1307,카멜론의 징표,카멜론의 징표
1308,붉은 용의 비늘,붉은 용의 비늘 제어
1309,등에멘축음기음악SP,유저 출발 음원
1310,보호의 날개,PC 스킬 : '보호의 날개' 전용 태그
1311,곰 기술 태그,스킬 컨트롤러로 사용하는 것
1312,자가 수복,용 체력 재생
1313,다후타의 두 번째 선언,아란제비아 라이트 버전. NPC 13712의 HP가 감소하여 3 페이즈를 시작할 때 맨 처음에 두 번째 선언 기술(23222)을 사용 할 수 있는 조건이 되어줍니다. 이 강화가 걸려야만 3페이즈의 다른 기술들을 사용할 수 있습니다.
1314,구원의 방패,구원의 방패 효과에 면역됩니다.
1315,골렘 정지,장비를 정지합니다.
1316,정지상태 해제,정지상태를 해제 시킵니다.
1317,암브로스 등장 연출,다후타 교단 제사장 암브로스 등장 연출용(투명 NPC 태그)
1318,기동 상태,기동 상태입니다.
1319,골렘 무기 장착,황금 평원 전쟁 골렘 무기 장착 상태
1321,붉은 용의 죽음,붉은 용의 죽음 중복 지급 제어
1322,황금 평원 승리 축하,황금 평원 승리
1323,저격 면역,저격 면역
1324,태양의 들녘,태양의 들녘 이벤트 몬스터
1325,참회의 찬가,참회의 찬가 연주 모음
1326,오토들,악성 유력 용의자&변화중인 자
1327,[몬스터] 지원 요청,instance_the_library 에서 몬스터들이 자신에게 치유/보호가 필요함을 마킹하기 위한 태그. 해당 던전 치유/버프몹들의 스킬을 위해 사용
1328,붉은 용의 시야,적을 찾는 붉은 용
1329,영지 석상,영지 석상 강화에서 사용되는 테그
1330,밤하늘의 신성한 의지,매혹의 약탈자 제누트의 매혹에 견딜 수 있는 버프
1331,철웅성 면역,피해 감소 효과 무시
1332,불끈불끈 성장수,불끈불끈 성장수
1333,태양의 들녘 보스,태양의 들녘 보스
1334,장작화,seamless_the_library 에서 정령들이 사용하는 기술을 위한 태그
1335,고르곤의 석화 해제,고르곤의 석화 해제
1336,황금왕 부하1,황금의 폐허 황금왕 연출 이벤트 용
1337,황금왕 부하2,황금의 폐허 황금왕 연출 이벤트 용
1338,반려동물,하우징 가구 반려동물
1339,불안정한 나차쉬가르_스폰_01,불안정한 나차쉬가르 1번방 수호자를 소환하기 위해 스폰_01 npc에게만 주는 버프를 뿌릴 수 있도록 하는 태그
1341,무적 수호탑 중첩 방지,무적 수호탑 중첩 방지
1342,황금의 폐허 망치질일꾼,망치질하는 일꾼들
1344,마물 강화,마물 강화
1345,명사수,명사수 거리 보정
1346,최후의 저항,최후의 저항 제거
1347,황금왕의 변신부하,황금의 폐허 연출용 엔피시(연출2번 엔피시가 변신한것)
1348,낚시 불가,인던 낚시 불가
1349,거울의 분신,거울의 분신 해제
1350,추석 호랑이 면역,추석 호랑이 면역
1351,공용 시설,공용 건물의 노후화 태그
1352,샤크라의 원한,면역
1353,불안정한 나차쉬가르_스폰_10,불안정한 나차쉬가르 10번방 보스를 소환하기 위해 스폰_10 npc에게만 주는 버프를 뿌릴 수 있도록 하는 태그
1354,빙하술 : 일격,NPC 13968이 빙하술을 사용하고 나면 해당 버프를 소모하기 위한 태그
1355,빙하술 : 화살,NPC 13968이 빙하술을 사용하고 나면 해당 버프를 소모하기 위한 태그
1356,빙하술 : 분출,NPC 13968이 빙하술을 사용하고 나면 해당 버프를 소모하기 위한 태그
1357,불안정한나차쉬가르_5번방_몬스터삭제,불안정한 나차쉬가르 5번방에서 noalive때 몬스터 삭제
1358,불안정한나차쉬가르_10번방_몬스터삭제,불안정한 나차쉬가르 10번방에서 noalive때 몬스터 삭제
1359,연합 성물,연합 성물
1360,샤크라의 석화,저주 읊는 비늘머리 샤크라의 석화
1361,먹이통,먹이통
