id,name,enter_or_leave,sphere_detail_id,sphere_detail_type,trigger_condition_id,trigger_condition_time,team_msg,category_id,or_unit_reqs,is_personal_msg
967,톱날 벌목지 - 감독관 페리와 벌목꾼의 대화,t,308,SphereBubble,2,0,,26,f,f
968,Q1317 - 거인의 요람 묘목 심기,t,590,SphereQuest,3,0,거인의 요람,26,f,t
969,Q1323_벌목장 캠프 밖에 나무를 심어라,f,591,SphereQuest,3,0,,23,f,f
970,호숫가의 집 - 고고학 제이슨과 예스페르의 대화,t,309,SphereBubble,3,160000,,26,f,f
971,Q813_왕궁입구_침입자,f,30,SphereSkill,3,0,,16,f,f
972,숲의 수호자 마을 - 베렝,t,310,SphereBubble,3,170000,,26,f,f
973,Q2050_케빈 호위,t,592,SphereQuest,3,0,,26,f,f
976,침묵의호수 훔쳐보기,t,311,SphereBubble,2,0,,26,f,f
977,침묵의 호수,t,595,SphereQuest,3,1000,,26,f,f
978,빈 나무 터 - 아놀드와 라예르베크의 대화,t,312,SphereBubble,2,0,,26,f,f
979,Q803_왕궁입구_침입자발견,t,313,SphereBubble,3,0,,16,f,f
980,Q813_일곱다리_거래현장,t,314,SphereBubble,3,90000,,16,f,f
981,Q815_술취한논_삼의목소리,t,315,SphereBubble,3,30000,,16,f,f
982,비파노래언덕_샤오의제자,t,316,SphereBubble,2,0,,16,f,f
983,무법마을_신도와상인,t,317,SphereBubble,2,0,,54,f,f
984,안전한 피난처,t,596,SphereQuest,3,0,,36,f,f
985,사냥터의 수상한 덤불,t,597,SphereQuest,3,0,,36,f,f
986,level_바이암 습격대,t,31,SphereSkill,2,10000,그대로 멈춰라!,23,f,t
987,Q527_포격자국(미사용),t,318,SphereBubble,2,0,,13,f,f
988,침묵의호수 훔쳐보기 npc사라짐,t,32,SphereSkill,3,0,,26,f,f
989,목화 수확장소,t,598,SphereQuest,3,0,,36,f,f
990,호수의 요정이 알려준 장소,t,599,SphereQuest,3,0,,36,f,f
991,Q2079_통나무 배달,t,600,SphereQuest,3,0,,26,f,f
992,사랑의 화원 - 음유시인의 노래,t,319,SphereBubble,3,160000,,26,f,f
993,세바스티안 백작가의 휴양지 - 두 요리사의 대화,t,320,SphereBubble,3,1600000,,26,f,f
994,Q1938_천막을 칠 장소,t,601,SphereQuest,3,0,,20,f,f
995,Q1431_침대를 놓을 곳,t,602,SphereQuest,3,0,,20,f,f
996,Q1041_순록무덤,t,603,SphereQuest,3,0,,20,f,f
997,사냥꾼 마을 - 클리페의 흔적,t,321,SphereBubble,3,160000,,26,f,f
998,덫 안,t,604,SphereQuest,3,0,,36,f,f
999,돌 석상 앞에서,t,322,SphereBubble,1,0,,26,f,f
1000,스카디 대사,t,33,SphereSkill,2,5000,,26,f,f
1001,Q524_병참장교마우스,t,323,SphereBubble,2,0,,13,f,f
1002,특수 날틀 구역,t,605,SphereQuest,3,0,,36,f,f
1003,Q1872_사라진워본_퀘스트완료,t,606,SphereQuest,3,30000,,32,f,f
1004,제물을 바칠 곳,t,607,SphereQuest,3,0,,36,f,f
1005,Q3639_인어에게 조언을 듣는 곳,t,608,SphereQuest,3,0,,36,f,f
1006,호수를 향해 점프!,t,34,SphereSkill,3,0,,26,f,f
1007,가우타마호위완료,t,609,SphereQuest,3,0,,32,f,f
1008,q1897_나팔부는곳,t,610,SphereQuest,3,0,,32,f,f
1009,날틀도착지점_점수_001,t,324,SphereBubble,2,0,당신의 비행 점수는 10점 만점에 10점입니다.,81,f,t
1010,날틀도착지점_점수_002,t,325,SphereBubble,2,0,당신의 비행 점수는 10점 만점에 9점입니다.,81,f,t
1011,날틀도착지점_점수_003,t,326,SphereBubble,2,0,당신의 비행 점수는 10점 만점에 8점입니다.,81,f,t
1012,날틀도착지점_점수_004,t,327,SphereBubble,2,0,당신의 비행 점수는 10점 만점에 7점입니다.,81,f,t
1013,날틀도착지점_점수_005,t,328,SphereBubble,2,0,당신의 비행 점수는 10점 만점에 6점입니다.,81,f,t
1014,날틀도착지점_점수_006,t,329,SphereBubble,2,0,당신의 비행 점수는 10점 만점에 5점입니다.,81,f,t
1015,날틀도착지점_점수_007,t,330,SphereBubble,2,0,여기서 날틀을 타고 비행을 해보세요.,81,f,t
1016,날틀도착지점_점수_008,t,331,SphereBubble,2,0,"@PC_NAME(0), 당신은 첫 번째 도착 지점에 착륙하였습니다.",81,f,t
1017,날틀도착지점_점수_009,t,332,SphereBubble,2,0,"@PC_NAME(0), 당신은 두 번째 도착 지점에 착륙하였습니다.",81,f,t
1018,날틀도착지점_점수_010,t,333,SphereBubble,2,0,"@PC_NAME(0), 당신은 세 번째 도착 지점에 착륙하였습니다.",81,f,t
1019,날틀도착지점_점수_011,t,334,SphereBubble,2,0,"@PC_NAME(0), 당신은 네 번째 도착 지점에 착륙하였습니다.",81,f,t
1020,날틀도착지점_점수_012,t,335,SphereBubble,2,0,"@PC_NAME(0), 당신은 다섯 번째 도착 지점에 착륙하였습니다.",81,f,t
1021,날틀도착지점_점수_013,t,336,SphereBubble,2,0,"@PC_NAME(0), 당신은 여섯 번째 도착 지점에 착륙하였습니다.",81,f,t
1022,날틀도착지점_점수_014,t,337,SphereBubble,2,0,"@PC_NAME(0), 당신은 일곱 번째 도착 지점에 착륙하였습니다.",81,f,t
1023,날틀도착지점_점수_015,t,338,SphereBubble,2,0,"@PC_NAME(0), 당신은 여덟 번째 도착 지점에 착륙하였습니다.",81,f,t
1024,날틀도착지점_점수_016,t,339,SphereBubble,2,0,"@PC_NAME(0), 당신은 아홉 번째 도착 지점에 착륙하였습니다.",81,f,t
1025,날틀도착지점_점수_017,t,340,SphereBubble,2,0,"@PC_NAME(0), 당신은 열 번째 도착 지점에 착륙하였습니다.",81,f,t
1026,날틀도착지점_점수_018,t,341,SphereBubble,2,0,,39,f,f
1027,날틀도착지점_점수_019,t,342,SphereBubble,2,0,,39,f,f
1028,달 그림자 마을 - 칼리안의 곰인형,t,343,SphereBubble,2,0,,26,f,f
1029,고대 무덤지대 사거리 - 작곡가 에드바르트,t,344,SphereBubble,3,170000,,26,f,f
1030,Q2017_휴버트 호위,f,611,SphereQuest,3,0,,1,f,f
1031,모험_서리거인_마을 대화,t,345,SphereBubble,3,0,,20,f,f
1032,청동바위산_검독수리마루마을_게레츠의 환영,t,346,SphereBubble,3,0,,20,f,f
1033,청동바위산_현인석상_프롭스트의 계단안내,t,347,SphereBubble,1,0,,1,f,f
1034,청동바위산_현인석상_프롭스트의 계단안내,t,348,SphereBubble,1,0,,1,f,f
1035,청동바위산_안델프_아파트배급소,t,349,SphereBubble,3,0,,1,f,f
1036,청동바위산_안델프_탐욕스런친척들,t,350,SphereBubble,3,0,,20,f,f
1037,청동바위산_안델프_수상한배낭,t,351,SphereBubble,3,0,,1,f,f
1038,청동바위산_안델프_발렌티누스의 감옥,t,352,SphereBubble,3,0,,1,f,f
1039,청동바위산_안델프_발렌티나와 대화,t,353,SphereBubble,3,0,,1,f,f
1040,ToDo_Start_1,t,2,SphereAcceptQuest,2,0,,34,f,f
1041,ToDo_Start_2,t,612,SphereQuest,3,0,,34,f,f
1042,테스트_영역,t,39,SphereDoodadInteract,3,0,,1,f,f
1043,날틀 전장 점프,t,35,SphereSkill,3,0,,1,f,f
1044,Q2132_마구간 도착,t,613,SphereQuest,3,0,,17,f,f
1045,Q2133_코끼리 무덤으로,t,614,SphereQuest,3,0,,17,f,f
1046,Q1963_기억을찾아온팔루한_폭죽놀이,t,615,SphereQuest,3,0,,20,f,f
1047,조상신하프틀어지는장소,t,40,SphereDoodadInteract,2,0,,9,f,f
1049,동부 감옥 탈출,t,37,SphereSkill,3,1000,추락한다.,1,f,t
1050,루시_도착,t,354,SphereBubble,2,0,,4,f,f
1051,(Q1116:힘을가진자)_습격_Reina,t,38,SphereSkill,3,30000,,23,f,f
1052,(Q1135:추격)_도망자_Reina,t,39,SphereSkill,3,30000,,23,f,f
1053,엔비어스,t,355,SphereBubble,2,0,,9,f,f
1055,하리하란 시작지점,t,356,SphereBubble,1,0,,23,f,f
1056,인적없는모래언덕_습격당한상인,t,357,SphereBubble,3,30000,,23,f,f
1057,솔즈리드날틀언덕바람,t,40,SphereSkill,3,0,,5,f,f
1059,철창,t,41,SphereDoodadInteract,3,0,,1,f,f
1061,그림자 매의 함정,t,41,SphereSkill,1,0,함정에 걸렸습니다!!,30,f,t
1062,무지개 벌판 채석상,t,42,SphereDoodadInteract,3,30000,,39,f,f
1064,날틀언덕_공학자야나미,f,358,SphereBubble,3,0,,23,f,f
1065,헨타가 죽은 곳,t,618,SphereQuest,3,0,,22,f,f
1066,끔찍한 살인1,t,619,SphereQuest,3,0,,22,f,f
1067,끔찍한 살인2,t,359,SphereBubble,2,0,,22,f,f
1068,끔찍한 살인3,t,360,SphereBubble,2,0,,22,f,f
1069,렘과 군나서의 수다,t,361,SphereBubble,2,0,,22,f,f
1071,Q626_살로니키 마을,t,621,SphereQuest,3,0,,15,f,f
1073,헨타의 유품,t,622,SphereQuest,3,0,,22,f,f
1074,누이안메인퀘스트_백월만_Reina,t,43,SphereSkill,3,0,,4,f,f
1076,기술자 에펙티나 주변,t,624,SphereQuest,3,0,,1,f,f
1078,총독과 비서들,t,626,SphereQuest,3,0,,30,f,f
1079,그림자 매 야영지,t,627,SphereQuest,1,0,,1,f,f
1080,Q2437_처형장 연주를 위한 바위,t,628,SphereQuest,3,0,,15,f,f
1081,무지개벌판_무지개병치료,t,44,SphereSkill,3,0,,23,f,f
1082,유리의 집 내부 구경,t,629,SphereQuest,3,0,,9,f,f
1083,Q2481_날틀 착륙 장소,t,630,SphereQuest,3,0,,15,f,f
1084,집배원 너트가 부른다.,t,362,SphereBubble,2,0,,5,f,f
1085,고장난 무지개 장치들,t,631,SphereQuest,3,600000,,30,f,f
1086,카시우스 앞 마법진,t,632,SphereQuest,3,300000,,30,f,f
1087,뱀의 틈에서 나갈 수 있는 마법진,t,633,SphereQuest,3,300000,,30,f,f
1088,그림자 매의 매복지,t,634,SphereQuest,3,20000,,30,f,f
1090,저주받은 공동묘지,t,45,SphereSkill,3,0,더이상 시체들의 독기를 견딜 수가 없습니다!,15,f,t
1091,누이안시작지점,t,363,SphereBubble,2,0,,3,f,f
1093,초승달 왕좌 성문 앞,t,364,SphereBubble,3,0,,3,f,f
1094,인적없는모래언덕_습격당한상인2,t,365,SphereBubble,3,30000,,23,f,f
1095,인적없는모래언덕_습격당한상인3,t,366,SphereBubble,3,60000,,23,f,f
1096,노상강도출몰,t,46,SphereSkill,2,0,,4,f,f
1097,루시 출발,t,47,SphereSkill,1,,,4,f,f
1098,오염된 밤의 눈,t,637,SphereQuest,3,0,,22,f,f
1099,무너진 성채_유령성주_성채 입장,f,367,SphereBubble,1,0,,3,f,f
1100,무너진 성채_유령성주 앞,t,368,SphereBubble,2,0,,1,f,f
1101,탄생의 절벽_불의 계약,t,369,SphereBubble,2,0,,22,f,f
1102,탄생의 절벽_흙의 계약,t,370,SphereBubble,2,0,,22,f,f
1103,탄생의 절벽_물의 계약,t,371,SphereBubble,2,0,,22,f,f
1104,탄생의 절벽_바람의 계약,t,372,SphereBubble,2,0,,22,f,f
1105,상단 연합 보안관 아그나 주변,t,373,SphereBubble,2,0,,30,f,f
1106,무지개벌판_부서진짐마차_고양이울음,t,3,SphereSound,3,0,,23,f,f
1108,Q2566_남작골탕먹이기_남작의지붕,t,638,SphereQuest,3,0,,6,f,f
1109,Q2566_남작골탕먹이기_남작의꽃밭,t,639,SphereQuest,3,0,,6,f,f
1110,뱀의 틈에서 나가기,t,48,SphereSkill,3,0,,23,f,f
1111,무법마을_약장수,t,49,SphereSkill,3,0,,54,f,f
1112,dummy,t,375,SphereBubble,3,120000,,6,f,f
1113,Q2563_아무것도아닌자의소원_손의외침,t,640,SphereQuest,3,6000,,6,f,f
1115,Q2131_사금 채취장,t,641,SphereQuest,3,0,,17,f,f
1117,햐얀 숲_자작나무 마을_마을 사람들이 오보로스를 잡는 모험퀘스트의 힌트제공,t,377,SphereBubble,3,60000,,6,f,f
1118,하얀 숲 - 자작나무 마을 남쪽 - 모험퀘스트 '은사시 역병' 을 시작하기 위해 NPC들이 대화를 나눔,t,378,SphereBubble,3,120000,,6,f,f
1122,Q2684_당일 배송의 약속_등짐내려놓는곳,t,645,SphereQuest,3,0,,24,f,f
1127,Q2245_항구로 가는길 광장,t,384,SphereBubble,2,0,,4,f,f
1128,Q2245_항구로 가는길 시장,t,385,SphereBubble,2,0,,4,f,f
1129,메그라의 외침,t,386,SphereBubble,3,300000,,25,f,f
1135,Q1738_반빗불 채취 지역,t,650,SphereQuest,3,0,,26,f,f
1136,Q1739_카론앞,t,651,SphereQuest,3,0,,26,f,f
1138,Q2717_자유도_도착지점,t,652,SphereQuest,3,0,,44,f,f
1139,Q155_하얀 숲_ 붉은동굴1,t,389,SphereBubble,3,0,붉은 이끼 동굴로 향하는 길목에 들어섰습니다.,1,f,t
1140,Q155_하얀 숲_ 붉은동굴2,t,390,SphereBubble,3,0,동굴로 가는 길 중간에 누군가가 서 있는 것을 발견했습니다.,6,f,t
1142,Q2762_집자랑,t,653,SphereQuest,3,0,,4,f,f
1143,Q2764_물란의집구경하기,t,654,SphereQuest,3,0,,22,f,f
1144,Q2411_흙 먼지 구릉 언덕,t,392,SphereBubble,3,10000,,15,f,f
1145,Q2566_남작골탕먹이기_부엉이지붕,t,655,SphereQuest,2,1000,,6,f,f
1148,Q2794_십자별명예퀘스트시작,t,658,SphereQuest,3,0,,5,f,f
1149,야영지_소금상회조합원,t,393,SphereBubble,1,0,,13,f,f
1150,q2895_칼의노래_start,t,659,SphereQuest,3,5000,,44,f,f
1151,q2895_칼의노래_skillstart1,t,50,SphereSkill,3,5000,이곳은 선택받지 못한 자가 올 곳이 아니다!,44,f,t
1152,Q2273슬픈행렬_애도의 장소,t,660,SphereQuest,1,0,,1,f,f
1153,Q2276파도를 건너온 여인_원혼의 습격,t,661,SphereQuest,3,0,,1,f,f
1154,Q2281혼돈의 도시_붉은코트 소녀,t,662,SphereQuest,1,0,,1,f,f
1155,석류빛 동굴 루비의 심장 앞,t,663,SphereQuest,3,0,,1,f,f
1156,Q2337이제 안식을_죽은자들의 습격,t,664,SphereQuest,1,0,,1,f,f
1157,'종과 광대',t,665,SphereQuest,3,0,,35,f,f
1158,스톨텐베르그의 성 밴시들 근처,t,666,SphereQuest,3,0,,1,f,f
1159,Q2908_해적의상자주변,t,51,SphereSkill,3,0,,48,f,f
1160,Q1756_재촉_망루위,t,667,SphereQuest,3,0,,33,f,f
1161,Q2288_입구를 만들자_덩굴 앞,t,43,SphereDoodadInteract,3,0,,35,f,f
1162,Q2303_개척지의 사랑_사금채취강,t,668,SphereQuest,3,0,,1,f,f
1163,Q2920_사악한 기운 정화_염원의 강물,t,669,SphereQuest,3,0,,1,f,f
1164,버려진 해적섬 피묻은 손 전진기지,t,670,SphereQuest,3,0,,35,f,f
1165,Q2335_너무 성실했던 농부들_농장 연못 근처,t,671,SphereQuest,3,0,,1,f,f
1166,기념비 제단 앞,t,672,SphereQuest,3,0,,35,f,f
1167,q2936_부두하역작업_안젤로,t,394,SphereBubble,3,60000,,14,f,f
1169,Q1791_으르렁거리는 섬,t,674,SphereQuest,3,0,,44,f,f
1170,Q2819_이니스테르명예퀘스트시작,t,675,SphereQuest,3,0,,5,f,f
1171,Q1803_군량저장소로_군량내려놓는곳,t,676,SphereQuest,3,0,,33,f,f
1173,십자별 평원_징조의 틈,t,395,SphereBubble,2,0,,51,t,f
1174,NPC 1414 음유시인 에이두르의 노래,t,396,SphereBubble,3,160000,,35,f,f
1175,(모험)고르곤 동굴 크리스탈 사용 제한,t,678,SphereQuest,3,0,,26,f,f
1176,Q3041_돌아오지않는친구들_퀘스트완료지점,t,679,SphereQuest,3,0,,47,f,f
1177,인간 대포 23호가 놓인 언덕 위,t,680,SphereQuest,3,0,,35,f,f
1178,Q1821처음만나는자유_퀘스트수행지역,t,681,SphereQuest,3,0,,33,f,f
1179,루이비가 있는 동굴 안,t,682,SphereQuest,3,0,,35,f,f
1180,실비아의 목걸이 사용,t,683,SphereQuest,3,0,,35,f,f
1183,Q3046_모링가 나무 숲 바람돌 ,t,686,SphereQuest,3,0,,53,f,f
1185,이니스테르_이니스테르 경비병들,t,397,SphereBubble,2,0,,35,f,f
1186,이니스테르_염원의강_귀족들,t,398,SphereBubble,2,0,,35,f,f
1187,이니스테르_오페라극장_귀족들,t,399,SphereBubble,2,0,,35,f,f
1188,이니스테르_너도밤나무_척후병,t,400,SphereBubble,2,0,,35,f,f
1189,이니스테르_하디르 앞,t,401,SphereBubble,2,0,,35,f,f
1190,이니스테르_왕궁내부,t,402,SphereBubble,2,0,,35,f,f
1191,이니스테르_엘리자베트_실험,t,403,SphereBubble,2,0,,35,f,f
1192,이니스테르_족장과의사,t,404,SphereBubble,2,0,,35,f,f
1193,이니스테르_해적사벨탄,t,405,SphereBubble,2,0,,35,f,f
1194,이니스테르_지수,t,406,SphereBubble,2,0,,35,f,f
1195,테스트_성엽_영역,t,44,SphereDoodadInteract,3,0,,1,f,f
1196,오늘의 영역_TEST_00,t,45,SphereDoodadInteract,3,0,,1,f,f
1197,오늘의 영역_TEST_01,t,46,SphereDoodadInteract,3,0,,1,f,f
1198,오늘의 영역_TEST_02,t,47,SphereDoodadInteract,3,0,,1,f,f
1199,오늘의 영역_TEST_03,t,48,SphereDoodadInteract,3,0,,1,f,f
1200,오늘의 영역_TEST_04,t,49,SphereDoodadInteract,3,0,,1,f,f
1201,Q3078_농장 인근 로카강줄기,t,688,SphereQuest,3,0,,53,f,f
1202,Q3088_로카강 물 웅덩이,t,689,SphereQuest,3,0,,53,f,f
1203,Q925_디르마 앞,t,690,SphereQuest,3,0,,17,f,f
1206,Q3083_초원의 시체,t,407,SphereBubble,3,0,,53,f,f
1207,푸른 송곳니 부족 제사단,t,693,SphereQuest,3,0,,53,f,f
1208,Q3069_점령당한 훈련소(미정),t,408,SphereBubble,3,0,,53,f,f
1209,Q3069_점령당한 회합터,t,694,SphereQuest,3,0,,53,f,f
1210,습격받은 마차,t,695,SphereQuest,3,0,,54,f,f
1211,상자 놓을 곳,t,696,SphereQuest,3,0,,54,f,f
1212,노래가 흘러나오는 오두막,t,697,SphereQuest,3,0,,54,f,f
1213,두다드 3813 반응하는 식물 테스트,t,50,SphereDoodadInteract,3,20000,,1,f,f
1214,고대 신앙자의 성 화장터,t,698,SphereQuest,3,0,,54,f,f
1215,늪지대,t,52,SphereSkill,3,0,,54,f,f
1216,크라켄 전투 시작!,t,699,SphereQuest,3,0,,1,f,f
1217,level_도깨비 이속 증가,t,53,SphereSkill,3,0,,54,f,f
1218,level_도깨비 공격력 증가,t,54,SphereSkill,3,0,,54,f,f
1219,level_도깨비 활력 회복 증가,t,55,SphereSkill,3,0,,54,f,f
1220,level_늪,t,56,SphereSkill,3,0,,54,f,f
1221,Q3577_백호 허상을 불러내는 곳,t,700,SphereQuest,3,0,백호의 기운이 느껴집니다.,59,f,t
1222,Q3578_용 허상을 불러내는 곳,t,701,SphereQuest,3,0,용의 기운이 느껴집니다.,59,f,t
1223,Q3387_동생이 울고 있는 곳,t,702,SphereQuest,3,0,,59,f,f
1224,Q3403_그가 떠난 곳,t,703,SphereQuest,3,0,그가 사고를 당한 곳입니다.,59,f,t
1225,Q3969_휴이고 본진,t,704,SphereQuest,3,0,,59,f,f
1226,Q3427_비취 웅덩이 정화제 뿌리는 곳,t,705,SphereQuest,3,0,,59,f,f
1227,군주의 사냥터 호각,t,706,SphereQuest,3,0,,36,f,f
1228,긴 모래톱 / 녹색 늑대 마을/  인간 대포 안내문 1,t,409,SphereBubble,3,600000,,36,f,f
1229,긴 모래톱 / 황금 혀 항구 / 인간 대포 안내문 2,t,410,SphereBubble,3,600000,,36,f,f
1230,Q3612_북쪽 신하의 기둥,t,707,SphereQuest,3,0,,52,f,f
1231,Q3612_왕의 기둥,t,708,SphereQuest,3,0,,52,f,f
1232,Q3613_남쪽 신하의 기둥,t,709,SphereQuest,3,0,,52,f,f
1233,Q2998_게르망의 시신,t,710,SphereQuest,3,0,,1,f,f
1234,Q3616_제의가 진행되는 곳,t,711,SphereQuest,3,0,,59,f,f
1235,Q3581_비취 웅덩이,t,712,SphereQuest,3,0,,59,f,f
1236,흔들흔들,t,57,SphereSkill,3,100,,52,f,f
1237,반인반사의 대화,t,411,SphereBubble,2,0,,1,f,f
1238,암흑술사의 최후,t,713,SphereQuest,3,0,,36,f,f
1239,차원의 틈 소환 영역,t,58,SphereSkill,3,0,,54,f,f
1240,레귤루스의 연회장 중앙연못,t,714,SphereQuest,3,0,,36,f,f
1241,개미지옥  땅벌레 소환,t,59,SphereSkill,3,300000,,53,f,f
1242,개미지옥  땅벌레 소환,t,60,SphereSkill,3,300000,,53,f,f
1243,개미지옥  땅벌레 소환,t,61,SphereSkill,3,300000,,53,f,f
1244,개미지옥  땅벌레 소환,t,62,SphereSkill,3,300000,,53,f,f
1245,개미지옥  땅벌레 소환,t,63,SphereSkill,3,300000,,53,f,f
1246,개미지옥  땅벌레 소환,t,64,SphereSkill,3,300000,,53,f,f
1247,Q3679_검문소 방책 자재 보관터,t,715,SphereQuest,1,0,,14,f,f
1248,클라시크,t,412,SphereBubble,1,0,,54,f,f
1249,Q3657_고릴라바위,t,65,SphereSkill,1,0,,14,f,f
1250,리라바티,t,413,SphereBubble,1,0,,14,f,f
1251,Q3081_카파간 바람돌,t,414,SphereBubble,3,0,,53,f,f
1252,Q3706_로이스터 경 주변,t,716,SphereQuest,3,0,,2,f,f
1253,Q3715_삽질하는 곳,t,717,SphereQuest,3,0,,2,f,f
1254,Q3667_유골뿌릴 해변가,t,66,SphereSkill,1,0,,14,f,f
1255,Q3730_풍차 안 걸레질 하는 곳,t,718,SphereQuest,3,0,,2,f,f
1256,Q2985_눈사자 무덤,t,719,SphereQuest,3,0,,52,f,f
1257,이니스테르_환락가_대화1,t,415,SphereBubble,3,6000,,35,f,f
1258,이니스테르_환락가_대화2,t,416,SphereBubble,3,60,,35,f,f
1259,이니스테르_환락가_대화3,t,417,SphereBubble,3,60,,35,f,f
1261,이니스테르_환락가_여자1,t,419,SphereBubble,3,60,,35,f,f
1265,이니스테르_환락가_난봉꾼,t,423,SphereBubble,3,60000,,35,f,f
1266,Q3656_온천 관리인 아르핫 앞,t,720,SphereQuest,3,0,,14,f,f
1267,지옥늪지대_뒤틀린문만들기,t,721,SphereQuest,3,0,,54,f,f
1268,애완견의 울음,t,424,SphereBubble,3,0,,1,f,f
1269,강아지가 가리키는 곳,t,722,SphereQuest,3,0,,62,f,f
1270,Q3746_쾌속정이 가라앉은 곳,t,723,SphereQuest,3,0,,2,f,f
1271,Q3747_항해사가 있는 곳,t,724,SphereQuest,3,0,,1,f,f
1273,인던연출_하디르의농장1,t,725,SphereQuest,3,5000,테스트,63,f,t
1274,인던연출_하디르의농장2,t,726,SphereQuest,3,5000,,63,f,f
1275,인던연출_하디르의농장3,t,727,SphereQuest,2,0,,63,f,f
1276,인던연출_하디르의농장4,t,728,SphereQuest,2,0,,63,f,f
1277,인던연출_하디르의농장5,t,729,SphereQuest,2,0,,63,f,f
1278,인던연출_하디르의농장6,t,730,SphereQuest,2,0,,63,f,f
1279,인던연출_하디르의농장7,t,731,SphereQuest,2,0,,63,f,f
1280,인던연출_하디르의농장8,t,732,SphereQuest,2,0,,63,f,f
1281,인던연출_하디르의농장9,t,733,SphereQuest,2,0,,63,f,f
1282,인던연출_하디르의농장10,t,734,SphereQuest,2,0,,63,f,f
1284,하디르_노파벨라르연출1_발동,t,67,SphereSkill,3,30000,,63,f,f
1285,하디르_사그라쓰연출1_발동,t,68,SphereSkill,3,30000,,63,f,f
1286,마하데비_이벤트1_레버제물,t,69,SphereSkill,3,27000,,64,f,f
1288,Q3711_보양식 만드는 곳,t,736,SphereQuest,3,0,,2,f,f
1289,마하데비_이벤트3_탈퇴,t,70,SphereSkill,3,17000,,64,f,f
1290,Q3766_실종된동료_완료지점,t,737,SphereQuest,3,0,,60,f,f
1291,마하데비_ai명령호출_짐꾼수도사,t,71,SphereSkill,3,60000,,64,f,f
1292,Q3704_접선 목표위치,t,738,SphereQuest,3,0,,14,f,f
1293,Q3704_접선 진입 대사,t,427,SphereBubble,1,0,,14,f,f
1294,믿음의 계단,t,51,SphereDoodadInteract,3,5000,,1,f,f
1295,Q2979_늑대사냥 퀘스트 시작,t,739,SphereQuest,3,0,,52,f,f
1296,Q3859_암흑 갈기 늑대 사냥 시작,t,740,SphereQuest,3,0,,52,f,f
1297,Q3718_PC대사,t,428,SphereBubble,3,0,,14,f,f
1298,하디르_몬스터스폰1,t,72,SphereSkill,3,5000,,63,f,f
1299,하디르_몬스터스폰2,t,73,SphereSkill,3,5000,,63,f,f
1300,하디르_몬스터스폰3,t,74,SphereSkill,3,5000,,63,f,f
1301,하디르_몬스터스폰4,t,75,SphereSkill,3,5000,,63,f,f
1302,하디르_몬스터스폰5,t,76,SphereSkill,3,5000,,63,f,f
1303,하디르_몬스터스폰6,t,77,SphereSkill,3,5000,,63,f,f
1304,하디르_몬스터스폰7,t,78,SphereSkill,3,5000,,63,f,f
1305,하디르_몬스터스폰8,t,79,SphereSkill,3,5000,,63,f,f
1306,하디르_몬스터스폰9,t,80,SphereSkill,3,5000,,63,f,f
1307,하디르_몬스터스폰10,t,81,SphereSkill,3,5000,,63,f,f
1308,하디르_몬스터스폰11,t,82,SphereSkill,3,5000,,63,f,f
1309,하디르_몬스터스폰12,t,83,SphereSkill,3,5000,,63,f,f
1310,하디르_몬스터스폰13,t,84,SphereSkill,3,5000,,63,f,f
1311,하디르_몬스터스폰14,t,85,SphereSkill,3,5000,,63,f,f
1312,하디르_몬스터스폰15,t,86,SphereSkill,3,5000,,63,f,f
1313,하디르_몬스터스폰16,t,87,SphereSkill,3,5000,,63,f,f
1314,하디르_몬스터스폰17,t,88,SphereSkill,3,5000,,63,f,f
1315,하디르_몬스터스폰18,t,89,SphereSkill,3,5000,,63,f,f
1316,하디르_몬스터스폰19,t,90,SphereSkill,3,5000,,63,f,f
1317,하디르_몬스터스폰20,t,91,SphereSkill,3,5000,,63,f,f
1318,메이프,t,429,SphereBubble,2,0,,1,f,f
1319,그렐과 사로 마라,t,430,SphereBubble,2,0,,1,f,f
1320,거미 숲의 수상한 페레 무리,t,431,SphereBubble,3,0,,1,f,f
1321,거미숲 안쪽,t,741,SphereQuest,3,0,,61,f,f
1322,부부 상인의 짐마차,t,742,SphereQuest,3,0,,21,f,f
1323,level_가루다둥지 버프,t,92,SphereSkill,3,0,,60,f,f
1324,Q3709_돌 골렘이 움트는 곳 수락 영역,t,743,SphereQuest,3,0,,2,f,f
1325,그림자 매 본거지 방향 지시,t,432,SphereBubble,2,0,,1,f,f
1326,엘테르 주변,t,433,SphereBubble,2,0,,61,f,f
1327,그림자 매 술집 입구,t,434,SphereBubble,3,0,,61,f,f
1328,마하데비_ai명령호출_멜키나의설파,t,93,SphereSkill,3,30000,,64,f,f
1329,Q766_관광객_ai,t,94,SphereSkill,3,10000,,14,f,f
1330,주술사 미리스의 독백,t,435,SphereBubble,3,0,,2,t,f
1331,하디르_썩은고깃덩이연출1_발동,t,95,SphereSkill,3,5000,,63,f,f
1332,Q3872_멋진남자_소문1,t,744,SphereQuest,3,0,,36,f,f
1333,Q3872_멋진남자_소문2,t,745,SphereQuest,3,0,,36,f,f
1334,Q3872_멋진남자_소문3,t,746,SphereQuest,3,0,,36,f,f
1335,일광욕 하는 여인들,t,747,SphereQuest,3,0,,1,f,f
1336,공놀이 하는 여인들,t,748,SphereQuest,3,0,,1,f,f
1337,음료를 마시는 여인들,t,749,SphereQuest,3,0,,1,f,f
