id,event_id,position,next_event_id,per_target,casting,delay,speed,channeling,casting_inc,add_anim_cs_time,casting_delayable,casting_cancelable,cancel_on_big_hit,use_exe_time,fail
6958,5858,2,5860,f,f,0,0,f,0,f,f,f,f,f,f
6959,5858,3,5861,f,f,0,0,f,0,f,f,f,f,f,f
6960,5840,1,5863,f,f,0,25,f,0,f,f,f,f,f,f
6961,5843,1,5863,f,f,0,25,f,0,f,f,f,f,f,f
6962,5845,1,5863,f,f,0,25,f,0,f,f,f,f,f,f
6963,5859,1,5862,f,f,0,25,f,0,f,f,f,f,f,f
6964,5860,1,5862,f,f,0,25,f,0,f,f,f,f,f,f
6965,5861,1,5862,f,f,0,25,f,0,f,f,f,f,f,f
6966,5864,1,5865,f,f,0,60,f,0,f,f,f,f,f,f
6967,5865,1,5866,f,f,0,0,f,0,f,f,f,f,f,f
6968,5866,1,5867,f,f,0,60,f,0,f,f,f,f,f,f
6970,5869,1,5870,f,f,0,13,f,0,t,f,f,f,f,f
6971,5907,1,5869,f,t,2000,0,f,0,f,f,f,f,f,f
6972,5909,2,5839,f,f,0,0,f,0,f,f,f,f,f,f
6975,5909,1,5909,f,f,450,0,f,0,f,f,f,f,f,f
6976,5675,1,5677,f,f,500,0,f,0,f,f,f,f,f,f
6977,5871,1,5872,f,f,0,0,f,0,t,f,f,f,f,f
6978,5872,1,5873,f,f,0,0,f,0,f,f,f,f,f,f
6979,5872,2,5875,f,f,0,0,f,0,f,f,f,f,f,f
6980,5872,3,5877,f,f,0,0,f,0,f,f,f,f,f,f
6981,5872,4,5881,f,f,0,0,f,0,f,f,f,f,f,f
6982,5872,5,5886,f,f,0,0,f,0,f,f,f,f,f,f
6983,5872,6,5890,f,f,0,0,f,0,f,f,f,f,f,f
6984,5872,7,5894,f,f,0,0,f,0,f,f,f,f,f,f
6985,5872,8,5898,f,f,0,0,f,0,f,f,f,f,f,f
6986,5909,3,5841,f,f,150,0,f,0,f,f,f,f,f,f
6987,5872,9,5902,f,f,0,0,f,0,f,f,f,f,f,f
6988,5909,4,5844,f,f,300,0,f,0,f,f,f,f,f,f
6989,5873,1,5874,f,f,0,0,f,0,f,f,f,f,f,f
6990,5875,1,5875,f,f,80,0,f,0,f,f,f,f,f,f
6991,5875,2,5876,f,f,0,0,f,0,f,f,f,f,f,f
6992,5877,1,5878,f,f,0,0,f,0,f,f,f,f,f,f
6993,5877,2,5880,f,f,0,0,f,0,f,f,f,f,f,f
6994,5878,1,5879,f,f,0,0,f,0,f,f,f,f,f,f
6995,5880,1,5880,f,f,90,0,f,0,f,f,f,f,f,f
6996,5880,2,5906,f,f,0,0,f,0,f,f,f,f,f,f
6997,5881,1,5882,f,f,0,0,f,0,f,f,f,f,f,f
6998,5881,2,5885,f,f,0,0,f,0,f,f,f,f,f,f
6999,5882,1,5883,f,f,0,0,f,0,f,f,f,f,f,f
7000,5885,1,5885,f,f,90,0,f,0,f,f,f,f,f,f
7001,5885,2,5906,f,f,0,0,f,0,f,f,f,f,f,f
7002,5886,1,5887,f,f,0,0,f,0,f,f,f,f,f,f
7003,5886,2,5889,f,f,0,0,f,0,f,f,f,f,f,f
7004,5887,1,5888,f,f,0,0,f,0,f,f,f,f,f,f
7005,5889,1,5889,f,f,90,0,f,0,f,f,f,f,f,f
7006,5889,2,5906,f,f,0,0,f,0,f,f,f,f,f,f
7008,5890,1,5891,f,f,0,0,f,0,f,f,f,f,f,f
7009,5890,2,5893,f,f,0,0,f,0,f,f,f,f,f,f
7010,5891,1,5892,f,f,0,0,f,0,f,f,f,f,f,f
7011,5893,1,5893,f,f,90,0,f,0,f,f,f,f,f,f
7012,5893,2,5906,f,f,0,0,f,0,f,f,f,f,f,f
7013,5894,1,5895,f,f,0,0,f,0,f,f,f,f,f,f
7014,5894,2,5897,f,f,0,0,f,0,f,f,f,f,f,f
7015,5895,1,5896,f,f,0,0,f,0,f,f,f,f,f,f
7016,5897,1,5897,f,f,90,0,f,0,f,f,f,f,f,f
7017,5897,2,5906,f,f,0,0,f,0,f,f,f,f,f,f
7018,5898,1,5899,f,f,0,0,f,0,f,f,f,f,f,f
7019,5898,2,5901,f,f,0,0,f,0,f,f,f,f,f,f
7020,5899,1,5900,f,f,0,0,f,0,f,f,f,f,f,f
7021,5901,1,5901,f,f,90,0,f,0,f,f,f,f,f,f
7022,5901,2,5906,f,f,0,0,f,0,f,f,f,f,f,f
7023,5902,1,5903,f,f,0,0,f,0,f,f,f,f,f,f
7024,5902,2,5905,f,f,0,0,f,0,f,f,f,f,f,f
7025,5903,1,5904,f,f,0,0,f,0,f,f,f,f,f,f
7026,5905,1,5905,f,f,90,0,f,0,f,f,f,f,f,f
7027,5905,2,5906,f,f,0,0,f,0,f,f,f,f,f,f
7028,5911,1,5912,f,f,0,0,f,0,f,f,f,f,f,f
7029,5913,1,5914,f,t,1000,0,f,0,f,f,f,f,f,f
7030,5914,1,5915,f,f,1000,0,f,0,f,f,f,f,f,f
7031,5915,1,5916,f,f,200,0,f,0,f,f,f,f,f,f
7032,5915,2,5917,f,f,200,0,f,0,f,f,f,f,f,f
7033,5915,3,5918,f,f,200,0,f,0,f,f,f,f,f,f
7034,5916,1,5919,f,f,200,0,f,0,f,f,f,f,f,f
7035,5916,2,5916,f,f,200,0,f,0,f,f,f,f,f,f
7036,5917,1,5919,f,f,200,0,f,0,f,f,f,f,f,f
7037,5917,2,5917,f,f,200,0,f,0,f,f,f,f,f,f
7038,5918,1,5919,f,f,200,0,f,0,f,f,f,f,f,f
7039,5918,2,5918,f,f,200,0,f,0,f,f,f,f,f,f
7040,5919,1,5920,f,f,1000,0,f,0,f,f,f,f,f,f
7041,5921,1,5922,f,t,2000,0,f,0,f,f,f,f,f,f
7042,5922,1,5923,f,f,0,0,f,0,f,f,f,f,f,f
7043,5923,1,5924,f,f,0,0,f,0,t,f,f,f,f,f
7044,5923,2,5925,f,f,0,0,f,0,t,f,f,f,f,f
7045,5923,3,5926,f,f,0,0,f,0,t,f,f,f,f,f
7046,5924,1,5927,f,f,0,0,f,0,f,f,f,f,f,f
7047,5924,2,5924,f,f,200,0,f,0,f,f,f,f,f,f
7048,5925,1,5927,f,f,0,0,f,0,f,f,f,f,f,f
7049,5925,2,5925,f,f,200,0,f,0,f,f,f,f,f,f
7050,5926,1,5927,f,f,0,0,f,0,f,f,f,f,f,f
7051,5926,2,5926,f,f,200,0,f,0,f,f,f,f,f,f
7052,5928,1,6006,f,f,0,0,f,0,f,f,f,f,f,f
7059,5939,1,5940,f,f,0,0,f,0,f,f,f,f,f,f
7060,5940,1,5941,f,f,0,0,f,0,f,f,f,f,f,f
7061,5941,1,5942,t,f,0,0,f,0,f,f,f,f,f,f
7062,5943,1,5944,f,f,0,0,f,0,f,f,f,f,f,f
7063,5944,1,5945,f,f,0,0,f,0,f,f,f,f,f,f
7064,5945,1,5946,t,f,0,0,f,0,f,f,f,f,f,f
7065,5947,1,5948,f,t,1500,0,f,0,f,f,f,f,f,f
7066,5948,1,5949,f,f,0,0,f,0,f,f,f,f,f,f
7067,5949,1,5950,f,f,0,0,f,0,f,f,f,f,f,f
7068,5949,2,5949,f,f,0,0,f,0,f,f,f,f,f,f
7069,5949,3,5953,f,f,0,0,f,0,f,f,f,f,f,f
7070,5954,1,5955,f,f,100,0,f,0,f,f,f,f,f,f
7071,5951,1,5952,f,f,0,0,f,0,f,f,f,f,f,f
7072,5950,1,5951,f,f,80,0,f,0,f,f,f,f,f,f
7073,5956,1,5957,f,f,100,0,f,0,f,f,f,f,f,f
7074,5958,1,5959,f,f,100,0,f,0,f,f,f,f,f,f
7075,5960,1,5961,f,f,100,0,f,0,f,f,f,f,f,f
7076,5962,1,5963,f,t,1500,0,f,0,f,f,f,f,f,f
7077,5963,1,5964,f,f,0,0,f,0,f,f,f,f,f,f
7078,5964,1,5965,f,f,0,0,f,0,f,f,f,f,f,f
7079,5966,1,5967,f,t,1500,0,f,0,f,f,f,f,f,f
7080,5967,1,5968,f,f,0,0,f,0,t,f,f,f,f,f
7081,5969,1,5970,f,f,0,0,f,0,f,f,f,f,f,f
7086,5973,1,5974,f,f,1000,0,f,0,f,f,f,f,f,f
7087,5974,1,5975,f,f,3000,0,f,0,f,f,f,f,f,f
7088,5975,1,5976,f,f,3000,0,f,0,f,f,f,f,f,f
7089,5976,1,5977,f,f,0,0,f,0,f,f,f,f,f,f
7090,5977,1,5978,f,f,1500,0,f,0,f,f,f,f,f,f
7091,5979,1,5980,f,f,2000,0,f,0,f,f,f,f,f,f
7092,5979,2,5982,f,f,4500,0,f,0,f,f,f,f,f,f
7093,5980,1,5981,f,f,250,0,f,0,f,f,f,f,f,f
7094,5980,2,5980,f,f,1200,0,f,0,f,f,f,f,f,f
7095,5983,1,5984,f,f,2000,0,f,0,f,f,f,f,f,f
7096,5983,2,5986,f,f,4500,0,f,0,f,f,f,f,f,f
7097,5984,1,5985,f,f,250,0,f,0,f,f,f,f,f,f
7098,5984,2,5984,f,f,1200,0,f,0,f,f,f,f,f,f
7099,5987,1,5988,f,t,1000,0,f,0,f,f,f,f,f,f
7100,5988,1,5989,f,f,0,0,f,0,f,f,f,f,f,f
7101,5988,2,5991,f,f,0,0,f,0,f,f,f,f,f,f
7102,5988,3,5994,f,f,0,0,f,0,f,f,f,f,f,f
7103,5989,1,5990,f,f,150,0,f,0,f,f,f,f,f,f
7104,5990,1,5990,f,f,150,0,f,0,f,f,f,f,f,f
7105,5990,2,5999,f,f,0,0,f,0,f,f,f,f,f,f
7106,6000,1,5954,f,t,1500,0,f,0,f,f,f,f,f,f
7107,6001,1,5956,f,t,1500,0,f,0,f,f,f,f,f,f
7108,6002,1,5958,f,t,1500,0,f,0,f,f,f,f,f,f
7109,6003,1,5960,f,t,1500,0,f,0,f,f,f,f,f,f
7110,5991,1,5992,f,f,150,0,f,0,f,f,f,f,f,f
7111,5992,1,5993,f,f,150,0,f,0,f,f,f,f,f,f
7112,5993,1,5993,f,f,150,0,f,0,f,f,f,f,f,f
7113,5995,1,5996,f,f,150,0,f,0,f,f,f,f,f,f
7115,6006,1,5929,f,f,0,0,f,0,f,f,f,f,f,f
7116,5929,1,6005,f,f,0,0,f,0,f,f,f,f,f,f
7119,6007,1,6007,f,f,500,0,f,0,f,f,f,f,f,f
7120,6007,2,5930,f,f,0,0,f,0,f,f,f,f,f,f
7121,6007,3,5934,f,f,0,0,f,0,f,f,f,f,f,f
7122,6007,4,5971,f,f,0,0,f,0,f,f,f,f,f,f
7123,6007,5,5972,f,f,0,0,f,0,f,f,f,f,f,f
7124,6005,2,6007,f,f,250,0,f,0,f,f,f,f,f,f
7125,6005,1,6004,f,f,5500,0,t,0,f,f,t,f,f,f
7126,5994,1,5995,f,f,150,0,f,0,f,f,f,f,f,f
7127,5996,1,5996,f,f,150,0,f,0,f,f,f,f,f,f
7128,6008,1,6009,f,f,0,0,f,0,f,f,f,f,f,f
7129,6009,1,6010,f,f,0,0,f,0,f,f,f,f,f,f
7130,6010,1,6011,f,f,0,0,f,0,f,f,f,f,f,f
7131,6011,1,6026,f,f,5500,0,t,0,f,f,t,f,f,f
7132,6011,2,6024,f,f,250,0,f,0,f,f,f,f,f,f
7133,6024,1,6024,f,f,500,0,f,0,f,f,f,f,f,f
7134,6024,2,6014,f,f,0,0,f,0,f,f,f,f,f,f
7135,6024,3,6016,f,f,0,0,f,0,f,f,f,f,f,f
7136,6024,4,6018,f,f,0,0,f,0,f,f,f,f,f,f
7137,6024,5,6020,f,f,0,0,f,0,f,f,f,f,f,f
7138,6012,1,6013,f,f,2000,0,f,0,f,f,f,f,f,f
7139,6012,2,6053,f,f,5000,0,f,0,f,f,f,f,f,f
7140,6013,1,6015,f,f,2000,0,f,0,f,f,f,f,f,f
7141,6013,2,6019,f,f,2000,0,f,0,f,f,f,f,f,f
7142,6013,3,6022,f,f,2000,0,f,0,f,f,f,f,f,f
7143,6013,4,6028,f,f,2000,0,f,0,f,f,f,f,f,f
7144,6013,5,6032,f,f,2000,0,f,0,f,f,f,f,f,f
7145,6013,6,6036,f,f,2000,0,f,0,f,f,f,f,f,f
7146,6013,7,6040,f,f,2000,0,f,0,f,f,f,f,f,f
7147,6013,8,6044,f,f,2000,0,f,0,f,f,f,f,f,f
7148,6013,9,6048,f,f,2000,0,f,0,f,f,f,f,f,f
7149,6015,1,6017,f,f,0,0,f,0,f,f,f,f,f,f
7150,6019,1,6019,f,f,80,0,f,0,f,f,f,f,f,f
7151,6019,2,6021,f,f,0,0,f,0,f,f,f,f,f,f
7152,6054,1,6055,f,f,0,0,f,0,f,f,f,f,f,f
7153,6055,1,6056,f,f,0,0,f,0,f,f,f,f,f,f
7154,6056,1,6057,f,f,0,0,f,0,f,f,f,f,f,f
7155,6057,1,6062,f,f,5500,0,t,0,f,f,t,f,f,f
7156,6057,2,6063,f,f,250,0,f,0,f,f,f,f,f,f
7157,6063,1,6063,f,f,500,0,f,0,f,f,f,f,f,f
7158,6063,3,6059,f,f,0,0,f,0,f,f,f,f,f,f
7159,6063,4,6060,f,f,0,0,f,0,f,f,f,f,f,f
7160,6063,5,6061,f,f,0,0,f,0,f,f,f,f,f,f
7161,6063,2,6058,f,f,0,0,f,0,f,f,f,f,f,f
7162,6022,1,6023,f,f,0,0,f,0,f,f,f,f,f,f
7163,6022,2,6027,f,f,0,0,f,0,f,f,f,f,f,f
7164,6072,1,6072,f,f,500,0,f,0,f,f,f,f,f,f
7165,6072,2,6068,f,f,0,0,f,0,f,f,f,f,f,f
7166,6072,3,6069,f,f,0,0,f,0,f,f,f,f,f,f
7167,6072,4,6070,f,f,0,0,f,0,f,f,f,f,f,f
7168,6072,5,6071,f,f,0,0,f,0,f,f,f,f,f,f
7169,6064,1,6065,f,f,0,0,f,0,f,f,f,f,f,f
7170,6065,1,6066,f,f,0,0,f,0,f,f,f,f,f,f
7171,6066,1,6067,f,f,0,0,f,0,f,f,f,f,f,f
7172,6023,1,6025,f,f,0,0,f,0,f,f,f,f,f,f
7173,6067,1,6073,f,f,5500,0,t,0,f,f,t,f,f,f
7174,6067,2,6072,f,f,250,0,f,0,f,f,f,f,f,f
7175,6027,1,6027,f,f,90,0,f,0,f,f,f,f,f,f
7176,6027,2,6052,f,f,0,0,f,0,f,f,f,f,f,f
7177,6028,1,6029,f,f,0,0,f,0,f,f,f,f,f,f
7178,6028,2,6031,f,f,0,0,f,0,f,f,f,f,f,f
7179,6029,1,6030,f,f,0,0,f,0,f,f,f,f,f,f
7180,6031,1,6031,f,f,90,0,f,0,f,f,f,f,f,f
7181,6031,2,6052,f,f,0,0,f,0,f,f,f,f,f,f
7182,6032,1,6033,f,f,0,0,f,0,f,f,f,f,f,f
7183,6032,2,6035,f,f,0,0,f,0,f,f,f,f,f,f
7184,6033,1,6034,f,f,0,0,f,0,f,f,f,f,f,f
7185,6074,1,6075,f,f,0,0,f,0,f,f,f,f,f,f
7187,6035,1,6035,f,f,90,0,f,0,f,f,f,f,f,f
7188,6035,2,6052,f,f,0,0,f,0,f,f,f,f,f,f
7189,6036,1,6037,f,f,0,0,f,0,f,f,f,f,f,f
7190,6036,2,6039,f,f,0,0,f,0,f,f,f,f,f,f
7191,6037,1,6038,f,f,0,0,f,0,f,f,f,f,f,f
7192,6039,1,6039,f,f,90,0,f,0,f,f,f,f,f,f
7193,6039,2,6052,f,f,0,0,f,0,f,f,f,f,f,f
7194,6040,1,6041,f,f,0,0,f,0,f,f,f,f,f,f
7195,6040,2,6043,f,f,0,0,f,0,f,f,f,f,f,f
7196,6041,1,6042,f,f,0,0,f,0,f,f,f,f,f,f
7198,6043,1,6043,f,f,90,0,f,0,f,f,f,f,f,f
7199,6043,2,6052,f,f,0,0,f,0,f,f,f,f,f,f
7200,6044,1,6045,f,f,0,0,f,0,f,f,f,f,f,f
7202,6044,2,6047,f,f,0,0,f,0,f,f,f,f,f,f
7204,6045,1,6046,f,f,0,0,f,0,f,f,f,f,f,f
7205,6047,1,6047,f,f,90,0,f,0,f,f,f,f,f,f
7206,6047,2,6052,f,f,0,0,f,0,f,f,f,f,f,f
7207,6048,1,6049,f,f,0,0,f,0,f,f,f,f,f,f
7208,6048,2,6051,f,f,0,0,f,0,f,f,f,f,f,f
7209,6049,1,6050,f,f,0,0,f,0,f,f,f,f,f,f
7210,6051,1,6051,f,f,90,0,f,0,f,f,f,f,f,f
7211,6051,2,6052,f,f,0,0,f,0,f,f,f,f,f,f
7213,6075,1,6079,f,f,0,0,f,0,f,f,f,f,f,f
7217,6084,1,6074,f,f,0,0,f,0,f,f,f,f,f,f
7218,6074,2,6085,f,f,100,0,f,0,f,f,f,f,f,f
7219,6074,3,6078,f,f,100,0,f,0,f,f,f,f,f,f
7220,6085,1,6076,f,f,0,0,f,0,f,f,f,f,f,f
7221,6085,2,6077,f,f,0,0,f,0,f,f,f,f,f,f
7222,6086,1,6087,f,f,0,0,f,0,f,f,f,f,f,f
7223,6086,2,6163,f,f,3500,0,f,0,f,f,f,f,f,f
7224,6087,1,6088,f,f,2000,0,f,0,f,f,f,f,f,f
7225,6087,2,6090,f,f,2000,0,f,0,f,f,f,f,f,f
7226,6087,3,6093,f,f,2000,0,f,0,f,f,f,f,f,f
7227,6087,4,6096,f,f,2000,0,f,0,f,f,f,f,f,f
7228,6087,5,6102,f,f,2000,0,f,0,f,f,f,f,f,f
7229,6087,6,6105,f,f,2000,0,f,0,f,f,f,f,f,f
7230,6087,7,6108,f,f,2000,0,f,0,f,f,f,f,f,f
7231,6087,8,6115,f,f,2000,0,f,0,f,f,f,f,f,f
7232,6087,9,6122,f,f,2000,0,f,0,f,f,f,f,f,f
7233,6087,10,6125,f,f,2000,0,f,0,f,f,f,f,f,f
7234,6087,11,6128,f,f,2000,0,f,0,f,f,f,f,f,f
7235,6087,12,6135,f,f,2000,0,f,0,f,f,f,f,f,f
7236,6087,13,6142,f,f,2000,0,f,0,f,f,f,f,f,f
7237,6087,14,6145,f,f,2000,0,f,0,f,f,f,f,f,f
7238,6087,15,6148,f,f,2000,0,f,0,f,f,f,f,f,f
7239,6087,16,6155,f,f,2000,0,f,0,f,f,f,f,f,f
7240,6088,1,6089,f,f,0,0,f,0,f,f,f,f,f,f
7241,6090,1,6091,f,f,0,0,f,0,f,f,f,f,f,f
7242,6090,2,6098,f,f,0,0,f,0,f,f,f,f,f,f
7243,6091,1,6092,f,f,0,0,f,0,f,f,f,f,f,f
7244,6093,1,6094,f,f,0,0,f,0,f,f,f,f,f,f
7245,6093,2,6100,f,f,0,0,f,0,f,f,f,f,f,f
7246,6094,1,6095,f,f,0,0,f,0,f,f,f,f,f,f
7247,6096,1,6097,f,f,0,0,f,0,f,f,f,f,f,f
7248,6096,2,6096,f,f,80,0,f,0,f,f,f,f,f,f
7249,6098,1,6099,f,f,0,0,f,0,f,f,f,f,f,f
7250,6099,1,6099,f,f,90,0,f,0,f,f,f,f,f,f
7251,6099,2,6162,f,f,0,0,f,0,f,f,f,f,f,f
7252,6100,1,6101,f,f,0,0,f,0,f,f,f,f,f,f
7253,6101,1,6101,f,f,90,0,f,0,f,f,f,f,f,f
7254,6101,2,6162,f,f,0,0,f,0,f,f,f,f,f,f
7255,6102,1,6103,f,f,0,0,f,0,f,f,f,f,f,f
7256,6103,1,6104,f,f,0,0,f,0,f,f,f,f,f,f
7257,6105,1,6106,f,f,0,0,f,0,f,f,f,f,f,f
7258,6106,1,6107,f,f,0,0,f,0,f,f,f,f,f,f
7259,6106,2,6106,f,f,80,0,f,0,f,f,f,f,f,f
7260,6108,1,6109,f,f,0,0,f,0,f,f,f,f,f,f
7261,6108,2,6112,f,f,0,0,f,0,f,f,f,f,f,f
7262,6109,1,6110,f,f,0,0,f,0,f,f,f,f,f,f
7263,6110,1,6111,f,f,0,0,f,0,f,f,f,f,f,f
7264,6112,1,6113,f,f,0,0,f,0,f,f,f,f,f,f
7265,6113,1,6114,f,f,0,0,f,0,f,f,f,f,f,f
7266,6114,1,6162,f,f,0,0,f,0,f,f,f,f,f,f
7267,6114,2,6114,f,f,80,0,f,0,f,f,f,f,f,f
7268,6115,1,6116,f,f,0,0,f,0,f,f,f,f,f,f
7269,6115,2,6119,f,f,0,0,f,0,f,f,f,f,f,f
7270,6116,1,6117,f,f,0,0,f,0,f,f,f,f,f,f
7271,6117,1,6118,f,f,0,0,f,0,f,f,f,f,f,f
7272,6119,1,6120,f,f,0,0,f,0,f,f,f,f,f,f
7273,6120,1,6121,f,f,0,0,f,0,f,f,f,f,f,f
7274,6121,1,6121,f,f,80,0,f,0,f,f,f,f,f,f
7275,6121,2,6162,f,f,0,0,f,0,f,f,f,f,f,f
7276,6122,1,6123,f,f,0,0,f,0,f,f,f,f,f,f
7277,6123,1,6124,f,f,0,0,f,0,f,f,f,f,f,f
7278,6125,1,6126,f,f,0,0,f,0,f,f,f,f,f,f
7279,6126,1,6127,f,f,0,0,f,0,f,f,f,f,f,f
7280,6126,2,6126,f,f,80,0,f,0,f,f,f,f,f,f
7281,6128,1,6129,f,f,0,0,f,0,f,f,f,f,f,f
7282,6128,2,6132,f,f,0,0,f,0,f,f,f,f,f,f
7283,6129,1,6130,f,f,0,0,f,0,f,f,f,f,f,f
7284,6130,1,6131,f,f,0,0,f,0,f,f,f,f,f,f
7285,6132,1,6133,f,f,0,0,f,0,f,f,f,f,f,f
7286,6133,1,6134,f,f,0,0,f,0,f,f,f,f,f,f
7287,6134,1,6134,f,f,80,0,f,0,f,f,f,f,f,f
7288,6134,2,6162,f,f,0,0,f,0,f,f,f,f,f,f
7289,6135,1,6136,f,f,0,0,f,0,f,f,f,f,f,f
7290,6135,2,6139,f,f,0,0,f,0,f,f,f,f,f,f
7291,6136,1,6137,f,f,0,0,f,0,f,f,f,f,f,f
7292,6137,1,6138,f,f,0,0,f,0,f,f,f,f,f,f
7293,6139,1,6140,f,f,0,0,f,0,f,f,f,f,f,f
7294,6140,1,6141,f,f,0,0,f,0,f,f,f,f,f,f
7295,6141,1,6162,f,f,0,0,f,0,f,f,f,f,f,f
7296,6141,2,6141,f,f,80,0,f,0,f,f,f,f,f,f
7297,6142,1,6143,f,f,0,0,f,0,f,f,f,f,f,f
7298,6143,1,6144,f,f,0,0,f,0,f,f,f,f,f,f
7299,6145,1,6146,f,f,0,0,f,0,f,f,f,f,f,f
7300,6146,1,6147,f,f,0,0,f,0,f,f,f,f,f,f
7301,6146,2,6146,f,f,80,0,f,0,f,f,f,f,f,f
7302,6148,1,6149,f,f,0,0,f,0,f,f,f,f,f,f
7303,6148,2,6152,f,f,0,0,f,0,f,f,f,f,f,f
7304,6149,1,6150,f,f,0,0,f,0,f,f,f,f,f,f
7305,6150,1,6151,f,f,0,0,f,0,f,f,f,f,f,f
7306,6152,1,6153,f,f,0,0,f,0,f,f,f,f,f,f
7307,6153,1,6154,f,f,0,0,f,0,f,f,f,f,f,f
7308,6154,1,6154,f,f,80,0,f,0,f,f,f,f,f,f
7309,6154,2,6162,f,f,0,0,f,0,f,f,f,f,f,f
7310,6155,1,6156,f,f,0,0,f,0,f,f,f,f,f,f
7311,6155,2,6159,f,f,0,0,f,0,f,f,f,f,f,f
7312,6156,1,6157,f,f,0,0,f,0,f,f,f,f,f,f
7313,6157,1,6158,f,f,0,0,f,0,f,f,f,f,f,f
7314,6159,1,6160,f,f,0,0,f,0,f,f,f,f,f,f
7315,6160,1,6161,f,f,0,0,f,0,f,f,f,f,f,f
7316,6161,1,6161,f,f,80,0,f,0,f,f,f,f,f,f
7317,6161,2,6162,f,f,0,0,f,0,f,f,f,f,f,f
7320,6170,1,6171,f,t,1500,0,f,0,f,f,f,f,f,f
7321,6171,1,6172,f,f,0,0,f,0,f,f,f,f,f,f
7322,6172,1,6173,f,f,0,0,f,0,f,f,f,f,f,f
7323,6172,2,6172,f,f,0,0,f,0,f,f,f,f,f,f
7324,6174,1,6175,f,f,0,0,f,0,f,f,f,f,f,f
7325,6176,1,6177,f,t,1000,0,f,0,f,f,f,f,f,f
7326,6177,1,6178,f,f,0,0,f,0,t,f,f,f,f,f
7327,6179,1,6180,f,t,2000,0,f,0,f,f,f,f,f,f
7328,6180,1,6181,f,f,0,0,f,0,t,f,f,f,f,f
7329,6181,1,6183,f,f,100,0,f,0,f,f,f,f,f,f
7330,6181,2,6182,f,f,100,0,f,0,f,f,f,f,f,f
7331,6181,3,6185,f,f,100,0,f,0,f,f,f,f,f,f
7332,6182,1,6182,f,f,100,0,f,0,f,f,f,f,f,f
7333,6183,1,6184,f,f,100,0,f,0,f,f,f,f,f,f
7334,6184,1,6184,f,f,100,0,f,0,f,f,f,f,f,f
7335,6185,1,6186,f,f,100,0,f,0,f,f,f,f,f,f
7336,6186,1,6186,f,f,100,0,f,0,f,f,f,f,f,f
7337,6187,1,6188,f,f,0,5,f,0,f,f,f,f,f,f
7338,6188,1,6189,f,f,100,0,f,0,f,f,f,f,f,f
7339,6189,2,6189,f,f,0,5,f,0,f,f,f,f,f,f
7340,6189,1,6190,f,f,100,0,f,0,f,f,f,f,f,f
7341,6191,1,6192,f,t,2000,0,f,0,f,f,f,f,f,f
7342,6192,1,6193,f,f,0,0,f,0,t,f,f,f,f,f
7343,6192,2,6199,f,f,0,0,f,0,t,f,f,f,f,f
7344,6193,1,6195,f,f,0,0,f,0,f,f,f,f,f,f
7345,6193,2,6197,f,f,0,0,f,0,f,f,f,f,f,f
7346,6193,3,6204,f,f,0,0,f,0,f,f,f,f,f,f
7347,6195,1,6196,f,f,0,0,f,0,f,f,f,f,f,f
7348,6196,1,6204,f,f,0,0,f,0,f,f,f,f,f,f
7349,6197,1,6198,f,f,0,0,f,0,f,f,f,f,f,f
7350,6198,1,6204,f,f,0,0,f,0,f,f,f,f,f,f
7351,6199,1,6200,f,f,0,0,f,0,f,f,f,f,f,f
7352,6199,2,6202,f,f,0,0,f,0,f,f,f,f,f,f
7353,6199,3,6205,f,f,0,0,f,0,f,f,f,f,f,f
7354,6200,1,6201,f,f,0,0,f,0,f,f,f,f,f,f
7355,6201,1,6205,f,f,0,0,f,0,f,f,f,f,f,f
7356,6202,1,6203,f,f,0,0,f,0,f,f,f,f,f,f
7357,6203,1,6205,f,f,0,0,f,0,f,f,f,f,f,f
7358,5923,4,6206,f,f,0,0,f,0,f,f,f,f,f,f
7359,6207,1,6208,f,f,0,0,f,0,f,f,f,f,f,f
7361,6209,1,6210,f,t,1500,0,f,0,f,f,f,f,f,f
7362,6210,1,6211,f,f,0,0,f,0,f,f,f,f,f,f
7363,6211,1,6212,f,f,0,0,f,0,f,f,f,f,f,f
7364,6211,2,6211,f,f,100,0,f,0,f,f,f,f,f,f
7365,6211,3,6215,f,f,0,0,f,0,f,f,f,f,f,f
7366,6212,1,6213,f,f,800,0,f,0,f,f,f,f,f,f
7367,6213,1,6214,f,f,0,0,f,0,f,f,f,f,f,f
7368,6226,1,6227,f,f,0,0,f,0,f,f,f,f,f,f
7369,6227,1,6228,f,f,0,4,f,0,t,f,f,f,f,f
7370,6233,1,6234,f,f,0,0,f,0,f,f,f,f,f,f
7371,6234,1,6235,f,f,0,0,f,0,f,f,f,f,f,f
7372,6235,1,6236,f,f,0,0,f,0,f,f,f,f,f,f
7373,6236,1,6243,f,f,5500,0,t,0,f,f,t,f,f,f
7374,6236,2,6242,f,f,250,0,f,0,f,f,f,f,f,f
7375,6242,1,6242,f,f,500,0,f,0,f,f,f,f,f,f
7376,6242,2,6237,f,f,0,0,f,0,f,f,f,f,f,f
7377,6242,3,6238,f,f,0,0,f,0,f,f,f,f,f,f
7378,6242,4,6239,f,f,0,0,f,0,f,f,f,f,f,f
7379,6242,5,6240,f,f,0,0,f,0,f,f,f,f,f,f
7380,6242,6,6241,f,f,0,0,f,0,f,f,f,f,f,f
