id,quest_context_text_kind_id,quest_context_id,text
8000006,4,8000007,최초의 장인 공예사의 증표를 사용하였습니다.
8000007,4,8000008,최초의 장인 축산업자의 증표를 사용하였습니다.
8000008,4,8000009,최초의 장인 농사꾼의 증표를 사용하였습니다.
8000009,4,8000010,최초의 장인 벌채꾼의 증표를 사용하였습니다.
8000010,4,8000011,최초의 장인 채집꾼의 증표를 사용하였습니다.
8000011,4,8000012,최초의 장인 기계공의 증표를 사용하였습니다.
8000012,4,8000013,최초의 장인 금속장의 증표를 사용하였습니다.
8000013,4,8000014,최초의 장인 인쇄업자의 증표를 사용하였습니다.
8000014,4,8000015,최초의 장인 채광꾼의 증표를 사용하였습니다.
8000015,4,8000016,최초의 장인 석공사의 증표를 사용하였습니다.
8000016,4,8000017,최초의 장인 재봉사의 증표를 사용하였습니다.
8000017,4,8000018,최초의 장인 무두장이의 증표를 사용하였습니다.
8000018,4,8000019,최초의 장인 대장장이의 증표를 사용하였습니다.
8000019,4,8000020,최초의 장인 목수의 증표를 사용하였습니다.
8000020,4,8000021,최초의 장인 도둑의 증표를 사용하였습니다.
8000021,4,8000022,최초의 장인 장사꾼의 증표를 사용하였습니다.
