id,utf8str,bytes,check_name,check_chat,partial_match
6607,젗잡고,9,t,f,t
6608,제이제이일본성인만화,30,t,f,t
6609,젼나,6,t,f,f
6610,졋같다,9,t,f,t
6611,졋더,6,t,f,t
6612,졎같다,9,t,f,t
6613,졎꼭지,9,t,f,t
6614,졎꼭찌,9,t,f,t
6615,조가튼,9,t,f,t
6616,조개나빨아,15,t,f,t
6617,조개넓은년,15,t,f,t
6618,조개따줘,12,t,f,t
6619,조개마셔줘,15,t,f,t
6620,조개벌려줘,15,t,f,t
6621,조개속물,12,t,f,t
6622,조개쑤셔줘,15,t,f,t
6623,조건만남,12,t,f,t
6624,조까는,9,t,f,t
6625,조까라,9,t,f,t
6626,조까치,9,t,f,t
6627,조까튼,9,t,f,t
6628,조루,6,t,f,f
6629,조빠,6,t,f,t
6630,조빠지게,12,t,f,t
6631,조빱,6,t,f,t
6632,조빺,6,t,f,t
6633,조선공산당,15,t,f,t
6634,조선민주,12,t,f,t
6635,조센징,9,t,f,t
6636,조오까,9,t,f,t
6637,조오또,9,t,f,t
6638,조온나,9,t,f,t
6639,조옷,6,t,f,t
6640,조옺,6,t,f,t
6641,조지냐,9,t,f,t
6642,조지다,9,t,f,t
6643,조진다,9,t,f,t
6644,조질래,9,t,f,t
6645,조탱,6,t,f,f
6646,족같네,9,t,f,t
6647,족까,6,t,f,t
6648,족딸,6,t,f,t
6649,족밥,6,t,f,t
6650,족쳐,6,t,f,t
6651,존나게,9,t,f,f
6652,존나리,9,t,f,f
6653,존나시펄년,15,t,f,t
6654,존마난,9,t,f,t
6655,존마난새끼,15,t,f,t
6656,존만새끼,12,t,f,t
6657,존만아,9,t,f,t
6658,존만한,9,t,f,t
6659,존먹어,9,t,f,t
6660,졸라게,9,t,f,f
6661,졸라섹스,12,t,f,t
6662,졸라시뎅이야,18,t,f,t
6663,졸라시벵,12,t,f,t
6664,졸라야한닷컴,18,t,f,t
6665,좀쓰레기,12,t,f,t
6666,좁년 ,7,t,f,t
6667,좁밥운영자,15,t,f,t
6668,좃가튼,9,t,f,t
6669,좃가튼년,12,t,f,t
6670,좃가튼시위대,18,t,f,t
6671,좃간년,9,t,f,t
6672,좃갔다,9,t,f,t
6673,좃같내,9,t,f,t
6674,좃같네,9,t,f,t
6675,좃같다,9,t,f,t
6676,좃같아,9,t,f,t
6677,좃같어,9,t,f,t
6678,좃같으새끼,15,t,f,t
6679,좃같은,9,t,f,t
6680,좃까,6,t,f,t
6681,좃깐다,9,t,f,t
6682,좃깔까,9,t,f,t
6683,좃깟냐,9,t,f,t
6684,좃깠년,9,t,f,t
6685,좃깠다,9,t,f,t
6686,좃꼴리는데로,18,t,f,t
6687,좃꼴린어드민,18,t,f,t
6688,좃나,6,t,f,t
6689,좃나개호,12,t,f,t
6690,좃나게,9,t,f,t
6691,좃나게쌔깐년,18,t,f,t
6692,좃나게씨빨개,18,t,f,t
6693,좃나게튀어라,18,t,f,t
6694,좃나까쳐,12,t,f,t
6695,좃나깐다,12,t,f,t
6696,좃나깬다,12,t,f,t
6697,좃나리,9,t,f,t
6698,좃나뻥져,12,t,f,t
6699,좃나살벌짱,15,t,f,t
6700,좃나쌍년,12,t,f,t
6701,좃나썩음,12,t,f,t
6702,좃나쎈남자,15,t,f,t
6703,좃나씹냐,12,t,f,t
6704,좃나재수야,15,t,f,t
6705,좃니재수야,15,t,f,t
6706,좃도,6,t,f,t
6707,좃됫다,9,t,f,t
6708,좃두걸,9,t,f,t
6709,좃두기사,12,t,f,t
6710,좃두모시,12,t,f,t
6711,좃드,6,t,f,t
6712,좃디야,9,t,f,t
6713,좃따리싸발놈,18,t,f,t
6714,좃떠,6,t,f,t
6715,좃떠멋있는이,18,t,f,t
6716,좃또,6,t,f,t
6717,좃또갱기긴,15,t,f,t
6718,좃또마법사,15,t,f,t
6719,좃마니,9,t,f,t
6720,좃마법사,12,t,f,t
6721,좃만아,9,t,f,t
6722,좃만안그지,15,t,f,t
6723,좃만이,9,t,f,t
6724,좃만이짱하하,18,t,f,t
6725,좃만한,9,t,f,t
6726,좃만한놈,12,t,f,t
6727,좃만한옥돌이,18,t,f,t
6728,좃맨,6,t,f,t
6729,좃맹이,9,t,f,t
6730,좃먹어,9,t,f,t
6731,좃물,6,t,f,t
6732,좃박사,9,t,f,t
6733,좃발나는소리,18,t,f,t
6734,좃발들,9,t,f,t
6735,좃발악,9,t,f,t
6736,좃밥,6,t,f,t
6737,좃방자,9,t,f,t
6738,좃밮,6,t,f,t
6739,좃뱅이,9,t,f,t
6740,좃봉지,9,t,f,t
6741,좃빠,6,t,f,t
6742,좃빨,6,t,f,t
6743,좃빱,6,t,f,t
6744,좃빺,6,t,f,t
6745,좃뽄소리함마,18,t,f,t
6746,좃삐띠,9,t,f,t
6747,좃삐리,9,t,f,t
6748,좃삐리난다,15,t,f,t
6749,좃쌍,6,t,f,t
6750,좃없는세끼,15,t,f,t
6751,좃에피나,12,t,f,t
6752,좃이나빨어,15,t,f,t
6753,좃이다씨파,15,t,f,t
6754,좃이야,9,t,f,t
6755,좃이자,9,t,f,t
6756,좃잡고,9,t,f,t
6757,좃큰놈,9,t,f,t
6758,좃큰놈구함,15,t,f,t
6759,좃터는,9,t,f,t
6760,종간나,9,t,f,f
6761,종간나새끼,15,t,f,t
6762,종갓나,9,t,f,f
6763,종나,6,t,f,f
6764,종년,6,t,f,f
6765,종놈,6,t,f,f
6766,좆같,6,t,f,t
6767,좆꼴리,9,t,f,t
6768,좆나,6,t,f,t
6769,좆나게,9,t,f,t
6770,좆물,6,t,f,t
6771,좆빠,6,t,f,t
6772,좇,3,t,f,t
6773,좇가튼,9,t,f,t
6774,좇같,6,t,f,t
6775,좇같은,9,t,f,t
6776,좇까,6,t,f,t
6777,좇꼴려,9,t,f,t
6778,좇꼴리,9,t,f,t
6779,좇대가리,12,t,f,t
6780,좇도,6,t,f,t
6781,좇밥,6,t,f,t
6782,좇밮,6,t,f,t
6783,좇빠,6,t,f,t
6784,좇빨,6,t,f,t
6785,좇빱,6,t,f,t
6786,좇빺,6,t,f,t
6787,좇잡고,9,t,f,t
6788,좋은생활성인용품,24,t,f,t
6789,죤나,6,t,f,f
6790,죤니,6,t,f,f
6791,죤만년,9,t,f,t
6792,죤만놈,9,t,f,t
6793,죨라,6,t,f,f
6794,죳까,6,t,f,t
6795,죶,3,t,f,t
6796,주민등록번호생성기,27,t,f,t
6797,주민등록생성기,21,t,f,t
6798,죽고싶냐,12,t,f,t
6799,죽어라운영자,18,t,f,t
6800,죽을래게레야,18,t,f,t
6801,죽이다이씨,15,t,f,t
6802,죽인다이씨,15,t,f,t
6803,죽일꺼,9,t,f,t
6804,죽일년,9,t,f,t
6805,죽일놈,9,t,f,t
6806,줸장,6,t,f,t
6807,쥐뢀,6,t,f,t
6808,쥐명박,9,t,f,t
6809,쥐새끼,9,t,f,t
6810,쥐이럴,9,t,f,t
6811,즉발,6,t,f,t
6812,즤랄떠냐,12,t,f,t
6813,지럴발광,12,t,f,t
6814,지롤발광,12,t,f,t
6815,지털,6,t,f,t
6816,지현누드집,15,t,f,t
6817,진보신당,12,t,f,t
6818,진한대화,12,t,f,t
6819,진한만남,12,t,f,t
6820,질,3,t,f,f
6821,질질싸,9,t,f,t
6822,질할,6,t,f,f
6823,짜져,6,t,f,t
6824,짜지,6,t,f,t
6825,짝부랄,9,t,f,t
6826,짬지,6,t,f,t
6827,짱와레즈,12,t,f,t
6828,짱와레즈닷컴,18,t,f,t
6829,쩝쩝홅홅,12,t,f,t
6830,쪼가리,9,t,f,t
6831,쪼갈,6,t,f,t
6832,쪼까튼,9,t,f,t
6833,쪽바리,9,t,f,t
6834,쫀나,6,t,f,f
6835,쫍밥,6,t,f,t
6836,쫒,3,t,f,t
6837,쫒같,6,t,f,t
6838,찌랄,6,t,f,t
6839,찌랄이,9,t,f,t
6840,찌찌,6,t,f,f
6841,찢어버릴라,15,t,f,t
6842,찢어죽일,12,t,f,t
6843,찢어죽일년,15,t,f,t
6844,찢어죽일놈,15,t,f,t
6845,차고애미,12,t,f,t
6846,참치와레즈,15,t,f,t
6847,창남,6,t,f,t
6848,창녀촌,9,t,f,t
6849,창놈,6,t,f,t
6850,창뇨,6,t,f,t
6851,창조한국당,15,t,f,t
6852,창질,6,t,f,f
6853,채널레드tv,14,t,f,t
6854,챵녀,6,t,f,t
6855,챵년,6,t,f,t
6856,챵뇬,6,t,f,t
6857,처먹어,9,t,f,t
6858,처발라,9,t,f,t
6859,처죽일,9,t,f,t
6860,처죽일년,12,t,f,t
6861,처죽일놈,12,t,f,t
6862,첫날밤하는거,18,t,f,t
6863,청산가루,12,t,f,t
6864,청산가리,12,t,f,t
6865,체모,6,t,f,t
6866,체위,6,t,f,t
6867,체위동영상,15,t,f,t
6868,쳐돌았네,12,t,f,t
6869,쳐뒈질래,12,t,f,t
6870,쳐머,6,t,f,f
6871,쳐먹어,9,t,f,t
6872,쳐먹어라,12,t,f,t
6873,쳐죽인다,12,t,f,t
6874,쳐죽일,9,t,f,t
6875,쳐죽일것,12,t,f,t
6876,쳐죽일년,12,t,f,t
6877,쳐죽일놈,12,t,f,t
6878,쳐쥑,6,t,f,t
6879,촌나시펄,12,t,f,t
6880,최강와레즈,15,t,f,t
6881,최음제,9,t,f,t
6882,출장마사지,15,t,f,t
6883,충전이벤트,15,t,f,t
6884,친박연대,12,t,f,t
6885,카섹스,9,t,f,t
6886,칼라섹스,12,t,f,t
6887,캐릭터몰,12,t,f,t
6888,캐릭터샵,12,t,f,t
6889,캐새끼,9,t,f,t
6890,캐쉐리,9,t,f,t
6891,캐쉬,6,t,f,f
6892,캐쉬무료,12,t,f,t
6893,캐쉬스파이더,18,t,f,t
6894,캐시,6,t,f,f
6895,캐시무료,12,t,f,t
6896,캐시스파이더,18,t,f,t
6897,캐씨,6,t,f,f
6898,캠빨,6,t,f,t
6899,캠색,6,t,f,t
6900,캠섹,6,t,f,t
6901,커엄새액,12,t,f,t
6902,커엄새엑,12,t,f,t
6903,커엄세액,12,t,f,t
6904,커엄세엑,12,t,f,t
6905,컴색,6,t,f,t
6906,컴세엑,9,t,f,t
6907,컴섹,6,t,f,t
6908,컴쌕,6,t,f,t
6909,컴쎅,6,t,f,t
6910,케릭터몰,12,t,f,t
6911,케릭터샵,12,t,f,t
6912,케쉬,6,t,f,f
6913,케시,6,t,f,f
6914,케이섹스,12,t,f,t
6915,코리아성인가이드,24,t,f,t
6916,코리아섹스,15,t,f,t
6917,코리아섹스샵,18,t,f,t
6918,코리아스트립닷컴,24,t,f,t
6919,코리아엑스파일,21,t,f,t
6920,코리아포로노,18,t,f,t
6921,코리아포르노,18,t,f,t
6922,코리안걸스,15,t,f,t
6923,코섹스,9,t,f,t
6924,코섹스넷,12,t,f,t
6925,코카인,9,t,f,t
6926,콘돔나라,12,t,f,t
6927,콘돔닥터,12,t,f,t
6928,콘돔몰,9,t,f,t
6929,콘돔사용,12,t,f,t
6930,콘돔예스,12,t,f,t
6931,콘돔피아,12,t,f,t
6932,콜girl,7,t,f,t
6933,콜걸,6,t,f,t
6934,쾌스천걸,12,t,f,t
6935,쾌스천맨,12,t,f,t
6936,쿠키걸,9,t,f,t
6937,쿠퍼상점,12,t,f,t
6938,쿨에로,9,t,f,t
6939,쿨와레즈,12,t,f,t
6940,크리토리스,15,t,f,t
6941,클라토리스,15,t,f,t
6942,클럽av스타,14,t,f,t
6943,클럽에로,12,t,f,t
6944,클리토리스,15,t,f,t
6945,클릭와레즈,15,t,f,t
6946,큼섹,6,t,f,t
6947,키스대행,12,t,f,t
6948,키스알바,12,t,f,t
6949,키워드샵,12,t,f,t
6950,키위와레즈,15,t,f,t
6951,킬링티비,12,t,f,t
6952,타부코리아,15,t,f,t
6953,턱주가리,12,t,f,f
6954,토크광장,12,t,f,t
6955,토탈에로,12,t,f,t
6956,퇴폐,6,t,f,t
6957,퇴폐이발소,15,t,f,t
6958,투앤투동거클럽,21,t,f,t
6959,튀껍,6,t,f,f
6960,튀껍냐,9,t,f,f
6961,튀꼽,6,t,f,f
6962,튀꼽냐,9,t,f,f
6963,트위스트김,15,t,f,t
6964,트위스트김섹스코리아,30,t,f,t
6965,트위스트김소라가이드,30,t,f,t
6966,특수콘돔,12,t,f,t
6967,티껍,6,t,f,t
6968,티껍냐,9,t,f,t
6969,티꼽,6,t,f,t
6970,티꼽냐,9,t,f,t
6971,티켓다방,12,t,f,t
6972,파랑새와레즈,18,t,f,t
6973,파워콤,9,t,f,t
6974,팔병신,9,t,f,t
6975,패미돔,9,t,f,t
6976,패션앤섹스,15,t,f,t
6977,패티쉬우먼,15,t,f,t
6978,팬티,6,t,f,f
6979,팬티캔디,12,t,f,t
6980,팰라티오,12,t,f,t
6981,퍼르노,9,t,f,t
6982,퍼큐,6,t,f,t
6983,펀색,6,t,f,t
6984,펀섹,6,t,f,t
6985,펔뀨,6,t,f,t
6986,펔유,6,t,f,t
6987,페니스,9,t,f,t
6988,페로몬,9,t,f,t
6989,페미돔,9,t,f,t
6990,페이퍼,9,t,f,t
6991,페티걸,9,t,f,t
6992,페티쉬러브,15,t,f,t
6993,페티쉬매거진,18,t,f,t
6994,페티쉬우먼,15,t,f,t
6995,페티쉬즘,12,t,f,t
6996,페티쉬코리아,18,t,f,t
6997,펜트하우스,15,t,f,t
6998,펜티,6,t,f,f
6999,평화민주당,15,t,f,t
7000,폐니스,9,t,f,t
7001,폐티쉬,9,t,f,t
7002,폐티시,9,t,f,t
7003,포경,6,t,f,f
7004,포뀨,6,t,f,t
7005,포노,6,t,f,f
7006,포로너,9,t,f,t
7007,포루x,7,t,f,t
7008,포르노24시,14,t,f,t
7009,포르노bozi,13,t,f,t
7010,포르노cinema,15,t,f,t
7011,포르노cnn,12,t,f,t
7012,포르노molca티비,20,t,f,t
7013,포르노porno섹스코리아,29,t,f,t
7014,포르노tv,11,t,f,t
7015,포르노worldcup,17,t,f,t
7016,포르노yadong,15,t,f,t
7017,포르노yadong섹스코리아,30,t,f,t
7018,포르노그라피,18,t,f,t
7019,포르노로,12,t,f,t
7020,포르노마나,15,t,f,t
7021,포르노만화,15,t,f,t
7022,포르노바다,15,t,f,t
7023,포르노배우,15,t,f,t
7024,포르노비디오,18,t,f,t
7025,포르노사이트,18,t,f,t
7026,포르노사진,15,t,f,t
7027,포르노세상,15,t,f,t
7028,포르노섹스,15,t,f,t
7029,포르노섹스tv,17,t,f,t
7030,포르노섹스마나,21,t,f,t
7031,포르노섹스소라가이드,30,t,f,t
7032,포르노섹스코리아,24,t,f,t
7033,포르노섹스코리아소라가이드,39,t,f,t
7034,포르노섹스트위스트김,30,t,f,t
7035,포르노스타,15,t,f,t
7036,포르노업,12,t,f,t
7037,포르노오팔팔,18,t,f,t
7038,포르노월드,15,t,f,t
7039,포르노자키,15,t,f,t
7040,포르노집닷컴,18,t,f,t
7041,포르노천국,15,t,f,t
7042,포르노천사,15,t,f,t
7043,포르노키위,15,t,f,t
7044,포르노테이프,18,t,f,t
7045,포르노테입,15,t,f,t
7046,포르노테잎,15,t,f,t
7047,포르노티비2580,19,t,f,t
7048,포르노파티,15,t,f,t
7049,포르노플레이보이,24,t,f,t
7050,포르느,9,t,f,f
7051,포르로,9,t,f,f
7052,포온,6,t,f,f
7053,포온섹,9,t,f,t
7054,포카리섹스,15,t,f,t
7055,포큐,6,t,f,f
7056,폭뀨,6,t,f,f
7057,폰녀구함,12,t,f,t
7058,폰떽,6,t,f,t
7059,폰색,6,t,f,t
7060,폰샑,6,t,f,t
7061,폰세엑,9,t,f,t
7062,폰섹스,9,t,f,t
7063,폰섻,6,t,f,t
7064,폰셁,6,t,f,t
7065,폰쉑,6,t,f,t
7066,폰쌕,6,t,f,t
7067,폰쎅,6,t,f,t
7068,폰팅,6,t,f,t
7069,퓨전와레즈,15,t,f,t
7070,프리server,12,t,f,t
7071,프리서버,12,t,f,t
7072,프리섭,9,t,f,t
7073,프리섹스샵,15,t,f,t
7074,프리섹스성인용품,24,t,f,t
7075,프리섹스코리아,21,t,f,t
7076,플래이보이,15,t,f,f
7077,플레이보이,15,t,f,f
7078,플레이보이2030,19,t,f,t
7079,플레이보이소라가이드,30,t,f,t
7080,플레이보이온라인,24,t,f,t
7081,플레이보조개,18,t,f,t
7082,플레이보지,15,t,f,t
7083,플레이섹스,15,t,f,t
7084,피임기구,12,t,f,t
7085,피임용품,12,t,f,t
7086,필로폰,9,t,f,t
7087,핑크누드샵,15,t,f,t
7088,핑크섹스샵,15,t,f,t
7089,핑크코리아,15,t,f,t
7090,하고픈녀,12,t,f,t
7091,하리수누드,15,t,f,t
7092,하이텔성인club,19,t,f,t
7093,한국소비자,15,t,f,f
7094,한국야동,12,t,f,t
7095,한국포르노,15,t,f,t
7096,한글섹스사이트,21,t,f,t
7097,한글섹스코리아,21,t,f,t
7098,한나라당,12,t,f,t
7099,한번꽂자,12,t,f,t
7100,한번주께,12,t,f,t
7101,한번줄래,12,t,f,t
7102,한총련,9,t,f,t
7103,할년,6,t,f,f
7104,할놈,6,t,f,f
7105,할인쿠폰,12,t,f,t
7106,할타,6,t,f,f
7107,할터,6,t,f,f
7108,핥아주께,12,t,f,t
7109,핥아줌,9,t,f,t
7110,핥을래,9,t,f,t
7111,핧아,6,t,f,t
7112,핧아줄께,12,t,f,t
7113,핧어,6,t,f,t
7114,함대주까,12,t,f,t
7115,함대줄까,12,t,f,t
7116,함대줄래,12,t,f,t
7117,함빨,6,t,f,t
7118,함빨자,9,t,f,t
7119,함소원nude,13,t,f,t
7120,함소원누두,15,t,f,t
7121,함소원누드,15,t,f,t
7122,함소원누드보기,21,t,f,t
7123,함소원누드사진,21,t,f,t
7124,함소원누드집,18,t,f,t
7125,함소원헤어누드,21,t,f,t
7126,핫도그tv,11,t,f,t
7127,핫성인용품,15,t,f,t
7128,핫섹스,9,t,f,t
7129,핫섹스재팬,15,t,f,t
7130,핫섹스코리아,18,t,f,t
7131,핫포르노,12,t,f,t
7132,핫포르노섹스,18,t,f,t
7133,항문,6,t,f,t
7134,항문섹스,12,t,f,t
7135,해적와레즈,15,t,f,t
7136,해피데이21성인용품,26,t,f,t
7137,해피투섹스,15,t,f,t
7138,핵사요,9,t,f,t
7139,핵삽니다,12,t,f,t
7140,핵프로그램삽니다,24,t,f,t
7141,핸타이,9,t,f,t
7142,향기콘돔,12,t,f,t
7143,허벌,6,t,f,f
7144,허벌이년,12,t,f,t
7145,허벌창,9,t,f,t
7146,허벌창년,12,t,f,t
7147,허벌창뇬,12,t,f,t
7148,허접같은놈,15,t,f,t
7149,허접새끼,12,t,f,t
7150,헤라러브샵,15,t,f,t
7151,헤로인,9,t,f,t
7152,헤어누드,12,t,f,t
7153,헨타이,9,t,f,t
7154,헨타이망가,15,t,f,t
7155,헬로우콘돔,15,t,f,t
7156,헬프섹스,12,t,f,t
7157,헴타이,9,t,f,t
7158,현금,6,t,f,t
7159,현금게임,12,t,f,t
7160,현금최대,12,t,f,t
7161,현금충전,12,t,f,t
7162,현찰,6,t,f,t
7163,현찰거래,12,t,f,t
7164,호구,6,t,f,f
7165,호구새끼,12,t,f,t
7166,호구쉐끼,12,t,f,t
7167,호냥년,9,t,f,t
7168,호랑상년아,15,t,f,t
7169,호모,6,t,f,f
7170,호모섹기,12,t,f,t
7171,호모쎄끼,12,t,f,t
7172,호봉새끼,12,t,f,t
7173,호봉세씨,12,t,f,t
7174,호봉쎄끼,12,t,f,t
7175,호봉쒜리,12,t,f,t
7176,호빠,6,t,f,t
7177,호스테스바,15,t,f,t
7178,호스트바,12,t,f,t
7179,호스트빠,12,t,f,t
7180,호스티스,12,t,f,t
7181,호양년,9,t,f,t
7182,호오로,9,t,f,t
7183,혼숙,6,t,f,t
7184,혼음,6,t,f,t
7185,홈섹스tv,11,t,f,t
7186,화상색,9,t,f,t
7187,화상섹,9,t,f,t
7188,화상폰팅,12,t,f,t
7189,화이트섹스라인,21,t,f,t
7190,화장실몰카,15,t,f,t
7191,확끈이와레즈,18,t,f,t
7192,확주기,9,t,f,t
7193,확지기,9,t,f,t
7194,확찌져,9,t,f,t
7195,확찟어,9,t,f,t
7196,확찢어,9,t,f,t
7197,황수정야동,15,t,f,t
7198,후다년,9,t,f,t
7199,후라들년,12,t,f,t
7200,후라질,9,t,f,t
7201,후라질놈,12,t,f,t
7202,후래아,9,t,f,t
7203,후러덜,9,t,f,t
7204,후레아들,12,t,f,t
7205,후릴년,9,t,f,t
7206,후배위,9,t,f,t
7207,후이즈섹스,15,t,f,t
7208,훔쳐보기,12,t,f,t
7209,히든포르노,15,t,f,t
7210,히로뽕,9,t,f,t
7211,조선인민,12,t,f,f
7212,조선인민민주,18,t,f,t
7213,인민민주공화국,21,t,f,t
7214,쟈지,6,t,f,t
7215,18넘,5,t,t,t
7216,AA운영자,11,t,f,t
7217,archeaqe,8,t,f,t
7218,cs,2,t,f,f
7219,excelgames,10,t,f,t
7220,gn,2,t,f,f
7221,go,2,t,f,f
7222,gw,2,t,f,f
7223,manager,7,t,f,t
7224,notice,6,t,f,t
7225,operator,8,t,f,t
7226,programer,9,t,f,t
7227,server,6,t,f,t
7228,xIgames,7,t,f,t
7229,xIgamez,7,t,f,t
7230,xl,2,t,f,f
7231,xlqames,7,t,f,t
7232,xlqamez,7,t,f,t
7233,가구재료상인,18,t,f,t
7234,가랑돌펑원,15,t,f,t
7235,가랑돌편웡,15,t,f,t
7236,가랑돌평윈,15,t,f,t
7237,가랑들평원,15,t,f,t
7238,가축상인,12,t,f,t
7239,각성의신관,15,t,f,t
7240,감시병스칼렛,18,t,f,t
7241,감시병호크아이,21,t,f,t
7242,갑옷상인,12,t,f,t
7243,강남텐프로,15,t,f,t
7244,거울왕국,12,t,f,t
7245,거울왕궁,12,t,f,t
7246,거율왕국,12,t,f,t
7247,건축상인,12,t,f,t
7248,검은샤막,12,t,f,t
7249,겨울왕국,12,t,f,t
7250,겸은사막,12,t,f,t
7251,경계경비병두리야나,27,t,f,t
7252,경매관리인,15,t,f,t
7253,경매장관리인,18,t,f,t
7254,계정관리,12,t,f,t
7255,계정도용,12,t,f,t
7256,계정재재,12,t,f,t
7257,계정재제,12,t,f,t
7258,계정제재,12,t,f,t
7259,계정제제,12,t,f,t
7260,고객관리,12,t,f,t
7261,고객지원,12,t,f,t
7262,고대의숩,12,t,f,t
7263,고대의슙,12,t,f,t
7264,고대의슢,12,t,f,t
7265,고댸의숲,12,t,f,t
7266,고데의숲,12,t,f,t
7267,고바논,9,t,f,t
7268,고바논장군,15,t,f,t
7269,골드거래,12,t,f,t
7270,골드사실분,15,t,f,t
7271,골드삽니다,15,t,f,t
7272,골드파라요,15,t,f,t
7273,골드파실분,15,t,f,t
7274,골드팔아요,15,t,f,t
7275,골드팝니다,15,t,f,t
7276,곰빛이끼숲,15,t,f,t
7277,공성무기상인,18,t,f,t
7278,공작성하인메어리,24,t,f,t
7279,굽은등상단원베닥,24,t,f,t
7280,그렐,6,t,f,t
7281,그렐의심복다도크,24,t,f,t
7282,그위오니드슙,18,t,f,t
7283,그위오니드슢,18,t,f,t
7284,그의오니드숩,18,t,f,t
7285,그의오니드숲,18,t,f,t
7286,그이오니드숲,18,t,f,t
7287,금빛이기숲,15,t,f,t
7288,금빛이끼슙,15,t,f,t
7289,금빛이끼슢,15,t,f,t
7290,금빛이키숩,15,t,f,t
7291,금빛이키숲,15,t,f,t
7292,금빝이끼숲,15,t,f,t
7293,금화거래,12,t,f,t
7294,금화사실분,15,t,f,t
7295,금화삽니다,15,t,f,t
7296,금화파라요,15,t,f,t
7297,금화팔아요,15,t,f,t
7298,금화팝니다,15,t,f,t
7299,기드,6,t,f,t
7300,기술자데펙티나,21,t,f,t
7301,기자단,9,t,f,t
7302,긴급점검,12,t,f,t
7303,긴급정검,12,t,f,t
7304,긴모래톰,12,t,f,t
7305,긴모래툡,12,t,f,t
7306,긴모럐톱,12,t,f,t
7307,긴모레톱,12,t,f,t
7308,긴묘래톱,12,t,f,t
7309,나빌,6,t,f,t
7310,나크로,9,t,f,t
7311,낚시꾼튜가,15,t,f,t
7312,넝마주이아킬라,21,t,f,t
7313,네손가락펜,15,t,f,t
7314,노래위땅,12,t,f,t
7315,노래의땀,12,t,f,t
7316,노럐의땅,12,t,f,t
7317,노레의땅,12,t,f,t
7318,노예서비스,15,t,f,t
7319,노이마리,12,t,f,t
7320,뇨래의땅,12,t,f,t
7321,뉴이마리,12,t,f,t
7322,다도크,9,t,f,t
7323,다라얀,9,t,f,t
7324,다르비스,12,t,f,t
7325,다미아누스,15,t,f,t
7326,다브나,9,t,f,t
7327,달리아,9,t,f,t
7328,달의둿면,12,t,f,t
7329,달의뒤면,12,t,f,t
7330,달의뒷먼,12,t,f,t
7331,더도는섬,12,t,f,t
7332,덜의뒷면,12,t,f,t
7333,데펙티나,12,t,f,t
7334,동들녘반도,15,t,f,t
7335,동틀녁반도,15,t,f,t
7336,동틀녘번도,15,t,f,t
7337,둉틀녘반도,15,t,f,t
7338,두관왕,9,t,f,t
7339,두리야나,12,t,f,t
7340,두완광,9,t,f,t
7341,둥틀녘반도,15,t,f,t
7342,듀왕관,9,t,f,t
7343,떠도는셤,12,t,f,t
7344,떠돌이악사플루시안,27,t,f,t
7345,떠드는섬,12,t,f,t
7346,떠벌이앙브리지,21,t,f,t
7347,뗘도는섬,12,t,f,t
7348,라배다,9,t,f,t
7349,라볘다,9,t,f,t
7350,란제리풀코스,18,t,f,t
7351,로갈로가산맥,18,t,f,t
7352,로갈로카산맥,18,t,f,t
7353,로이스터,12,t,f,t
7354,로카로카산맥,18,t,f,t
7355,로카로칼산맥,18,t,f,t
7356,로카의장기말돌,21,t,f,t
7357,로카의장기말둘,21,t,f,t
7358,로칼로카산먝,18,t,f,t
7359,로칼로칼산맥,18,t,f,t
7360,리시온,9,t,f,t
7361,릴리앗구릉지,18,t,f,t
7362,릴리엇구룽지,18,t,f,t
7363,마가,6,t,f,t
7364,마구간지기,15,t,f,t
7365,마그리나스,15,t,f,t
7366,마리아노블,15,t,f,t
7367,마리아노풀,15,t,f,t
7368,마스덴,9,t,f,t
7369,마이라,9,t,f,t
7370,마하대비,12,t,f,t
7371,만남사이트,15,t,f,t
7372,만족도설문,15,t,f,t
7373,만족도조사,15,t,f,t
7374,말자하르,12,t,f,t
7375,매니저,9,t,f,t
7376,매마른황무지,18,t,f,t
7377,매사낭고원,15,t,f,t
7378,매샤냥고원,15,t,f,t
7379,맬컴,6,t,f,t
7380,머하데비,12,t,f,t
7381,메르간마라,15,t,f,t
7382,메마른황무지,18,t,f,t
7383,메마른횡무지,18,t,f,t
7384,메사냥고원,15,t,f,t
7385,메어리,9,t,f,t
7386,메이델,9,t,f,t
7387,몌마른황무지,18,t,f,t
7388,모니터링,12,t,f,t
7389,모니터링담당,18,t,f,t
7390,모니터링요원,18,t,f,t
7391,모니터링팀,15,t,f,t
7392,묘목상인,12,t,f,t
7393,무기상인,12,t,f,t
7394,무지개벌퍈,15,t,f,t
7395,무지개별판,15,t,f,t
7396,무지개뻘판,15,t,f,t
7397,무지걔벌판,15,t,f,t
7398,무지게벌판,15,t,f,t
7399,무지계벌판,15,t,f,t
7400,문신장인오르페,21,t,f,t
7401,문재인,9,t,f,t
7402,뮤지개벌판,15,t,f,t
7403,민병대원,12,t,f,t
7404,민주통합당,15,t,f,t
7405,바다이야기,15,t,f,t
7406,바이러스감시,18,t,f,t
7407,바이러스관리,18,t,f,t
7408,바이러스대응,18,t,f,t
7409,바이러스분석,18,t,f,t
7410,바이러스팀,15,t,f,t
7411,박원순,9,t,f,t
7412,반디번도,12,t,f,t
7413,방목장관리인자나르간,30,t,f,t
7414,번디반도,12,t,f,t
7415,베단,6,t,f,t
7416,베이커,9,t,f,t
