id,use_ragdoll,use_ragdoll_hit,hit_power,rope_back,beanstalk_back,hrope_down,radius,height,model_file,movement_id,sight_range,sight_fov,shared_dummy_model,use_random_idle_control,fly_mode,underwater_creature,attack_start_range,physics_flags,physics_mass,physics_stiffness_scale,physics_living_mass,physics_living_gravity,physics_living_air_resistance,physics_living_k_air_control,physics_living_max_vel_ground,physics_living_min_slide_angle,physics_living_max_climb_angle,physics_living_min_fall_angle,physics_living_time_impulse_recover,physics_living_collider_mat,game_look_ik_blend_spine1,game_look_ik_blend_spine2,game_look_ik_blend_spine3,game_look_ik_blend_neck,game_look_ik_blend_head,game_bow_look_ik_blend_spine1,game_bow_look_ik_blend_spine2,game_bow_look_ik_blend_spine3,game_bow_look_ik_blend_neck,game_bow_look_ik_blend_head,game_sprint_multiplier,game_strafe_multiplier,game_backward_multiplier,game_grab_multiplier,game_walk_multiplier,game_inertia,game_inertia_accel,game_jump_height,game_lean_shift,game_lean_angle,game_max_grab_mass,game_max_grab_volume,slope_alignment,rope_hanging_hand_offset_x,rope_hanging_hand_offset_y,rope_hanging_hand_offset_z,portrait,use_ragdoll_knock_down,animation_graph,upperbody_graph,turn_speed,push_ragdoll,face_target_instantly,ground_targetable,swim_height,actor_height,hand_rate,game_walk_strafe_multiplier,game_walk_backward_multiplier,game_forward_multiplier,game_forward_diagonal_multiplier,game_backward_diagonal_multiplier,game_walk_forward_diagonal_multiplier,game_walk_backward_diagonal_multiplier
380,t,f,10,0.22,0.5,2.2,2.0,2.0,objects\Characters\monster\garuda\garuda_jade\garuda_jade.cdf,2,10.0,180.0,f,f,t,f,10.0,0,200,73,200,20.0,0.29,0.9,30,45.0,50.0,50.0,1.0,mat_player_collider,0.05,0.1,0.15,0.0,0.7,0.05,0.15,0.35,0.0,0.7,1.5,1.0,0.7,0.5,0.4,20.0,11.0,1.3,0.35,15,70,2.0,f,0.0,0.0,2.05,ui/portrait/garuda_jade.dds,t,monster_full_body.xml,monster_upper_body.xml,360.0,f,t,f,2.8,1.8,0.9,0.4,0.4,1.0,1.0,0.7,0.4,0.4
381,t,f,10,0.22,0.5,2.2,0.8,0.8,objects\Characters\monster\mimic\mimic_worn\mimic_worn.cdf,3,10.0,180.0,f,f,f,f,10.0,0,140,73,140,20.0,0.29,0.9,30,45.0,50.0,50.0,1.0,mat_player_collider,0.05,0.1,0.15,0.0,0.7,0.05,0.15,0.35,0.0,0.7,1.5,1.0,0.7,0.5,0.4,20.0,11.0,1.3,0.35,15,70,2.0,t,0.0,0.0,2.05,ui/portrait/mimic_worn.dds,f,monster_full_body.xml,monster_upper_body.xml,360.0,f,t,f,0.0,1.8,0.9,0.4,0.4,1.0,1.0,0.7,0.4,0.4
382,t,f,10,0.22,0.5,2.2,0.1,0.1,objects\Characters\animals\rat\rat_brown\rat_brown.cdf,0,10.0,180.0,f,f,f,f,10.0,0,80,73,80,20.0,0.29,0.9,30,45.0,50.0,50.0,1.0,mat_player_collider,0.05,0.1,0.15,0.0,0.7,0.05,0.15,0.35,0.0,0.7,1.5,1.0,0.7,0.5,0.4,20.0,11.0,1.3,0.35,15,70,2.0,t,0.0,0.0,2.05,ui/portrait/rat_brown.dds,f,monster_full_body.xml,monster_upper_body.xml,360.0,f,t,f,0.0,1.8,0.9,0.4,0.4,1.0,1.0,0.7,0.4,0.4
383,t,f,10,0.22,0.5,2.2,0.1,0.1,objects\Characters\animals\rat\rat_grey\rat_grey.cdf,0,10.0,180.0,f,f,f,f,10.0,0,80,73,80,20.0,0.29,0.9,30,45.0,50.0,50.0,1.0,mat_player_collider,0.05,0.1,0.15,0.0,0.7,0.05,0.15,0.35,0.0,0.7,1.5,1.0,0.7,0.5,0.4,20.0,11.0,1.3,0.35,15,70,2.0,t,0.0,0.0,2.05,ui/portrait/rat_grey.dds,f,monster_full_body.xml,monster_upper_body.xml,360.0,f,t,f,0.0,1.8,0.9,0.4,0.4,1.0,1.0,0.7,0.4,0.4
384,t,f,10,0.22,0.5,2.2,0.1,0.1,objects\Characters\animals\rat\rat_white\rat_white.cdf,0,10.0,180.0,f,f,f,f,10.0,0,80,73,80,20.0,0.29,0.9,30,45.0,50.0,50.0,1.0,mat_player_collider,0.05,0.1,0.15,0.0,0.7,0.05,0.15,0.35,0.0,0.7,1.5,1.0,0.7,0.5,0.4,20.0,11.0,1.3,0.35,15,70,2.0,t,0.0,0.0,2.05,ui/portrait/rat_white.dds,f,monster_full_body.xml,monster_upper_body.xml,360.0,f,t,f,0.0,1.8,0.9,0.4,0.4,1.0,1.0,0.7,0.4,0.4
385,t,f,10,0.22,0.5,2.2,0.1,0.1,objects\Characters\animals\rat\rat_yellow\rat_yellow.cdf,0,10.0,180.0,f,f,f,f,10.0,0,80,73,80,20.0,0.29,0.9,30,45.0,50.0,50.0,1.0,mat_player_collider,0.05,0.1,0.15,0.0,0.7,0.05,0.15,0.35,0.0,0.7,1.5,1.0,0.7,0.5,0.4,20.0,11.0,1.3,0.35,15,70,2.0,f,0.0,0.0,2.05,ui/portrait/rat_yellow.dds,f,monster_full_body.xml,monster_upper_body.xml,360.0,f,t,f,0.0,1.8,0.9,0.4,0.4,1.0,1.0,0.7,0.4,0.4
386,t,f,10,0.22,0.5,2.2,1.3,1.3,objects\Characters\monster\twoheadsnake_swamp\twoheadsnake_swamp.chr,0,10.0,180.0,f,f,f,f,10.0,0,250,73,250,20.0,0.29,0.9,30,45.0,50.0,50.0,1.0,mat_player_collider,0.05,0.1,0.15,0.0,0.7,0.05,0.15,0.35,0.0,0.7,1.5,1.0,0.7,0.5,0.4,20.0,11.0,1.3,0.35,15,70,2.0,t,0.0,0.0,2.05,ui/portrait/twoheadsnake_swamp.dds,f,monster_full_body.xml,monster_upper_body.xml,360.0,f,t,f,0.0,1.8,0.9,0.4,0.4,1.0,1.0,0.7,0.4,0.4
387,t,f,10,0.22,0.5,2.2,0.5,0.5,objects/Characters/monster/biarm/biarm_stoneax/biarm_stoneax_archer/biarm_stoneax_archer.cdf,0,10.0,180.0,f,f,f,f,10.0,0,80,73,80,20.0,0.29,0.9,30,45.0,50.0,50.0,1.0,mat_player_collider,0.05,0.1,0.15,0.0,0.7,0.05,0.15,0.35,0.0,0.7,1.5,1.0,0.7,0.5,0.4,20.0,11.0,1.3,0.35,15,70,2.0,f,0.0,0.0,2.05,ui/portrait/biarm_stoneax_archer.dds,f,monster_full_body.xml,monster_upper_body.xml,360.0,f,t,f,0.0,1.8,0.9,0.4,0.4,1.0,1.0,0.7,0.4,0.4
388,t,f,10,0.22,0.5,2.2,0.5,0.5,objects/Characters/monster/biarm/biarm_stoneax/biarm_stoneax_scratcher/biarm_stoneax_scratcher.cdf,0,10.0,180.0,f,f,f,f,10.0,0,80,73,80,20.0,0.29,0.9,30,45.0,50.0,50.0,1.0,mat_player_collider,0.05,0.1,0.15,0.0,0.7,0.05,0.15,0.35,0.0,0.7,1.5,1.0,0.7,0.5,0.4,20.0,11.0,1.3,0.35,15,70,2.0,f,0.0,0.0,2.05,ui/portrait/biarm_stoneax_archer.dds,f,monster_full_body.xml,monster_upper_body.xml,360.0,f,t,f,0.0,1.8,0.9,0.4,0.4,1.0,1.0,0.7,0.4,0.4
389,t,f,10,0.22,0.5,2.2,0.5,0.5,objects/Characters/monster/biarm/biarm_stoneax/biarm_stoneax_warrior/biarm_stoneax_warrior.cdf,0,10.0,180.0,f,f,f,f,10.0,0,80,73,80,20.0,0.29,0.9,30,45.0,50.0,50.0,1.0,mat_player_collider,0.05,0.1,0.15,0.0,0.7,0.05,0.15,0.35,0.0,0.7,1.5,1.0,0.7,0.5,0.4,20.0,11.0,1.3,0.35,15,70,2.0,f,0.0,0.0,2.05,ui/portrait/biarm_stoneax_archer.dds,f,monster_full_body.xml,monster_upper_body.xml,360.0,f,t,f,0.0,1.8,0.9,0.4,0.4,1.0,1.0,0.7,0.4,0.4
390,t,f,10,0.22,0.5,2.2,0.5,0.5,objects/Characters/monster/biarm/biarm_stoneaxhq/biarm_stoneaxhq_flame_thrower/biarm_stoneaxhq_flame_thrower.cdf,0,10.0,180.0,f,f,f,f,10.0,0,80,73,80,20.0,0.29,0.9,30,45.0,50.0,50.0,1.0,mat_player_collider,0.05,0.1,0.15,0.0,0.7,0.05,0.15,0.35,0.0,0.7,1.5,1.0,0.7,0.5,0.4,20.0,11.0,1.3,0.35,15,70,2.0,f,0.0,0.0,2.05,ui/portrait/biarm_stoneaxhq_flame_thrower.dds,f,monster_full_body.xml,monster_upper_body.xml,360.0,f,t,f,0.0,1.8,0.9,0.4,0.4,1.0,1.0,0.7,0.4,0.4
391,t,f,10,0.22,0.5,2.2,0.5,0.5,objects/Characters/monster/biarm/biarm_stoneaxhq/biarm_stoneaxhq_poison_thrower/biarm_stoneaxhq_poison_thrower.cdf,0,10.0,180.0,f,f,f,f,10.0,0,80,73,80,20.0,0.29,0.9,30,45.0,50.0,50.0,1.0,mat_player_collider,0.05,0.1,0.15,0.0,0.7,0.05,0.15,0.35,0.0,0.7,1.5,1.0,0.7,0.5,0.4,20.0,11.0,1.3,0.35,15,70,2.0,f,0.0,0.0,2.05,ui/portrait/biarm_stoneaxhq_flame_thrower.dds,f,monster_full_body.xml,monster_upper_body.xml,360.0,f,t,f,0.0,1.8,0.9,0.4,0.4,1.0,1.0,0.7,0.4,0.4
392,t,f,10,0.22,0.5,2.2,0.1,0.1,objects\Characters\animals\frog\frog_green\frog_green.chr,0,10.0,180.0,f,f,f,f,10.0,0,80,73,80,20.0,0.29,0.9,30,45.0,50.0,50.0,1.0,mat_player_collider,0.05,0.1,0.15,0.0,0.7,0.05,0.15,0.35,0.0,0.7,1.5,1.0,0.7,0.5,0.4,20.0,11.0,1.3,0.35,15,70,2.0,t,0.0,0.0,2.05,ui/portrait/frog_green.dds,t,monster_full_body.xml,monster_upper_body.xml,360.0,f,t,f,0.0,1.8,0.9,0.4,0.4,1.0,1.0,0.7,0.4,0.4
394,t,f,10,0.22,0.5,2.2,0.5,0.5,objects\Characters\animals\snake\green_python\green_python.chr,0,10.0,180.0,f,f,f,f,10.0,0,80,73,80,20.0,0.29,0.9,30,45.0,50.0,50.0,1.0,mat_player_collider,0.05,0.1,0.15,0.0,0.7,0.05,0.15,0.35,0.0,0.7,1.5,1.0,0.7,0.5,0.4,20.0,11.0,1.3,0.35,15,70,2.0,t,0.0,0.0,2.05,ui/portrait/green_python.dds,f,monster_full_body.xml,monster_upper_body.xml,360.0,f,t,f,0.0,1.8,0.9,0.4,0.4,1.0,1.0,0.7,0.4,0.4
395,t,f,10,0.22,0.5,2.2,0.5,0.5,objects\Characters\animals\snake\viper_snake\viper_snake.cdf,0,10.0,180.0,f,f,f,f,10.0,0,80,73,80,20.0,0.29,0.9,30,45.0,50.0,50.0,1.0,mat_player_collider,0.05,0.1,0.15,0.0,0.7,0.05,0.15,0.35,0.0,0.7,1.5,1.0,0.7,0.5,0.4,20.0,11.0,1.3,0.35,15,70,2.0,t,0.0,0.0,2.05,ui/portrait/viper_snake.dds,f,monster_full_body.xml,monster_upper_body.xml,360.0,f,t,f,0.0,1.8,0.9,0.4,0.4,1.0,1.0,0.7,0.4,0.4
396,t,f,10,0.22,0.5,2.2,0.5,0.5,objects\Characters\animals\snake\flower_snake\flower_snake.cdf,0,10.0,180.0,f,f,f,f,10.0,0,80,73,80,20.0,0.29,0.9,30,45.0,50.0,50.0,1.0,mat_player_collider,0.05,0.1,0.15,0.0,0.7,0.05,0.15,0.35,0.0,0.7,1.5,1.0,0.7,0.5,0.4,20.0,11.0,1.3,0.35,15,70,2.0,t,0.0,0.0,2.05,ui/portrait/flower_snake.dds,f,monster_full_body.xml,monster_upper_body.xml,360.0,f,t,f,0.0,1.8,0.9,0.4,0.4,1.0,1.0,0.7,0.4,0.4
397,t,f,10,0.22,0.5,2.2,0.14,0.14,objects\Characters\animals\frog\frog_brown\frog_brown.cdf,0,10.0,180.0,f,f,f,f,10.0,0,80,73,80,20.0,0.29,0.9,30,45.0,50.0,50.0,1.0,mat_player_collider,0.05,0.1,0.15,0.0,0.7,0.05,0.15,0.35,0.0,0.7,1.5,1.0,0.7,0.5,0.4,20.0,11.0,1.3,0.35,15,70,2.0,t,0.0,0.0,2.05,ui/portrait/frog_brown.dds,t,monster_full_body.xml,monster_upper_body.xml,360.0,f,t,f,0.0,1.8,0.9,0.4,0.4,1.0,1.0,0.7,0.4,0.4
398,t,f,10,0.22,0.5,2.2,0.1,0.1,objects\Characters\animals\frog\frog_brown_spot\frog_brown_spot.cdf,0,10.0,180.0,f,f,f,f,10.0,0,80,73,80,20.0,0.29,0.9,30,45.0,50.0,50.0,1.0,mat_player_collider,0.05,0.1,0.15,0.0,0.7,0.05,0.15,0.35,0.0,0.7,1.5,1.0,0.7,0.5,0.4,20.0,11.0,1.3,0.35,15,70,2.0,t,0.0,0.0,2.05,ui/portrait/frog_brown_spot.dds,t,monster_full_body.xml,monster_upper_body.xml,360.0,f,t,f,0.0,1.8,0.9,0.4,0.4,1.0,1.0,0.7,0.4,0.4
399,t,f,10,0.22,0.5,2.2,0.1,0.1,objects\Characters\animals\frog\frog_green_spot\frog_green_spot.cdf,0,10.0,180.0,f,f,f,f,10.0,0,80,73,80,20.0,0.29,0.9,30,45.0,50.0,50.0,1.0,mat_player_collider,0.05,0.1,0.15,0.0,0.7,0.05,0.15,0.35,0.0,0.7,1.5,1.0,0.7,0.5,0.4,20.0,11.0,1.3,0.35,15,70,2.0,t,0.0,0.0,2.05,ui/portrait/frog_green_spot.dds,t,monster_full_body.xml,monster_upper_body.xml,360.0,f,t,f,0.0,1.8,0.9,0.4,0.4,1.0,1.0,0.7,0.4,0.4
400,t,f,10,0.22,0.5,2.2,0.5,0.5,objects\Characters\monster\daru\daru_pilot\daru_pilot.chr,0,10.0,180.0,f,f,f,f,10.0,0,80,73,80,20.0,0.29,0.9,30,45.0,50.0,50.0,1.0,mat_player_collider,0.05,0.1,0.15,0.0,0.7,0.05,0.15,0.35,0.0,0.7,1.5,1.0,0.7,0.5,0.4,20.0,11.0,1.3,0.35,15,70,2.0,f,0.0,0.0,2.05,ui/portrait/daru_pilot.dds,f,npc_full_body.xml,npc_upper_body.xml,360.0,f,t,f,0.0,1.8,0.9,0.4,0.4,1.0,1.0,0.7,0.4,0.4
401,t,f,10,0.22,0.5,2.2,0.8,0.8,objects/Characters/monster/centauros/centauros_snowfield_archer/centauros_snowfield_archer.cdf,0,10.0,180.0,f,f,f,f,10.0,0,200,73,200,20.0,0.29,0.9,30,45.0,50.0,50.0,1.0,mat_player_collider,0.05,0.1,0.15,0.0,0.7,0.05,0.15,0.35,0.0,0.7,1.5,1.0,0.7,0.5,0.4,20.0,11.0,1.3,0.35,15,70,2.0,f,0.0,0.0,2.05,ui/portrait/centauros_snowfield_archer.dds,f,monster_full_body.xml,monster_upper_body.xml,360.0,f,t,f,0.0,1.8,0.9,0.4,0.4,1.0,1.0,0.7,0.4,0.4
402,t,f,10,0.22,0.5,2.2,0.8,0.8,objects/Characters/monster/centauros/centauros_snowfield_warrior/centauros_snowfield_warrior.cdf,0,10.0,180.0,f,f,f,f,10.0,0,200,73,200,20.0,0.29,0.9,30,45.0,50.0,50.0,1.0,mat_player_collider,0.05,0.1,0.15,0.0,0.7,0.05,0.15,0.35,0.0,0.7,1.5,1.0,0.7,0.5,0.4,20.0,11.0,1.3,0.35,15,70,2.0,f,0.0,0.0,2.05,ui/portrait/centauros_snowfield_warrior.dds,f,monster_full_body.xml,monster_upper_body.xml,360.0,f,t,f,0.0,1.8,0.9,0.4,0.4,1.0,1.0,0.7,0.4,0.4
403,t,f,10,0.22,0.5,2.2,0.8,0.8,objects/Characters/monster/centauros/centauros_black_archer/centauros_black_archer.cdf,0,10.0,180.0,f,f,f,f,10.0,0,200,73,200,20.0,0.29,0.9,30,45.0,50.0,50.0,1.0,mat_player_collider,0.05,0.1,0.15,0.0,0.7,0.05,0.15,0.35,0.0,0.7,1.5,1.0,0.7,0.5,0.4,20.0,11.0,1.3,0.35,15,70,2.0,f,0.0,0.0,2.05,ui/portrait/centauros_black_archer.dds,f,monster_full_body.xml,monster_upper_body.xml,360.0,f,t,f,0.0,1.8,0.9,0.4,0.4,1.0,1.0,0.7,0.4,0.4
404,t,f,10,0.22,0.5,2.2,0.8,0.8,objects/characters/monster/centauros/centauros_black_shaman/centauros_black_shaman.cdf,0,10.0,180.0,f,f,f,f,10.0,0,200,73,200,20.0,0.29,0.9,30,45.0,50.0,50.0,1.0,mat_player_collider,0.05,0.1,0.15,0.0,0.7,0.05,0.15,0.35,0.0,0.7,1.5,1.0,0.7,0.5,0.4,20.0,11.0,1.3,0.35,15,70,2.0,f,0.0,0.0,2.05,ui/portrait/centauros_black_shaman.dds,f,monster_full_body.xml,monster_upper_body.xml,360.0,f,t,f,0.0,1.8,0.9,0.4,0.4,1.0,1.0,0.7,0.4,0.4
405,t,f,10,0.22,0.5,2.2,0.8,0.8,objects/Characters/monster/centauros/centauros_black_warrior/centauros_black_warrior.cdf,0,10.0,180.0,f,f,f,f,10.0,0,200,73,200,20.0,0.29,0.9,30,45.0,50.0,50.0,1.0,mat_player_collider,0.05,0.1,0.15,0.0,0.7,0.05,0.15,0.35,0.0,0.7,1.5,1.0,0.7,0.5,0.4,20.0,11.0,1.3,0.35,15,70,2.0,f,0.0,0.0,2.05,ui/portrait/centauros_black_warrior.dds,f,monster_full_body.xml,monster_upper_body.xml,360.0,f,t,f,0.0,1.8,0.9,0.4,0.4,1.0,1.0,0.7,0.4,0.4
406,t,f,10,0.22,0.5,2.2,3.0,3.0,objects\Characters\monster\grubs\grubs_bone\grubs_bone.chr,0,10.0,180.0,f,f,f,f,10.0,0,500,73,500,20.0,0.29,0.9,30,45.0,50.0,50.0,1.0,mat_player_collider,0.05,0.1,0.15,0.0,0.7,0.05,0.15,0.35,0.0,0.7,1.5,1.0,0.7,0.5,0.4,20.0,11.0,1.3,0.35,15,70,2.0,t,0.0,0.0,2.05,ui/portrait/grubs_bone.dds,f,monster_full_body.xml,monster_upper_body.xml,360.0,f,t,f,0.0,1.8,0.9,0.4,0.4,1.0,1.0,0.7,0.4,0.4
407,t,f,10,0.22,0.5,2.2,0.5,0.5,objects/characters/monster/harpy/harpy_redwing/harpy_redwing.cdf,2,10.0,180.0,f,f,t,f,10.0,0,80,73,80,20.0,0.29,0.9,30,45.0,50.0,50.0,1.0,mat_player_collider,0.05,0.1,0.15,0.0,0.7,0.05,0.15,0.35,0.0,0.7,1.5,1.0,0.7,0.5,0.4,20.0,11.0,1.3,0.35,15,70,2.0,f,0.0,0.0,2.05,ui/portrait/harpy_redwing.dds,f,monster_full_body.xml,monster_upper_body.xml,360.0,f,t,f,0.0,1.8,0.9,0.4,0.4,1.0,1.0,0.7,0.4,0.4
409,t,f,10,0.22,0.5,2.2,0.5,0.5,objects/characters/monster/sarracenia_bogs/sarracenia_bogs.chr,0,10.0,180.0,f,f,f,f,10.0,0,80,73,80,20.0,0.29,0.9,30,45.0,50.0,50.0,1.0,mat_player_collider,0.05,0.1,0.15,0.0,0.7,0.05,0.15,0.35,0.0,0.7,1.5,1.0,0.7,0.5,0.4,20.0,11.0,1.3,0.35,15,70,2.0,f,0.0,0.0,2.05,ui/portrait/sarracenia_bogs.dds,f,monster_full_body.xml,monster_upper_body.xml,360.0,f,t,f,0.0,1.8,0.9,0.4,0.4,1.0,1.0,0.7,0.4,0.4
410,t,f,10,0.22,0.5,2.2,0.5,0.5,objects/Characters/monster/hippogriff/hippogriff.chr,0,10.0,180.0,f,f,f,f,10.0,0,80,73,80,20.0,0.29,0.9,30,45.0,50.0,50.0,1.0,mat_player_collider,0.05,0.1,0.15,0.0,0.7,0.05,0.15,0.35,0.0,0.7,1.5,1.0,0.7,0.5,0.4,20.0,11.0,1.3,0.35,15,70,2.0,f,0.0,0.0,2.05,ui/portrait/hippogriff.dds,f,monster_full_body.xml,monster_upper_body.xml,360.0,f,t,f,0.0,1.8,0.9,0.4,0.4,1.0,1.0,0.7,0.4,0.4
412,t,f,10,0.22,0.5,2.2,10.0,10.0,objects\Characters\monster\kraken\kraken.cdf,2,10.0,180.0,f,f,f,t,10.0,0,500,73,80,20.0,0.29,0.9,30,45.0,50.0,50.0,1.0,mat_player_collider,0.05,0.1,0.15,0.0,0.7,0.05,0.15,0.35,0.0,0.7,1.5,1.0,0.7,0.5,0.4,20.0,11.0,1.3,0.35,15,70,2.0,f,0.0,0.0,2.05,,t,monster_full_body_big.xml,monster_upper_body_big.xml,10.0,f,f,f,0.0,1.8,0.9,0.4,0.4,1.0,1.0,0.7,0.4,0.4
413,t,f,10,0.22,0.5,2.2,0.4,0.4,objects\Characters\animals\sheep\sheep_black\sheep_black.cdf,0,10.0,180.0,f,f,f,f,10.0,0,80,73,80,20.0,0.29,0.9,30,45.0,50.0,50.0,1.0,mat_player_collider,0.05,0.1,0.15,0.0,0.7,0.05,0.15,0.35,0.0,0.7,1.5,1.0,0.7,0.5,0.4,20.0,11.0,1.3,0.35,15,70,2.0,f,0.0,0.0,2.05,ui/portrait/sheep_black.dds,t,monster_full_body.xml,monster_upper_body.xml,360.0,f,t,f,0.0,1.8,0.9,0.4,0.4,1.0,1.0,0.7,0.4,0.4
414,t,f,10,0.22,0.5,2.2,0.4,0.4,objects\Characters\animals\sheep\sheep_brown\sheep_brown.cdf,0,10.0,180.0,f,f,f,f,10.0,0,80,73,80,20.0,0.29,0.9,30,45.0,50.0,50.0,1.0,mat_player_collider,0.05,0.1,0.15,0.0,0.7,0.05,0.15,0.35,0.0,0.7,1.5,1.0,0.7,0.5,0.4,20.0,11.0,1.3,0.35,15,70,2.0,f,0.0,0.0,2.05,ui/portrait/sheep_brown.dds,t,monster_full_body.xml,monster_upper_body.xml,360.0,f,t,f,0.0,1.8,0.9,0.4,0.4,1.0,1.0,0.7,0.4,0.4
415,t,f,10,0.22,0.5,2.2,0.5,0.5,objects\Characters\monster\flamingo_blue\flamingo_blue.cdf,0,10.0,180.0,f,f,f,f,10.0,0,80,73,80,20.0,0.29,0.9,30,45.0,50.0,50.0,1.0,mat_player_collider,0.05,0.1,0.15,0.0,0.7,0.05,0.15,0.35,0.0,0.7,1.5,1.0,0.7,0.5,0.4,20.0,11.0,1.3,0.35,15,70,2.0,f,0.0,0.0,2.05,,f,monster_full_body.xml,monster_upper_body.xml,360.0,f,t,f,0.0,1.8,0.9,0.4,0.4,1.0,1.0,0.7,0.4,0.4
417,f,f,10,0.22,0.5,2.2,3.0,3.0,objects/characters/monster/yaksa_big/yaksa_big.cdf,0,10.0,360.0,f,f,f,f,10.0,0,100,73,500,20.0,0.29,0.9,30,45.0,50.0,50.0,1.0,mat_player_collider,0.05,0.1,0.15,0.0,0.7,0.05,0.15,0.35,0.0,0.7,1.5,1.0,0.7,0.5,0.4,20.0,11.0,1.3,0.35,15,70,2.0,f,0.0,0.0,2.05,ui/portrait/yaksa_big.dds,t,monster_full_body_big.xml,monster_upper_body_big.xml,360.0,f,t,f,0.0,1.8,0.9,0.4,0.4,1.0,1.0,0.7,0.4,0.4
418,t,f,10,0.22,0.5,2.2,0.5,0.5,objects\Characters\animals\chicken\chicken.chr,0,10.0,180.0,f,f,f,f,10.0,0,80,73,80,20.0,0.29,0.9,30,45.0,50.0,50.0,1.0,mat_player_collider,0.05,0.1,0.15,0.0,0.7,0.05,0.15,0.35,0.0,0.7,1.5,1.0,0.7,0.5,0.4,20.0,11.0,1.3,0.35,15,70,2.0,f,0.0,0.0,2.05,ui/portrait/chicken.dds,t,monster_full_body.xml,monster_upper_body.xml,360.0,f,t,f,0.0,1.8,0.9,0.4,0.4,1.0,1.0,0.7,0.4,0.4
419,t,f,10,0.22,0.5,2.2,0.5,0.5,objects\Characters\monster\porcupineslime_long\porcupineslime_long.chr,0,10.0,180.0,f,f,f,f,10.0,0,80,73,80,20.0,0.29,0.9,30,45.0,50.0,50.0,1.0,mat_player_collider,0.05,0.1,0.15,0.0,0.7,0.05,0.15,0.35,0.0,0.7,1.5,1.0,0.7,0.5,0.4,20.0,11.0,1.3,0.35,15,70,2.0,t,0.0,0.0,2.05,ui/portrait/porcupineslime_long.dds,t,monster_full_body.xml,monster_upper_body.xml,360.0,f,t,f,0.0,1.8,0.9,0.4,0.4,1.0,1.0,0.7,0.4,0.4
420,t,f,10,0.22,0.5,2.2,10.0,10.0,objects\Characters\monster\kraken\gstar\kraken.chr,2,10.0,180.0,f,f,f,t,10.0,0,80,73,80,20.0,0.29,0.9,30,45.0,50.0,50.0,1.0,mat_player_collider,0.05,0.1,0.15,0.0,0.7,0.05,0.15,0.35,0.0,0.7,1.5,1.0,0.7,0.5,0.4,20.0,11.0,1.3,0.35,15,70,2.0,f,0.0,0.0,2.05,,t,monster_full_body_big.xml,monster_upper_body_big.xml,360.0,f,t,f,0.0,1.8,0.9,0.4,0.4,1.0,1.0,0.7,0.4,0.4
421,f,f,10,0.22,0.5,2.2,22.0,22.0,objects\Characters\monster\kraken\kraken.cdf,0,10.0,180.0,f,f,f,t,10.0,0,2000,73,2000,20.0,0.29,0.9,30,45.0,50.0,50.0,1.0,mat_player_collider,0.05,0.1,0.15,0.0,0.7,0.05,0.15,0.35,0.0,0.7,1.5,1.0,0.7,0.5,0.4,20.0,11.0,1.3,0.35,15,70,2.0,f,0.0,0.0,2.05,ui/portrait/kraken.dds,f,monster_full_body_big.xml,monster_upper_body_big.xml,45.0,f,f,t,0.0,1.8,0.9,0.4,0.4,1.0,1.0,0.7,0.4,0.4
422,t,t,10,0.22,0.5,2.2,5.0,5.0,objects/characters/monster/giant_brute/giant_brute.chr,0,10.0,180.0,f,f,f,f,10.0,0,1000,73,1000,20.0,0.29,0.9,30,45.0,50.0,50.0,1.0,mat_player_collider,0.05,0.1,0.15,0.0,0.7,0.05,0.15,0.35,0.0,0.7,1.5,1.0,0.7,0.5,0.4,20.0,11.0,1.3,0.35,15,70,2.0,t,0.0,0.0,2.05,ui/portrait/giant_brute.dds,t,monster_full_body_big.xml,monster_upper_body_big.xml,0.0,f,f,f,0.0,1.8,0.9,0.4,0.4,1.0,1.0,0.7,0.4,0.4
423,f,f,10,0.22,0.5,2.2,5.0,5.0,Objects/Characters/monster/basilisk_big/basilisk_big.chr,0,10.0,180.0,f,f,f,f,10.0,0,1000,73,1000,20.0,0.29,0.9,30,45.0,50.0,50.0,1.0,mat_player_collider,0.05,0.1,0.15,0.0,0.7,0.05,0.15,0.35,0.0,0.7,1.5,1.0,0.7,0.5,0.4,20.0,11.0,1.3,0.35,15,70,2.0,t,0.0,0.0,2.05,ui/portrait/basilisk_big.dds,t,monster_full_body_big.xml,monster_upper_body_big.xml,360.0,f,t,f,0.0,1.8,0.9,0.4,0.4,1.0,1.0,0.7,0.4,0.4
424,t,f,10,0.22,0.5,2.2,0.5,0.5,objects\Characters\monster\yaksa\yaksa_bard\yaksa_bard.cdf,0,10.0,180.0,f,f,f,f,10.0,0,80,73,80,20.0,0.29,0.9,30,45.0,50.0,50.0,1.0,mat_player_collider,0.05,0.1,0.15,0.0,0.7,0.05,0.15,0.35,0.0,0.7,1.5,1.0,0.7,0.5,0.4,20.0,11.0,1.3,0.35,15,70,2.0,f,0.0,0.0,2.05,ui/portrait/yaksa_big.dds,f,monster_full_body.xml,monster_upper_body.xml,360.0,f,t,f,0.0,1.8,0.9,0.4,0.4,1.0,1.0,0.7,0.4,0.4
