id,quest_component_text_kind_id,quest_component_id,text
8795,4,13550,눈사자 휴식처에 있는 @NPC_NAME(1284)와 대화를 나눠야 합니다.
8796,4,12667,"도로시의 집 주변에 있는 @NPC_GROUP_NAME(271)과 가위바위보 대결을 합니다.(@NPC_GROUP_NAME(271)을 대상으로 채팅창에 /가위, /바위, /보 입력)"
8797,4,12672,도로시의 집으로 돌아가 @NPC_NAME(2851)에게 @NPC_GROUP_NAME(272)을 처치한 사실을 알립니다.
8798,4,12671,동부 황금 평원의 @NPC_GROUP_NAME(272) 마을로 가서 그들을 처치합니다.
8799,4,13703,@ITEM_NAME(8518)를 구해옵니다.
8800,4,13704,도로시의 집 주변에 있는 @NPC_NAME(2807)에게 @ITEM_NAME(8518)를 건넵니다.
8801,4,12755,피고름 해적단 항해일지를 원하는 사람을 찾습니다.
8802,4,12756,피고름 해적단 항해일지를 원하는 사람을 찾습니다.
8803,4,12757,피고름 해적단 항해일지를 원하는 사람을 찾습니다.
8804,4,13707,피고름 해적단 항해일지를 원하는 사람을 찾습니다.
8806,4,12681,피고름 해적단 마을에 있는 솥에 독약을 풉니다.
8807,4,12682,도로시의 집으로 돌아가 @NPC_NAME(2806)를 만납니다.
8808,4,12698,도로시의 집 주변에서 @NPC_NAME(2761)를 찾은 후 @ITEM_NAME(18729)을 던져 제압한 뒤 처치해야 합니다.
8809,4,13716,동부 황금 평원의 양조장으로 이동한 후 @NPC_NAME(2809)를 만납니다.
8810,4,13553,눈사자 휴식처에 서식하는 @ITEM_NAME(18988)|1을;를; 수집해야 합니다.
8811,4,13554,눈사자 휴식처에 있는 @NPC_NAME(1285)에게 돌아가 @ITEM_NAME(18988)|1을;를; 전해줘야 합니다.
8812,4,13559,눈사자 휴식처에 있는 @NPC_NAME(1286)에게 @ITEM_NAME(18989)|1을;를; 전해줘야 합니다.
8813,4,13562,눈사자 휴식처에 있는 @NPC_NAME(1288)을 물리쳐야 합니다.
8814,4,13565,눈사자 휴식처에 서식하는 @NPC_NAME(1289)를 물리쳐야 합니다.
8815,4,13566,눈사자 휴식처에 있는 @NPC_NAME(1290)에게 돌아가야 합니다.
8816,4,13571,페레 정찰대 야영지에 있는 @NPC_NAME(1291)에게 @ITEM_NAME(20034)|1을;를; 전해줘야 합니다.
8817,4,13574,눈사자 휴식처 곳곳에 있는 @ITEM_NAME(18993)|1을;를; 모아와야 합니다.
8818,4,13575,눈사자 휴식처에 있는 @NPC_NAME(1286)에게 @ITEM_NAME(18993)|1을;를; 전해줘야 합니다.
8819,4,13579,"눈사자 휴식처를 배회하는 눈사자의 생명력을 절반 이하로 낮춘 후, @ITEM_NAME(18994)|1을;를; 던져서 포획해야 합니다."
8820,4,13580,눈사자의 휴식처에 있는 @NPC_NAME(1286)에게 @ITEM_NAME(26113)|1을;를; 전해줘야 합니다.
8822,4,13585,눈사자 휴식처 동쪽에 있는 @NPC_NAME(1294)과 대화해야 합니다.
8823,4,13588,눈사자 휴식처 곳곳에 분포해 있는 @DOODAD_NAME(3559)을 없애야 합니다.
8824,4,13589,눈사자 휴식처에 있는 @NPC_NAME(1293)에게 돌아가야 합니다.
8825,4,13592,"거대 바이암 부락에 있는 @DOODAD_NAME(3537)|1을;를; 되찾거나 @NPC_NAME(1295), @NPC_NAME(1377), @NPC_NAME(1296)|1을;를; 처치 혹은 @ITEM_NAME(26095)|1을;를; 사용해 @DOODAD_NAME(3561)|1을;를; 불태워야 합니다."
8826,4,13593,솔롱고스 야영지에 있는 @NPC_NAME(1299)와 대화를 나누고 되찾은 상단의 짐을 돌려줘야 합니다.
8828,4,13599,바이암 부락에 있는 우물에서 @ITEM_NAME(18995)를 구해야 합니다.
8829,4,13600,솔롱고스 야영지에 있는 @NPC_NAME(1298)에게 @ITEM_NAME(18996)를 전해줘야 합니다.
8830,4,13605,솔롱고스 야영지에 있는 @NPC_NAME(1298)에게 @ITEM_NAME(18996)를 전해줘야 합니다.
8831,4,13518,페레 정찰대 야영지 동쪽에 있는 @NPC_NAME(1316)에게 @ITEM_NAME(26093)|1을;를; 사용해 @ITEM_NAME(26094)|1을;를; 수집해야 합니다.
8832,4,13519,페레 정찰대 야영지에 있는 @NPC_NAME(1297)에게 @ITEM_NAME(26094)|1을;를; 전해야 합니다.
8833,4,13522,솔롱고스 야영지 앞에 있는 @NPC_NAME(1208)|1을;를; 처치해야 합니다.
8835,4,13608,바이암 부락에 있는 @ITEM_NAME(18997)을 되찾아와야 합니다.
8836,4,13609,페레 정찰대 야영지에 있는 @NPC_NAME(1299)에게 돌아가 @ITEM_NAME(18997)을 전해줘야 합니다.
8837,4,13612,바이암 부락에 있는 @DOODAD_NAME(3561)을 파괴해야 합니다.
8838,4,13613,페레 정찰대 야영지에 있는 @NPC_NAME(1327)에게 돌아가야 합니다.
8839,4,13526,솔롱고스 야영지에 있는 @NPC_NAME(1298)와 @NPC_NAME(1300)에게 두왕관의 히페리온 왕자를 보았는지 물어봐야 합니다.
8840,4,13527,솔롱고스 야영지에 있는 @NPC_NAME(1298)와 @NPC_NAME(1300)에게 두 왕관의 히페리온 왕자를 보았는지 물어봐야 합니다.
8841,4,13528,솔롱고스 야영지 입구에 있는 @NPC_NAME(1321)에게 돌아가야 합니다.
8842,4,13616,솔롱고스 야영지 남쪽에 서식하는 @ITEM_NAME(19001)|1을;를; 수집해야 합니다.
8843,4,13617,솔롱고스 야영지에 있는 @NPC_NAME(1298)에게 @ITEM_NAME(19001)|1을;를; 전해줘야 합니다.
8844,4,13623,솔롱고스 야영지 남쪽의 땅벌레 서식지에서 자라는 @ITEM_NAME(19003)|1을;를; 수집해야 합니다.
8845,4,13624,솔롱고스 야영지에 있는 @NPC_NAME(1300)에게 @ITEM_NAME(19003)|1을;를; 전해줘야 합니다.
8846,4,13620,흔들리는 벌판에 있는 @NPC_NAME(1301)에게 찾아가 @NPC_NAME(1298)의 말을 전해야 합니다.
8847,4,13531,아카네스 학파의 은신처에 있는 마법사 레기오스를 처치하고 그가 지닌 @ITEM_NAME(19039)|1을;를; @NPC_NAME(1322)에게 사용해야 합니다.
8848,4,13532,아카네스 학파의 은신처에 숨어있는 @NPC_NAME(1233)과 대화를 나눠야 합니다.
8849,4,13535,아카네스 학파의 은신처에 있는 @NPC_NAME(1323)를 처치해 그가 지닌 @ITEM_NAME(19040)|1을;를; 습득해야 합니다.
8850,4,13536,아카네스 학파의 은신처에 숨어있는 @NPC_NAME(1233)에게 @ITEM_NAME(19040)|1을;를; 전해줘야 합니다.
8851,4,13638,흔들리는 벌판의 아카네스 학파 은신처 깊숙이 있는 @NPC_NAME(1305)를 처치해야 합니다.
8852,4,13627,"흔들리는 벌판에 있는 @NPC_GROUP_NAME(401)|1을;를; 처치한 후, @ITEM_NAME(19004)|1을;를; 찾아내야 합니다."
8853,4,13628,흔들리는 벌판에 있는 @NPC_NAME(1228)에게 @ITEM_NAME(19004)|1을;를; 전해줘야 합니다.
8854,4,13631,흔들리는 벌판의 아카네스 학파의 은신처 깊숙한 곳에 있는 @DOODAD_NAME(3562)|1을;를; 파괴해야 합니다.
8855,4,13632,흔들리는 벌판의 아카네스 학파 은신처 입구에 있는 @NPC_NAME(1301)에게 돌아가야 합니다.
8856,4,13635,솔롱고스 야영지에 있는 @NPC_NAME(1300)에게 돌아가 @NPC_NAME(1301)의 말을 전해줘야 합니다.
8858,4,13713,마법사 에다드의 집으로 이동하여 @NPC_NAME(2762)와 대화합니다.
8859,4,13721,@NPC_GROUP_NAME(272)을 처치하자 도로시와 제인이 기뻐하고 있습니다.
8860,4,13723,동부 황금 평원 양조장의 @NPC_NAME(2808)에게 @ITEM_NAME(24601)을 건넵니다.
8861,4,13477,하리하랄라야의 폐허에 있는 @NPC_NAME(982)을 찾아가야 합니다.
8863,4,13460,바람돌 유적지를 파괴하는 @NPC_NAME(8933)을 처치해야 합니다.
8864,4,13461,바람돌 야영지에 있는 @NPC_NAME(8921)를 찾아가야 합니다.
8865,4,13468,바람돌 유적지의 진흙 골렘을 조종하는 @NPC_NAME(8936)를 해치워야 합니다.
8866,4,13678,바람돌 유적지에 있는 @NPC_NAME(8918)에게 @NPC_NAME(8936)가 처치되었음을 알려야 합니다.
8867,4,13472,정복자의 초원에 서식하는 @NPC_NAME(8932)를 사냥해야 합니다.
8869,4,13453,정복자의 초원에 있는 @NPC_GROUP_NAME(297)을 처치해야 합니다.
8870,4,13454,푸른송곳니 부락에 있는 @NPC_NAME(8894)에게 @NPC_GROUP_NAME(297)을 처치한 사실을 보고해야 합니다.
8871,4,13441,푸른송곳니 부락에 있는 @NPC_NAME(1043)에게 뽑아내 @ITEM_NAME(19659)를 전달해야 합니다.
8872,4,13440,초원의 심장 호숫가에서 자라고 있는 @ITEM_NAME(19659)를 뽑아야 합니다.
8873,4,13444,푸른송곳니 부락 인근 들소 서식지에 있는 @DOODAD_NAME(3583)를 제거해야 합니다.
8874,4,13445,푸른송곳니 부락에 있는 @NPC_NAME(8894)에게 @DOODAD_NAME(3583)을 제거했다고 알려야 합니다.
8875,4,12689,양조장 주변에서 @NPC_GROUP_NAME(273)을 처치하고 @ITEM_NAME(18725)을 구합니다.
8876,4,12690,양조장의 @NPC_NAME(2809)에게 돌아가 @ITEM_NAME(18725)을 건넵니다.
8877,4,12725,양조장의 @NPC_NAME(2808)에게 돌아가 @ITEM_NAME(18735)을 돌려줍니다.
8878,4,12702,황금갈기 부족 본거지에서 @NPC_GROUP_NAME(273)을 처치해야 합니다.
8880,4,12711,황금갈기 부족 본거지에서 @NPC_NAME(2819)을 처치합니다.
8881,4,12712,마법사 에다드의 집 근처를 서성이는 @NPC_NAME(2762)를 만나 @NPC_NAME(2819)을 처치한 사실을 알립니다. 
8882,4,12738,서부 황금 평원의 농가로 이동해 @NPC_NAME(2855)에게 @ITEM_NAME(24600)를 전합니다.
8883,4,12707,동부 황금 평원의 @NPC_GROUP_NAME(273)에게 @ITEM_NAME(18730)을 던진 후 몸에서 떨어진 돌을 줍습니다.
8884,4,12708,동부 황금 평원 에다드의 집으로 돌아가 그에게 @ITEM_NAME(18731)을 건넵니다.
8885,4,12715,마법사 에다드의 집 근처의 @NPC_NAME(2762)에게 @ITEM_NAME(24599)|1을;를; 보여 줍니다.
8887,4,12759,농가에서 @NPC_NAME(2852)가 바라보던 곳에 있는 @NPC_NAME(2854)와 대화합니다.
8888,4,12762,뱀비늘 부족 주둔지에서 @NPC_NAME(2853)를 처치한 후 @ITEM_NAME(18743)를 되찾아옵니다.
8889,4,12763,서부 황금 평원 농가로 돌아가 @NPC_NAME(2854)에게 @ITEM_NAME(18743)를 건넵니다.
8890,4,12767,서부 황금 평원 농가 주변의 @NPC_NAME(2852)에게 @ITEM_NAME(18744)를 사용합니다.
8891,4,12768,서부 황금 평원 농가 주변의 @NPC_NAME(2852)와 대화합니다.
8892,4,12741,뱀비늘 부족 주둔지로 가서 뱀비늘 부족을 처치합니다.
8893,4,12742,서부 황금 평원 농가 주변을 살펴보고 있는 @NPC_NAME(2855)를 만나 @NPC_GROUP_NAME(275)를 처치한 사실을 알립니다.
8895,4,13737,"@NPC_GROUP_NAME(273)을 많이 처치하여, @NPC_GROUP_NAME(273)이 당신을 증오합니다."
8896,4,13741,@NPC_GROUP_NAME(275)을 처치하자 @NPC_GROUP_NAME(275) 주둔지에 잠시 침묵이 찾아옵니다.
8897,4,12845,군량 저장고의 지붕 아래 생긴 @ITEM_NAME(18756)|1을;를; 깨트려야 합니다.
8898,4,12846,군량 저장고의 @NPC_NAME(2863)와 대화합니다.
8899,4,12849,해질녘 마을의 @NPC_NAME(2748)를 만납니다.
8900,4,12862,해질녘 마을의 @NPC_NAME(2870)과 대화합니다.
8901,4,12855,"해질녘 마을 북쪽의 공동묘지에서 @NPC_NAME(2869), @NPC_NAME(2868), @NPC_NAME(2867)를 처치합니다."
8902,4,13748,@NPC_GROUP_NAME(278)를 처치하자 해질녘 마을 주민들이 기뻐합니다.
8903,4,12867,해질녘 마을의 @NPC_NAME(2870)과 대화합니다.
8904,4,12856,해질녘 마을의 @NPC_NAME(2871)을 만납니다.
8906,4,13744,해질녘 마을 북동쪽에 위치한 군마 목장으로 가서 @NPC_NAME(2865)를 만납니다.
8907,4,13727,군마 목장의 @NPC_NAME(2866)와 대화합니다.
8908,4,13222,석류빛 동굴 안에서 @NPC_NAME(1459)|1을;를; 찾아 대화해야 합니다.
8909,4,12853,군마 목장의 @NPC_NAME(2864)에 안정제를 사용합니다.
8910,4,13756,해질녘 마을의 @NPC_NAME(2870)과 대화합니다.
8911,4,12860,공동묘지로 가서 @DOODAD_NAME(3493)에 봉인의 망치를 두드립니다.
8912,4,12886,해질녘 마을 서쪽에 위치한 납골당으로 가서 @NPC_NAME(2734)을 만납니다.
8913,4,13485,납골당 내부의 빈 납골당에 되돌아온 유골을 안치합니다.
8914,4,13486,납골당 지기 오시안과 대화합니다.
8915,4,13489,비행선 연구소의 @NPC_NAME(2733)를 만나 유골이 되돌아온 사실을 알립니다.
8916,4,12870,해질녘 마을 남동쪽에서 그리핀을 처치하거나 @DOODAD_NAME(3495)|1을;를; 파괴해야 합니다.
8917,4,12871,군마 목장의 @NPC_NAME(2865)를 만납니다.
8921,4,13493,@NPC_NAME(1136) 주변의 @DOODAD_NAME(4466)를 사용해야 합니다.
8922,4,13494,비행선 연구소의 @NPC_NAME(1136)에게 @DOODAD_NAME(4466)를 사용한 사실을 알립니다.
8923,4,13500,비행선 연구소의 @NPC_NAME(1137)에게 @ITEM_NAME(24602)를 보여줍니다.
8924,4,13773,비행선 연구소의 @NPC_NAME(2733)에게 @ITEM_NAME(24603)을 보여줍니다.
8925,4,13776,지옥 늪지대의 무법 마을에 있는 @NPC_NAME(9247)와 대화해야 합니다.
8927,4,13480,해질녘 마을 남서쪽에서 @NPC_NAME(2705)|1을;를; 처치해야 합니다.
8928,4,13779,비행선 연구소의 @NPC_NAME(1135)에게 @ITEM_NAME(18784)을 건넵니다.
8929,4,12877,비행선 연구소의 @NPC_NAME(1139)에게 @ITEM_NAME(19381)을 건넵니다.
8930,4,13785,서부 황금 평원에 있는 파란 모자 허수아비를 구해 동부 황금 평원의 옷을 빼앗긴 허수아비에게 옷을 입혀줍니다.
8931,4,13786,동부 황금 평원 양조장의 @NPC_NAME(2809)와 대화합니다.
8932,4,13789,서부 황금 평원에 있는 파란 모자 허수아비를 구해 동부 황금 평원의 옷을 빼앗긴 허수아비에게 옷을 입혀줍니다.
8933,4,13790,동부 황금 평원 양조장의 @NPC_NAME(2809)와 대화합니다.
8934,4,13793,동부 황금 평원에 있는 빨간 모자 허수아비를 구해 서부 황금 평원의 옷을 빼앗긴 허수아비에게 옷을 입혀줍니다.
8935,4,13794,서부 황금 평원 양조장의 @NPC_NAME(8963)과 대화합니다.
8936,4,13797,동부 황금 평원에 있는 빨간 모자 허수아비를 구해 서부 황금 평원의 옷을 빼앗긴 허수아비에게 옷을 입혀줍니다.
8937,4,13798,서부 황금 평원 양조장의 @NPC_NAME(8963)과 대화합니다.
8938,4,13803,도로시의 집 근처를 서성이는 @NPC_NAME(2807)을 만납니다.
8939,4,12638,피고름 해적단 마을에 있는 갑판장 애니의 머리카락을 구해야 합니다.
8940,4,12639,해오름 마을의 @NPC_NAME(2743)에게 @ITEM_NAME(19384)을 건넵니다.
8941,4,13711,"도로시의 집으로 가서, 그녀에게 @NPC_NAME(2805)를 처치했다고 말합니다."
8942,4,13753,황금 평원 교도대 주둔지에서 만날 수 있는 @NPC_NAME(2801)와 대화해야 합니다.
8943,4,12604,교도대 주둔지의 @NPC_NAME(2758)와 대화합니다.
8944,4,13805,교도대 주둔지의 @NPC_NAME(2801)와 대화합니다.
8945,4,13808,수상 감옥의 @NPC_NAME(2823)를 만납니다.
8946,4,13809,교도대 주둔지의 @NPC_NAME(2801)를 다시 만납니다.
8947,4,13190,모링가 숲의 하리하란 야영지에 있는 @NPC_NAME(976)에게 완료한 일을 보고해야 합니다.
8948,4,13189,모링가 숲에 있는 @NPC_NAME(968)을 밧줄로 묶은 다음 @ITEM_NAME(19546)를 먹여야 합니다.
8949,4,13194,하리하란 야영지에 있는 @NPC_NAME(977)에게 모링가 숲의 사자 무리를 해치운 사실을 보고해야 합니다.
8950,4,13193,"모링가 숲의 @NPC_NAME(1007), @NPC_NAME(1008), @NPC_NAME(9530)를 사냥해야 합니다."
8951,4,13201,로카 강 폭포 근처에 있는 @NPC_NAME(979)에게 @ITEM_NAME(19431)을 전해줘야 합니다.
8952,4,13204,@NPC_GROUP_NAME(485)들을 처치해야 합니다.
8954,4,13208,눈사자 바위 야영지에 있는 @NPC_NAME(993)에게 검은 상아 밀렵단에 대해 보고해야 합니다.
8955,4,13186,모링가 숲 야영지에 있는 @NPC_NAME(976)와 대화를 나눠야 합니다.
8956,4,13197,모링가 숲 길가에 위치한 바람돌을 찾아가야 합니다.
8957,4,13200,폭포 밑에 있는 @NPC_NAME(8944)를 사냥해 @ITEM_NAME(19431)을 얻어야 합니다.
8958,4,13216,눈사자 바위 야영지에 있는 @NPC_NAME(992)에게 @ITEM_NAME(19432)을 전해줘야 합니다.
8959,4,13215,눈사자 바위 유적 제단에 있는 @ITEM_NAME(19432)을 회수해야 합니다. @ITEM_NAME(26394)|1을;를; 착용하면 유적을 막고 있는 내부의 거미줄을 태울 수 있습니다.
8964,4,13259,카파간 초원의 목축장을 위협하는 @NPC_GROUP_NAME(315)를 해치우거나 @DOODAD_NAME(3965)을 제거해야 합니다.
8965,4,13260,가축 농장에 있는 @NPC_NAME(1096)에게 @NPC_GROUP_NAME(315)를 퇴치했다고 알려줘야 합니다.
8967,4,13298,붉은발톱 부락에 있는 @NPC_NAME(364)에게 돌아가 @NPC_NAME(8871)에게 들은 이야기를 전해야 합니다.
8968,4,13333,바오밥나무 아래에서 @NPC_NAME(8873)을 만나 @ITEM_NAME(19837)를 전해줘야 합니다.
8969,4,13649,불숨결 부락에 있는 @NPC_NAME(8878)에게 @ITEM_NAME(24607)를 전해줘야 합니다.
8970,4,13645,초원의 흉터에 있는 모래늪에서 @ITEM_NAME(19462)을 발굴해야 합니다.
8971,4,13646,초원의 흉터의 유물 발굴단 천막에 있는 @NPC_NAME(1071)에게 @ITEM_NAME(19462)을 전해줘야 합니다.
8972,4,13344,초원의 흉터에서 서식하는 @NPC_NAME(1055)를 해치워야 합니다.
8974,4,13236,해그림자 회합터에 있는 @NPC_NAME(8893)와 대화를 나눠야 합니다.
8975,4,13235,해그림자 회합터에 있는 @NPC_NAME(9364)에게 @ITEM_NAME(19849)을 먹여 탈출시켜야 합니다.
8976,4,13256,붉은발톱 부락에 있는 @NPC_NAME(364)와 대화를 나눠야 합니다.
8977,4,13253,로카강 하류에 있는 @NPC_NAME(1059)를 찾아가 사실을 추궁해야 합니다.
8978,4,13252,로카강 하류 삼각주에 있는 @DOODAD_NAME(3662)를 찾아야 합니다.
8979,4,13699,눈사자 바위 유적 내부의 @NPC_NAME(1056)으로부터 독을 수집해야 합니다.
8980,4,13700,눈사자 바위 유적에 있는 @NPC_NAME(995)에게 @ITEM_NAME(19506)을 전해줘야 합니다.
8981,4,13248,카파간 초원에 있는 @NPC_NAME(1033)를 해치워야 합니다.
8983,4,13819,@NPC_NAME(9177)에게 돌아가야 합니다.
8984,4,13818,불탄 성 무기고에서 @NPC_NAME(8843)를 물리쳐야 합니다.
8985,4,13838,불탄 성 무기고에서 @ITEM_NAME(19505)을 구해야 합니다.
8986,4,13839,불탄 성 무기고에서 @ITEM_NAME(19505)을 구해야 합니다.
8987,4,13840,불탄 성 무기고에서 @ITEM_NAME(19505)을 구해야 합니다.
8988,4,13841,불탄 성 무기고에서 @ITEM_NAME(19505)을 구해야 합니다.
8989,4,13842,불탄 성 무기고에서 @ITEM_NAME(19505)을 구해야 합니다.
8990,4,13843,불탄 성 무기고에서 @ITEM_NAME(19505)을 구해야 합니다.
8991,4,13844,불탄 성 무기고에서 @ITEM_NAME(19505)을 구해야 합니다.
8992,4,13845,@NPC_NAME(9179)에게 돌아가야 합니다.
8993,4,13846,@NPC_NAME(9178)에게 돌아가야 합니다.
8994,4,13847,@NPC_NAME(9183)에게 돌아가야 합니다.
8995,4,13848,@NPC_NAME(9181)에게 돌아가야 합니다.
8996,4,13849,@NPC_NAME(9184)에게 돌아가야 합니다.
8997,4,13850,@NPC_NAME(9180)에게 돌아가야 합니다.
8998,4,13851,@NPC_NAME(9182)에게 돌아가야 합니다.
8999,4,13436,화합의 초원을 지배하는 @NPC_NAME(1013)과 @NPC_NAME(1070)을 사냥해야 합니다.
9000,4,13677,화합의 초원을 지배하는 @NPC_NAME(1013)과 @NPC_NAME(1070)을 사냥해야 합니다.
9001,4,13386,메마른 오아시스에 있는 @NPC_NAME(8908)에게 @ITEM_NAME(19667)를 전달해야 합니다.
9002,4,13410,화합의 초원에 있는 검은상아 밀렵단 본거지의 @NPC_NAME(8926)와 @NPC_NAME(8927)를 해치워야 합니다.
9003,4,13411,불숨결 부락에 있는 @NPC_NAME(8884)에게 돌아가야 합니다.
9004,4,13414,푸른송곳니 부락에 있는 @NPC_NAME(8894)를 만나야 합니다.
9005,4,13389,타샤르의 천막에 있는 @DOODAD_NAME(3577)에서 @ITEM_NAME(19518)을 입수해야 합니다.
9006,4,13390,불숨결 부락에 있는 아락크에게 @ITEM_NAME(19518)을 전달해야 합니다.
9007,4,13393,풀바람 초원에 출몰하는 @NPC_NAME(8937)를 해치워야 합니다.
9008,4,13394,불숨결 부락에 있는 @NPC_NAME(8884)에게 그간의 사정을 이야기해줘야 합니다.
9009,4,13397,풀바람 초원에 있는 @ITEM_NAME(19527)를 수집해야 합니다.
9010,4,13398,불숨결 부락에 있는 @NPC_NAME(8885)에게 @ITEM_NAME(19527)를 가져다주어야 합니다.
9011,4,13401,@DOODAD_NAME(3579)에 @ITEM_NAME(19532)를 태워야 합니다.
9012,4,13294,초원의 심장 호수를 배회하는 @NPC_NAME(1095)에게 @ITEM_NAME(19685)을 사용해야 합니다.
9013,4,13295,푸른송곳니 부락에 있는 @NPC_NAME(8913)에게 @NPC_NAME(8935)를 본 사실을 알려줘야 합니다.
9014,4,13282,카파간 초원에 있는 @NPC_NAME(1005)가 목축장 근처로 접근하지 못하도록 처치해야 합니다.
9016,4,13272,카파간 초원의 목축장에 있는 @NPC_NAME(1124)에게 @DOODAD_NAME(3570)를 제거하였다고 알려줘야 합니다.
9017,4,13271,카파간 초원에 지어진 목축장에서 @DOODAD_NAME(3570)를 제거해야 합니다.
9018,4,13301,붉은발톱 부락 인근 카파간 초원에 있는 @NPC_NAME(969)를 사냥해 그 깃털을 수집해야 합니다.
9019,4,13302,붉은발톱 부락에 있는 @NPC_NAME(364)에게 @ITEM_NAME(19537)을 전해줘야 합니다.
9020,4,13325,바오밥나무 집 근처를 배회하는 @NPC_NAME(1058)를 해치워야 합니다.
9021,4,13326,붉은발톱 부락에 있는 @NPC_NAME(1034)에게 @NPC_NAME(1058)를 정리하였다고 알려야 합니다.
9022,4,13322,바오밥나무 위 건설 현장에 있는 @NPC_NAME(8871)에게 @ITEM_NAME(19677)를 전해줘야 합니다.
9024,4,13359,검은상아 밀렵단 전초기지에 있는 @NPC_NAME(1099)를 처치해야 합니다.
9025,4,13363,검은상아 밀렵단 전초기지에 있는 @NPC_NAME(1041)를 해치워야 합니다.
9026,4,13364,초원의 흉터에 와 있는 @NPC_NAME(9366)을 만나야 합니다.
9027,4,13309,붉은발톱 부락 인근의 초원에 있는 @NPC_NAME(8868)을 사냥하거나  @ITEM_NAME(19538)을 수집해야 합니다.
9028,4,13310,붉은발톱 부락에 있는 @NPC_NAME(8869)에게 돌아가야 합니다.
9029,4,13372,불숨결 부락 인근에 있는 @NPC_NAME(1003)를 사냥해 삼겹살을 얻어야 합니다.
9030,4,13373,불숨결 부락에 있는 @NPC_NAME(8887)에게 @ITEM_NAME(19655)을 전해줘야 합니다.
9031,4,13382,풀바람 초원에 있는 @NPC_NAME(1009)을 해치워야 합니다.
9032,4,13383,불숨결 부락에 있는 @NPC_NAME(8882)에게 돌아가 @NPC_NAME(1009)을 마주한 소감을 전해야 합니다.
9033,4,13433,푸른송곳니 부락의 @NPC_NAME(8910)에게 @ITEM_NAME(19686)를 보이며 추궁해야 합니다.
9034,4,13422,메마른 오아시스에 있는 @NPC_NAME(8908)에게 @NPC_NAME(1101)를 처치한 사실을 알려줘야 합니다.
9035,4,13421,메마른 오아시스 인근에 있는 @NPC_NAME(1101)를 처치해야 합니다.
9036,4,13429,메마른 오아시스 인근에 있는 @NPC_NAME(962)을 사냥해 @ITEM_NAME(19540)을 얻어야 합니다.
9037,4,13430,메마른 오아시스에 있는 @NPC_NAME(8909)에게 @ITEM_NAME(19540)을 전해줘야 합니다.
9038,4,13418,불숨결 부락에 있는 @NPC_NAME(8878)에게 @ITEM_NAME(24610)를 전해야 합니다.
9039,4,13314,바오밥나무 위에 지어진 집에서 @DOODAD_NAME(5870)가 있는지 살펴본 후 아논 마라에게 보일 만한 부품을 수집해야 합니다.
9040,4,13315,붉은발톱 부락에 있는 @NPC_NAME(1123)에게 @ITEM_NAME(19541)을 전해줘야 합니다.
9041,4,13229,눈사자 바위 야영지에 있는 @NPC_NAME(992)에게 @ITEM_NAME(19508)을 전달해야 합니다.
9043,4,13244,카파간 초원에 있는 @NPC_GROUP_NAME(300)을 해치워야 합니다.
9044,4,13279,붉은발톱 부락의 @NPC_NAME(1123)에게 @ITEM_NAME(24606)를 전해줘야 합니다.
9045,4,13278,카파간 초원에 있는 바람돌을 조사해 수상한 쪽지를 찾아야 합니다.
9046,4,13268,카파간 초원의 목축장에 있는 @NPC_NAME(1097)에게 가축을 깨끗이 씻긴 사실을 알려줘야 합니다.
9047,4,13267, @ITEM_NAME(19561)을 @NPC_NAME(9365)에게 뿌려야 합니다. @NPC_NAME(1097) 근처에 있는 @DOODAD_NAME(3806)을 통해 양을 씻길 물을 얻을 수 있습니다.
9048,4,13725,붉은발톱 부족 부락에 있을 @NPC_NAME(364)에게 @ITEM_NAME(19128)를 전해줘야 합니다.
9050,4,13306,붉은발톱 부락에 있는 @NPC_NAME(1034)와 대화를 나눠야 합니다.
9051,4,13305,로카의 은혜라 불리는 물웅덩이 중앙에서 @ITEM_NAME(19562)을 사용해야 합니다.
9055,4,13329,검은 상아 밀렵단 전초기지 있는 @DOODAD_NAME(3575)를 파괴해야 합니다.
9057,4,13377,불숨결 부락 근처에 있는 오아시스에서 @NPC_NAME(8943)와 @NPC_NAME(1100)를 처치해야 합니다.
9058,4,14307,불숨결 부락에 있는 @NPC_NAME(8878)에게 @ITEM_NAME(19572)을 보여줘야 합니다.
9060,4,14272,알카란 유적지에 있는 @NPC_NAME(9189)을 만납니다.
9063,4,13648,@NPC_GROUP_NAME(320)를 처치해 @ITEM_NAME(19574)을 되찾은 다음 @ITEM_NAME(19573)와 합쳐 @ITEM_NAME(24607)를 만들어야 합니다.
9064,4,13368,풀바람 초원에 있는 @NPC_NAME(1011)로부터 비늘 껍질을 얻어야 합니다.
9065,4,13369,불숨결 부락에 있는 @NPC_NAME(8881)에게 @ITEM_NAME(19785)을 전해줘야 합니다.
9066,4,14283,사나운 송곳니 밀렵단 본거지 북쪽에 있는 @NPC_NAME(9192)에게 돌아가야 합니다.
9067,4,14282,사나운 송곳니 밀렵단 본거지에서 납치당한 것으로 추정되는 @NPC_NAME(9192)의 동생 메이샤를 찾아야 합니다.
9068,4,14286,사나운 송곳니 밀렵단 본거지에 있는 @NPC_NAME(9201)을 물리치거나 @ITEM_NAME(19565)을 찾아내야 합니다.
9070,4,14287,사나운 송곳니 밀렵단 본거지 북쪽에 있는 @NPC_NAME(9193)에게 돌아가야 합니다.
