id,actual_id,actual_type
21762,1947,BubbleEffect
21763,6924,BuffEffect
21768,3505,DamageEffect
21770,2855,InteractionEffect
21771,7295,SpecialEffect
21772,492,DispelEffect
21773,3507,DamageEffect
21775,7296,SpecialEffect
21776,493,DispelEffect
21777,6926,BuffEffect
21779,6927,BuffEffect
21780,2856,InteractionEffect
21781,494,DispelEffect
21783,6928,BuffEffect
21785,6929,BuffEffect
21788,6930,BuffEffect
21790,926,KillNpcWithoutCorpseEffect
21791,927,KillNpcWithoutCorpseEffect
21795,3513,DamageEffect
21798,495,DispelEffect
21799,6932,BuffEffect
21801,6934,BuffEffect
21803,2857,InteractionEffect
21816,496,DispelEffect
21817,497,DispelEffect
21830,7328,SpecialEffect
21843,6935,BuffEffect
21844,7341,SpecialEffect
21854,2860,InteractionEffect
21857,3517,DamageEffect
21858,3518,DamageEffect
21860,1376,SpawnEffect
21861,1377,SpawnEffect
21870,6936,BuffEffect
21873,3522,DamageEffect
21874,6937,BuffEffect
21875,3523,DamageEffect
21876,361,NpcControlEffect
21877,3524,DamageEffect
21878,6938,BuffEffect
21879,6939,BuffEffect
21880,6940,BuffEffect
21887,3529,DamageEffect
21888,2870,InteractionEffect
21891,6945,BuffEffect
21893,6946,BuffEffect
21894,3532,DamageEffect
21895,3533,DamageEffect
21896,3534,DamageEffect
21903,3536,DamageEffect
21905,6948,BuffEffect
21906,6949,BuffEffect
21908,7358,SpecialEffect
21911,614,NpcSpawnerSpawnEffect
21912,3537,DamageEffect
21915,6954,BuffEffect
21919,1951,BubbleEffect
21920,7368,SpecialEffect
21926,6957,BuffEffect
21927,1953,BubbleEffect
21929,1954,BubbleEffect
21930,2875,InteractionEffect
21931,7377,SpecialEffect
21932,2876,InteractionEffect
21933,362,NpcControlEffect
21934,363,NpcControlEffect
21935,364,NpcControlEffect
21936,1955,BubbleEffect
21937,1956,BubbleEffect
21938,1957,BubbleEffect
21940,6961,BuffEffect
21941,3540,DamageEffect
21942,1386,SpawnEffect
21946,7387,SpecialEffect
21948,3542,DamageEffect
21949,3543,DamageEffect
21950,6963,BuffEffect
21951,6964,BuffEffect
21952,7390,SpecialEffect
21953,6965,BuffEffect
21954,7391,SpecialEffect
21955,6966,BuffEffect
21956,6967,BuffEffect
21958,1959,BubbleEffect
21959,6968,BuffEffect
21960,2878,InteractionEffect
21971,331,HealEffect
21974,2879,InteractionEffect
21976,3546,DamageEffect
21977,6973,BuffEffect
21978,7397,SpecialEffect
21979,97,PhysicalExplosionEffect
21981,7402,SpecialEffect
21982,6975,BuffEffect
21983,148,SpawnGimmickEffect
21984,6979,BuffEffect
21985,3548,DamageEffect
21986,501,DispelEffect
21987,2884,InteractionEffect
21988,502,DispelEffect
21989,2885,InteractionEffect
21990,7408,SpecialEffect
21991,6980,BuffEffect
21993,6982,BuffEffect
21994,7409,SpecialEffect
21996,6983,BuffEffect
21998,6985,BuffEffect
22000,1960,BubbleEffect
22001,1961,BubbleEffect
22002,7412,SpecialEffect
22003,3551,DamageEffect
22004,7414,SpecialEffect
22005,1962,BubbleEffect
22006,7415,SpecialEffect
22007,1963,BubbleEffect
22009,1964,BubbleEffect
22012,6990,BuffEffect
22013,6991,BuffEffect
22014,1965,BubbleEffect
22016,6992,BuffEffect
22017,1966,BubbleEffect
22019,2892,InteractionEffect
22021,2893,InteractionEffect
22022,2894,InteractionEffect
22023,2895,InteractionEffect
22026,17,ManaBurnEffect
22027,615,NpcSpawnerSpawnEffect
22028,3555,DamageEffect
22029,3556,DamageEffect
22030,7433,SpecialEffect
22031,7004,BuffEffect
22032,7005,BuffEffect
22033,3558,DamageEffect
22034,504,DispelEffect
22035,505,DispelEffect
22036,506,DispelEffect
22037,7438,SpecialEffect
22039,3559,DamageEffect
22041,7009,BuffEffect
22042,7010,BuffEffect
22045,2901,InteractionEffect
22046,7439,SpecialEffect
22047,507,DispelEffect
22048,508,DispelEffect
22049,7440,SpecialEffect
22050,7011,BuffEffect
22051,7012,BuffEffect
22052,3560,DamageEffect
22053,7013,BuffEffect
22054,1967,BubbleEffect
22056,2902,InteractionEffect
22057,3561,DamageEffect
22058,1968,BubbleEffect
22059,7015,BuffEffect
22065,7021,BuffEffect
22066,3562,DamageEffect
22067,7022,BuffEffect
22068,7023,BuffEffect
22069,7024,BuffEffect
22070,7025,BuffEffect
22071,7026,BuffEffect
22072,7027,BuffEffect
22075,2903,InteractionEffect
22076,2904,InteractionEffect
22077,7449,SpecialEffect
22078,2905,InteractionEffect
22079,7030,BuffEffect
22080,3564,DamageEffect
22081,7031,BuffEffect
22082,7032,BuffEffect
22083,3565,DamageEffect
22085,7454,SpecialEffect
22086,3566,DamageEffect
22087,7455,SpecialEffect
22088,3567,DamageEffect
22089,7456,SpecialEffect
22090,3568,DamageEffect
22091,3569,DamageEffect
22092,7457,SpecialEffect
22093,7033,BuffEffect
22094,169,CraftEffect
22097,3570,DamageEffect
22099,7035,BuffEffect
22101,1970,BubbleEffect
22102,1971,BubbleEffect
22103,1972,BubbleEffect
22104,1973,BubbleEffect
22106,7037,BuffEffect
22107,3581,DamageEffect
22108,7483,SpecialEffect
22109,7038,BuffEffect
22110,7487,SpecialEffect
22111,1975,BubbleEffect
22112,7489,SpecialEffect
22113,7039,BuffEffect
22114,2906,InteractionEffect
22115,509,DispelEffect
22116,7040,BuffEffect
22118,7041,BuffEffect
22119,7042,BuffEffect
22121,7045,BuffEffect
22123,3590,DamageEffect
22127,7522,SpecialEffect
22128,7523,SpecialEffect
22129,7524,SpecialEffect
22130,7053,BuffEffect
22132,7054,BuffEffect
22133,616,NpcSpawnerSpawnEffect
22134,1977,BubbleEffect
22136,153,SpawnGimmickEffect
22137,154,SpawnGimmickEffect
22138,7055,BuffEffect
22139,7538,SpecialEffect
22140,155,SpawnGimmickEffect
22141,156,SpawnGimmickEffect
22142,3598,DamageEffect
22144,7057,BuffEffect
22148,3602,DamageEffect
22149,3603,DamageEffect
22154,7059,BuffEffect
22159,3605,DamageEffect
22164,2911,InteractionEffect
22165,7066,BuffEffect
22168,7067,BuffEffect
22169,7068,BuffEffect
22170,511,DispelEffect
22171,7069,BuffEffect
22175,7071,BuffEffect
22176,7072,BuffEffect
22183,7078,BuffEffect
22185,7080,BuffEffect
22189,3608,DamageEffect
22191,7571,SpecialEffect
22193,936,KillNpcWithoutCorpseEffect
22194,937,KillNpcWithoutCorpseEffect
22195,7083,BuffEffect
22196,7084,BuffEffect
22198,2916,InteractionEffect
22199,7089,BuffEffect
22200,3613,DamageEffect
22201,3614,DamageEffect
22202,7092,BuffEffect
22203,157,SpawnGimmickEffect
22207,1987,BubbleEffect
22209,938,KillNpcWithoutCorpseEffect
22211,7095,BuffEffect
22212,1989,BubbleEffect
22213,7593,SpecialEffect
22214,2919,InteractionEffect
22219,1395,SpawnEffect
22220,7595,SpecialEffect
22221,7100,BuffEffect
22222,195,GainLootPackItemEffect
22223,196,GainLootPackItemEffect
22224,197,GainLootPackItemEffect
22225,198,GainLootPackItemEffect
22226,199,GainLootPackItemEffect
22227,200,GainLootPackItemEffect
22228,201,GainLootPackItemEffect
22229,202,GainLootPackItemEffect
22230,203,GainLootPackItemEffect
22231,204,GainLootPackItemEffect
22232,3619,DamageEffect
22233,3620,DamageEffect
22234,7103,BuffEffect
22236,7104,BuffEffect
22239,7105,BuffEffect
22241,1396,SpawnEffect
22242,3622,DamageEffect
22244,7609,SpecialEffect
22245,367,NpcControlEffect
22246,2920,InteractionEffect
22248,3625,DamageEffect
22249,3626,DamageEffect
22250,3627,DamageEffect
22251,3628,DamageEffect
22252,3629,DamageEffect
22253,940,KillNpcWithoutCorpseEffect
22256,1993,BubbleEffect
22257,1994,BubbleEffect
22258,7108,BuffEffect
22259,7109,BuffEffect
22260,7110,BuffEffect
22261,7111,BuffEffect
22265,7114,BuffEffect
22266,3631,DamageEffect
22267,3632,DamageEffect
22269,3633,DamageEffect
22271,2921,InteractionEffect
22272,3634,DamageEffect
22273,3635,DamageEffect
22275,3637,DamageEffect
22276,7118,BuffEffect
22278,3640,DamageEffect
22279,7622,SpecialEffect
22280,3641,DamageEffect
22281,7623,SpecialEffect
22282,7624,SpecialEffect
22283,3642,DamageEffect
22285,3643,DamageEffect
22288,2924,InteractionEffect
22292,3645,DamageEffect
22293,3647,DamageEffect
22294,7125,BuffEffect
22295,7126,BuffEffect
22296,1402,SpawnEffect
22299,3648,DamageEffect
22300,3649,DamageEffect
22309,19,ManaBurnEffect
22312,7128,BuffEffect
22313,7129,BuffEffect
22314,7130,BuffEffect
22315,7131,BuffEffect
22317,7132,BuffEffect
22319,7133,BuffEffect
22320,2927,InteractionEffect
22321,2928,InteractionEffect
22322,2929,InteractionEffect
22323,7134,BuffEffect
22324,2930,InteractionEffect
22327,514,DispelEffect
22328,7137,BuffEffect
22329,515,DispelEffect
22330,516,DispelEffect
22334,133,AggroEffect
22335,7139,BuffEffect
22336,7140,BuffEffect
22337,617,NpcSpawnerSpawnEffect
22339,7141,BuffEffect
22340,517,DispelEffect
22341,7142,BuffEffect
22342,2932,InteractionEffect
22344,7143,BuffEffect
22346,369,NpcControlEffect
22347,3665,DamageEffect
22348,7672,SpecialEffect
22349,7146,BuffEffect
22350,518,DispelEffect
22351,519,DispelEffect
22352,520,DispelEffect
22356,3671,DamageEffect
22361,7150,BuffEffect
22365,3675,DamageEffect
22366,3676,DamageEffect
22367,332,HealEffect
22371,2933,InteractionEffect
22372,3677,DamageEffect
22373,7698,SpecialEffect
22374,3678,DamageEffect
22375,7699,SpecialEffect
22376,3679,DamageEffect
22378,3680,DamageEffect
22383,334,HealEffect
22385,7704,SpecialEffect
22387,7153,BuffEffect
22388,7706,SpecialEffect
22396,7156,BuffEffect
22397,7708,SpecialEffect
22400,3688,DamageEffect
22402,7159,BuffEffect
22403,7161,BuffEffect
22405,3689,DamageEffect
22406,3690,DamageEffect
22407,7162,BuffEffect
22408,3691,DamageEffect
22410,3692,DamageEffect
22411,522,DispelEffect
22415,7168,BuffEffect
22416,7170,BuffEffect
22417,7174,BuffEffect
22419,523,DispelEffect
22420,3698,DamageEffect
22421,3700,DamageEffect
22422,7735,SpecialEffect
22424,7178,BuffEffect
22426,2938,InteractionEffect
22427,3702,DamageEffect
22429,2939,InteractionEffect
22430,3703,DamageEffect
22432,3705,DamageEffect
22434,7738,SpecialEffect
22435,7180,BuffEffect
22436,3706,DamageEffect
22438,7181,BuffEffect
22441,7183,BuffEffect
22443,134,AggroEffect
22445,135,AggroEffect
22446,1999,BubbleEffect
22450,2940,InteractionEffect
22453,7185,BuffEffect
22454,7186,BuffEffect
22458,336,HealEffect
22464,7188,BuffEffect
22466,3714,DamageEffect
22471,7190,BuffEffect
22472,3716,DamageEffect
22479,7197,BuffEffect
22481,7199,BuffEffect
22483,7201,BuffEffect
22485,2945,InteractionEffect
22488,7775,SpecialEffect
22489,618,NpcSpawnerSpawnEffect
22490,2008,BubbleEffect
22492,3723,DamageEffect
22498,7208,BuffEffect
22501,3725,DamageEffect
22505,7212,BuffEffect
22506,7777,SpecialEffect
22507,3727,DamageEffect
22512,3729,DamageEffect
22514,7216,BuffEffect
22517,624,NpcSpawnerSpawnEffect
22518,625,NpcSpawnerSpawnEffect
22519,626,NpcSpawnerSpawnEffect
22520,627,NpcSpawnerSpawnEffect
22521,628,NpcSpawnerSpawnEffect
22522,629,NpcSpawnerSpawnEffect
22538,644,NpcSpawnerSpawnEffect
22540,7218,BuffEffect
22543,2957,InteractionEffect
22544,3735,DamageEffect
22545,7812,SpecialEffect
22546,2958,InteractionEffect
22547,7222,BuffEffect
22549,527,DispelEffect
22551,159,SpawnGimmickEffect
22553,3736,DamageEffect
22556,7225,BuffEffect
22560,941,KillNpcWithoutCorpseEffect
22561,942,KillNpcWithoutCorpseEffect
22562,943,KillNpcWithoutCorpseEffect
22563,7228,BuffEffect
22564,2010,BubbleEffect
22566,2011,BubbleEffect
22568,2012,BubbleEffect
22577,2959,InteractionEffect
22580,2016,BubbleEffect
22587,947,KillNpcWithoutCorpseEffect
22590,2963,InteractionEffect
22591,3741,DamageEffect
22592,2964,InteractionEffect
22593,7237,BuffEffect
22594,7238,BuffEffect
22595,2965,InteractionEffect
22596,2966,InteractionEffect
22597,7239,BuffEffect
22598,7240,BuffEffect
22600,3742,DamageEffect
22602,646,NpcSpawnerSpawnEffect
22603,647,NpcSpawnerSpawnEffect
22604,648,NpcSpawnerSpawnEffect
22605,649,NpcSpawnerSpawnEffect
22606,650,NpcSpawnerSpawnEffect
22607,651,NpcSpawnerSpawnEffect
22608,652,NpcSpawnerSpawnEffect
22609,653,NpcSpawnerSpawnEffect
22610,654,NpcSpawnerSpawnEffect
22611,655,NpcSpawnerSpawnEffect
22612,656,NpcSpawnerSpawnEffect
22613,657,NpcSpawnerSpawnEffect
22614,658,NpcSpawnerSpawnEffect
22615,659,NpcSpawnerSpawnEffect
22616,1413,SpawnEffect
22617,1414,SpawnEffect
22618,1415,SpawnEffect
22619,1416,SpawnEffect
22620,7853,SpecialEffect
22621,2967,InteractionEffect
22622,7242,BuffEffect
22623,7243,BuffEffect
22629,7854,SpecialEffect
22630,7245,BuffEffect
22631,2969,InteractionEffect
22632,7246,BuffEffect
22633,2971,InteractionEffect
22634,1417,SpawnEffect
22635,1418,SpawnEffect
22637,3747,DamageEffect
22638,3748,DamageEffect
22639,7247,BuffEffect
22643,2973,InteractionEffect
22645,7250,BuffEffect
22646,7251,BuffEffect
22647,2976,InteractionEffect
22648,7857,SpecialEffect
22649,7252,BuffEffect
22650,2977,InteractionEffect
22651,7858,SpecialEffect
22652,7253,BuffEffect
22656,7860,SpecialEffect
22657,531,DispelEffect
22658,532,DispelEffect
22660,7255,BuffEffect
22661,2979,InteractionEffect
22663,2981,InteractionEffect
22664,7256,BuffEffect
22665,7257,BuffEffect
22666,2982,InteractionEffect
22669,2984,InteractionEffect
22676,2986,InteractionEffect
22678,3752,DamageEffect
22680,7870,SpecialEffect
22681,7266,BuffEffect
22682,7269,BuffEffect
22683,533,DispelEffect
22685,1419,SpawnEffect
22686,1420,SpawnEffect
22688,1422,SpawnEffect
22690,2989,InteractionEffect
22694,2993,InteractionEffect
22695,7881,SpecialEffect
22696,7270,BuffEffect
22697,7882,SpecialEffect
22698,534,DispelEffect
22700,535,DispelEffect
22701,660,NpcSpawnerSpawnEffect
22702,661,NpcSpawnerSpawnEffect
22703,662,NpcSpawnerSpawnEffect
22704,663,NpcSpawnerSpawnEffect
22706,2995,InteractionEffect
22708,7272,BuffEffect
22709,7883,SpecialEffect
22710,7273,BuffEffect
22711,7274,BuffEffect
22712,7275,BuffEffect
22713,536,DispelEffect
22714,7276,BuffEffect
22715,7277,BuffEffect
22720,7282,BuffEffect
22721,7283,BuffEffect
22722,3760,DamageEffect
22723,7884,SpecialEffect
22724,7885,SpecialEffect
22729,3762,DamageEffect
22730,7285,BuffEffect
22731,7286,BuffEffect
22732,3763,DamageEffect
22733,7888,SpecialEffect
22734,2997,InteractionEffect
22735,7889,SpecialEffect
22736,7287,BuffEffect
22737,7890,SpecialEffect
22738,537,DispelEffect
22739,538,DispelEffect
22740,7288,BuffEffect
22741,7891,SpecialEffect
22742,539,DispelEffect
22743,337,HealEffect
22745,2998,InteractionEffect
22746,948,KillNpcWithoutCorpseEffect
22747,7289,BuffEffect
22748,7290,BuffEffect
22752,7292,BuffEffect
22753,2018,BubbleEffect
22756,7295,BuffEffect
22757,7296,BuffEffect
22760,7299,BuffEffect
22761,7300,BuffEffect
22764,7901,SpecialEffect
22765,7303,BuffEffect
22766,7304,BuffEffect
22767,7305,BuffEffect
22768,3764,DamageEffect
22769,7307,BuffEffect
22770,3000,InteractionEffect
22771,7308,BuffEffect
22774,3765,DamageEffect
22778,7917,SpecialEffect
22782,665,NpcSpawnerSpawnEffect
22784,2023,BubbleEffect
22787,3001,InteractionEffect
22788,7314,BuffEffect
22790,7918,SpecialEffect
22792,7920,SpecialEffect
22793,7315,BuffEffect
22794,7316,BuffEffect
22795,3767,DamageEffect
22799,7318,BuffEffect
22800,542,DispelEffect
22804,7924,SpecialEffect
22805,7320,BuffEffect
22807,3771,DamageEffect
22808,3004,InteractionEffect
22811,3780,DamageEffect
22812,544,DispelEffect
22813,7324,BuffEffect
22814,3005,InteractionEffect
22815,2024,BubbleEffect
22817,7326,BuffEffect
22820,7328,BuffEffect
22821,139,AggroEffect
22822,140,AggroEffect
22824,3784,DamageEffect
22825,7944,SpecialEffect
22826,142,AggroEffect
22828,143,AggroEffect
22829,3785,DamageEffect
22832,3787,DamageEffect
22833,7330,BuffEffect
22836,3789,DamageEffect
22839,3791,DamageEffect
22840,7332,BuffEffect
22841,7333,BuffEffect
22842,3792,DamageEffect
22847,3794,DamageEffect
22848,7335,BuffEffect
22849,3796,DamageEffect
22856,3007,InteractionEffect
22858,7342,BuffEffect
22859,2025,BubbleEffect
22863,7345,BuffEffect
22865,545,DispelEffect
22867,2027,BubbleEffect
22869,7347,BuffEffect
22870,7956,SpecialEffect
22875,7350,BuffEffect
22877,7962,SpecialEffect
22878,7352,BuffEffect
22879,7353,BuffEffect
22881,7355,BuffEffect
22882,7356,BuffEffect
22883,7357,BuffEffect
22884,2028,BubbleEffect
22886,7358,BuffEffect
22887,146,AggroEffect
22888,147,AggroEffect
22896,950,KillNpcWithoutCorpseEffect
22897,7359,BuffEffect
22900,3010,InteractionEffect
22901,7362,BuffEffect
22902,7973,SpecialEffect
22903,7974,SpecialEffect
22904,7363,BuffEffect
22905,3802,DamageEffect
22907,7975,SpecialEffect
22908,3803,DamageEffect
22909,3033,InteractionEffect
22910,7365,BuffEffect
22913,7367,BuffEffect
22923,7371,BuffEffect
22926,2032,BubbleEffect
22928,668,NpcSpawnerSpawnEffect
22929,669,NpcSpawnerSpawnEffect
22930,670,NpcSpawnerSpawnEffect
22931,7373,BuffEffect
22932,952,KillNpcWithoutCorpseEffect
22933,2033,BubbleEffect
22934,7374,BuffEffect
22935,7375,BuffEffect
22936,7376,BuffEffect
22939,374,NpcControlEffect
22940,954,KillNpcWithoutCorpseEffect
22941,3036,InteractionEffect
22942,955,KillNpcWithoutCorpseEffect
22948,2036,BubbleEffect
22949,8018,SpecialEffect
22950,3037,InteractionEffect
22951,7379,BuffEffect
22952,7380,BuffEffect
22953,2037,BubbleEffect
22954,148,AggroEffect
22955,7383,BuffEffect
22956,2039,BubbleEffect
22957,2040,BubbleEffect
22958,2041,BubbleEffect
22959,7385,BuffEffect
22960,2042,BubbleEffect
22961,8024,SpecialEffect
22962,8025,SpecialEffect
22963,8026,SpecialEffect
22964,7386,BuffEffect
22966,7387,BuffEffect
22967,7388,BuffEffect
22969,8038,SpecialEffect
22970,3039,InteractionEffect
22971,7390,BuffEffect
22972,7391,BuffEffect
22973,3040,InteractionEffect
22975,2043,BubbleEffect
22976,957,KillNpcWithoutCorpseEffect
22977,2044,BubbleEffect
22978,548,DispelEffect
22980,2045,BubbleEffect
22981,7392,BuffEffect
22983,1432,SpawnEffect
22985,7393,BuffEffect
22989,7394,BuffEffect
23010,3042,InteractionEffect
23011,8048,SpecialEffect
23012,7396,BuffEffect
23013,7397,BuffEffect
23015,3043,InteractionEffect
23016,3810,DamageEffect
23017,960,KillNpcWithoutCorpseEffect
23018,961,KillNpcWithoutCorpseEffect
23019,8049,SpecialEffect
23020,7398,BuffEffect
23024,149,AggroEffect
23025,2048,BubbleEffect
23026,7399,BuffEffect
23027,551,DispelEffect
23028,962,KillNpcWithoutCorpseEffect
23029,7402,BuffEffect
23030,7403,BuffEffect
23031,7404,BuffEffect
23033,3816,DamageEffect
23034,3044,InteractionEffect
23038,552,DispelEffect
23042,7408,BuffEffect
23043,8097,SpecialEffect
23044,8098,SpecialEffect
23045,7409,BuffEffect
23046,7410,BuffEffect
23047,170,CraftEffect
23048,171,CraftEffect
23049,172,CraftEffect
23050,173,CraftEffect
23051,174,CraftEffect
23052,175,CraftEffect
23053,176,CraftEffect
23054,177,CraftEffect
23055,178,CraftEffect
23056,179,CraftEffect
23057,180,CraftEffect
23058,181,CraftEffect
23059,182,CraftEffect
23060,183,CraftEffect
23061,184,CraftEffect
23062,185,CraftEffect
23065,7412,BuffEffect
23066,8102,SpecialEffect
23071,7413,BuffEffect
23076,2051,BubbleEffect
23078,680,NpcSpawnerSpawnEffect
23082,684,NpcSpawnerSpawnEffect
23086,8109,SpecialEffect
23087,3045,InteractionEffect
23088,3821,DamageEffect
23089,340,HealEffect
23090,3046,InteractionEffect
23091,3047,InteractionEffect
23092,3822,DamageEffect
23093,3823,DamageEffect
23094,150,AggroEffect
23095,2052,BubbleEffect
23096,2053,BubbleEffect
23098,8113,SpecialEffect
23099,7415,BuffEffect
23100,1445,SpawnEffect
23101,2054,BubbleEffect
23102,7416,BuffEffect
23103,7417,BuffEffect
23104,2055,BubbleEffect
23105,3824,DamageEffect
23106,375,NpcControlEffect
23107,3048,InteractionEffect
23108,3049,InteractionEffect
23109,3050,InteractionEffect
23110,3051,InteractionEffect
23111,3052,InteractionEffect
23112,2056,BubbleEffect
23113,7418,BuffEffect
23116,964,KillNpcWithoutCorpseEffect
23117,1448,SpawnEffect
23118,3053,InteractionEffect
23119,8114,SpecialEffect
23120,7419,BuffEffect
23121,965,KillNpcWithoutCorpseEffect
23122,966,KillNpcWithoutCorpseEffect
23123,967,KillNpcWithoutCorpseEffect
23125,7421,BuffEffect
23126,555,DispelEffect
23127,7422,BuffEffect
23130,376,NpcControlEffect
23132,1449,SpawnEffect
23136,686,NpcSpawnerSpawnEffect
23137,7425,BuffEffect
23138,3826,DamageEffect
23143,21,ManaBurnEffect
23144,3830,DamageEffect
23145,3831,DamageEffect
23146,7428,BuffEffect
23149,3833,DamageEffect
23150,7430,BuffEffect
23151,7431,BuffEffect
23154,7433,BuffEffect
23157,7434,BuffEffect
23159,8144,SpecialEffect
23160,7435,BuffEffect
23162,7437,BuffEffect
23163,7438,BuffEffect
23164,7439,BuffEffect
23165,7440,BuffEffect
23166,7441,BuffEffect
23168,7443,BuffEffect
23169,556,DispelEffect
23170,7444,BuffEffect
23171,7445,BuffEffect
23172,7446,BuffEffect
23173,8145,SpecialEffect
23175,378,NpcControlEffect
23176,379,NpcControlEffect
23179,8150,SpecialEffect
23180,8151,SpecialEffect
23181,7447,BuffEffect
23183,3841,DamageEffect
23185,342,HealEffect
23186,3842,DamageEffect
23187,343,HealEffect
23188,559,DispelEffect
23189,7449,BuffEffect
23190,7450,BuffEffect
23191,8152,SpecialEffect
23192,7451,BuffEffect
23193,3068,InteractionEffect
23194,7452,BuffEffect
23196,8156,SpecialEffect
23199,3069,InteractionEffect
23200,7453,BuffEffect
23201,1450,SpawnEffect
23202,1451,SpawnEffect
23203,3847,DamageEffect
23204,3072,InteractionEffect
23207,7455,BuffEffect
23209,151,AggroEffect
23213,7458,BuffEffect
23217,7460,BuffEffect
23223,8186,SpecialEffect
23228,7461,BuffEffect
23231,2063,BubbleEffect
23232,8187,SpecialEffect
23233,7463,BuffEffect
23234,2064,BubbleEffect
23237,8190,SpecialEffect
23240,2067,BubbleEffect
23241,8191,SpecialEffect
23242,154,AggroEffect
23243,8192,SpecialEffect
23244,2068,BubbleEffect
23245,2069,BubbleEffect
23246,2070,BubbleEffect
23247,970,KillNpcWithoutCorpseEffect
23248,2071,BubbleEffect
23249,3074,InteractionEffect
23250,971,KillNpcWithoutCorpseEffect
23252,8193,SpecialEffect
23253,2072,BubbleEffect
23254,2073,BubbleEffect
23260,7468,BuffEffect
23265,8197,SpecialEffect
23266,7469,BuffEffect
23267,7470,BuffEffect
23268,2074,BubbleEffect
23269,8202,SpecialEffect
23273,8207,SpecialEffect
23274,7471,BuffEffect
23275,7472,BuffEffect
23278,7473,BuffEffect
23279,7474,BuffEffect
23281,7476,BuffEffect
23282,7477,BuffEffect
23283,564,DispelEffect
23284,7478,BuffEffect
23285,7479,BuffEffect
23286,7480,BuffEffect
23287,3853,DamageEffect
23288,7481,BuffEffect
23289,3854,DamageEffect
23290,3855,DamageEffect
23292,7483,BuffEffect
23293,7484,BuffEffect
23294,565,DispelEffect
23295,566,DispelEffect
23296,7485,BuffEffect
23297,8209,SpecialEffect
23298,8210,SpecialEffect
23299,8211,SpecialEffect
23300,692,NpcSpawnerSpawnEffect
23301,8212,SpecialEffect
23302,3856,DamageEffect
23305,3077,InteractionEffect
23307,2077,BubbleEffect
23308,975,KillNpcWithoutCorpseEffect
23311,7488,BuffEffect
23312,7489,BuffEffect
23314,7491,BuffEffect
23315,693,NpcSpawnerSpawnEffect
23316,694,NpcSpawnerSpawnEffect
23317,695,NpcSpawnerSpawnEffect
23319,697,NpcSpawnerSpawnEffect
23320,698,NpcSpawnerSpawnEffect
23321,699,NpcSpawnerSpawnEffect
23328,704,NpcSpawnerSpawnEffect
23330,3859,DamageEffect
23331,7494,BuffEffect
23332,7495,BuffEffect
23333,7496,BuffEffect
23334,7497,BuffEffect
23335,7498,BuffEffect
23337,7499,BuffEffect
23338,706,NpcSpawnerSpawnEffect
23341,708,NpcSpawnerSpawnEffect
23343,8224,SpecialEffect
23344,7500,BuffEffect
23350,3078,InteractionEffect
23351,3866,DamageEffect
23352,976,KillNpcWithoutCorpseEffect
23353,7501,BuffEffect
23356,3871,DamageEffect
23361,3079,InteractionEffect
23362,346,HealEffect
23363,7506,BuffEffect
23364,7507,BuffEffect
23367,7508,BuffEffect
23369,710,NpcSpawnerSpawnEffect
23372,713,NpcSpawnerSpawnEffect
23373,714,NpcSpawnerSpawnEffect
23374,715,NpcSpawnerSpawnEffect
23377,7509,BuffEffect
23378,7510,BuffEffect
23379,3877,DamageEffect
23380,3081,InteractionEffect
23381,3878,DamageEffect
23389,3083,InteractionEffect
23392,1452,SpawnEffect
23398,7519,BuffEffect
23399,7520,BuffEffect
23401,8256,SpecialEffect
23402,8257,SpecialEffect
23403,3880,DamageEffect
23404,3881,DamageEffect
23410,2081,BubbleEffect
23420,7526,BuffEffect
23434,8265,SpecialEffect
23435,3085,InteractionEffect
23438,2083,BubbleEffect
23439,2084,BubbleEffect
23441,2085,BubbleEffect
23442,2086,BubbleEffect
23448,7532,BuffEffect
23449,7533,BuffEffect
23450,8272,SpecialEffect
23455,2087,BubbleEffect
23456,7537,BuffEffect
23457,2088,BubbleEffect
23458,8278,SpecialEffect
23459,2089,BubbleEffect
23460,2090,BubbleEffect
23461,2091,BubbleEffect
23462,717,NpcSpawnerSpawnEffect
23463,718,NpcSpawnerSpawnEffect
23464,719,NpcSpawnerSpawnEffect
23465,720,NpcSpawnerSpawnEffect
23466,721,NpcSpawnerSpawnEffect
23467,722,NpcSpawnerSpawnEffect
23469,723,NpcSpawnerSpawnEffect
23470,979,KillNpcWithoutCorpseEffect
23475,2093,BubbleEffect
23480,570,DispelEffect
23483,8281,SpecialEffect
23493,2095,BubbleEffect
23497,7543,BuffEffect
23499,3887,DamageEffect
23500,7544,BuffEffect
23502,981,KillNpcWithoutCorpseEffect
23511,3891,DamageEffect
23513,7548,BuffEffect
23514,7549,BuffEffect
23515,7550,BuffEffect
23516,8293,SpecialEffect
23517,3892,DamageEffect
23524,2100,BubbleEffect
23532,8299,SpecialEffect
23547,3094,InteractionEffect
23551,3096,InteractionEffect
23552,1455,SpawnEffect
23553,1456,SpawnEffect
23554,1457,SpawnEffect
23555,7567,BuffEffect
23556,8307,SpecialEffect
23557,7568,BuffEffect
23558,8308,SpecialEffect
23560,1458,SpawnEffect
23561,1459,SpawnEffect
23562,1460,SpawnEffect
23564,7569,BuffEffect
23565,7570,BuffEffect
23567,8314,SpecialEffect
23568,8315,SpecialEffect
23569,8316,SpecialEffect
23570,8317,SpecialEffect
23572,7571,BuffEffect
23574,1461,SpawnEffect
23575,7572,BuffEffect
23576,1462,SpawnEffect
