id,name,asset_name,fx_event_start_id,fx_event_end_id,fx_location_id,bone_id,offset_x,offset_y,offset_z,fx_detail_id,fx_detail_type,offset_axis_id,fx_scale_id
1254,야성_돌개바람_launch,abillity_skill_table_m.wild.twist_launch,3,5,1,9,0.0,0.0,0.0,1227,FxParticle,0,0
1255,야성_돌개바람_form,abillity_skill_table_m.wild.twist_form,1,3,1,9,0.0,0.0,0.0,1228,FxParticle,0,0
1256,mon_누이여신의환영_form_r,X2_EFFECTS.mon_effects.mon_revival_water_buble_form,1,3,1,9,0.0,0.0,0.0,1229,FxParticle,0,0
1257,mon_누이여신의환영_form_l,X2_EFFECTS.mon_effects.mon_revival_water_buble_form,1,3,1,8,0.0,0.0,0.0,1230,FxParticle,0,0
1258,mon_누이여신의환영_throw_l,X2_EFFECTS.mon_effects.mon_revival_water_buble_throw,3,5,1,8,0.0,0.0,0.0,1231,FxParticle,0,0
1259,mon_누이여신의환영_throw_r,X2_EFFECTS.mon_effects.mon_revival_water_buble_throw,3,5,1,9,0.0,0.0,0.0,1232,FxParticle,0,0
1260,mon_누이여신의환영_hit,X2_EFFECTS.mon_effects.mon_revival_water_buble_launch,5,5,1,0,0.0,0.0,0.0,1233,FxParticle,0,0
1261,mon_누이여신의환영_launch,X2_EFFECTS.mon_effects.mon_revival_water_buble_launch2,3,5,1,0,0.0,0.0,0.0,1234,FxParticle,0,0
1262,mon_누이의여신의환영_dot,X2_EFFECTS.mon_effects.mon_revival_water_buble_dot,0,5,1,19,0.0,0.0,0.0,1235,FxParticle,0,0
1263,mon_누이여신의환영_dot_end,X2_EFFECTS.mon_effects.mon_revival_water_buble_dot_end,5,5,1,19,0.0,0.0,0.0,1236,FxParticle,0,0
1264,배_작살_cut,X2_EFFECTS.e_effect.harpoon_cut,0,5,1,0,0.0,0.0,0.0,1237,FxParticle,0,0
1265,mon_누의여신의환영_발사체,pino_effect.mon.water_bunch_proj ,0,5,1,8,0.0,0.0,0.0,1238,FxParticle,0,0
1266,염동력_form_hand,abillity_skill_table_m.death.psychokinesis_launch_form2,1,5,1,9,0.0,0.0,0.0,1239,FxParticle,0,0
1267,화염벽_dot,abillity_skill_table_m.magic.firewall_dot,0,5,1,0,0.0,0.0,0.0,1240,FxParticle,0,0
1268,화염벽_dot_start,abillity_skill_table_m.magic.firewall_dot_start,0,5,1,0,0.0,0.0,0.0,1241,FxParticle,0,0
1269,화염벽_dot_end,abillity_skill_table_m.magic.firewall_dot_end,5,0,1,0,0.0,0.0,0.0,1242,FxParticle,0,0
1270,뼈장벽_dot,abillity_skill_table_m.test.bonewall_dot,0,5,1,0,0.0,0.0,0.0,1243,FxParticle,0,0
1271,뼈장벽_dot_end,abillity_skill_table_m.test.bonewall_dot,6,6,1,0,0.0,0.0,0.0,1244,FxParticle,0,0
1272,화염벽_launch,abillity_skill_table_m.magic.firewall_launch,3,5,1,0,0.0,0.0,0.0,1245,FxParticle,0,0
1273,선박종소리_blue,abillity_skill_table_m.system_skill.boat_bell_launch_blue,0,5,1,0,0.0,0.0,0.0,1246,FxParticle,0,0
1274,선박종소리_red,abillity_skill_table_m.system_skill.boat_bell_launch_red,0,5,1,0,0.0,0.0,0.0,1247,FxParticle,0,0
1275,선박종소리_yellow,abillity_skill_table_m.system_skill.boat_bell_launch_yellow,0,5,1,0,0.0,0.0,0.0,1248,FxParticle,0,0
1276,일격_sound_addon_사용안함,sounds,4,5,2,0,0.0,0.0,0.0,4,FxSound,4,1
1277,mon_거대몬스터_camera_recoil,camera_recoil,0,5,1,0,0.0,0.0,0.0,11,FxShakeCamera,0,0
1278,quest_눈뭉치_proj,X2_EFFECTS.doodad_effect.quest_snowball_proj,0,5,1,9,0.0,0.0,0.0,1249,FxParticle,0,0
1279,quest_눈뭉치_hit,X2_EFFECTS.doodad_effect.quest_snowball_hit,5,5,1,19,0.0,0.0,0.0,1250,FxParticle,4,0
1280,선박_작살_sound_발사체,abillity_skill_table_m.system_skill.ballista_sound_proj,0,5,1,9,0.0,0.0,0.0,1251,FxParticle,0,0
1281,숯검댕이_shader,custom_material,0,5,1,0,0.0,0.0,0.0,4,FxMaterial,0,0
1282,mon_지면폭발_proj,X2_EFFECTS.mon_effects.mon_exp_ground,0,5,1,0,0.0,0.0,0.0,1252,FxParticle,0,0
1283,turret_waterbreath_launch,X2_EFFECTS.doodad_effect.turret_water_breath_launch,3,5,1,9,0.0,0.0,0.0,1253,FxParticle,0,0
1285,turret_waterbreath_hit,X2_EFFECTS.doodad_effect.turret_water_breath_hit,4,5,2,19,0.0,0.0,0.0,1255,FxParticle,4,0
1286,얼음장벽_start,X2_EFFECTS_P.skill.icewall_start,0,5,1,0,0.0,0.0,0.0,1256,FxParticle,0,0
1287,얼음장벽_loop,X2_EFFECTS_P.test.icewall_dot_test2,0,5,1,0,0.0,0.0,0.0,1257,FxParticle,0,0
1288,연속회복_proj,ability_skill_table_k.p_skill_love.continue_recover_proj,0,5,1,0,0.0,0.0,0.0,1258,FxParticle,0,0
1289,연속회복_hit,ability_skill_table_k.p_skill_love.continue_recover_hit,5,5,1,2,0.0,0.0,0.0,1259,FxParticle,0,0
1290,연속회복_throw_r,ability_skill_table_k.p_skill_love.continue_recover_throw,3,5,1,9,0.0,0.0,0.0,1260,FxParticle,0,0
1291,뼈장벽_a_start,abillity_skill_table_m.wild.bone_wall_dot_start_a,0,0,1,0,0.0,0.0,0.0,1261,FxParticle,0,0
1292,뼈장벽_a_end,abillity_skill_table_m.wild.bone_wall_dot_end_a,0,0,1,0,0.0,0.0,0.0,1262,FxParticle,0,0
1293,뼈장벽_a_loop,abillity_skill_table_m.wild.bone_wall_dot_a,0,5,1,0,0.0,0.0,0.0,1263,FxParticle,0,0
1294,뼈장벽_b_loop,abillity_skill_table_m.wild.bone_wall_dot_b,0,5,1,0,0.0,0.0,0.0,1264,FxParticle,0,0
1295,뼈장벽_b_end,abillity_skill_table_m.wild.bone_wall_dot_end_b,0,0,1,0,0.0,0.0,0.0,1265,FxParticle,0,0
1296,뼈장벽_c_loop,abillity_skill_table_m.wild.bone_wall_dot_c,0,5,1,0,0.0,0.0,0.0,1266,FxParticle,0,0
1297,뼈장벽_c_end,abillity_skill_table_m.wild.bone_wall_dot_end_c,0,0,1,0,0.0,0.0,0.0,1267,FxParticle,0,0
1298,뼈장벽_d_loop,abillity_skill_table_m.wild.bone_wall_dot_d,0,5,1,0,0.0,0.0,0.0,1268,FxParticle,0,0
1299,뼈장벽_d_end,abillity_skill_table_m.wild.bone_wall_dot_end_d,0,0,1,0,0.0,0.0,0.0,1269,FxParticle,0,0
1300,해골소환_spawn,X2_EFFECTS.mon_effects.skeleton_spawn,0,5,1,0,0.0,0.0,0.0,1270,FxParticle,0,0
1301,해골소환_form_r,X2_EFFECTS.mon_effects.mon_spawn_form,0,5,1,9,0.0,0.0,0.0,1271,FxParticle,0,0
1302,해골소환_form_l,X2_EFFECTS.mon_effects.mon_spawn_form,0,5,1,8,0.0,0.0,0.0,1272,FxParticle,0,0
1303,해골소환_form,X2_EFFECTS.mon_effects.mon_spawn_form2,0,3,1,0,0.0,0.0,0.0,1273,FxParticle,0,0
1304,연속회복_throw_l,ability_skill_table_k.p_skill_love.continue_recover_throw,3,5,1,8,0.0,0.0,0.0,1274,FxParticle,0,0
1305,뼈장벽파괴_launch,abillity_skill_table_m.wild.bone_wall_launch,3,5,1,0,0.0,0.0,0.0,1275,FxParticle,0,0
1306,뼈장벽파괴_hit,abillity_skill_table_m.wild.bone_wall_hit,4,5,2,0,0.0,0.0,0.0,1276,FxParticle,0,0
1307,뼈장벽_launch_proj_end,abillity_skill_table_m.wild.bone_wall_proj_end,5,5,1,0,0.0,0.0,0.0,1277,FxParticle,0,0
1308,변신주문서_dot_r,X2_EFFECTS_P.skill.transform_fire_hand,0,5,1,9,0.0,0.0,0.0,1278,FxParticle,0,0
1309,변신주문서_dot_l,X2_EFFECTS_P.skill.transform_fire_hand,0,5,1,8,0.0,0.0,0.0,1279,FxParticle,0,0
1310,사용안함_말소환_휘파람_사운드,sounds/x2interface:interface:whistle,0,5,1,2,0.0,0.0,0.0,5,FxSound,0,0
1311,화염벽_sound_dot,abillity_skill_table_m.magic.firewall_sound_dot,0,5,1,0,0.0,0.0,0.0,1280,FxParticle,0,0
1312,연속막기_launch,ability_skill_table_k.p_skill_adament.continue_defence_launch,0,5,1,8,0.0,0.0,0.0,1281,FxParticle,0,0
1313,고정사격_launch,abillity_skill_table_m.wild.standhold_shot_launch,3,5,1,0,0.0,0.0,0.0,1282,FxParticle,0,0
1314,고정사격_dot_level1,abillity_skill_table_m.wild.standhold_shot_dot,0,5,1,0,0.0,0.0,0.0,1283,FxParticle,0,0
1315,고정사격_form,abillity_skill_table_m.wild.standhold_shot_form,0,3,1,9,0.0,0.0,0.0,1284,FxParticle,0,0
1316,뼈장벽_a_launch,abillity_skill_table_m.wild.bone_wall_a_throw,3,5,1,9,0.0,0.0,0.0,1285,FxParticle,0,0
1317,light_arrow_launch,abillity_skill_table_m.wild.lights_arrow_launch,3,5,1,8,0.0,0.0,0.0,1286,FxParticle,0,0
1318,내리꽂기_hit,ability_skill_table_k.p_skill_vocation.Beatdown_hit,4,5,2,19,0.0,0.0,0.0,1287,FxParticle,4,0
1319,quest_csi놀이_launch,X2_EFFECTS.doodad_effect.criminal_powder_launch,3,5,1,0,0.0,0.0,0.0,1288,FxParticle,0,0
1320,decal_타겟범위_3m ,abillity_skill_table_m.system_skill.decal_target_radius_3m,0,5,1,0,0.0,0.0,0.0,1289,FxParticle,0,0
1321,quest_csi놀이_throw,X2_EFFECTS.doodad_effect.criminal_powder_throw,2,3,1,9,0.0,0.0,0.0,1290,FxParticle,0,0
1322,공성병기_사다리차_hit,abillity_skill_table_m.system_skill.siegetower_hit,4,5,1,9,0.0,0.0,0.0,1291,FxParticle,0,0
1323,mon_worldspawner_loop,abillity_skill_table_m.system_skill.world_spawner,0,5,1,0,0.0,0.0,0.0,1292,FxParticle,0,0
1324,공성스킬_공중사격_proj,abillity_skill_table_m.system_skill.siege_air_shot_proj,0,5,1,0,0.0,0.0,0.0,1293,FxParticle,0,0
1325,공성스킬_공중사격_form,abillity_skill_table_m.system_skill.siege_air_shot_form,0,5,1,9,0.0,0.0,0.0,1294,FxParticle,0,0
1326,공성스킬_공중사격_hit,abillity_skill_table_m.system_skill.siege_air_shot_hit,5,5,1,0,0.0,0.0,0.0,1295,FxParticle,0,0
1327,공성스킬_공중사격_launch_L,abillity_skill_table_m.system_skill.siege_air_shot_launch,3,5,1,8,0.0,0.0,0.0,1296,FxParticle,0,0
1328,공성스킬_지면사격_hit,abillity_skill_table_m.system_skill.siege_ground_shot_hit,4,5,2,19,0.0,0.0,0.0,1297,FxParticle,0,0
1329,공성스킬_지면사격_launch,abillity_skill_table_m.system_skill.siege_ground_shot_launch,5,5,1,0,0.0,0.0,0.0,1298,FxParticle,0,0
1330,누이여신_보호상태,X2_EFFECTS_P.prefab.shrine_goddess,0,5,1,0,0.0,0.0,0.0,1299,FxParticle,0,0
1331,누이여신_보호상태_hand_r,X2_EFFECTS_P.prefab.shrine_goddess_hand,0,5,1,9,0.0,0.0,0.0,1300,FxParticle,0,0
1332,누이여신_보호상태_hand_l,X2_EFFECTS_P.prefab.shrine_goddess_hand,0,5,1,8,0.0,0.0,0.0,1301,FxParticle,0,0
1333,해적깃발_trail_dot,abillity_skill_table_m.system_skill.pirate_flag,0,5,1,1,0.0,0.0,0.0,1302,FxParticle,1,0
1334,mon_철갑망령의베기_launch,X2_EFFECT_O.Mon_Effects.mon_armor_spiritcut_launch,3,5,1,0,0.0,0.0,0.0,1303,FxParticle,0,0
1335,mon_철갑망령의베기_hit,X2_EFFECT_O.Mon_Effects.mon_armor_spiritcut_hit,4,5,2,19,0.0,0.0,0.0,1304,FxParticle,0,0
1336,mon_철갑망령손대포_hit,abillity_skill_table_m.system_skill.amoredspecter_canon_hit,5,5,1,0,0.0,0.0,0.0,1305,FxParticle,0,0
1337,mon_철갑망령손대포_launch,abillity_skill_table_m.system_skill.amoredspecter_canon_launch,3,5,1,9,0.0,0.0,0.0,1306,FxParticle,0,0
1338,mon_철갑망령손대포_proj,abillity_skill_table_m.system_skill.amoredspecter_canon_proj,0,5,1,8,0.0,0.0,0.0,1307,FxParticle,0,0
1339,mon_철갑망령난사_launch,abillity_skill_table_m.system_skill.amoredspecter_shot_launch,3,5,1,8,0.0,0.0,0.0,1308,FxParticle,0,0
1340,mon_철갑망령난사_proj,abillity_skill_table_m.system_skill.amoredspecter_shot_proj,0,6,1,8,0.0,0.0,0.0,1309,FxParticle,0,0
1341,mon_철갑망령난사_hit,abillity_skill_table_m.system_skill.amoredspecter_shot_hit,4,5,2,19,0.0,0.0,0.0,1310,FxParticle,0,0
1342,날틀_에어쇼,X2_EFFECTS_P.skill.airshow,0,5,1,19,0.0,0.0,0.0,1311,FxParticle,0,0
1343,mon_worldspawner_proj,abillity_skill_table_m.system_skill.world_spawner_proj,0,5,1,0,0.0,0.0,0.0,1312,FxParticle,0,0
1344,mon_worldspawner_hit,abillity_skill_table_m.system_skill.world_spawner_hit_proj,5,5,1,0,0.0,0.0,0.0,1313,FxParticle,0,0
1345,mon_worldspawner_launch,abillity_skill_table_m.system_skill.world_spawner_launch,0,5,1,0,0.0,0.0,0.0,1314,FxParticle,0,0
1346,얼음_강력한동결종료_hit,abillity_skill_table_m.magic.ice_wall_dot3_end,4,5,1,0,0.0,0.0,0.0,1315,FxParticle,0,0
1347,얼음_강력한동결_dot,abillity_skill_table_m.magic.ice_wall_dot3,0,5,1,0,0.0,0.0,0.0,1316,FxParticle,0,0
1349,불의광역장벽_launch,abillity_skill_table_m.magic.fire_ground_new_launch,3,5,1,0,0.0,0.0,0.0,1318,FxParticle,0,0
1350,불의광역장벽_dot,abillity_skill_table_m.magic.fire_ground_new_dot,0,5,1,0,0.0,0.0,0.0,1319,FxParticle,0,0
1351,mon_worldspawner_hit,abillity_skill_table_m.system_skill.world_spawner_hit_anthalon,5,5,1,0,0.0,0.0,0.0,1320,FxParticle,0,0
1352,월드스포너불덩어리_hit,abillity_skill_table_m.test.fireball_gimmick_fire_hit,0,5,1,0,0.0,0.0,0.0,1321,FxParticle,0,0
1353,해양컨텐츠_잠수복_dot,abillity_skill_table_m.system_skill.water_contents_buble,0,5,1,24,0.0,0.0,0.0,1322,FxParticle,1,0
1354,퀘스트_돌격용폭탄,X2_EFFECTS_P.doodad.quest_boom,0,5,1,0,0.0,0.0,0.0,1323,FxParticle,0,0
1355,해양컨텐츠_잠수복_랜턴_dot,abillity_skill_table_m.system_skill.water_contents_lantern,0,5,1,24,0.0,0.0,0.0,1324,FxParticle,1,0
1356,mon_worldspawner_loop_end,abillity_skill_table_m.system_skill.world_spawner_end,5,5,1,0,0.0,0.0,0.0,1325,FxParticle,0,0
1357,mon_anthalon_despawn_launch,X2_EFFECTS.mon_effects.mon_anthalon_despawn_launch,0,5,1,0,0.0,0.0,0.0,1326,FxParticle,0,0
1358,mon_anthalon_원혼소환_효과지역,X2_EFFECTS.mon_effects.mon_anthalon_ghostspawn_proj,0,5,1,0,0.0,0.0,0.0,1327,FxParticle,0,0
1359,당나귀_속력버프_dot,X2_EFFECTS_P.skill.donkey_carrot_dot,0,5,1,19,0.0,0.0,0.0,1328,FxParticle,0,0
1360,당나귀_속력버프_launch,X2_EFFECTS_P.skill.donkey_carrot_launch,0,5,1,19,0.0,0.0,0.0,1329,FxParticle,0,0
1361,야타_점프_launch,X2_EFFECTS_P.skill.yata_jump_launch,0,5,1,19,0.0,0.0,0.0,1330,FxParticle,0,0
1362,김현준_테스트_launch_플롯,X2_EFFECT_O.Mon_Effects.mon_groundstrike_hit,0,5,1,0,0.0,0.0,0.0,1331,FxParticle,0,0
1363,common_cannon_fire_30m,X2_EFFECTS.e_effect.ship_canon_fire,3,5,1,5,0.0,0.0,0.0,1332,FxParticle,1,0
1364,기상의나팔소리_launch,ability_skill_table_k.p_skill_romance.morning_bugle_launch,0,6,1,1,0.0,0.0,0.0,1333,FxParticle,0,0
1365,기상의나팔소리_dot,ability_skill_table_k.p_skill_romance.morning_bugle_dot,0,5,1,1,0.0,0.0,0.0,1334,FxParticle,0,0
1366,기상의나팔소리_launch_dot,ability_skill_table_k.p_skill_romance.morning_bugle_launch_dot,0,5,1,1,0.0,0.0,0.0,1335,FxParticle,0,0
1367,doodad_piano_note_c,doodad_piano_note_c,0,5,1,0,0.0,0.0,0.0,6,FxSound,0,0
1368,doodad_piano_note_d,sounds/x2eventsounds:doodad:piano_note_d,0,5,1,0,0.0,0.0,0.0,7,FxSound,0,0
1369,doodad_piano_note_e,sounds/x2eventsounds:doodad:piano_note_e,0,5,1,0,0.0,0.0,0.0,8,FxSound,0,0
1370,doodad_piano_note_g,sounds/x2eventsounds:doodad:piano_note_g,0,5,1,0,0.0,0.0,0.0,9,FxSound,0,0
1371,doodad_piano1_note_c,x2_sounds.particles.piano_c,0,5,1,0,0.0,0.0,0.0,1336,FxParticle,0,0
1372,doodad_piano1_note_d,x2_sounds.particles.piano_d,0,5,1,0,0.0,0.0,0.0,1337,FxParticle,0,0
1373,doodad_piano1_note_e,x2_sounds.particles.piano_e,0,5,1,0,0.0,0.0,0.0,1338,FxParticle,0,0
1374,doodad_piano1_note_g,x2_sounds.particles.piano_g,0,5,1,0,0.0,0.0,0.0,1339,FxParticle,0,0
1375,catapult_heal_form,X2_EFFECTS_P.skill.catapult_heal_form,1,2,1,9,0.0,0.0,0.5,1340,FxParticle,1,0
1376,catapult_heal_proj,X2_EFFECTS_P.skill.catapult_heal_proj,0,5,1,0,0.0,0.0,0.0,1341,FxParticle,0,0
1377,n_스산한자장가_launch2,ability_skill_table_k.p_skill_romance.song_of_sleep_launch,3,5,1,0,0.0,0.0,0.0,1342,FxParticle,0,0
1378,mon_피바람검투사회전베기_hit,X2_EFFECT_O.Mon_Effects.mon_hammer_b_hit,4,5,2,0,0.0,0.0,0.0,1343,FxParticle,4,0
1379,catapult_heal_hit,X2_EFFECTS_P.skill.catapult_heal_hit,5,5,1,0,0.0,0.0,0.0,1344,FxParticle,0,0
1380,catapult_fire_jar_form,X2_EFFECTS_P.skill.catapult_fire_jar_form,1,2,1,9,0.0,0.0,0.5,1345,FxParticle,1,0
1381,catapult_fire_jar_proj,X2_EFFECTS_P.skill.catapult_fire_jar_proj,0,5,1,0,0.0,0.0,0.0,1346,FxParticle,0,0
1382,catapult_fire_jar_hit,X2_EFFECTS_P.skill.catapult_fire_jar_hit,5,5,1,0,0.0,0.0,0.0,1347,FxParticle,0,0
1383,catapult_water_form,X2_EFFECTS_P.skill.catapult_water_form,1,2,1,9,0.0,0.0,0.5,1348,FxParticle,1,0
1384,catapult_water_proj,X2_EFFECTS_P.skill.catapult_water_proj,0,5,1,0,0.0,0.0,0.0,1349,FxParticle,0,0
1385,catapult_water_hit,X2_EFFECTS_P.skill.catapult_water_hit,5,5,1,0,0.0,0.0,0.0,1350,FxParticle,0,0
1386,쿵쿵따_sound_only_form,x2_sounds.particles.kungkungdda,1,3,1,0,0.0,0.0,0.0,1351,FxParticle,0,0
1387,달구지_경적_사운드,sounds/x2vehicles:trailer:horn,0,5,1,0,0.0,0.0,0.0,10,FxSound,0,0
1388,농기계_물_proj,X2_EFFECTS_P.skill.trailer_water_proj,0,5,1,9,0.0,0.0,0.0,1352,FxParticle,0,0
1389,농기계_물_launch,X2_EFFECTS_P.skill.trailer_water_launch,0,5,1,0,0.0,0.0,0.0,1353,FxParticle,0,0
1390,농기계_물퍼올리기,sounds/x2vehicles:trailer:water_pumping,0,5,1,0,0.0,0.0,0.0,11,FxSound,0,0
1391,거대석궁_proj,abillity_skill_table_m.system_skill.siege_bow_proj,0,5,1,9,0.0,0.0,0.0,1354,FxParticle,0,0
1392,거대석궁_launch,abillity_skill_table_m.system_skill.siege_bow_launch,3,5,1,9,0.0,0.0,0.0,1355,FxParticle,1,0
1393,거대석궁_폭발,X2_EFFECTS.e_effect.siegetank_mana_hit,0,5,1,0,0.0,0.0,0.0,1356,FxParticle,0,0
1394,공성병기_투석_hit,X2_EFFECTS.e_effect.siegetank_fire_hit,5,5,1,0,0.0,0.0,0.0,1357,FxParticle,0,0
1395,jukebox_play,sounds/x2eventsounds:doodad:jukebox_play,0,5,1,0,0.0,0.0,0.0,12,FxSound,0,0
1396,변신주문서_body,X2_EFFECTS_P.skill.transform_fire_body,0,5,1,24,0.0,0.0,0.0,1358,FxParticle,0,0
1397,변신주문서_foot_r,X2_EFFECTS_P.skill.transform_fire_hand,0,5,1,7,0.0,0.0,0.0,1359,FxParticle,0,0
1398,변신주문서_foot_l,X2_EFFECTS_P.skill.transform_fire_hand,0,5,1,6,0.0,0.0,0.0,1360,FxParticle,0,0
1399,변진주문서_end,X2_EFFECTS_P.skill.transform_fire_body_end,5,5,1,24,0.0,0.0,0.0,1361,FxParticle,0,0
1400,item_산들바람날개_launch_r,abillity_skill_table_m.etc.breeze_wing_launch_foot,0,5,1,7,0.0,0.0,0.0,1362,FxParticle,0,0
1401,item_산들바람날개_launch_l,abillity_skill_table_m.etc.breeze_wing_launch_foot,0,5,1,6,0.0,0.0,0.0,1363,FxParticle,0,0
1402,변신주문서_launch_exp,X2_EFFECTS_P.skill.transform_fire_launch_exp,3,5,1,0,0.0,0.0,0.0,1364,FxParticle,0,0
1403,재빠른움직임_dot,ability_skill_table_k.p_skill_vocation.p_skill_vo_speed_dot,0,5,1,1,0.0,0.0,0.0,1365,FxParticle,0,0
1404,채찍_test_chr,game/objects/effects/whip/whip_effect.cdf,0,5,1,9,0.0,0.0,0.0,8,FxChr,3,0
1405,채찍_hit,abillity_skill_table_m.test.whips_lightning_hit,4,5,2,19,0.0,0.0,0.0,1366,FxParticle,0,0
1406,채찍_test_chr2,game/objects/effects/whip/whip_effect2.cdf,3,5,1,9,0.0,0.0,0.0,9,FxChr,3,0
1407,채찍_launch,abillity_skill_table_m.test.whips_lightning_launch,0,5,1,9,0.0,0.0,0.0,1367,FxParticle,0,0
1408,채찍_end,abillity_skill_table_m.test.whips_lightning_launch,5,5,1,9,0.0,0.0,0.0,1368,FxParticle,0,0
1410,채찍_투사체_hit,abillity_skill_table_m.test.whips_lightning_hit,5,5,1,0,0.0,0.0,0.0,1369,FxParticle,0,0
1411,swoosh1_right2,X2_EFFECTS.swoosh_right2,1,2,1,9,0.0,0.0,0.0,1370,FxParticle,3,1
1412,blood_splash,abillity_skill_table_m.system_skill.stadard_hit_blood,0,5,2,19,0.0,0.0,0.0,1371,FxParticle,4,0
1413,결정타검기_right,abillity_skill_table_m.fight.critical_damage_sword,1,2,1,9,0.0,0.0,0.0,1372,FxParticle,3,1
1414,결정타검기_left,abillity_skill_table_m.fight.critical_damage_sword,1,2,1,8,0.0,0.0,0.0,1373,FxParticle,3,1
1415,mon_어둠송이_launch,sounds/x2skills:monster_skill:dark_shot_launch,3,5,1,0,0.0,0.0,0.0,14,FxSound,0,0
1416,mon_소화액쏘기_launch,sounds/x2skills:monster_skill:digestive_fluid_launch,3,5,1,0,0.0,0.0,0.0,15,FxSound,0,0
1417,돌격_발묶임_dot,abillity_skill_table_m.fight.dash_dot,0,5,1,0,0.0,0.0,0.0,1374,FxParticle,0,0
1418,돌진_발묶임_dot_end,abillity_skill_table_m.fight.dash_dot_end,5,5,1,0,0.0,0.0,0.0,1375,FxParticle,0,0
1419,mon_석화_launch,sounds/x2skills:monster_skill:lithification_launch,3,5,1,0,0.0,0.0,0.0,16,FxSound,0,0
1420,돌진_발묶임_dot_start,abillity_skill_table_m.fight.dash_dot_start,0,5,1,0,0.0,0.0,0.0,1376,FxParticle,0,0
1421,mon_독뱉기_launch,sounds/x2skills:monster_skill:poison_shot_launch,3,5,1,0,0.0,0.0,0.0,17,FxSound,0,0
1422,mon_별빛송이_launch,sounds/x2skills:monster_skill:star_shot_launch,3,5,1,0,0.0,0.0,0.0,18,FxSound,0,0
1423,대지가르기_효과지역,abillity_skill_table_m.fight.ground_dot_proj,0,5,1,0,0.0,0.0,0.0,1377,FxParticle,4,0
1424,지옥_독안개,X2_EFFECTS_P.env.hell_swamp_bug,0,5,1,0,0.0,0.0,0.0,1378,FxParticle,0,0
1425,퀘스트_지옥늪지대_수포_green,X2_EFFECTS_P.env.hell_swamp_bubble_green,0,5,1,0,0.0,0.0,0.0,1379,FxParticle,0,0
1426,퀘스트_지옥늪지대_수포_red,X2_EFFECTS_P.env.hell_swamp_bubble_red,0,5,1,0,0.0,0.0,0.0,1380,FxParticle,0,0
1427,퀘스트_가랑돌평원_제단의 빛,X2_EFFECTS.e_effect.garangdol_altar_light,0,5,1,0,0.0,0.0,0.0,1381,FxParticle,0,0
1428,mon_쐐기화살_launch,sounds/x2skills:monster_skill:wedge_arrow_launch,3,5,1,0,0.0,0.0,0.0,19,FxSound,0,0
1429,지옥_불타오름,X2_EFFECTS.doodad_effect.quest_catch_fire_01,0,5,1,0,0.0,0.0,0.0,1382,FxParticle,0,0
1430,지옥_시체삼킨아이들,X2_EFFECTS.e_effect.green_small_smoke,0,5,1,0,0.0,0.0,0.0,1383,FxParticle,0,0
1431,퀘스트_연기_dot,abillity_skill_table_m.system_skill.mini_portal,0,5,1,0,0.0,0.0,0.0,1384,FxParticle,0,0
1432,돌개바람_dot_test,X2_EFFECTS_P.test_skill.swirl_wind_dot_test,0,5,1,0,0.0,0.0,0.0,1385,FxParticle,0,0
1433,하랄랴_검은오오라,abillity_skill_table_m.system_skill.mini_portal,0,5,1,0,0.0,0.0,0.0,1386,FxParticle,0,0
1434,김현준_하디르농장_독buff,X2_EFFECTS.mon_effects.nmon_poison_shot_hit,0,5,1,19,0.0,0.0,0.0,1387,FxParticle,0,0
1435,김현준_하디르보스_독브레스_proj,X2_EFFECTS.mon_effects.mon_bailisk_big_poisonpond_proj,0,5,1,9,0.0,0.0,0.0,1388,FxParticle,0,0
1436,김현준_하디르_몹스폰_launch,abillity_skill_table_m.death.crow_summon_launch ,3,5,1,2,0.0,0.0,0.0,1389,FxParticle,0,0
1437,김현준_하디르_농부속박_dot,X2_EFFECTS_P.doodad.quest_alcohol_dot,0,5,1,19,0.0,0.0,0.0,1390,FxParticle,0,0
1438,테스트용_돈주머니발사체_proj,X2_EFFECTS_P.doodad.quest_moneybag_proj,0,5,1,9,0.0,0.0,0.0,1391,FxParticle,0,0
1439,매혹의노래_form_sound,x2_sounds.particles.empty_continuous,0,5,1,0,0.0,0.0,0.0,1392,FxParticle,0,0
1440,매혹의노래_throw_sound,x2_sounds.particles.empty_continuous,3,5,1,0,0.0,0.0,0.0,1393,FxParticle,0,0
1441,퀘스트_지옥늪지대_수포_퀘스트용,X2_EFFECTS_P.env.hell_swamp_bubble_quest,0,5,1,0,0.0,0.0,0.0,1394,FxParticle,0,0
1442,레벨_노란 빛 기둥,X2_EFFECTS.e_effect.solzreed_stone_mark_beam,0,5,1,0,0.0,0.0,0.0,1395,FxParticle,0,0
1443,황의 갈고리 로프,황의 갈고리 로프,0,5,1,5,0.0,0.0,0.0,2,FxRope,1,0
1444,로카_땅벌레 이동,abillity_skill_table_m.illusion.ground_restriction_proj,0,5,1,0,0.0,0.0,0.0,1396,FxParticle,0,0
1445,저녁어스름_사랑,x2_sounds.particles.love_evening,0,0,1,0,0.0,0.0,0.0,1397,FxParticle,0,0
1446,저녁어스름_사랑_end,x2_sounds.particles.love_evening_end,5,5,1,0,0.0,0.0,0.0,1398,FxParticle,0,0
1447,도약_swoosh_r,X2_EFFECTS.sword_trail_test1,1,2,1,9,0.0,0.0,0.0,1399,FxParticle,3,0
1448,도약_swoosh_l,X2_EFFECTS.sword_trail_test1,0,5,1,8,0.0,0.0,0.0,1400,FxParticle,3,1
