id,quest_component_id,act_detail_id,act_detail_type
18225,12497,176,QuestActSupplyRemoveItem
18226,12345,2334,QuestActConAcceptNpc
18227,12499,567,QuestActObjSphere
18228,12500,611,QuestActConAutoComplete
18230,12344,87,QuestActConAcceptDoodad
18231,12501,651,QuestActObjMonsterHunt
18232,12502,612,QuestActConAutoComplete
18233,12503,88,QuestActConAcceptDoodad
18234,12505,2556,QuestActConReportNpc
18235,12504,1240,QuestActObjItemGather
18236,12508,2557,QuestActConReportNpc
18239,12338,2335,QuestActConAcceptNpc
18240,12511,2558,QuestActConReportNpc
18241,12510,653,QuestActObjMonsterHunt
18242,12514,2559,QuestActConReportNpc
18243,12360,2336,QuestActConAcceptNpc
18244,12513,1241,QuestActObjItemGather
18245,12339,2337,QuestActConAcceptNpc
18246,12517,2560,QuestActConReportNpc
18247,12519,1835,QuestActSupplyItem
18248,12516,473,QuestActObjItemUse
18249,12349,2338,QuestActConAcceptNpc
18250,12521,2561,QuestActConReportNpc
18251,12520,1242,QuestActObjItemGather
18252,12523,2339,QuestActConAcceptNpc
18253,12524,2562,QuestActConReportNpc
18254,12526,2340,QuestActConAcceptNpc
18257,12529,2563,QuestActConReportNpc
18258,12330,2341,QuestActConAcceptNpc
18259,12531,1836,QuestActSupplyItem
18260,12532,1243,QuestActObjItemGather
18261,12532,66,QuestActEtcItemObtain
18262,12533,2564,QuestActConReportNpc
18266,12539,2566,QuestActConReportNpc
18267,12538,430,QuestActObjInteraction
18268,12333,2343,QuestActConAcceptNpc
18269,12542,2567,QuestActConReportNpc
18270,12354,2344,QuestActConAcceptNpc
18271,12541,474,QuestActObjItemUse
18272,12542,177,QuestActSupplyRemoveItem
18273,12544,2345,QuestActConAcceptNpc
18274,12546,2568,QuestActConReportNpc
18275,12545,431,QuestActObjInteraction
18276,12336,2346,QuestActConAcceptNpc
18277,12550,2569,QuestActConReportNpc
18278,12548,1837,QuestActSupplyItem
18279,12549,1244,QuestActObjItemGather
18280,12558,613,QuestActConAutoComplete
18281,12557,654,QuestActObjMonsterHunt
18282,12556,2347,QuestActConAcceptNpc
18283,12559,2348,QuestActConAcceptNpc
18284,12563,2570,QuestActConReportNpc
18285,12561,2349,QuestActConAcceptNpc
18286,12562,1245,QuestActObjItemGather
18287,12565,2571,QuestActConReportNpc
18288,12560,295,QuestActObjMonsterGroupHunt
18289,12568,655,QuestActObjMonsterHunt
18290,12567,2350,QuestActConAcceptNpc
18291,12569,2572,QuestActConReportNpc
18292,12321,2351,QuestActConAcceptNpc
18294,12572,2573,QuestActConReportNpc
18295,12331,2352,QuestActConAcceptNpc
18296,12574,432,QuestActObjInteraction
18298,12319,2353,QuestActConAcceptNpc
18299,12278,1246,QuestActObjItemGather
18300,12577,1838,QuestActSupplyItem
18301,12358,2354,QuestActConAcceptNpc
18302,12578,1839,QuestActSupplyItem
18303,12483,2355,QuestActConAcceptNpc
18304,12295,2575,QuestActConReportNpc
18306,12579,1840,QuestActSupplyItem
18308,12581,1247,QuestActObjItemGather
18309,12581,67,QuestActEtcItemObtain
18310,12582,2577,QuestActConReportNpc
18311,12585,433,QuestActObjInteraction
18312,12586,2578,QuestActConReportNpc
18313,12588,1841,QuestActSupplyItem
18314,12584,2356,QuestActConAcceptNpc
18315,12580,2357,QuestActConAcceptNpc
18316,12589,274,QuestActSupplyCopper
18317,12251,2579,QuestActConReportNpc
18318,12250,434,QuestActObjInteraction
18319,12235,275,QuestActSupplyCopper
18320,12293,68,QuestActEtcItemObtain
18324,12288,40,QuestActSupplyHonorPoint
18325,12589,41,QuestActSupplyHonorPoint
18327,12366,2358,QuestActConAcceptNpc
18328,12552,2359,QuestActConAcceptNpc
18329,12554,2580,QuestActConReportNpc
18334,12602,276,QuestActSupplyCopper
18335,12602,52,QuestActSupplyExp
18336,12600,2361,QuestActConAcceptNpc
18337,12601,2582,QuestActConReportNpc
18338,12334,2362,QuestActConAcceptNpc
18339,12340,2363,QuestActConAcceptNpc
18340,12606,2583,QuestActConReportNpc
18342,12608,1843,QuestActSupplyItem
18343,12605,437,QuestActObjInteraction
18344,12367,438,QuestActObjInteraction
18345,12553,439,QuestActObjInteraction
18346,12555,53,QuestActSupplyExp
18347,12555,277,QuestActSupplyCopper
18348,12555,2,QuestActSupplyCrimePoint
18350,12609,2364,QuestActConAcceptNpc
18351,12611,2584,QuestActConReportNpc
18352,12612,54,QuestActSupplyExp
18353,12612,278,QuestActSupplyCopper
18354,12612,3,QuestActSupplyCrimePoint
18356,12613,2365,QuestActConAcceptNpc
18357,12615,2585,QuestActConReportNpc
18358,12614,441,QuestActObjInteraction
18359,12616,55,QuestActSupplyExp
18360,12616,279,QuestActSupplyCopper
18361,12616,4,QuestActSupplyCrimePoint
18362,12617,2366,QuestActConAcceptNpc
18363,12618,2586,QuestActConReportNpc
18364,12619,56,QuestActSupplyExp
18365,12619,280,QuestActSupplyCopper
18366,1290,569,QuestActObjSphere
18367,1291,2587,QuestActConReportNpc
18368,1291,47,QuestActConFail
18369,1630,2588,QuestActConReportNpc
18370,12621,1844,QuestActSupplyItem
18372,12622,570,QuestActObjSphere
18374,12627,2367,QuestActConAcceptNpc
18375,12630,2589,QuestActConReportNpc
18376,12634,2590,QuestActConReportNpc
18377,12632,2368,QuestActConAcceptNpc
18378,12633,1250,QuestActObjItemGather
18380,12641,2370,QuestActConAcceptNpc
18381,12642,2371,QuestActConAcceptNpc
18382,12643,2372,QuestActConAcceptNpc
18383,12644,1251,QuestActObjItemGather
18384,12645,2591,QuestActConReportNpc
18385,12647,2373,QuestActConAcceptNpc
18386,12648,1845,QuestActSupplyItem
18387,12650,2592,QuestActConReportNpc
18388,12649,476,QuestActObjItemUse
18389,12652,2374,QuestActConAcceptNpc
18390,12653,297,QuestActObjMonsterGroupHunt
18391,12654,2593,QuestActConReportNpc
18392,12658,2594,QuestActConReportNpc
18393,12656,2375,QuestActConAcceptNpc
18394,12657,1252,QuestActObjItemGather
18395,12660,90,QuestActConAcceptDoodad
18396,12661,875,QuestActObjTalk
18397,12662,876,QuestActObjTalk
18398,12663,2376,QuestActConAcceptNpc
18399,12664,8,QuestActObjExpressFire
18400,12665,9,QuestActObjExpressFire
18401,12666,10,QuestActObjExpressFire
18402,12667,11,QuestActObjExpressFire
18403,12668,2595,QuestActConReportNpc
18404,12671,298,QuestActObjMonsterGroupHunt
18405,12676,1253,QuestActObjItemGather
18406,12680,1846,QuestActSupplyItem
18407,12681,442,QuestActObjInteraction
18408,12685,1254,QuestActObjItemGather
18409,12689,1255,QuestActObjItemGather
18410,12693,477,QuestActObjItemUse
18411,12697,1847,QuestActSupplyItem
18414,12703,2596,QuestActConReportNpc
18415,12702,299,QuestActObjMonsterGroupHunt
18416,12706,1848,QuestActSupplyItem
18417,12707,1256,QuestActObjItemGather
18419,12713,91,QuestActConAcceptDoodad
18420,12714,1849,QuestActSupplyItem
18421,12715,2597,QuestActConReportNpc
18423,12720,2598,QuestActConReportNpc
18424,12719,1257,QuestActObjItemGather
18425,12718,1850,QuestActSupplyItem
18426,12723,1851,QuestActSupplyItem
18427,12724,479,QuestActObjItemUse
18428,12727,101,QuestActConAcceptItem
18429,12728,1258,QuestActObjItemGather
18430,12729,571,QuestActObjSphere
18431,12730,614,QuestActConAutoComplete
18432,12736,1852,QuestActSupplyItem
18433,12737,1259,QuestActObjItemGather
18434,12735,2379,QuestActConAcceptNpc
18435,12745,1260,QuestActObjItemGather
18437,12751,625,QuestActConAcceptNpcKill
18438,12754,102,QuestActConAcceptItem
18440,12741,300,QuestActObjMonsterGroupHunt
18441,12758,2380,QuestActConAcceptNpc
18442,12759,2599,QuestActConReportNpc
18443,12761,2381,QuestActConAcceptNpc
18444,12762,1262,QuestActObjItemGather
18445,12763,2600,QuestActConReportNpc
18447,12766,1853,QuestActSupplyItem
18448,12767,480,QuestActObjItemUse
18449,12768,2602,QuestActConReportNpc
18451,12361,2382,QuestActConAcceptNpc
18452,12774,1854,QuestActSupplyItem
18453,12775,481,QuestActObjItemUse
18454,12776,658,QuestActObjMonsterHunt
18456,12779,2383,QuestActConAcceptNpc
18457,12780,659,QuestActObjMonsterHunt
18458,12781,2605,QuestActConReportNpc
18461,12786,615,QuestActConAutoComplete
18462,12784,301,QuestActObjMonsterGroupHunt
18463,12380,443,QuestActObjInteraction
18464,12789,616,QuestActConAutoComplete
18469,12792,618,QuestActConAutoComplete
18470,12790,125,QuestActConAcceptComponent
18483,12290,444,QuestActObjInteraction
18491,12535,877,QuestActObjTalk
18492,12771,878,QuestActObjTalk
18493,12811,445,QuestActObjInteraction
18494,12291,2608,QuestActConReportNpc
18495,12816,37,QuestActObjZoneKill
18496,12817,622,QuestActConAutoComplete
18497,12817,42,QuestActSupplyHonorPoint
18498,12817,131,QuestActConAcceptComponent
18499,12815,201,QuestActConAcceptSphere
18500,12818,132,QuestActConAcceptComponent
18501,12819,38,QuestActObjZoneKill
18502,12820,623,QuestActConAutoComplete
18503,12820,43,QuestActSupplyHonorPoint
18504,12820,133,QuestActConAcceptComponent
18506,12822,39,QuestActObjZoneKill
18507,12823,2609,QuestActConReportNpc
18508,12824,44,QuestActSupplyHonorPoint
18510,12825,2385,QuestActConAcceptNpc
18511,12826,40,QuestActObjZoneKill
18512,12827,2610,QuestActConReportNpc
18513,12828,45,QuestActSupplyHonorPoint
18515,12829,2386,QuestActConAcceptNpc
18516,12830,41,QuestActObjZoneKill
18517,12831,2611,QuestActConReportNpc
18518,12832,46,QuestActSupplyHonorPoint
18520,12833,2387,QuestActConAcceptNpc
18521,12834,42,QuestActObjZoneKill
18522,12835,2612,QuestActConReportNpc
18523,12836,47,QuestActSupplyHonorPoint
18525,12470,2613,QuestActConReportNpc
18527,9458,302,QuestActObjMonsterGroupHunt
18528,12837,2388,QuestActConAcceptNpc
18529,12740,2389,QuestActConAcceptNpc
18530,12742,2614,QuestActConReportNpc
18532,12810,1859,QuestActSupplyItem
18534,12839,573,QuestActObjSphere
18536,12840,2615,QuestActConReportNpc
18537,12843,2390,QuestActConAcceptNpc
18538,12845,1263,QuestActObjItemGather
18539,12846,2616,QuestActConReportNpc
18540,12844,1860,QuestActSupplyItem
18541,12848,2391,QuestActConAcceptNpc
18542,12852,1861,QuestActSupplyItem
18543,12853,482,QuestActObjItemUse
18544,12855,303,QuestActObjMonsterGroupHunt
18545,12854,2392,QuestActConAcceptNpc
18546,12856,2617,QuestActConReportNpc
18547,12860,447,QuestActObjInteraction
18548,12861,2393,QuestActConAcceptNpc
18550,12863,880,QuestActObjTalk
18551,12864,2618,QuestActConReportNpc
18552,12866,628,QuestActConAcceptNpcKill
18553,12867,2619,QuestActConReportNpc
18554,12862,2620,QuestActConReportNpc
18555,12870,304,QuestActObjMonsterGroupHunt
18558,12880,1264,QuestActObjItemGather
18559,12882,1265,QuestActObjItemGather
18560,12381,2621,QuestActConReportNpc
18563,12791,306,QuestActObjMonsterGroupHunt
18564,12794,307,QuestActObjMonsterGroupHunt
18565,12795,2622,QuestActConReportNpc
18566,12808,1862,QuestActSupplyItem
18567,12796,2394,QuestActConAcceptNpc
18569,12797,308,QuestActObjMonsterGroupHunt
18570,12800,309,QuestActObjMonsterGroupHunt
18571,12803,310,QuestActObjMonsterGroupHunt
18572,12804,2623,QuestActConReportNpc
18576,12913,1865,QuestActSupplyItem
18577,12914,1266,QuestActObjItemGather
18578,12915,2624,QuestActConReportNpc
18579,12919,2397,QuestActConAcceptNpc
18580,12920,311,QuestActObjMonsterGroupHunt
18581,12921,624,QuestActConAutoComplete
18584,12923,312,QuestActObjMonsterGroupHunt
18585,12924,625,QuestActConAutoComplete
18588,12926,313,QuestActObjMonsterGroupHunt
18589,12927,2625,QuestActConReportNpc
18590,12928,1866,QuestActSupplyItem
18591,12930,183,QuestActConReportJournal
18592,12931,281,QuestActSupplyCopper
18593,12970,184,QuestActConReportJournal
18594,12933,185,QuestActConReportJournal
18595,12934,282,QuestActSupplyCopper
18596,12971,283,QuestActSupplyCopper
18597,12936,186,QuestActConReportJournal
18598,12937,284,QuestActSupplyCopper
18599,12939,187,QuestActConReportJournal
18600,12940,285,QuestActSupplyCopper
18601,12942,188,QuestActConReportJournal
18602,12943,286,QuestActSupplyCopper
18603,12945,189,QuestActConReportJournal
18604,12946,287,QuestActSupplyCopper
18606,12949,191,QuestActConReportJournal
18607,12950,288,QuestActSupplyCopper
18608,12952,192,QuestActConReportJournal
18609,12953,289,QuestActSupplyCopper
18610,12955,193,QuestActConReportJournal
18611,12956,290,QuestActSupplyCopper
18612,12958,194,QuestActConReportJournal
18613,12959,291,QuestActSupplyCopper
18614,12961,195,QuestActConReportJournal
18615,12962,292,QuestActSupplyCopper
18616,12964,196,QuestActConReportJournal
18617,12965,293,QuestActSupplyCopper
18618,12968,294,QuestActSupplyCopper
18619,12967,197,QuestActConReportJournal
18620,12916,631,QuestActConAcceptNpcKill
18621,12916,632,QuestActConAcceptNpcKill
18622,12966,314,QuestActObjMonsterGroupHunt
18623,12963,315,QuestActObjMonsterGroupHunt
18624,12960,316,QuestActObjMonsterGroupHunt
18625,12957,668,QuestActObjMonsterHunt
18626,12911,633,QuestActConAcceptNpcKill
18627,12911,634,QuestActConAcceptNpcKill
18628,12911,635,QuestActConAcceptNpcKill
18629,12910,636,QuestActConAcceptNpcKill
18630,12910,637,QuestActConAcceptNpcKill
18631,12909,638,QuestActConAcceptNpcKill
18632,12954,317,QuestActObjMonsterGroupHunt
18633,12907,639,QuestActConAcceptNpcKill
18634,12907,640,QuestActConAcceptNpcKill
18635,12907,641,QuestActConAcceptNpcKill
18636,12951,318,QuestActObjMonsterGroupHunt
18637,12904,642,QuestActConAcceptNpcKill
18638,12904,643,QuestActConAcceptNpcKill
18639,12904,644,QuestActConAcceptNpcKill
18640,12948,319,QuestActObjMonsterGroupHunt
18641,12947,645,QuestActConAcceptNpcKill
18642,12947,646,QuestActConAcceptNpcKill
18643,12947,647,QuestActConAcceptNpcKill
18647,12903,648,QuestActConAcceptNpcKill
18650,12903,651,QuestActConAcceptNpcKill
18651,12944,322,QuestActObjMonsterGroupHunt
18652,12899,652,QuestActConAcceptNpcKill
18653,12941,670,QuestActObjMonsterHunt
18654,12938,323,QuestActObjMonsterGroupHunt
18655,12898,653,QuestActConAcceptNpcKill
18656,12898,654,QuestActConAcceptNpcKill
18657,12898,655,QuestActConAcceptNpcKill
18658,12935,324,QuestActObjMonsterGroupHunt
18659,12896,656,QuestActConAcceptNpcKill
18660,12896,657,QuestActConAcceptNpcKill
18661,12929,325,QuestActObjMonsterGroupHunt
18662,12893,658,QuestActConAcceptNpcKill
18663,12893,659,QuestActConAcceptNpcKill
18664,12969,326,QuestActObjMonsterGroupHunt
18665,12894,660,QuestActConAcceptNpcKill
18666,12894,661,QuestActConAcceptNpcKill
18667,12895,662,QuestActConAcceptNpcKill
18668,12932,671,QuestActObjMonsterHunt
18669,12789,48,QuestActSupplyHonorPoint
18670,12792,49,QuestActSupplyHonorPoint
18671,12808,50,QuestActSupplyHonorPoint
18672,12798,51,QuestActSupplyHonorPoint
18673,12801,52,QuestActSupplyHonorPoint
18674,12807,53,QuestActSupplyHonorPoint
18675,12975,2398,QuestActConAcceptNpc
18676,12976,2626,QuestActConReportNpc
18678,12593,2627,QuestActConReportNpc
18679,12891,202,QuestActConAcceptSphere
18680,12892,43,QuestActObjZoneKill
18681,12978,626,QuestActConAutoComplete
18682,12978,54,QuestActSupplyHonorPoint
18683,12978,139,QuestActConAcceptComponent
18684,12979,140,QuestActConAcceptComponent
18685,12980,44,QuestActObjZoneKill
18686,12981,627,QuestActConAutoComplete
18687,12981,55,QuestActSupplyHonorPoint
18688,12981,141,QuestActConAcceptComponent
18690,12983,45,QuestActObjZoneKill
18691,12984,2628,QuestActConReportNpc
18692,12985,56,QuestActSupplyHonorPoint
18694,12986,2400,QuestActConAcceptNpc
18695,12987,46,QuestActObjZoneKill
18696,12988,2629,QuestActConReportNpc
18697,12989,57,QuestActSupplyHonorPoint
18699,12990,2401,QuestActConAcceptNpc
18700,12991,47,QuestActObjZoneKill
18701,12992,2630,QuestActConReportNpc
18702,12993,58,QuestActSupplyHonorPoint
18704,12994,2402,QuestActConAcceptNpc
18705,12995,48,QuestActObjZoneKill
18706,12996,2631,QuestActConReportNpc
18707,12997,59,QuestActSupplyHonorPoint
18710,13001,2632,QuestActConReportNpc
18711,12999,1871,QuestActSupplyItem
18712,13000,1267,QuestActObjItemGather
18713,12507,483,QuestActObjItemUse
18715,12302,2633,QuestActConReportNpc
18716,13004,1872,QuestActSupplyItem
18717,13005,2404,QuestActConAcceptNpc
18718,13006,1268,QuestActObjItemGather
18719,13007,2634,QuestActConReportNpc
18720,12575,448,QuestActObjInteraction
18721,12576,449,QuestActObjInteraction
18722,13009,2635,QuestActConReportNpc
18747,13011,1882,QuestActSupplyItem
18749,12973,2636,QuestActConReportNpc
18750,13013,1884,QuestActSupplyItem
18751,13014,2405,QuestActConAcceptNpc
18752,13015,2637,QuestActConReportNpc
18753,13017,2406,QuestActConAcceptNpc
18754,13018,2638,QuestActConReportNpc
18757,13022,2639,QuestActConReportNpc
18758,13024,92,QuestActConAcceptDoodad
18759,13025,1885,QuestActSupplyItem
18760,13026,1271,QuestActObjItemGather
18761,13027,2640,QuestActConReportNpc
18762,13029,2408,QuestActConAcceptNpc
18763,13030,1272,QuestActObjItemGather
18764,13031,2641,QuestActConReportNpc
18765,13033,2409,QuestActConAcceptNpc
18766,13034,1886,QuestActSupplyItem
18767,13035,1273,QuestActObjItemGather
18768,13036,2642,QuestActConReportNpc
18770,13039,1887,QuestActSupplyItem
18771,13040,1274,QuestActObjItemGather
18772,13041,2643,QuestActConReportNpc
18773,13043,2411,QuestActConAcceptNpc
18774,13044,1275,QuestActObjItemGather
18775,13045,2644,QuestActConReportNpc
18776,13047,2412,QuestActConAcceptNpc
18777,13048,1888,QuestActSupplyItem
18778,13049,484,QuestActObjItemUse
18779,13050,2645,QuestActConReportNpc
18780,13052,2413,QuestActConAcceptNpc
18781,13053,1889,QuestActSupplyItem
18782,13054,485,QuestActObjItemUse
18783,13055,2646,QuestActConReportNpc
18784,13057,2414,QuestActConAcceptNpc
18785,13058,1890,QuestActSupplyItem
18786,13059,486,QuestActObjItemUse
18788,13061,2415,QuestActConAcceptNpc
18790,13063,2647,QuestActConReportNpc
18791,13065,2416,QuestActConAcceptNpc
18792,13066,1891,QuestActSupplyItem
18793,13067,1277,QuestActObjItemGather
18794,13068,2648,QuestActConReportNpc
18795,13070,2417,QuestActConAcceptNpc
18796,13071,1278,QuestActObjItemGather
18797,13072,2649,QuestActConReportNpc
18799,13075,2650,QuestActConReportNpc
18800,13077,2419,QuestActConAcceptNpc
18801,13078,672,QuestActObjMonsterHunt
18802,13079,2651,QuestActConReportNpc
18805,13082,673,QuestActObjMonsterHunt
18807,13084,2421,QuestActConAcceptNpc
18808,13085,1892,QuestActSupplyItem
18809,13086,487,QuestActObjItemUse
18810,13087,2652,QuestActConReportNpc
18812,13090,1279,QuestActObjItemGather
18813,13091,2653,QuestActConReportNpc
18814,13093,2423,QuestActConAcceptNpc
18816,13095,2654,QuestActConReportNpc
18817,13097,2424,QuestActConAcceptNpc
18818,13098,1893,QuestActSupplyItem
18819,13099,1280,QuestActObjItemGather
18820,13100,2655,QuestActConReportNpc
18821,13102,2425,QuestActConAcceptNpc
18822,13103,1281,QuestActObjItemGather
18823,13104,2656,QuestActConReportNpc
18824,13106,2426,QuestActConAcceptNpc
18825,13107,1282,QuestActObjItemGather
18826,13108,2657,QuestActConReportNpc
18827,13110,2427,QuestActConAcceptNpc
18830,13114,674,QuestActObjMonsterHunt
18831,13115,2659,QuestActConReportNpc
18833,13118,1283,QuestActObjItemGather
18834,13119,2660,QuestActConReportNpc
18835,13121,2430,QuestActConAcceptNpc
18836,13122,2661,QuestActConReportNpc
18837,13124,2431,QuestActConAcceptNpc
18838,13125,882,QuestActObjTalk
18839,13126,883,QuestActObjTalk
18840,13127,884,QuestActObjTalk
18841,13128,2662,QuestActConReportNpc
18842,13130,2432,QuestActConAcceptNpc
18843,13131,1894,QuestActSupplyItem
18844,13132,885,QuestActObjTalk
18845,13133,2663,QuestActConReportNpc
18846,13135,2433,QuestActConAcceptNpc
18847,13136,1284,QuestActObjItemGather
18848,13137,2664,QuestActConReportNpc
18849,13139,2434,QuestActConAcceptNpc
18851,13141,2665,QuestActConReportNpc
18856,13147,1286,QuestActObjItemGather
18857,13148,2666,QuestActConReportNpc
18859,13151,1287,QuestActObjItemGather
18860,13152,2667,QuestActConReportNpc
18862,13155,1895,QuestActSupplyItem
18863,13156,1288,QuestActObjItemGather
18864,13157,2668,QuestActConReportNpc
18865,13159,2438,QuestActConAcceptNpc
18871,13164,2669,QuestActConReportNpc
18872,12731,2440,QuestActConAcceptNpc
18873,13163,1289,QuestActObjItemGather
18875,13167,1897,QuestActSupplyItem
18876,13168,488,QuestActObjItemUse
18877,13169,2670,QuestActConReportNpc
18878,12684,2442,QuestActConAcceptNpc
18879,12686,2671,QuestActConReportNpc
18880,12733,2672,QuestActConReportNpc
18881,12732,677,QuestActObjMonsterHunt
18882,13171,2443,QuestActConAcceptNpc
18884,13172,1290,QuestActObjItemGather
18885,13173,1291,QuestActObjItemGather
18886,13174,2674,QuestActConReportNpc
18887,13176,2444,QuestActConAcceptNpc
18889,13183,1898,QuestActSupplyItem
18890,13180,1899,QuestActSupplyItem
18891,13181,1292,QuestActObjItemGather
18892,13182,2675,QuestActConReportNpc
18894,13177,574,QuestActObjSphere
18895,12437,2676,QuestActConReportNpc
18896,12535,112,QuestActCheckGuard
18902,13336,2678,QuestActConReportNpc
18903,12900,2449,QuestActConAcceptNpc
18904,13338,2450,QuestActConAcceptNpc
18905,13339,451,QuestActObjInteraction
18906,13339,69,QuestActEtcItemObtain
18907,13341,2679,QuestActConReportNpc
18909,13347,679,QuestActObjMonsterHunt
18910,13349,633,QuestActConAutoComplete
18911,13350,2451,QuestActConAcceptNpc
18912,13351,680,QuestActObjMonsterHunt
18913,13352,2680,QuestActConReportNpc
18915,13355,452,QuestActObjInteraction
18916,13356,2681,QuestActConReportNpc
18917,13375,1900,QuestActSupplyItem
18920,13481,2682,QuestActConReportNpc
18922,12886,2683,QuestActConReportNpc
18923,12884,1902,QuestActSupplyItem
18924,12885,1294,QuestActObjItemGather
18925,12436,575,QuestActObjSphere
18926,13483,2453,QuestActConAcceptNpc
18927,13484,1903,QuestActSupplyItem
18928,13485,453,QuestActObjInteraction
18929,13486,2684,QuestActConReportNpc
18930,13489,2685,QuestActConReportNpc
18934,13494,2686,QuestActConReportNpc
18935,13491,2454,QuestActConAcceptNpc
18936,12375,2687,QuestActConReportNpc
18937,13492,1904,QuestActSupplyItem
18939,12301,887,QuestActObjTalk
18941,13502,1297,QuestActObjItemGather
18942,13504,1111,QuestActSupplySelectiveItem
18943,13504,1112,QuestActSupplySelectiveItem
18945,13503,2688,QuestActConReportNpc
18946,13504,295,QuestActSupplyCopper
18947,13504,57,QuestActSupplyExp
18950,13505,1298,QuestActObjItemGather
18951,13379,2456,QuestActConAcceptNpc
18952,12490,2689,QuestActConReportNpc
18953,13506,1299,QuestActObjItemGather
18954,13507,2690,QuestActConReportNpc
18955,13509,2457,QuestActConAcceptNpc
18956,13510,1300,QuestActObjItemGather
18957,13511,2691,QuestActConReportNpc
18959,13514,681,QuestActObjMonsterHunt
18960,13515,2692,QuestActConReportNpc
18961,13517,2459,QuestActConAcceptNpc
18963,13519,2693,QuestActConReportNpc
18965,13522,683,QuestActObjMonsterHunt
18966,13523,2694,QuestActConReportNpc
18967,13525,2461,QuestActConAcceptNpc
18968,13526,888,QuestActObjTalk
18969,13527,889,QuestActObjTalk
18970,13528,2695,QuestActConReportNpc
18971,13530,2462,QuestActConAcceptNpc
18973,13532,2696,QuestActConReportNpc
18974,13534,2463,QuestActConAcceptNpc
18976,13536,2697,QuestActConReportNpc
18978,13539,1905,QuestActSupplyItem
18980,13541,2698,QuestActConReportNpc
18981,13543,2465,QuestActConAcceptNpc
18982,13544,454,QuestActObjInteraction
18983,13545,2699,QuestActConReportNpc
18984,13547,2466,QuestActConAcceptNpc
18985,13548,1906,QuestActSupplyItem
18986,13185,2467,QuestActConAcceptNpc
18987,13186,2700,QuestActConReportNpc
18988,13549,489,QuestActObjItemUse
18989,13188,2468,QuestActConAcceptNpc
18991,13190,2701,QuestActConReportNpc
18992,13550,2702,QuestActConReportNpc
18993,13192,2469,QuestActConAcceptNpc
18994,13194,2703,QuestActConReportNpc
18995,13552,2470,QuestActConAcceptNpc
18996,13553,1304,QuestActObjItemGather
18997,13554,2704,QuestActConReportNpc
18998,13196,2471,QuestActConAcceptNpc
18999,13556,2472,QuestActConAcceptNpc
19001,13557,1907,QuestActSupplyItem
19002,13199,2473,QuestActConAcceptNpc
19003,13201,2706,QuestActConReportNpc
19004,13558,1305,QuestActObjItemGather
19005,13559,2707,QuestActConReportNpc
19007,13562,685,QuestActObjMonsterHunt
19010,13564,2476,QuestActConAcceptNpc
19011,13565,686,QuestActObjMonsterHunt
19012,13566,2708,QuestActConReportNpc
19013,13568,2477,QuestActConAcceptNpc
19014,13569,1908,QuestActSupplyItem
19015,13570,1306,QuestActObjItemGather
19016,13571,2709,QuestActConReportNpc
19017,13573,2478,QuestActConAcceptNpc
19018,13574,1307,QuestActObjItemGather
19019,13575,2710,QuestActConReportNpc
19020,13577,2479,QuestActConAcceptNpc
19022,13578,1909,QuestActSupplyItem
19024,13207,2480,QuestActConAcceptNpc
19025,13208,2712,QuestActConReportNpc
19026,13579,490,QuestActObjItemUse
19027,13580,2713,QuestActConReportNpc
19029,13212,2714,QuestActConReportNpc
19030,13214,2482,QuestActConAcceptNpc
19031,13216,2715,QuestActConReportNpc
19033,13220,2716,QuestActConReportNpc
19035,13582,2485,QuestActConAcceptNpc
19036,13225,2717,QuestActConReportNpc
19037,13226,635,QuestActConAutoComplete
19039,13583,1911,QuestActSupplyItem
19040,13584,491,QuestActObjItemUse
19043,13241,2719,QuestActConReportNpc
19044,13243,2488,QuestActConAcceptNpc
19045,13245,2720,QuestActConReportNpc
19046,13585,2721,QuestActConReportNpc
19047,13247,2489,QuestActConAcceptNpc
19048,13248,687,QuestActObjMonsterHunt
19049,13249,2722,QuestActConReportNpc
19050,13587,2490,QuestActConAcceptNpc
19051,13588,455,QuestActObjInteraction
19052,13589,2723,QuestActConReportNpc
19053,13591,2491,QuestActConAcceptNpc
19055,13593,2724,QuestActConReportNpc
19056,13240,689,QuestActObjMonsterHunt
19061,13253,2725,QuestActConReportNpc
19064,13598,2494,QuestActConAcceptNpc
19065,13256,2726,QuestActConReportNpc
19066,13599,1308,QuestActObjItemGather
19067,13600,2727,QuestActConReportNpc
19068,13258,2495,QuestActConAcceptNpc
19070,13260,2728,QuestActConReportNpc
19072,13603,1912,QuestActSupplyItem
19073,13262,2497,QuestActConAcceptNpc
19075,13604,1309,QuestActObjItemGather
19076,13605,2730,QuestActConReportNpc
19078,13608,1310,QuestActObjItemGather
19079,13609,2731,QuestActConReportNpc
19081,13612,456,QuestActObjInteraction
19082,13613,2732,QuestActConReportNpc
19083,13615,2500,QuestActConAcceptNpc
19084,13266,2501,QuestActConAcceptNpc
19085,13616,1311,QuestActObjItemGather
19086,13617,2733,QuestActConReportNpc
19087,13619,2502,QuestActConAcceptNpc
19088,13620,2734,QuestActConReportNpc
19089,13622,2503,QuestActConAcceptNpc
19090,13623,1312,QuestActObjItemGather
19091,13624,2735,QuestActConReportNpc
19092,13626,2504,QuestActConAcceptNpc
19093,13627,1313,QuestActObjItemGather
19094,13268,2736,QuestActConReportNpc
19096,13628,2737,QuestActConReportNpc
19097,13630,2506,QuestActConAcceptNpc
