id,name,category_id,repeatable,level,selective,successive,restart_on_fail,chapter_idx,quest_idx,milestone_id,let_it_done,detail_id,zone_id,degree,use_quest_camera,score,use_accept_message,use_complete_message,grade_id
3335,항구를 구하라,36,f,39,f,f,f,0,0,3,t,1,27,3,t,0,t,t,1
3336,거짓 신의 최후,36,f,39,f,f,f,0,0,3,f,1,27,3,t,0,t,t,1
3345,파수꾼의 강인한 팔,36,f,39,f,f,f,0,0,4,f,10,27,3,t,0,t,t,1
3348,바람이 머무는 곳,53,f,43,f,f,f,0,0,,t,1,3,3,t,0,t,t,1
3349,거대한 분노(안씀),69,f,43,f,f,f,0,0,,f,1,172,3,t,0,t,t,1
3350,벌목 기지의 소란,36,f,37,f,f,f,0,0,3,t,1,27,3,t,0,t,t,1
3351,목화밭에 들어온 바이암,36,f,39,f,f,f,0,0,3,t,1,27,3,t,0,t,t,1
3352,영원한 잠 회수,36,f,39,f,f,f,0,0,3,f,1,27,3,t,0,t,t,1
3353,바다의 문을 여는 종,36,f,39,f,t,f,0,0,3,f,1,27,3,t,0,t,t,1
3354,항구의 풍기 선도,36,f,39,f,f,f,0,0,3,t,1,27,3,t,0,t,t,1
3357,늦은 목화 수확,36,f,39,f,f,f,0,0,3,t,1,27,3,t,0,t,t,1
3361,오지 않는 목화,36,f,39,f,f,f,0,0,3,f,1,27,3,t,0,t,t,1
3362,술 마시며 하는 옛 이야기,36,f,39,f,f,f,0,0,3,f,1,27,3,t,0,t,t,1
3363,증거를 잡아라,36,f,37,f,f,f,0,0,3,f,1,27,3,t,0,t,t,1
3364,돌아오지 못하는 발굴대원,59,f,46,f,f,f,0,0,,f,1,20,3,t,0,t,t,1
3365,"아우야, 우리의 인연은",59,f,46,f,f,f,0,0,,f,1,20,3,t,0,t,t,1
3366,괜한 방해자들,59,f,46,f,f,f,0,0,,f,10,20,3,t,0,t,t,1
3367,코산 마라 순수비는 실존하는가,59,f,46,f,f,f,0,0,,f,1,20,3,t,0,t,t,1
3368,동쪽 순수비를 찾아서,59,f,46,f,f,f,0,0,,f,1,20,3,t,0,t,t,1
3369,서쪽 순수비를 찾아서,59,f,47,f,f,f,0,0,,f,1,20,3,t,0,t,t,1
3370,당장 필요한 것은 화장실,59,f,46,f,f,f,0,0,,t,1,20,3,t,0,t,t,1
3371,아이들을 지켜주세요,59,f,46,f,f,f,0,0,,f,1,20,3,t,0,t,t,1
3372,우리 마을이 무너진다고?,59,f,46,f,f,f,0,0,,t,1,20,4,t,0,t,t,1
3373,골치 아픈 서리꾼,59,f,46,f,f,f,0,0,,f,10,20,3,t,0,t,t,1
3374,신식 비료의 재료,59,f,46,f,f,f,0,0,,t,1,20,4,t,0,t,t,1
3375,형님도 비료가 필요할 거야,59,f,46,f,f,f,0,0,,f,1,20,2,t,0,t,t,1
3376,논에 생긴 괴생명체,59,f,46,f,f,f,0,0,,f,10,20,3,t,0,t,t,1
3377,말이 통하는 자,59,f,47,f,f,f,0,0,,f,1,20,2,t,0,t,t,1
3378,경작지를 뒤덮는 기형 식물들,59,f,46,f,f,f,0,0,,f,1,20,3,t,0,t,t,1
3379,남편에게 다시 평범한 일상을,59,f,46,f,f,f,0,0,,f,1,20,3,t,0,t,t,1
3380,과연 효능이 있을까?,59,f,46,f,f,f,0,0,,t,1,20,3,t,0,t,t,1
3381,고이 보내 주소서,59,f,46,f,f,f,0,0,,f,1,20,3,t,0,t,t,1
3382,역병 걸린 자 추방,59,f,46,f,f,f,0,0,,t,1,20,3,t,0,t,t,1
3383,오염 주의!,59,f,46,f,f,f,0,0,,f,10,20,3,t,0,t,t,1
3384,알맞게 성장한 죽순,59,f,46,f,f,f,0,0,,t,1,20,3,t,0,t,t,1
3385,절세미인과 일곱 페피,59,f,47,f,f,f,0,0,,f,1,20,3,t,0,t,t,1
3386,놀라 자빠질 뻔,59,f,46,f,f,f,0,0,,f,1,20,3,t,0,t,t,7
3387,동생의 행방,59,f,47,f,f,f,0,0,,f,1,20,3,t,0,t,t,1
3388,의심스러운 제사장,59,f,47,f,f,f,0,0,,f,1,20,2,t,0,t,t,1
3389,뒷거래,59,f,47,f,f,f,0,0,,f,1,20,3,t,0,t,t,1
3390,왕을 찾아서,59,f,47,f,f,f,0,0,,f,1,20,2,t,0,t,t,1
3391,핑계 같은 이유,59,f,47,f,f,f,0,0,,t,1,20,4,t,0,t,t,1
3392,학 모자를 하사하는 전통,59,f,47,f,f,f,0,0,,t,1,20,3,t,0,t,t,1
3393,백일홍 한 다발,59,f,47,f,f,f,0,0,,t,1,20,3,t,0,t,t,1
3394,산양의 뿔,59,f,46,f,f,f,0,0,,t,1,20,3,t,0,t,t,1
3395,최선의 저항,59,f,47,f,f,f,0,0,,f,1,20,3,t,0,t,t,1
3396,진짜 두려운 것은 아사지,59,f,47,f,f,f,0,0,,f,1,20,2,t,0,t,t,1
3397,초야로 돌아간 대학사,59,f,47,f,f,f,0,0,,f,1,20,3,t,0,t,t,1
3398,두고 볼 수 없어,59,f,47,f,f,f,0,0,,t,1,20,3,t,0,t,t,1
3399,하늘정원 마을의 보답,59,f,46,f,f,f,0,0,,f,1,20,2,t,0,t,t,1
3400,지네 왕 껑충이,59,f,46,f,f,f,0,0,,f,1,20,5,t,0,t,t,1
3401,농사를 망치겠어!,59,f,46,f,f,f,0,0,,f,10,20,3,t,0,t,t,1
3402,그를 위한 음식 만들기,59,f,47,f,f,f,0,0,,t,1,20,3,t,0,t,t,1
3403,이제 행복하게 떠나렴,59,f,47,f,f,f,0,0,,f,1,20,3,t,0,t,t,1
3404,아사지는 진상품을 좋아해,59,f,47,f,f,f,0,0,,t,1,20,3,t,0,t,t,1
3405,빠른 알현을 위한 알선,59,f,47,f,f,f,0,0,,f,1,20,3,t,0,t,t,1
3406,아사지 앞에서도 당당하게,59,f,47,f,f,f,0,0,,f,1,20,2,t,0,t,t,1
3407,향기 거미 처치,59,f,46,f,f,f,0,0,,f,5,20,2,t,0,t,t,1
3408,저주받은 숲 정화,59,f,46,f,f,f,0,0,,f,5,20,2,t,0,t,t,1
3409,묘지를 지키는 남자,59,f,47,f,f,f,0,0,,f,1,20,2,t,0,t,t,1
3410,위기의 동방 이슈바라 전기,59,f,47,f,f,f,0,0,,f,1,20,3,t,0,t,t,1
3411,절실하다는데 외면할 수는 없지,59,f,47,f,f,f,0,0,,f,1,20,3,t,0,t,t,1
3412,동물을 사랑한다면,59,f,47,f,f,f,0,0,,t,1,20,3,t,0,t,t,1
3413,건강검진,59,f,47,f,f,f,0,0,,f,1,20,2,t,0,t,t,1
3414,열쇠 빼앗기,59,f,47,f,f,f,0,0,,f,1,20,3,t,0,t,t,1
3416,나태한 감독관 감시,59,f,47,f,f,f,0,0,,f,1,20,2,t,0,t,t,1
3417,뻔뻔한 불청객들,59,f,47,f,f,f,0,0,,t,1,20,4,t,0,t,t,1
3418,의무이자 자부심,59,f,47,f,f,f,0,0,,f,1,20,5,t,0,t,t,7
3419,의논할 수 없는 고민,59,f,46,f,f,f,0,0,,t,1,20,3,t,0,t,t,1
3420,궁지에 몰리다,59,f,46,f,f,f,0,0,,f,10,20,3,t,0,t,t,1
3421,추적의 덫,59,f,46,f,f,f,0,0,,t,1,20,3,t,0,t,t,1
3422,드러나는 정체,59,f,46,f,f,f,0,0,,f,1,20,3,t,0,t,t,1
3423,테미캣이 만드는 치료 약,59,f,46,f,f,f,0,0,,t,1,20,3,t,0,t,t,1
3424,오염을 정화하는 간단한 방법,59,f,46,f,f,f,0,0,,t,1,20,3,t,0,t,t,1
3425,정당한 시민의 권리를 원한다,59,f,46,f,f,f,0,0,,f,1,20,2,t,0,t,t,1
3426,정직한 노력,59,f,46,f,f,f,0,0,,f,1,20,2,t,0,t,t,1
3427,단절된 통로,59,f,46,f,f,f,0,0,,t,1,20,3,t,0,t,t,7
3428,비웃음에 대한 응징,59,f,47,f,f,f,0,0,,f,1,20,3,t,0,t,t,1
3429,쇠로 주고 금으로 받는,59,f,46,f,f,f,0,0,,f,1,20,3,t,0,t,t,7
3430,명상을 방해한 대가,59,f,46,f,f,f,0,0,,t,1,20,3,t,0,t,t,1
3431,하리하란을 원대륙으로,59,f,46,f,f,f,0,0,,f,1,20,3,t,0,t,t,1
3432,비취 마을의 맹수들 처치,59,f,47,f,f,f,0,0,,f,5,20,2,t,0,t,t,1
3433,왕의 귀환,59,f,47,f,f,f,0,0,,f,1,20,3,t,0,t,t,1
3434,고대 신앙에 관하여,54,f,35,f,f,f,0,0,,f,1,26,2,t,0,t,t,1
3435,로암의 행방,61,f,3,f,f,t,1,5,,f,2,130,3,t,0,t,t,1
3436,수상한 의식,61,f,3,f,f,t,1,6,,f,2,130,3,t,0,t,t,1
3437,바람자취 부락을 떠나다,61,f,3,f,f,t,1,7,,f,2,130,3,t,0,t,t,1
3438,나타난 환영,61,f,5,f,f,t,1,10,,f,2,130,3,t,0,t,t,1
3439,최후의 유령,61,f,6,f,f,t,1,11,,f,2,130,3,t,0,t,t,1
3440,흰 구름결 속으로,61,f,7,f,f,t,1,12,,f,2,130,3,t,0,t,t,1
3442,불안을 퍼트리는 기계장치,61,f,9,f,f,t,1,15,,f,2,21,3,t,0,t,t,1
3443,살아있는 시체들의 땅,61,f,9,f,f,t,1,16,,f,2,21,3,t,0,t,t,1
3444,비구름을 피해,61,f,9,f,f,t,1,17,,f,2,21,3,t,0,t,t,1
3445,새로운 흙의 노래,61,f,9,f,f,t,1,18,,f,2,21,3,t,0,t,t,1
3446,어두울만큼 하얀돌,61,f,11,f,f,t,2,4,,f,2,23,3,t,0,t,t,1
3447,거미숲에 끔찍한 광석,61,f,11,f,f,t,2,5,,f,2,179,3,t,0,t,t,1
3448,거미숲 깊숙이,61,f,12,f,f,t,2,6,,f,2,179,3,t,0,t,t,1
3449,거미 고치에 갇힌 자,61,f,12,f,f,t,2,7,,f,2,179,3,t,0,t,t,1
3450,그렐을 수소문하다,61,f,20,f,f,t,4,3,,f,2,137,3,t,0,t,t,1
3451,단서 찾기,61,f,14,f,f,t,2,11,,f,2,179,3,t,0,t,t,1
3452,여왕의 땅을 밟다,61,f,14,f,f,t,2,12,,f,2,179,3,t,0,t,t,1
3453,카클라의 행방,61,f,15,f,f,t,3,1,,f,2,18,3,t,0,t,t,1
3454,그림자 매에게 도움을,61,f,15,f,f,t,3,2,,f,2,18,3,t,0,t,t,1
3455,믿을 만한 사람,61,f,15,f,f,t,3,3,,f,2,142,3,t,0,t,t,1
3456,그림자 매의 암호,61,f,16,f,f,t,3,4,,f,2,142,3,t,0,t,t,1
3457,3층의 사람,61,f,16,f,f,t,3,6,,f,2,142,3,t,0,t,t,1
3459,루브크라프스의 전령,61,f,16,f,f,t,3,7,,f,2,142,3,t,0,t,t,1
3460,루브크라프스 연구소 안으로,61,f,17,f,f,t,3,8,,f,2,142,3,t,0,t,t,1
3461,박사의 방에서,61,f,17,f,f,t,3,9,,f,2,142,3,t,0,t,t,1
3462,총관의 수배령,61,f,17,f,f,t,3,10,,f,2,142,3,t,0,t,t,1
3463,서쪽으로 서쪽으로,61,f,17,f,f,t,3,11,,f,2,8,3,t,0,t,t,1
3464,방랑자들을 위한 게시판,61,f,20,f,f,t,4,1,,f,2,8,3,t,0,t,t,1
3465,메인스토리_페레 402,25,f,99,f,f,f,0,0,,f,2,137,3,t,0,t,t,1
3466,신의 채찍 단원들,61,f,20,f,f,t,4,2,,f,2,137,3,t,0,t,t,1
3467,"오스테라, 그렐의 행방",61,f,20,f,f,t,4,4,,f,2,137,3,t,0,t,t,1
3468,신의 채찍과의 만남,61,f,22,f,f,t,4,5,,f,2,137,3,t,0,t,t,1
3469,어두울만큼 하얀돌의 힘,61,f,22,f,f,t,4,6,,f,2,137,3,t,0,t,t,1
3470,협상의 시간,61,f,22,f,f,t,4,7,,f,2,137,3,t,0,t,t,1
3471,약속 장소는 비파 항구,61,f,22,f,f,t,4,8,,f,2,137,3,t,0,t,t,1
3472,신의 채찍 본부를 향해,61,f,22,f,f,t,4,9,,f,2,137,3,t,0,t,t,1
3473,비밀 결사의 길잡이,61,f,25,f,f,t,5,1,,f,2,25,3,t,0,t,t,1
3474,신의 채찍 수장 나린,61,f,25,f,f,t,5,2,,f,2,25,3,t,0,t,t,1
3475,보물은 제자리에,61,f,25,f,f,f,5,3,,f,2,25,3,t,0,t,t,1
3476,빛에 비친 그렐의 그림자,61,f,25,f,f,t,5,4,,f,2,25,3,t,0,t,t,1
3477,오나흐에게 안식을,16,f,25,f,f,f,0,0,,f,1,25,3,t,0,t,t,1
3478,활 시위를 당겨라,61,f,25,f,f,t,5,5,,f,2,25,3,t,0,t,t,1
3479,"바람에 흩어진, 삶에 모인",61,f,25,f,f,t,5,6,,f,2,25,3,t,0,t,t,1
3480,다시 만난 엘테르,61,f,27,f,f,t,6,1,,f,2,24,3,t,0,t,t,1
3481,빈 나무터의 미치광이,61,f,28,f,f,t,6,2,,f,2,24,3,t,0,t,t,1
3482,빈 나무터의 자줏빛 하늘,61,f,28,f,f,t,6,3,,f,2,24,3,t,0,t,t,1
3483,길과 바람,61,f,28,f,f,t,6,4,,f,2,24,3,t,0,t,t,1
3484,메인스토리_dummy1,93,f,0,f,f,f,1,1,,f,2,1,3,t,0,t,t,1
3485,메인스토리_dummy2,93,f,0,f,f,f,1,2,,f,2,1,3,t,0,t,t,1
3486,메인스토리_dummy3,93,f,0,f,f,f,1,3,,f,2,1,3,t,0,t,t,1
3487,메인스토리_dummy4,93,f,0,f,f,f,1,4,,f,2,1,3,t,0,t,t,1
3488,메인스토리_dummy5,93,f,0,f,f,f,1,5,,f,2,1,3,t,0,t,t,1
3489,메인스토리_dummy6,93,f,0,f,f,f,1,6,,f,2,1,3,t,0,t,t,1
3490,메인스토리_dummy7,93,f,0,f,f,f,1,7,,f,2,1,3,t,0,t,t,1
3491,술집의 사람들,61,f,16,f,f,t,3,5,,f,2,142,3,t,0,t,t,1
3492,메인스토리_dummy8,93,f,0,f,f,f,1,8,,f,2,1,3,t,0,t,t,1
3493,메인스토리_dummy9,93,f,0,f,f,f,1,9,,f,2,1,3,t,0,t,t,1
3494,메인스토리_dummy10,93,f,0,f,f,f,1,10,,f,2,1,3,t,0,t,t,1
3495,메인스토리_dummy11,93,f,0,f,f,f,1,11,,f,2,1,3,t,0,t,t,1
3496,메인스토리_dummy12,93,f,0,f,f,f,1,12,,f,2,1,3,t,0,t,t,1
3497,메인스토리_dummy13,93,f,0,f,f,f,1,13,,f,2,1,3,t,0,t,t,1
3498,메인스토리_dummy14,93,f,0,f,f,f,1,14,,f,2,1,3,t,0,t,t,1
3499,메인스토리_dummy15,93,f,0,f,f,f,1,15,,f,1,1,3,t,0,t,t,1
3500,메인스토리_dummy16,93,f,0,f,f,f,1,16,,f,2,1,3,t,0,t,t,1
3501,메인스토리_dummy17,93,f,0,f,f,f,1,17,,f,2,1,3,t,0,t,t,1
3502,메인스토리_dummy18,93,f,0,f,f,f,1,18,,f,2,1,3,t,0,t,t,1
3503,희생자를 줄일 기회,3,f,7,f,f,t,1,12,,f,2,124,3,t,0,t,t,1
3504,왕성 앞에서 기다리는 사람,8,f,28,f,f,f,5,7,,f,2,2,3,t,0,t,t,1
3505,강아지가 사라졌다,62,f,2,f,f,t,1,1,,f,2,133,3,t,0,t,t,1
3506,여기에 무엇이,62,f,3,f,f,t,1,2,,f,2,133,3,t,0,t,t,1
3507,시체가 남긴 것,62,f,3,f,f,t,1,3,,f,2,133,3,t,0,t,t,1
3508,사명감보다는 호기심,62,f,3,f,f,t,1,4,,f,2,133,3,t,0,t,t,1
3509,위험한 물건은 신속히,62,f,3,f,f,t,1,5,,f,2,133,3,t,0,t,t,1
3510,매 모양 문신의 값,62,f,5,f,f,t,1,6,,f,2,133,3,t,0,t,t,1
3511,흔쾌하고 쉬운 대화,62,f,5,f,f,t,1,9,,f,2,134,3,t,0,t,t,1
3512,보관은 전문가에게,62,f,6,f,f,t,1,10,,f,2,134,3,t,0,t,t,1
3513,하만과 만나다,62,f,6,f,f,t,1,11,,f,2,134,3,t,0,t,t,1
3514,그림자 매의 사례비,62,f,7,f,f,t,1,12,,f,2,134,3,t,0,t,t,1
3515,뱀의 틈 탈출,62,f,8,f,f,t,1,13,,f,2,134,3,t,0,t,t,1
3516,호기심의 대가,62,f,8,f,f,t,1,14,,f,2,135,3,t,0,t,t,1
3517,복수의 첫 글자,62,f,9,f,f,t,1,16,,f,2,135,3,t,0,t,t,1
3518,부부 상인의 부탁,62,f,10,f,f,t,2,1,,f,2,23,3,t,0,t,t,1
3519,흔한 상인의 짐마차,62,f,10,f,f,t,2,2,,f,2,23,3,t,0,t,t,1
3520,그림자 매의 바그바트,62,f,10,f,f,t,2,3,,f,2,23,3,t,0,t,t,1
3521,그림자 매 속으로,62,f,10,f,f,t,2,4,,f,2,23,3,t,0,t,t,1
3522,여기저기 그림자 매,62,f,12,f,f,t,2,7,,f,2,179,3,t,0,t,t,1
3523,수집도 임무의 일부,62,f,12,f,f,t,2,8,,f,2,179,3,t,0,t,t,1
3524,다시 만난 바그바트,62,f,13,f,f,t,2,9,,f,2,179,3,t,0,t,t,1
3525,호랑이 눈의 총독,62,f,14,f,f,t,2,10,,f,2,179,3,t,0,t,t,1
3526,정보 습득을 위한 예절,62,f,14,f,f,t,2,11,,f,2,179,3,t,0,t,t,1
3527,총독 비서가 주는 쪽지,62,f,14,f,f,t,2,12,,f,2,179,3,t,0,t,t,1
3528,용의 눈을 찾아서,62,f,14,f,f,t,2,13,,f,2,179,3,t,0,t,t,1
3529,그림자 매의 당당한 일원,62,f,14,f,f,t,2,14,,f,2,179,3,t,0,t,t,1
3530,살피라 신도들의 상자,62,f,15,f,f,t,3,1,,f,2,143,3,t,0,t,t,1
3531,기회를 위한 불꽃,62,f,15,f,f,t,3,2,,f,2,143,3,t,0,t,t,1
3532,살피라 제단의 보물,62,f,16,f,f,t,3,3,,f,2,142,3,t,0,t,t,1
3533,그림자 매의 본거지,62,f,16,f,f,t,3,4,,f,2,142,3,t,0,t,t,1
3534,정보를 모으다,62,f,16,f,f,t,3,5,,f,2,142,3,t,0,t,t,1
3535,상품 기록원 므라므시,62,f,16,f,f,t,3,6,,f,2,142,3,t,0,t,t,1
3536,고서점 주인 사미아드,62,f,16,f,f,t,3,8,,f,2,142,3,t,0,t,t,1
3537,탑의 도시를 지켜라,62,f,17,f,f,t,3,9,,f,2,142,3,t,0,t,t,1
3538,탑의 도시를 향해,62,f,14,f,f,t,2,15,,f,2,179,3,t,0,t,t,1
3539,쇳조각의 정체,62,f,17,f,f,t,3,10,,f,2,142,3,t,0,t,t,1
3540,파괴신 투구에 깃든 힘,62,f,17,f,f,t,3,11,,f,2,142,3,t,0,t,t,1
3541,임무 또는 훈련,62,f,11,f,f,t,2,5,,f,2,23,3,t,0,t,t,1
3542,기계와 협상하는 법,62,f,11,f,f,t,2,5,,f,2,23,3,t,0,t,t,1
3543,파괴신에 맞닿은 발길,62,f,17,f,f,t,3,12,,f,2,8,3,t,0,t,t,1
3544,오스테라 술집의 리턴드,62,f,20,f,f,t,4,1,,f,2,8,3,t,0,t,t,1
3545,여관은 소문의 근원,62,f,22,f,f,t,4,2,,f,2,137,3,t,0,t,t,1
3546,조각상에 숨겨진 물건,62,f,22,f,f,t,4,3,,f,2,137,3,t,0,t,t,1
3547,키리오스 투구의 힘,62,f,22,f,f,t,4,4,,f,2,137,3,t,0,t,t,1
3548,지령을 내린 자,62,f,22,f,f,t,4,5,,f,2,137,3,t,0,t,t,1
3549,대화를 이을 장소,62,f,22,f,f,t,4,6,,f,2,137,3,t,0,t,t,1
3550,빈센시오의 집으로,62,f,25,f,f,t,5,1,,f,2,25,3,t,0,t,t,1
3551,제단의 재 속에서,62,f,25,f,f,t,5,2,,f,2,25,3,t,0,t,t,1
3552,또 하나의 복수,62,f,25,f,f,t,5,3,,f,2,25,3,t,0,t,t,1
3553,하만이 머무르는 장소,62,f,25,f,f,t,5,4,,f,2,25,3,t,0,t,t,1
3554,원수와의 재회,62,f,25,f,f,t,5,5,,f,2,25,3,t,0,t,t,1
3555,복수의 마지막 글자,62,f,25,f,f,t,5,6,,f,2,25,3,t,0,t,t,1
3556,아샤벨 총관과의 결투,62,f,25,f,f,t,5,7,,f,2,25,3,t,0,t,t,1
3557,그리고 여운,62,f,25,f,f,t,5,8,,f,2,25,3,t,0,t,t,1
3558,이어지는 길,62,f,27,f,f,t,6,1,,f,2,24,3,t,0,t,t,1
3559,어둠의 줄기,62,f,28,f,f,t,6,2,,f,2,24,3,t,0,t,t,1
3560,바그바트의 선물,62,f,28,f,f,t,6,3,,f,2,24,3,t,0,t,t,1
3561,상인들의 입,62,f,16,f,f,t,3,7,,f,2,142,3,t,0,t,t,1
3562,메인스토리_dummy19,93,f,0,f,f,t,1,19,,f,2,1,3,t,0,t,t,1
3563,메인스토리_dummy20,93,f,0,f,f,t,1,20,,f,2,1,3,t,0,t,t,1
3564,하만에게 피의 복수를,16,f,25,f,f,t,0,0,,f,1,25,3,t,0,t,t,1
3565,메인스토리_dummy21,93,f,0,f,f,t,1,21,,f,2,1,3,t,0,t,t,1
3566,메인스토리_dummy201,93,f,0,f,f,t,2,1,,f,2,1,3,t,0,t,t,1
3567,메인스토리_dummy202,93,f,0,f,f,t,2,2,,f,2,1,3,t,0,t,t,1
3568,메인스토리_dummy203,93,f,0,f,f,t,2,3,,f,2,1,3,t,0,t,t,1
3569,키프로사의 빛,55,t,50,f,f,t,0,0,,f,1,1,1,t,0,t,t,1
3570,에안나의 눈물,55,t,50,f,f,t,0,0,,f,1,1,1,t,0,t,t,1
3571,타양의 포효,55,t,50,f,f,t,0,0,,f,1,1,1,t,0,t,t,1
3572,진의 위엄,55,t,50,f,f,t,0,0,,f,1,1,1,t,0,t,t,1
3573,죽은 자의 삶,3,f,11,f,f,t,2,4,,f,2,11,3,t,0,t,t,1
3574,원로원의 의지,8,f,20,f,f,t,4,2,,f,2,10,3,t,0,t,t,1
3575,그룹 대화 테스트,12,f,0,f,f,f,0,0,,f,1,1,3,t,0,t,t,1
3576,아주 오래된 전투,59,f,47,f,f,f,0,0,,t,1,20,3,t,0,t,t,1
3579,변장용 복면,59,f,46,f,f,f,0,0,,f,1,20,3,t,0,t,t,1
3580,농부로 변장한 서리꾼 두목,59,f,46,f,f,f,0,0,,f,1,20,4,t,0,t,t,1
3581,강력한 항의,59,f,46,f,f,f,0,0,,f,1,20,3,t,0,t,t,1
3582,대초원의 품으로,59,f,47,f,f,f,0,0,,f,1,20,3,t,0,t,t,1
3583,거대 파리지옥 살충이,59,f,46,f,f,f,0,0,,f,1,20,3,t,0,t,t,1
3584,동물관리사의 고충,59,f,47,f,f,f,0,0,,f,1,20,3,t,0,t,t,1
3585,할아버지의 유품,59,f,47,f,f,f,0,0,,f,1,20,3,t,0,t,t,1
3586,도난당한 기계 부품,59,f,47,f,f,f,0,0,,t,1,20,3,t,0,t,t,1
3587,나머지 유품을 찾아서,59,f,47,f,f,f,0,0,,f,1,20,4,t,0,t,t,1
3588,망령의 그림자,59,f,47,f,f,f,0,0,,t,1,20,3,t,0,t,t,1
3589,의외의 답례,59,f,47,f,f,f,0,0,,f,1,20,3,t,0,t,t,1
3590,마지막 유물,59,f,47,f,f,f,0,0,,f,1,20,3,t,0,t,t,1
3591,불침번 없이 잠들고 싶다,59,f,46,f,f,f,0,0,,f,5,20,2,t,0,t,t,1
3592,우선은 급한 대로,59,f,46,f,f,f,0,0,,t,1,20,3,t,0,t,t,1
3593,호랑이 처치,59,f,47,f,f,f,0,0,,f,5,20,2,t,0,t,t,1
3594,뼈의 땅으로,59,f,47,f,f,f,0,0,,f,1,20,3,t,0,t,t,1
3595,가루다 처치,59,f,47,f,f,f,0,0,,f,5,20,2,t,0,t,t,1
3596,공동묘지의 침입자들 처치,59,f,47,f,f,f,0,0,,f,5,20,2,t,0,t,t,1
3597,코산의 아이들 처치,59,f,47,f,f,f,0,0,,f,5,20,2,t,0,t,t,1
3598,두목 고릴라 퇴치,17,f,16,f,f,f,0,0,,f,1,18,3,t,0,t,t,1
3600,사라진 사람들,54,f,37,f,f,f,0,0,,t,1,26,3,t,0,t,t,1
3601,아구치의 계략,52,f,40,f,f,f,0,0,,f,1,5,3,t,0,t,t,1
3602,날아다니는 물고기,36,f,38,f,f,f,0,0,3,f,1,27,3,t,0,t,t,1
3604,아마렌드라 4세의 어명,17,f,16,f,f,f,0,0,,f,1,18,3,t,0,t,t,1
3606,정글 거대 독지네 퇴치,17,f,18,f,f,f,0,0,,t,1,18,3,t,0,t,t,1
3608,감춰진 송곳니가 노리는 건?,53,f,43,f,f,f,0,0,,f,1,3,2,t,0,t,t,1
3609,함바바의 슬픔,17,f,19,f,f,f,0,0,,t,1,18,5,t,0,t,t,1
3610,우두머리 아스트라 퇴치,17,f,19,f,f,f,0,0,,f,1,18,4,t,0,t,t,1
3611,하피의 알을 깨라(OBT삭제예정),69,f,40,f,f,f,0,0,,f,1,5,3,t,0,t,t,1
3612,로카의 장기말들 정복,52,f,40,f,f,f,0,0,,f,1,5,5,t,0,t,t,1
3613,함정이라는 사실,54,f,37,f,f,f,0,0,,f,1,26,2,t,0,t,t,1
3614,바람의 방향을 아는 일,53,f,43,f,f,f,0,0,,f,1,3,2,t,0,t,t,1
3615,오지 않는 마차,54,f,36,f,f,f,0,0,,f,1,26,3,t,0,t,t,1
3616,제물 상납,59,f,47,f,f,f,0,0,,f,1,20,3,t,0,t,t,1
3617,매의 용도,52,f,40,f,f,f,0,0,,t,1,5,3,t,0,t,t,1
3619,시간을 늦추는 길,54,f,37,f,f,f,0,0,,f,1,26,3,t,0,t,t,1
3620,대신 수습하기,54,f,37,f,f,f,0,0,,t,1,26,4,t,0,t,t,1
3621,한숨 더하기,54,f,37,f,f,f,0,0,,f,1,26,2,t,0,t,t,1
3622,늪지대에서 벗어나,54,f,37,f,f,f,0,0,,f,1,26,3,t,0,t,t,1
3623,푸른송곳니의 협박,53,f,43,f,f,f,0,0,,f,1,3,2,t,0,t,t,1
3624,점을 보기 좋은 때,53,f,43,f,f,f,0,0,,f,1,3,2,t,0,t,t,1
3625,작은 사자 이야기,53,f,43,f,f,f,0,0,,t,1,3,3,t,100,t,t,1
3626,모링가 숲의 질서 바로잡기,53,f,42,f,f,f,0,0,,f,5,3,2,t,0,t,t,1
3627,검은상아 밀렵단 선발대 처치,53,f,42,f,f,f,0,0,,f,5,3,2,t,0,t,t,1
3628,목축장의 위협자들 처치,53,f,42,f,f,f,0,0,,f,5,3,3,t,0,t,t,1
3629,붉은발톱 부족의 적대자들,53,f,42,f,f,f,0,0,,f,5,3,2,t,0,t,t,1
3630,모래늪의 무법자들 처치,53,f,42,f,f,f,0,0,,t,5,3,3,t,0,t,t,1
3631,불숨결 부락을 위협하는 동물들 처치,53,f,43,f,f,f,0,0,,f,5,3,2,t,0,t,t,1
3632,검은상아 밀렵단 정예 토벌,53,f,43,f,f,f,0,0,,f,5,3,3,t,0,t,t,1
3633,불숨결 부락을 노리는 무리 처치,53,f,43,f,f,f,0,0,,f,5,3,2,t,0,t,t,1
3634,초원의 분열을 바라는 무리 처치,53,f,43,f,f,f,0,0,,f,5,3,2,t,0,t,t,1
3635,정복자의 초원에 부는 바람 잠재우기,53,f,43,f,f,f,0,0,,f,5,3,2,t,0,t,t,1
3636,오아시스 지켜내기,53,f,43,f,f,f,0,0,,f,5,3,2,t,0,t,t,1
3637,초원의 띠를 누비는 동물들 사냥,53,f,43,f,f,f,0,0,,f,5,3,2,t,0,t,t,1
3638,좀 더 특별한 맛,36,f,39,f,f,f,0,0,3,t,1,27,3,t,0,t,t,1
3639,애완동물의 비밀,36,f,39,f,f,f,0,0,3,f,1,27,3,t,0,t,t,1
