id,name,model,once_one_man,once_one_interaction,show_name,mgmt_spawn,percent,min_time,max_time,model_kind_id,use_creator_faction,force_tod_top_priority,milestone_id,group_id,show_minimap,use_target_decal,use_target_silhouette,use_target_highlight,target_decal_size,sim_radius,collide_ship,collide_vehicle,climate_id,save_indun,mark_model,force_up_action,load_model_from_world,parentable,childable,faction_id,growth_time,despawn_on_collision,no_collision
4669,별의 황금잔,cgf://objects/env/01_nuia/001_ndeco/ndeco_triste_goldcup01.cgf,f,t,f,f,100,600000,700000,1,f,f,,26,f,f,f,t,0.0,0,f,f,,f,prefab://prefabs/doodad_mark.xml/coin.gold,f,f,t,t,0,,f,f
4670,귀족의 세공 천 의자,prefab://prefabs/interaction_c.xml/furniture.chair_u,f,t,f,f,100,600000,700000,1,f,f,,26,f,f,f,t,0.0,0,f,f,,f,prefab://prefabs/doodad_mark.xml/coin.gold,f,f,t,t,0,,f,f
4671,별의 독수리 장식대,cgf://objects/env/01_nuia/001_ndeco/ndeco_triste_ornament01.cgf,f,t,f,f,100,600000,700000,1,f,f,,26,f,f,f,t,0.0,0,f,f,,f,prefab://prefabs/doodad_mark.xml/coin.gold,f,f,t,t,0,,f,f
4672,귀족의 책상,cgf://objects/env/01_nuia/001_ndeco/ndeco_triste_table01.cgf,f,t,f,f,100,600000,700000,1,f,f,,26,f,f,f,t,0.0,0,f,f,,f,prefab://prefabs/doodad_mark.xml/coin.gold,f,f,t,t,0,,f,f
4673,별의 갑옷 장식,cgf://objects/env/01_nuia/001_ndeco/ndeco_weirdwind_amor01.cgf,f,t,f,f,100,600000,700000,1,f,f,,26,f,f,f,t,0.0,0,f,f,,f,prefab://prefabs/doodad_mark.xml/coin.gold,f,f,t,t,0,,f,f
4674,귀족의 화려한 책장,cgf://objects/env/01_nuia/001_ndeco/ndeco_triste_bookcase01.cgf,f,t,f,f,100,600000,700000,1,f,f,,26,f,f,f,t,0.0,0,f,f,,f,prefab://prefabs/doodad_mark.xml/coin.gold,f,f,t,t,0,,f,f
4675,나무 상자,cgf://objects/env/01_nuia/001_ndeco/ndeco_ruinprop01.cgf,f,t,f,f,100,600000,700000,1,f,f,,26,f,f,f,t,0.0,0,f,f,0,f,prefab://prefabs/doodad_mark.xml/coin.gold,f,f,t,t,0,,f,f
4676,짧은 나무 울타리,cgf://objects/env/01_nuia/001_ndeco/housing/ndeco_housing_fence_a.cgf,f,t,f,f,100,600000,700000,1,f,f,,26,f,f,f,t,0.0,0,f,f,0,f,prefab://prefabs/doodad_mark.xml/coin.gold,f,f,t,t,0,,f,f
4677,짧은 나무 두 줄 울타리,cgf://objects/env/01_nuia/001_ndeco/housing/ndeco_housing_fence_c.cgf,f,t,f,f,100,600000,700000,1,f,f,,26,f,f,f,t,0.0,0,f,f,0,f,prefab://prefabs/doodad_mark.xml/coin.gold,f,f,t,t,0,,f,f
4678,나무 두 줄 울타리,cgf://objects/env/01_nuia/001_ndeco/housing/ndeco_housing_fence_b.cgf,f,t,f,f,100,600000,700000,1,f,f,,26,f,f,f,t,0.0,0,f,f,0,f,prefab://prefabs/doodad_mark.xml/coin.gold,f,f,t,t,0,,f,f
4679,나무 사다리,cgf://Objects\env\01_nuia\001_ndeco\climb\ndeco_do_ladder_atype.cgf,f,t,f,f,100,600000,700000,1,f,f,,26,f,f,f,t,0.0,0,f,f,0,f,prefab://prefabs/doodad_mark.xml/coin.delphinad,f,f,t,t,0,,f,f
4680,금받침 촛대,prefab://Prefabs/interaction_c.xml/light.ndeco_univ_candle01_off,f,t,f,f,100,600000,700000,1,f,f,,26,f,f,f,t,0.0,0,f,f,,f,prefab://prefabs/doodad_mark.xml/coin.gold,f,f,t,t,0,,f,f
4681,작은 저울,cgf://objects/env/01_nuia/001_ndeco/ndeco_cookstore_scale01.cgf,f,t,f,f,100,600000,700000,1,f,f,,26,f,f,f,t,0.0,0,f,f,,f,prefab://prefabs/doodad_mark.xml/coin.gold,f,f,t,t,0,,f,f
4682,곡선 나무결 탁자,cgf://objects/env/01_nuia/001_ndeco/ndeco_cookstore_table01.cgf,f,t,f,f,100,600000,700000,1,f,f,,26,f,f,f,t,0.0,0,f,f,,f,prefab://prefabs/doodad_mark.xml/coin.gold,f,f,t,t,0,,f,f
4683,길다란 마블링 호리병,prefab://prefabs/housing_deco.xml/housing_deco.bottle01,f,t,f,f,100,600000,700000,1,f,f,,26,f,f,f,t,0.0,0,f,f,,f,prefab://prefabs/doodad_mark.xml/coin.gold,f,f,t,t,0,,f,f
4684,평범한 마블링 주전자,prefab://prefabs/housing_deco.xml/housing_deco.kettle01,f,t,f,f,100,600000,700000,1,f,f,,26,f,f,f,t,0.0,0,f,f,,f,prefab://prefabs/doodad_mark.xml/coin.gold,f,f,t,t,0,,f,f
4685,평범한 마블링 호리병,prefab://prefabs/housing_deco.xml/housing_deco.bottle02,f,t,f,f,100,600000,700000,1,f,f,,26,f,f,f,t,0.0,0,f,f,,f,prefab://prefabs/doodad_mark.xml/coin.gold,f,f,t,t,0,,f,f
4686,붉은 모자 광대 인형,cgf://objects/env/01_nuia/001_ndeco/ndeco_doll_doll01.cgf,f,t,f,f,100,600000,700000,1,f,f,,26,f,f,f,t,0.0,0,f,f,,f,prefab://prefabs/doodad_mark.xml/coin.gold,f,f,t,t,0,,f,f
4687,붉은 모자 소녀 인형,cgf://objects/env/01_nuia/001_ndeco/ndeco_doll_doll04.cgf,f,t,f,f,100,600000,700000,1,f,f,,26,f,f,f,t,0.0,0,f,f,,f,prefab://prefabs/doodad_mark.xml/coin.gold,f,f,t,t,0,,f,f
4688,하얀 모자 소녀 인형,cgf://objects/env/01_nuia/001_ndeco/ndeco_doll_doll05.cgf,f,t,f,f,100,600000,700000,1,f,f,,26,f,f,f,t,0.0,0,f,f,,f,prefab://prefabs/doodad_mark.xml/coin.gold,f,f,t,t,0,,f,f
4689,황토색 곰가죽 카페트,cgf://objects/env/01_nuia/001_ndeco/ndeco_leather_fur02.cgf,f,t,f,f,100,600000,700000,1,f,f,,26,f,f,f,t,0.0,0,f,f,,f,prefab://prefabs/doodad_mark.xml/coin.gold,f,f,t,t,0,,f,f
4690,흰 곰가죽 카페트,cgf://objects/env/01_nuia/001_ndeco/ndeco_leather_fur01.cgf,f,t,f,f,100,600000,700000,1,f,f,,26,f,f,f,t,0.0,0,f,f,,f,prefab://prefabs/doodad_mark.xml/coin.gold,f,f,t,t,0,,f,f
4691,검은 장식 항아리,cgf://objects/Env/01_nuia/001_ndeco/ndeco_art_pottery01.cgf,f,t,f,f,100,600000,700000,1,f,f,,26,f,f,f,t,0.0,0,f,f,,f,prefab://prefabs/doodad_mark.xml/coin.gold,f,f,t,t,0,,f,f
4692,바다빛 항아리,cgf://objects/Env/01_nuia/001_ndeco/ndeco_art_pottery06.cgf,f,t,f,f,100,600000,700000,1,f,f,,26,f,f,f,t,0.0,0,f,f,,f,prefab://prefabs/doodad_mark.xml/coin.gold,f,f,t,t,0,,f,f
4693,금장식 주전자,cgf://objects/Env/01_nuia/001_ndeco/ndeco_art_pottery04.cgf,f,t,f,f,100,600000,700000,1,f,f,,26,f,f,f,t,0.0,0,f,f,,f,prefab://prefabs/doodad_mark.xml/coin.gold,f,f,t,t,0,,f,f
4694,푸른 날개 항아리,cgf://objects/Env/01_nuia/001_ndeco/ndeco_art_pottery03.cgf,f,t,f,f,100,600000,700000,1,f,f,,26,f,f,f,t,0.0,0,f,f,,f,prefab://prefabs/doodad_mark.xml/coin.gold,f,f,t,t,0,,f,f
4695,해와 달 항아리,cgf://objects/Env/01_nuia/001_ndeco/ndeco_art_pottery05.cgf,f,t,f,f,100,600000,700000,1,f,f,,26,f,f,f,t,0.0,0,f,f,,f,prefab://prefabs/doodad_mark.xml/coin.gold,f,f,t,t,0,,f,f
4696,화사한 꽃무늬 항아리,cgf://objects/Env/01_nuia/001_ndeco/ndeco_art_pottery07.cgf,f,t,f,f,100,600000,700000,1,f,f,,26,f,f,f,t,0.0,0,f,f,,f,prefab://prefabs/doodad_mark.xml/coin.gold,f,f,t,t,0,,f,f
4697,푸른 풍경화 항아리,cgf://objects/Env/01_nuia/001_ndeco/ndeco_art_pottery02.cgf,f,t,f,f,100,600000,700000,1,f,f,,26,f,f,f,t,0.0,0,f,f,,f,prefab://prefabs/doodad_mark.xml/coin.gold,f,f,t,t,0,,f,f
4698,벼락 구름,,f,t,f,f,100,600000,700000,1,f,f,,13,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
4699,칠흑의 릴리엇 망아지,cga://Game/objects/Characters/animals/horse_baby/horse_gray_baby.cdf,f,t,f,f,100,600000,700000,1,f,f,4,5,f,f,f,t,0.0,1000,f,f,0,f,,f,f,t,t,0,,f,f
4700,부엉이 우편함,prefab://prefabs/interaction.xml/env.postbox,f,t,f,f,100,600000,700000,1,f,f,,26,f,f,f,t,0.0,0,f,f,,f,prefab://prefabs/doodad_mark.xml/coin.delphinad,f,f,t,t,0,,f,f
4701,장인의 대형 보관함,cgf://Game/objects/Env/01_nuia/001_housing/housing_furniture/hs_f_safe_c.cgf,f,t,f,f,100,600000,700000,1,f,f,,26,f,f,f,t,0.0,0,f,f,,f,prefab://prefabs/doodad_mark.xml/coin.gold,f,f,t,t,0,,f,f
4702,빛나는 모루,prefab://prefabs/ndeco_making.xml/ndeco_making.ndeco_making_sp_anvil_off,f,t,f,f,100,600000,700000,1,f,f,,26,f,f,f,t,0.0,0,f,f,,f,prefab://prefabs/doodad_mark.xml/coin.gold,f,f,t,t,0,,f,f
4703,빛나는 갑옷 제작대,prefab://prefabs/ndeco_making.xml/ndeco_making.ndeco_making_sp_armor_off,f,t,f,f,100,600000,700000,1,f,f,,26,f,f,f,t,0.0,0,f,f,,f,prefab://prefabs/doodad_mark.xml/coin.gold,f,f,t,t,0,,f,f
4704,빛나는 가죽 갑옷 제작대,prefab://prefabs/ndeco_making.xml/ndeco_making.ndeco_making_sp_leather_off,f,t,f,f,100,600000,700000,1,f,f,,26,f,f,f,t,0.0,0,f,f,,f,prefab://prefabs/doodad_mark.xml/coin.gold,f,f,t,t,0,,f,f
4705,빛나는 천 갑옷 제작대,prefab://prefabs/ndeco_making.xml/ndeco_making.ndeco_making_sp_cloth_off,f,t,f,f,100,600000,700000,1,f,f,,26,f,f,f,t,0.0,0,f,f,,f,prefab://prefabs/doodad_mark.xml/coin.gold,f,f,t,t,0,,f,f
4706,빛나는 목공 제작대,prefab://prefabs/ndeco_making.xml/ndeco_making.ndeco_making_sp_wood_off,f,t,f,f,100,600000,700000,1,f,f,,26,f,f,f,t,0.0,0,f,f,,f,prefab://prefabs/doodad_mark.xml/coin.gold,f,f,t,t,0,,f,f
4707,빛나는 공예품 제작대,prefab://prefabs/ndeco_making.xml/ndeco_making.ndeco_making_sp_craftdesk_off,f,t,f,f,100,600000,700000,1,f,f,,26,f,f,f,t,0.0,0,f,f,,f,prefab://prefabs/doodad_mark.xml/coin.gold,f,f,t,t,0,,f,f
4708,빛나는 연금 물품 제작대,prefab://prefabs/ndeco_making.xml/ndeco_making.ndeco_making_sp_alchemy_off,f,t,f,f,100,600000,700000,1,f,f,,26,f,f,f,t,0.0,0,f,f,,f,prefab://prefabs/doodad_mark.xml/coin.gold,f,f,t,t,0,,f,f
4709,빛나는 조리 기구,prefab://prefabs/ndeco_making.xml/ndeco_making.ndeco_making_sp_cooker_off,f,t,f,f,100,600000,700000,1,f,f,,26,f,f,f,t,0.0,0,f,f,,f,prefab://prefabs/doodad_mark.xml/coin.gold,f,f,t,t,0,,f,f
4710,말하는 닭,prefab://Prefabs/interaction_c.xml/misc.ck_a,f,t,f,f,100,600000,700000,1,f,f,,26,f,f,f,t,0.0,0,f,f,,f,prefab://prefabs/doodad_mark.xml/coin.gold,f,f,t,t,0,,f,f
4711,바실리스크 인형,prefab://prefabs/interaction_c.xml/toy.f_basil_a_wood,f,t,f,f,100,600000,700000,1,f,f,,26,f,f,f,t,0.0,0,f,f,,f,prefab://prefabs/doodad_mark.xml/coin.gold,f,f,t,t,0,,f,f
4712,거상 인형,prefab://prefabs/interaction_c.xml/toy.f_sgiant_a_wood,f,t,f,f,100,600000,700000,1,f,f,,26,f,f,f,t,0.0,0,f,f,,f,prefab://prefabs/doodad_mark.xml/coin.gold,f,f,t,t,0,,f,f
4713,서큐버스 인형,prefab://prefabs/interaction_c.xml/toy.f_succu_a_wood,f,t,f,f,100,600000,700000,1,f,f,,26,f,f,f,t,0.0,0,f,f,,f,prefab://prefabs/doodad_mark.xml/coin.gold,f,f,t,t,0,,f,f
4714,가고일 인형,prefab://prefabs/interaction_c.xml/toy.f_gargoyle_a_wood,f,t,f,f,100,600000,700000,1,f,f,,26,f,f,f,t,0.0,0,f,f,,f,prefab://prefabs/doodad_mark.xml/coin.gold,f,f,t,t,0,,f,f
4715,야차 인형,prefab://prefabs/interaction_c.xml/toy.f_yaksa_a_wood,f,t,f,f,100,600000,700000,1,f,f,,26,f,f,f,t,0.0,0,f,f,,f,prefab://prefabs/doodad_mark.xml/coin.gold,f,f,t,t,0,,f,f
4716,나무거인 인형,prefab://prefabs/interaction_c.xml/toy.f_woodgiant_a_wood,f,t,f,f,100,600000,700000,1,f,f,,26,f,f,f,t,0.0,0,f,f,,f,prefab://prefabs/doodad_mark.xml/coin.gold,f,f,t,t,0,,f,f
4717,소형 엘프 처녀 액자,cgf://Objects\env\01_nuia\001_ndeco\ndeco_elf_frame_a.cgf,f,t,f,f,100,600000,700000,1,f,f,,26,f,f,f,t,0.0,0,f,f,,f,prefab://prefabs/doodad_mark.xml/coin.gold,f,f,t,t,0,,f,f
4718,소형 엘프 총각 액자,cgf://Objects\env\01_nuia\001_ndeco\ndeco_elf_frame_b.cgf,f,t,f,f,100,600000,700000,1,f,f,,26,f,f,f,t,0.0,0,f,f,,f,prefab://prefabs/doodad_mark.xml/coin.gold,f,f,t,t,0,,f,f
4719,소형 누이안 총각 액자,cgf://Objects\env\01_nuia\001_ndeco\ndeco_nuian_frame_b.cgf,f,t,f,f,100,600000,700000,1,f,f,,26,f,f,f,t,0.0,0,f,f,,f,prefab://prefabs/doodad_mark.xml/coin.gold,f,f,t,t,0,,f,f
4720,소형 누이안 처녀 액자,cgf://Objects\env\01_nuia\001_ndeco\ndeco_nuian_frame_a.cgf,f,t,f,f,100,600000,700000,1,f,f,,26,f,f,f,t,0.0,0,f,f,,f,prefab://prefabs/doodad_mark.xml/coin.gold,f,f,t,t,0,,f,f
4721,소형 하리하란 총각 액자,cgf://Objects\env\01_nuia\001_ndeco\ndeco_hari_frame_c.cgf,f,t,f,f,100,600000,700000,1,f,f,,26,f,f,f,t,0.0,0,f,f,,f,prefab://prefabs/doodad_mark.xml/coin.gold,f,f,t,t,0,,f,f
4722,소형 하리하란 처녀 액자,cgf://Objects\env\01_nuia\001_ndeco\ndeco_hari_frame_b.cgf,f,t,f,f,100,600000,700000,1,f,f,,26,f,f,f,t,0.0,0,f,f,,f,prefab://prefabs/doodad_mark.xml/coin.gold,f,f,t,t,0,,f,f
4723,소형 페레 총각 액자,cgf://Objects\env\01_nuia\001_ndeco\ndeco_ferre_frame_b.cgf,f,t,f,f,100,600000,700000,1,f,f,,26,f,f,f,t,0.0,0,f,f,,f,prefab://prefabs/doodad_mark.xml/coin.gold,f,f,t,t,0,,f,f
4724,소형 페레 처녀 액자,cgf://Objects\env\01_nuia\001_ndeco\ndeco_ferre_frame_a.cgf,f,t,f,f,100,600000,700000,1,f,f,,26,f,f,f,t,0.0,0,f,f,,f,prefab://prefabs/doodad_mark.xml/coin.gold,f,f,t,t,0,,f,f
4725,갈색 릴리엇 망아지,cga://Game/objects/Characters/animals/horse_baby/horse_baby.chr,f,t,f,f,100,600000,700000,1,f,f,4,5,f,f,f,t,0.0,1000,f,f,0,f,,f,f,t,t,0,,f,f
4726,중급 망원경,prefab://Prefabs/galleon.xml/galleon.galleon_telescope,f,t,f,f,100,600000,700000,1,f,f,4,24,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
4727,회색 릴리엇 망아지,cga://Game/objects/Characters/animals/horse_baby/horse_gray_baby.cdf,f,t,f,f,100,600000,700000,1,f,f,4,5,f,f,f,t,0.0,1000,f,f,0,f,,f,f,t,t,0,,f,f
4728,타겟데칼1m,prefab://prefabs/interaction_b.xml/monster.target_decal_1m_1,f,t,f,f,100,600000,700000,1,f,f,4,24,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
4729,도면: 아담한 누이아 달빛 주택 1호,prefab://Prefabs/interaction.xml/miniature_housing.hs_nuia_S01_Br_01,f,t,f,f,100,600000,700000,1,f,f,4,26,f,f,f,t,0.0,0,f,f,0,f,prefab://prefabs/doodad_mark.xml/coin.delphinad,f,f,t,t,0,,f,f
4730,도면: 아담한 누이아 달빛 주택 2호,prefab://Prefabs/interaction.xml/miniature_housing.hs_nuia_S01_Br_02,f,t,f,f,100,600000,700000,1,f,f,4,26,f,f,f,t,0.0,0,f,f,0,f,prefab://prefabs/doodad_mark.xml/coin.delphinad,f,f,t,t,0,,f,f
4731,도면: 아담한 누이아 달빛 주택 3호,prefab://Prefabs/interaction.xml/miniature_housing.hs_nuia_S01_Br_03,f,t,f,f,100,600000,700000,1,f,f,4,26,f,f,f,t,0.0,0,f,f,0,f,prefab://prefabs/doodad_mark.xml/coin.delphinad,f,f,t,t,0,,f,f
4732,도면: 아담한 누이아 별빛 주택 1호,prefab://Prefabs/interaction.xml/miniature_housing.hs_nuia_S01_Gr_01,f,t,f,f,100,600000,700000,1,f,f,4,26,f,f,f,t,0.0,0,f,f,0,f,prefab://prefabs/doodad_mark.xml/coin.delphinad,f,f,t,t,0,,f,f
4733,도면: 아담한 누이아 별빛 주택 2호,prefab://Prefabs/interaction.xml/miniature_housing.hs_nuia_S01_Gr_02,f,t,f,f,100,600000,700000,1,f,f,4,26,f,f,f,t,0.0,0,f,f,0,f,prefab://prefabs/doodad_mark.xml/coin.delphinad,f,f,t,t,0,,f,f
4734,도면: 아담한 누이아 별빛 주택 3호,prefab://Prefabs/interaction.xml/miniature_housing.hs_nuia_S01_Gr_03,f,t,f,f,100,600000,700000,1,f,f,4,26,f,f,f,t,0.0,0,f,f,0,f,prefab://prefabs/doodad_mark.xml/coin.delphinad,f,f,t,t,0,,f,f
4735,도면: 아담한 누이아 햇빛 주택 1호,prefab://Prefabs/interaction.xml/miniature_housing.hs_nuia_S01_Rr_01,f,t,f,f,100,600000,700000,1,f,f,4,26,f,f,f,t,0.0,0,f,f,0,f,prefab://prefabs/doodad_mark.xml/coin.delphinad,f,f,t,t,0,,f,f
4736,도면: 아담한 누이아 햇빛 주택 2호,prefab://Prefabs/interaction.xml/miniature_housing.hs_nuia_S01_Rr_02,f,t,f,f,100,600000,700000,1,f,f,4,26,f,f,f,t,0.0,0,f,f,0,f,prefab://prefabs/doodad_mark.xml/coin.delphinad,f,f,t,t,0,,f,f
4737,도면: 아담한 누이아 햇빛 주택 3호,prefab://Prefabs/interaction.xml/miniature_housing.hs_nuia_S01_Rr_03,f,t,f,f,100,600000,700000,1,f,f,4,26,f,f,f,t,0.0,0,f,f,0,f,prefab://prefabs/doodad_mark.xml/coin.delphinad,f,f,t,t,0,,f,f
4738,떠내려온 시체,cgf://Game/Objects\Env\01_nuia\001_ndeco\nu_m_corpse1.cgf,f,t,f,f,100,600000,700000,1,f,f,,11,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
4739,영혼맞이 꽃,cgf://objects/Env/05_nature/00_common/common_flower_anemo01.cgf,f,t,f,f,100,600000,700000,1,f,f,,11,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
4740,서방 이슈바라 왕궁 지하 장치,prefab://prefabs/interaction_e.xml/tools.big_lever_right,f,t,f,f,100,600000,700000,1,f,f,4,24,f,f,f,t,0.0,0,f,f,0,t,,f,f,t,t,0,,f,f
4741,서방 이슈바라 왕궁 지하 진홍빛 불꽃,prefab://prefabs/interaction_e.xml/mahadevi_dungeon.first_middle_trap_on,f,t,f,f,100,600000,700000,1,f,f,4,24,f,f,f,t,0.0,0,f,f,0,t,,f,f,t,t,0,,f,f
4743,옅은 갈색 릴리엇 망아지,cga://Game/objects/Characters/animals/horse_baby/horse_baby.chr,f,t,f,f,100,600000,700000,1,f,f,4,5,f,f,f,t,0.0,1000,f,f,0,f,,f,f,t,t,0,,f,f
4744,붉은 점박 릴리엇 망아지,cga://Game/objects/Characters/animals/horse_baby/horse_baby.chr,f,t,f,f,100,600000,700000,1,f,f,4,5,f,f,f,t,0.0,1000,f,f,0,f,,f,f,t,t,0,,f,f
4745,순백의 릴리엇 망아지,cga://Game/objects/Characters/animals/horse_baby/horse_white_baby.cdf,f,t,f,f,100,600000,700000,1,f,f,4,5,f,f,f,t,0.0,1000,f,f,0,f,,f,f,t,t,0,,f,f
4746,아기 흰 꼬리 타레,cga://Game/objects/Characters/monster/tare_baby/tare_baby_blue.cdf,f,t,f,f,100,600000,700000,1,f,f,4,5,f,f,f,t,0.0,1000,f,f,0,f,,f,f,t,t,0,,f,f
4747,흰 마네킹: 누이아 남성 고급,cgf://game/objects/Characters/nuian/male/maneking/nu_m_maneking_nobless.cgf,f,t,f,f,100,600000,700000,1,f,f,,24,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
4748,흰 마네킹: 누이아 남성 결혼식,cgf://game/objects/Characters/nuian/male/maneking/nu_m_maneking_wedding.cgf,f,t,f,f,100,600000,700000,1,f,f,,24,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
4749,흰 마네킹: 하리하라 여성 고급,cgf://game/objects/Characters/hariharan/female/maneking/ha_f_maneking_nobless.cgf,f,t,f,f,100,600000,700000,1,f,f,,24,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
4750,복식 마네킹: 하리하라 여성 결혼식,cgf://game/objects/Characters/hariharan/female/maneking/ha_f_maneking_wedding.cgf,f,t,f,f,100,600000,700000,1,f,f,,24,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
4751,서방 이슈바라 왕궁 지하 얼음함정,prefab://prefabs/interaction_e.xml/mahadevi_dungeon.ice_trap,f,t,f,f,100,600000,700000,1,f,f,4,24,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
4752,서방 이슈바라 왕궁 지하 얼음 장치,prefab://prefabs/interaction_e.xml/tools.big_lever_right,f,t,f,f,100,600000,700000,1,f,f,4,24,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
4753,도면: 세련된 누이아 달빛 주택 1호,prefab://Prefabs/interaction.xml/miniature_housing.hs_nuia_M01_Br_01,f,t,f,f,100,600000,700000,1,f,f,4,26,f,f,f,t,0.0,0,f,f,0,f,prefab://prefabs/doodad_mark.xml/coin.delphinad,f,f,t,t,0,,f,f
4754,낡은 책,cgf://Objects/Env/01_nuia/001_ndeco/quest/ndeco_quest_book01.cgf,f,t,f,f,100,600000,700000,1,f,f,,11,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
4755,도면: 세련된 누이아 달빛 주택 2호,prefab://Prefabs/interaction.xml/miniature_housing.hs_nuia_M01_Br_02,f,t,f,f,100,600000,700000,1,f,f,4,26,f,f,f,t,0.0,0,f,f,0,f,prefab://prefabs/doodad_mark.xml/coin.delphinad,f,f,t,t,0,,f,f
4756,도면: 세련된 누이아 달빛 주택 3호,prefab://Prefabs/interaction.xml/miniature_housing.hs_nuia_M01_Br_03,f,t,f,f,100,600000,700000,1,f,f,4,26,f,f,f,t,0.0,0,f,f,0,f,prefab://prefabs/doodad_mark.xml/coin.delphinad,f,f,t,t,0,,f,f
4757,버려진 책,cgf://Objects/Env/01_nuia/001_ndeco/quest/ndeco_quest_book01.cgf,f,t,f,f,100,600000,700000,1,f,f,,11,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
4758,도면: 세련된 누이아 별빛 주택 1호,prefab://Prefabs/interaction.xml/miniature_housing.hs_nuia_M01_Gr_01,f,t,f,f,100,600000,700000,1,f,f,4,26,f,f,f,t,0.0,0,f,f,0,f,prefab://prefabs/doodad_mark.xml/coin.delphinad,f,f,t,t,0,,f,f
4759,도면: 세련된 누이아 별빛 주택 2호,prefab://Prefabs/interaction.xml/miniature_housing.hs_nuia_M01_Gr_02,f,t,f,f,100,600000,700000,1,f,f,4,26,f,f,f,t,0.0,0,f,f,0,f,prefab://prefabs/doodad_mark.xml/coin.delphinad,f,f,t,t,0,,f,f
4760,이름 없는 묘비,cgf://Objects/env/01_nuia/001_ncom/old/gravestone_c.cgf,f,t,f,f,100,600000,700000,1,f,f,4,11,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
4761,타겟데칼3m,prefab://prefabs/interaction_b.xml/monster.target_decal_3m_1,f,t,f,f,100,600000,700000,1,f,f,4,24,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
4762,매의 날개 마법진,prefab://prefabs/interaction_b.xml/dungeon.exit_portal,f,t,f,f,100,600000,700000,1,f,f,4,34,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
4763,초승달 왕좌 깃발,cgf://Game\objects\Env\01_nuia\001_ndeco\quest\ndeco_mainflag_01.cgf,f,t,f,f,100,600000,700000,1,f,f,,11,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
4764,꿈의 유배자들 깃발,cgf://Game\objects\Env\01_nuia\001_ndeco\quest\ndeco_mainflag_02.cgf,f,t,f,f,100,600000,700000,1,f,f,,11,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
4765,횃불,prefab://Prefabs/interaction.xml/light.torch,f,t,f,f,100,600000,700000,1,f,f,4,24,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
4766,문,prefab://prefabs/contents.xml/level_moang.door,f,t,f,f,100,600000,700000,1,f,f,,25,f,f,f,t,0.0,0,f,f,0,f,,f,f,t,t,0,,f,f
4767,도면: 세련된 누이아 별빛 주택 3호,prefab://Prefabs/interaction.xml/miniature_housing.hs_nuia_M01_Gr_03,f,t,f,f,100,600000,700000,1,f,f,4,26,f,f,f,t,0.0,0,f,f,0,f,prefab://prefabs/doodad_mark.xml/coin.delphinad,f,f,t,t,0,,f,f
4768,도면: 세련된 누이아 햇빛 주택 1호,prefab://Prefabs/interaction.xml/miniature_housing.hs_nuia_M01_Rr_01,f,t,f,f,100,600000,700000,1,f,f,4,26,f,f,f,t,0.0,0,f,f,0,f,prefab://prefabs/doodad_mark.xml/coin.delphinad,f,f,t,t,0,,f,f
4769,도면: 세련된 누이아 햇빛 주택 2호,prefab://Prefabs/interaction.xml/miniature_housing.hs_nuia_M01_Rr_02,f,t,f,f,100,600000,700000,1,f,f,4,26,f,f,f,t,0.0,0,f,f,0,f,prefab://prefabs/doodad_mark.xml/coin.delphinad,f,f,t,t,0,,f,f
4770,도면: 세련된 누이아 햇빛 주택 3호,prefab://Prefabs/interaction.xml/miniature_housing.hs_nuia_M01_Rr_03,f,t,f,f,100,600000,700000,1,f,f,4,26,f,f,f,t,0.0,0,f,f,0,f,prefab://prefabs/doodad_mark.xml/coin.delphinad,f,f,t,t,0,,f,f
4771,도면: 세련된 누이아 달빛 2층 주택 1호,prefab://Prefabs/interaction.xml/miniature_housing.hs_nuia_M11_Br_01,f,t,f,f,100,600000,700000,1,f,f,4,26,f,f,f,t,0.0,0,f,f,0,f,prefab://prefabs/doodad_mark.xml/coin.delphinad,f,f,t,t,0,,f,f
