id,hair_diffuse_color_r,hair_diffuse_color_g,hair_diffuse_color_b,model_id,hair_material,comment,asset_id,hair_base_color_r,hair_base_color_g,hair_base_color_b,npc_only
7855,0,0,0,18,objects\Characters\hariharan\male\hair\ha_m_hair007\ha_m_hair007_hc60.mtl,custom60,10231,23,28,39,f
7856,0,0,0,18,objects\Characters\hariharan\male\hair\ha_m_hair008\ha_m_hair008_hc60.mtl,custom60,10232,23,28,39,f
7857,0,0,0,18,objects\Characters\hariharan\male\hair\ha_m_hair009\ha_m_hair009_hc60.mtl,custom60,10233,23,28,39,f
7858,0,0,0,18,objects\Characters\hariharan\male\hair\ha_m_hair010\ha_m_hair010_hc60.mtl,custom60,10234,23,28,39,f
7859,0,0,0,18,objects\Characters\hariharan\male\hair\ha_m_hair012\ha_m_hair012_hc60.mtl,custom60,10481,23,28,39,f
7860,0,0,0,18,objects\Characters\hariharan\male\hair\ha_m_hair013\ha_m_hair013_hc60.mtl,custom60,10487,23,28,39,f
7861,0,0,0,18,objects\Characters\hariharan\male\hair\ha_m_hair014\ha_m_hair014_hc60.mtl,custom60,10491,23,28,39,f
7862,0,0,0,18,objects\Characters\hariharan\male\hair\ha_m_hair015\ha_m_hair015_hc60.mtl,custom60,10495,23,28,39,f
7863,0,0,0,18,objects\Characters\hariharan\male\hair\ha_m_hair016\ha_m_hair016_hc60.mtl,custom60,12601,23,28,39,f
7864,0,0,0,18,objects\Characters\hariharan\male\hair\ha_m_hair017\ha_m_hair017_hc60.mtl,custom60,12602,23,28,39,f
7865,0,0,0,18,objects\Characters\hariharan\male\hair\ha_m_hair018\ha_m_hair018_hc60.mtl,custom60,12603,23,28,39,f
7866,0,0,0,18,objects\Characters\hariharan\male\hair\ha_m_hair019\ha_m_hair019_hc60.mtl,custom60,12824,23,28,39,f
7867,0,0,0,19,objects\Characters\hariharan\female\hair\ha_f_hair001\ha_f_hair001_hc60.mtl,custom60,10207,23,28,39,f
7868,0,0,0,19,objects\Characters\hariharan\female\hair\ha_f_hair002\ha_f_hair002_hc60.mtl,custom60,10208,23,28,39,f
7869,0,0,0,19,objects\Characters\hariharan\female\hair\ha_f_hair003\ha_f_hair003_hc60.mtl,custom60,10186,23,28,39,f
7870,0,0,0,19,objects\Characters\hariharan\female\hair\ha_f_hair004\ha_f_hair004_hc60.mtl,custom60,10209,23,28,39,f
7871,0,0,0,19,objects\Characters\hariharan\female\hair\ha_f_hair005\ha_f_hair005_hc60.mtl,custom60,10250,23,28,39,f
7872,0,0,0,19,objects\Characters\hariharan\female\hair\ha_f_hair006\ha_f_hair006_hc60.mtl,custom60,10184,23,28,39,f
7873,0,0,0,19,objects\Characters\hariharan\female\hair\ha_f_hair007\ha_f_hair007_hc60.mtl,custom60,10183,23,28,39,f
7874,0,0,0,19,objects\Characters\hariharan\female\hair\ha_f_hair008\ha_f_hair008_hc60.mtl,custom60,10185,23,28,39,f
7875,0,0,0,19,objects\Characters\hariharan\female\hair\ha_f_hair009\ha_f_hair009_hc60.mtl,custom60,10187,23,28,39,f
7876,0,0,0,19,objects\Characters\hariharan\female\hair\ha_f_hair010\ha_f_hair010_hc60.mtl,custom60,10188,23,28,39,f
7877,0,0,0,19,objects\Characters\hariharan\female\hair\ha_f_hair011\ha_f_hair011_hc60.mtl,custom60,10189,23,28,39,f
7878,0,0,0,19,objects\Characters\hariharan\female\hair\ha_f_hair012\ha_f_hair012_hc60.mtl,custom60,10190,23,28,39,f
7879,0,0,0,19,objects\Characters\hariharan\female\hair\ha_f_hair015\ha_f_hair015_hc60.mtl,custom60,12087,23,28,39,f
7880,0,0,0,19,objects\Characters\hariharan\female\hair\ha_f_hair016\ha_f_hair016_hc60.mtl,custom60,12088,23,28,39,f
7881,0,0,0,19,objects\Characters\hariharan\female\hair\ha_f_hair017\ha_f_hair017_hc60.mtl,custom60,12596,23,28,39,f
7882,0,0,0,19,objects\Characters\hariharan\female\hair\ha_f_hair018\ha_f_hair018_hc60.mtl,custom60,12084,23,28,39,f
7883,0,0,0,19,objects\Characters\hariharan\female\hair\ha_f_hair019\ha_f_hair019_hc60.mtl,custom60,12085,23,28,39,f
7884,0,0,0,19,objects\Characters\hariharan\female\hair\ha_f_hair020\ha_f_hair020_hc60.mtl,custom60,12597,23,28,39,f
7885,0,0,0,19,objects\Characters\hariharan\female\hair\ha_f_hair021\ha_f_hair021_hc60.mtl,custom60,12598,23,28,39,f
7886,0,0,0,19,objects\Characters\hariharan\female\hair\ha_f_hair022\ha_f_hair022_hc60.mtl,custom60,12832,23,28,39,f
7887,0,0,0,20,objects\Characters\ferre\male\hair\fe_m_hair01\fe_m_hair01_hc60.mtl,custom60,704,23,28,39,f
7888,0,0,0,20,objects\Characters\ferre\male\hair\fe_m_hair02\fe_m_hair02_hc60.mtl,custom60,861,23,28,39,f
7889,0,0,0,20,objects\Characters\ferre\male\hair\fe_m_hair03\fe_m_hair03_hc60.mtl,custom60,3250,23,28,39,f
7890,0,0,0,20,objects\Characters\ferre\male\hair\fe_m_hair04\fe_m_hair04_hc60.mtl,custom60,10240,23,28,39,f
7891,0,0,0,20,objects\Characters\ferre\male\hair\fe_m_hair05\fe_m_hair05_hc60.mtl,custom60,12590,23,28,39,f
7892,0,0,0,20,objects\Characters\ferre\male\hair\fe_m_hair06\fe_m_hair06_hc60.mtl,custom60,12589,23,28,39,f
7893,0,0,0,20,objects\Characters\ferre\male\hair\fe_m_hair07\fe_m_hair07_hc60.mtl,custom60,12588,23,28,39,f
7894,0,0,0,20,objects\Characters\ferre\male\hair\fe_m_hair08\fe_m_hair08_hc60.mtl,custom60,12587,23,28,39,f
7895,0,0,0,20,objects\Characters\ferre\male\hair\fe_m_hair09\fe_m_hair09_hc60.mtl,custom60,12586,23,28,39,f
7896,0,0,0,20,objects\Characters\ferre\male\hair\fe_m_hair10\fe_m_hair10_hc60.mtl,custom60,14436,23,28,39,f
7897,0,0,0,21,objects\Characters\ferre\female\hair\fe_f_hair01\fe_f_hair01_hc60.mtl,custom60,120,23,28,39,f
7898,0,0,0,21,objects\Characters\ferre\female\hair\fe_f_hair02\fe_f_hair02_hc60.mtl,custom60,288,23,28,39,f
7899,0,0,0,21,objects\Characters\ferre\female\hair\fe_f_hair03\fe_f_hair03_hc60.mtl,custom60,4369,23,28,39,f
7900,0,0,0,21,objects\Characters\ferre\female\hair\fe_f_hair04\fe_f_hair04_hc60.mtl,custom60,10235,23,28,39,f
7901,0,0,0,21,objects\Characters\ferre\female\hair\fe_f_hair05\fe_f_hair05_hc60.mtl,custom60,10236,23,28,39,f
7902,0,0,0,21,objects\Characters\ferre\female\hair\fe_f_hair06\fe_f_hair06_hc60.mtl,custom60,10237,23,28,39,f
7903,0,0,0,21,objects\Characters\ferre\female\hair\fe_f_hair07\fe_f_hair07_hc60.mtl,custom60,10238,23,28,39,f
7904,0,0,0,21,objects\Characters\ferre\female\hair\fe_f_hair08\fe_f_hair08_hc60.mtl,custom60,12583,23,28,39,f
7905,0,0,0,21,objects\Characters\ferre\female\hair\fe_f_hair09\fe_f_hair09_hc60.mtl,custom60,12373,23,28,39,f
7906,0,0,0,21,objects\Characters\ferre\female\hair\fe_f_hair10\fe_f_hair10_hc60.mtl,custom60,12374,23,28,39,f
7907,0,0,0,21,objects\Characters\ferre\female\hair\fe_f_hair11\fe_f_hair11_hc60.mtl,custom60,12375,23,28,39,f
7908,0,0,0,21,objects\Characters\ferre\female\hair\fe_f_hair12\fe_f_hair12_hc60.mtl,custom60,12376,23,28,39,f
7909,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair022\nu_m_hair022_hc01.mtl,custom01,15650,66,58,50,f
7910,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair022\nu_m_hair022_hc02.mtl,custom02,15650,41,47,53,f
7911,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair022\nu_m_hair022_hc03.mtl,custom03,15650,63,75,83,f
7912,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair022\nu_m_hair022_hc04.mtl,custom04,15650,76,76,79,f
7913,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair022\nu_m_hair022_hc05.mtl,custom05,15650,101,84,62,f
7914,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair022\nu_m_hair022_hc06.mtl,custom06,15650,94,76,53,f
7915,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair022\nu_m_hair022_hc07.mtl,custom07,15650,87,73,39,f
7916,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair022\nu_m_hair022_hc08.mtl,custom08,15650,79,68,40,f
7917,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair022\nu_m_hair022_hc09.mtl,custom09,15650,68,65,34,f
7918,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair022\nu_m_hair022_hc10.mtl,custom10,15650,61,49,27,f
7919,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair022\nu_m_hair022_hc11.mtl,custom11,15650,77,64,39,f
7920,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair022\nu_m_hair022_hc12.mtl,custom12,15650,67,50,26,f
7921,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair022\nu_m_hair022_hc13.mtl,custom13,15650,67,44,22,f
7922,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair022\nu_m_hair022_hc14.mtl,custom14,15650,52,35,19,f
7923,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair022\nu_m_hair022_hc15.mtl,custom15,15650,45,25,17,f
7924,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair022\nu_m_hair022_hc16.mtl,custom16,15650,32,9,7,f
7925,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair022\nu_m_hair022_hc17.mtl,custom17,15650,16,5,4,f
7926,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair022\nu_m_hair022_hc18.mtl,custom18,15650,15,8,6,f
7927,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair022\nu_m_hair022_hc19.mtl,custom19,15650,24,9,9,f
7928,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair022\nu_m_hair022_hc20.mtl,custom20,15650,23,13,11,f
7929,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair022\nu_m_hair022_hc21.mtl,custom21,15650,17,3,9,f
7930,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair022\nu_m_hair022_hc22.mtl,custom22,15650,26,9,17,f
7931,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair022\nu_m_hair022_hc23.mtl,custom23,15650,32,11,13,f
7932,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair022\nu_m_hair022_hc24.mtl,custom24,15650,48,17,14,f
7933,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair022\nu_m_hair022_hc25.mtl,custom25,15650,62,16,10,f
7934,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair022\nu_m_hair022_hc26.mtl,custom26,15650,57,17,11,f
7935,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair022\nu_m_hair022_hc27.mtl,custom27,15650,39,21,10,f
7936,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair022\nu_m_hair022_hc28.mtl,custom28,15650,23,15,7,f
7937,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair022\nu_m_hair022_hc29.mtl,custom29,15650,17,9,5,f
7938,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair022\nu_m_hair022_hc30.mtl,custom30,15650,17,9,5,f
7939,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair022\nu_m_hair022_hc31.mtl,custom31,15650,29,18,7,f
7940,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair022\nu_m_hair022_hc32.mtl,custom32,15650,59,44,35,f
7941,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair022\nu_m_hair022_hc33.mtl,custom33,15650,67,56,43,f
7942,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair022\nu_m_hair022_hc34.mtl,custom34,15650,48,31,39,f
7943,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair022\nu_m_hair022_hc35.mtl,custom35,15650,43,27,45,f
7944,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair022\nu_m_hair022_hc36.mtl,custom36,15650,29,11,20,f
7945,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair022\nu_m_hair022_hc37.mtl,custom37,15650,74,30,50,f
7946,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair022\nu_m_hair022_hc38.mtl,custom38,15650,52,31,43,f
7947,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair022\nu_m_hair022_hc39.mtl,custom39,15650,68,50,51,f
7948,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair022\nu_m_hair022_hc40.mtl,custom40,15650,60,49,52,f
7949,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair022\nu_m_hair022_hc41.mtl,custom41,15650,46,36,50,f
7950,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair022\nu_m_hair022_hc42.mtl,custom42,15650,36,26,36,f
7951,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair022\nu_m_hair022_hc43.mtl,custom43,15650,27,15,31,f
7952,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair022\nu_m_hair022_hc44.mtl,custom44,15650,23,16,29,f
7953,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair022\nu_m_hair022_hc45.mtl,custom45,15650,34,33,35,f
7954,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair022\nu_m_hair022_hc46.mtl,custom46,15650,22,18,11,f
7955,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair022\nu_m_hair022_hc47.mtl,custom47,15650,16,12,10,f
7956,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair022\nu_m_hair022_hc48.mtl,custom48,15650,31,27,26,f
7957,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair022\nu_m_hair022_hc49.mtl,custom49,15650,14,20,29,f
7958,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair022\nu_m_hair022_hc50.mtl,custom50,15650,27,39,40,f
7959,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair022\nu_m_hair022_hc51.mtl,custom51,15650,30,40,30,f
7960,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair022\nu_m_hair022_hc52.mtl,custom52,15650,32,44,21,f
7961,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair022\nu_m_hair022_hc53.mtl,custom53,15650,37,54,20,f
7962,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair022\nu_m_hair022_hc54.mtl,custom54,15650,24,20,6,f
7963,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair022\nu_m_hair022_hc55.mtl,custom55,15650,17,11,7,f
7964,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair022\nu_m_hair022_hc56.mtl,custom56,15650,30,22,17,f
7965,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair022\nu_m_hair022_hc57.mtl,custom57,15650,54,52,52,f
7966,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair022\nu_m_hair022_hc58.mtl,custom58,15650,38,43,47,f
7967,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair022\nu_m_hair022_hc59.mtl,custom59,15650,39,39,51,f
7968,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair022\nu_m_hair022_hc60.mtl,custom60,15650,23,28,39,f
7969,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair020\nu_m_hair020_hc01.mtl,custom01,15579,66,58,50,f
7970,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair020\nu_m_hair020_hc02.mtl,custom02,15579,41,47,53,f
7971,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair020\nu_m_hair020_hc03.mtl,custom03,15579,63,75,83,f
7972,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair020\nu_m_hair020_hc04.mtl,custom04,15579,76,76,79,f
7973,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair020\nu_m_hair020_hc05.mtl,custom05,15579,101,84,62,f
7974,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair020\nu_m_hair020_hc06.mtl,custom06,15579,94,76,53,f
7975,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair020\nu_m_hair020_hc07.mtl,custom07,15579,87,73,39,f
7976,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair020\nu_m_hair020_hc08.mtl,custom08,15579,79,68,40,f
7977,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair020\nu_m_hair020_hc09.mtl,custom09,15579,68,65,34,f
7978,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair020\nu_m_hair020_hc10.mtl,custom10,15579,61,49,27,f
7979,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair020\nu_m_hair020_hc11.mtl,custom11,15579,77,64,39,f
7980,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair020\nu_m_hair020_hc12.mtl,custom12,15579,67,50,26,f
7981,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair020\nu_m_hair020_hc13.mtl,custom13,15579,67,44,22,f
7982,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair020\nu_m_hair020_hc14.mtl,custom14,15579,52,35,19,f
7983,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair020\nu_m_hair020_hc15.mtl,custom15,15579,45,25,17,f
7984,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair020\nu_m_hair020_hc16.mtl,custom16,15579,32,9,7,f
7985,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair020\nu_m_hair020_hc17.mtl,custom17,15579,16,5,4,f
7986,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair020\nu_m_hair020_hc18.mtl,custom18,15579,15,8,6,f
7987,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair020\nu_m_hair020_hc19.mtl,custom19,15579,24,9,9,f
7988,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair020\nu_m_hair020_hc20.mtl,custom20,15579,23,13,11,f
7989,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair020\nu_m_hair020_hc21.mtl,custom21,15579,17,3,9,f
7990,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair020\nu_m_hair020_hc22.mtl,custom22,15579,26,9,17,f
7991,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair020\nu_m_hair020_hc23.mtl,custom23,15579,32,11,13,f
7992,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair020\nu_m_hair020_hc24.mtl,custom24,15579,48,17,14,f
7993,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair020\nu_m_hair020_hc25.mtl,custom25,15579,62,16,10,f
7994,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair020\nu_m_hair020_hc26.mtl,custom26,15579,57,17,11,f
7995,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair020\nu_m_hair020_hc27.mtl,custom27,15579,39,21,10,f
7996,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair020\nu_m_hair020_hc28.mtl,custom28,15579,23,15,7,f
7997,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair020\nu_m_hair020_hc29.mtl,custom29,15579,17,9,5,f
7998,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair020\nu_m_hair020_hc30.mtl,custom30,15579,17,9,5,f
7999,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair020\nu_m_hair020_hc31.mtl,custom31,15579,29,18,7,f
8000,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair020\nu_m_hair020_hc32.mtl,custom32,15579,59,44,35,f
8001,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair020\nu_m_hair020_hc33.mtl,custom33,15579,67,56,43,f
8002,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair020\nu_m_hair020_hc34.mtl,custom34,15579,48,31,39,f
8003,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair020\nu_m_hair020_hc35.mtl,custom35,15579,43,27,45,f
8004,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair020\nu_m_hair020_hc36.mtl,custom36,15579,29,11,20,f
8005,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair020\nu_m_hair020_hc37.mtl,custom37,15579,74,30,50,f
8006,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair020\nu_m_hair020_hc38.mtl,custom38,15579,52,31,43,f
8007,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair020\nu_m_hair020_hc39.mtl,custom39,15579,68,50,51,f
8008,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair020\nu_m_hair020_hc40.mtl,custom40,15579,60,49,52,f
8009,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair020\nu_m_hair020_hc41.mtl,custom41,15579,46,36,50,f
8010,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair020\nu_m_hair020_hc42.mtl,custom42,15579,36,26,36,f
8011,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair020\nu_m_hair020_hc43.mtl,custom43,15579,27,15,31,f
8012,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair020\nu_m_hair020_hc44.mtl,custom44,15579,23,16,29,f
8013,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair020\nu_m_hair020_hc45.mtl,custom45,15579,34,33,35,f
8014,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair020\nu_m_hair020_hc46.mtl,custom46,15579,22,18,11,f
8015,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair020\nu_m_hair020_hc47.mtl,custom47,15579,16,12,10,f
8016,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair020\nu_m_hair020_hc48.mtl,custom48,15579,31,27,26,f
8017,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair020\nu_m_hair020_hc49.mtl,custom49,15579,14,20,29,f
8018,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair020\nu_m_hair020_hc50.mtl,custom50,15579,27,39,40,f
8019,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair020\nu_m_hair020_hc51.mtl,custom51,15579,30,40,30,f
8020,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair020\nu_m_hair020_hc52.mtl,custom52,15579,32,44,21,f
8021,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair020\nu_m_hair020_hc53.mtl,custom53,15579,37,54,20,f
8022,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair020\nu_m_hair020_hc54.mtl,custom54,15579,24,20,6,f
8023,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair020\nu_m_hair020_hc55.mtl,custom55,15579,17,11,7,f
8024,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair020\nu_m_hair020_hc56.mtl,custom56,15579,30,22,17,f
8025,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair020\nu_m_hair020_hc57.mtl,custom57,15579,54,52,52,f
8026,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair020\nu_m_hair020_hc58.mtl,custom58,15579,38,43,47,f
8027,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair020\nu_m_hair020_hc59.mtl,custom59,15579,39,39,51,f
8028,0,0,0,10,objects\Characters\nuian\male\hair\nu_m_hair020\nu_m_hair020_hc60.mtl,custom60,15579,23,28,39,f
8029,0,0,0,11,objects\Characters\nuian\female\hair\nu_f_hair014\nu_f_hair014_hc01.mtl,custom01,15545,66,58,50,f
8030,0,0,0,11,objects\Characters\nuian\female\hair\nu_f_hair014\nu_f_hair014_hc02.mtl,custom02,15545,41,47,53,f
8031,0,0,0,11,objects\Characters\nuian\female\hair\nu_f_hair014\nu_f_hair014_hc03.mtl,custom03,15545,63,75,83,f
8032,0,0,0,11,objects\Characters\nuian\female\hair\nu_f_hair014\nu_f_hair014_hc04.mtl,custom04,15545,76,76,79,f
8033,0,0,0,11,objects\Characters\nuian\female\hair\nu_f_hair014\nu_f_hair014_hc05.mtl,custom05,15545,101,84,62,f
8034,0,0,0,11,objects\Characters\nuian\female\hair\nu_f_hair014\nu_f_hair014_hc06.mtl,custom06,15545,94,76,53,f
8035,0,0,0,11,objects\Characters\nuian\female\hair\nu_f_hair014\nu_f_hair014_hc07.mtl,custom07,15545,87,73,39,f
8036,0,0,0,11,objects\Characters\nuian\female\hair\nu_f_hair014\nu_f_hair014_hc08.mtl,custom08,15545,79,68,40,f
8037,0,0,0,11,objects\Characters\nuian\female\hair\nu_f_hair014\nu_f_hair014_hc09.mtl,custom09,15545,68,65,34,f
8038,0,0,0,11,objects\Characters\nuian\female\hair\nu_f_hair014\nu_f_hair014_hc10.mtl,custom10,15545,61,49,27,f
8039,0,0,0,11,objects\Characters\nuian\female\hair\nu_f_hair014\nu_f_hair014_hc11.mtl,custom11,15545,77,64,39,f
8040,0,0,0,11,objects\Characters\nuian\female\hair\nu_f_hair014\nu_f_hair014_hc12.mtl,custom12,15545,67,50,26,f
8041,0,0,0,11,objects\Characters\nuian\female\hair\nu_f_hair014\nu_f_hair014_hc13.mtl,custom13,15545,67,44,22,f
8042,0,0,0,11,objects\Characters\nuian\female\hair\nu_f_hair014\nu_f_hair014_hc14.mtl,custom14,15545,52,35,19,f
8043,0,0,0,11,objects\Characters\nuian\female\hair\nu_f_hair014\nu_f_hair014_hc15.mtl,custom15,15545,45,25,17,f
8044,0,0,0,11,objects\Characters\nuian\female\hair\nu_f_hair014\nu_f_hair014_hc16.mtl,custom16,15545,32,9,7,f
8045,0,0,0,11,objects\Characters\nuian\female\hair\nu_f_hair014\nu_f_hair014_hc17.mtl,custom17,15545,16,5,4,f
8046,0,0,0,11,objects\Characters\nuian\female\hair\nu_f_hair014\nu_f_hair014_hc18.mtl,custom18,15545,15,8,6,f
8047,0,0,0,11,objects\Characters\nuian\female\hair\nu_f_hair014\nu_f_hair014_hc19.mtl,custom19,15545,24,9,9,f
8048,0,0,0,11,objects\Characters\nuian\female\hair\nu_f_hair014\nu_f_hair014_hc20.mtl,custom20,15545,23,13,11,f
8049,0,0,0,11,objects\Characters\nuian\female\hair\nu_f_hair014\nu_f_hair014_hc21.mtl,custom21,15545,17,3,9,f
8050,0,0,0,11,objects\Characters\nuian\female\hair\nu_f_hair014\nu_f_hair014_hc22.mtl,custom22,15545,26,9,17,f
8051,0,0,0,11,objects\Characters\nuian\female\hair\nu_f_hair014\nu_f_hair014_hc23.mtl,custom23,15545,32,11,13,f
8052,0,0,0,11,objects\Characters\nuian\female\hair\nu_f_hair014\nu_f_hair014_hc24.mtl,custom24,15545,48,17,14,f
8053,0,0,0,11,objects\Characters\nuian\female\hair\nu_f_hair014\nu_f_hair014_hc25.mtl,custom25,15545,62,16,10,f
8054,0,0,0,11,objects\Characters\nuian\female\hair\nu_f_hair014\nu_f_hair014_hc26.mtl,custom26,15545,57,17,11,f
8055,0,0,0,11,objects\Characters\nuian\female\hair\nu_f_hair014\nu_f_hair014_hc27.mtl,custom27,15545,39,21,10,f
8056,0,0,0,11,objects\Characters\nuian\female\hair\nu_f_hair014\nu_f_hair014_hc28.mtl,custom28,15545,23,15,7,f
8057,0,0,0,11,objects\Characters\nuian\female\hair\nu_f_hair014\nu_f_hair014_hc29.mtl,custom29,15545,17,9,5,f
8058,0,0,0,11,objects\Characters\nuian\female\hair\nu_f_hair014\nu_f_hair014_hc30.mtl,custom30,15545,17,9,5,f
