id,bubble,ai_event_id
4562,이 망원경으로 비행선이나 마차가 얼마나 다가왔는지 알 수 있다루루. ,1256
4565,이 곳에는 고대의 숲을 순환하는 마차와 여기서부터 로카의 장기말들의 황혼 노을 부락까지 순환하는 2대의 마차가 정차한다루루. 마차의 노선을 잘 확인하고 탑승하라루루.,892
4566,이 망원경을 이용하면 비행선이나 마차가 어디에 와 있는지 바로 알 수 있다루루.,892
4567,이 망원경으로 비행선이나 마차가 얼마나 다가왔는지 알 수 있다루루. ,1257
4568,이 곳에 정차하는 마차는 고대의 숲을 순환하는 마차다로로.,969
4569,이 망원경을 이용하면 비행선이나 마차가 어디에 와 있는지 바로 알 수 있다로로.,969
4570,이 망원경으로 비행선이나 마차가 얼마나 다가왔는지 알 수 있다로로.,1258
4571,이 곳에 정차하는 마차는 고대의 숲을 순환하는 마차다루루.,970
4572,이 망원경을 이용하면 비행선이나 마차가 어디에 와 있는지 바로 알 수 있다루루.,970
4573,이 망원경으로 비행선이나 마차가 얼마나 다가왔는지 알 수 있다루루. ,1259
4574,이 곳에 정차하는 마차는 여기서부터 고대의 숲까지 순환하는 마차다레레.,967
4575,이 망원경을 이용하면 비행선이나 마차가 어디에 와 있는지 바로 알 수 있다레레.,967
4576,이 망원경으로 비행선이나 마차가 얼마나 다가왔는지 알 수 있다레레.,1260
4577,이 곳에 정차하는 마차는 여기서부터 하슬라까지 순환하는 마차다로로.,938
4578,이 망원경을 이용하면 비행선이나 마차가 어디에 와 있는지 바로 알 수 있다로로.,938
4579,이 망원경으로 비행선이나 마차가 얼마나 다가왔는지 알 수 있다로로. ,1261
4580,이 곳에는 고고학자 마을에서부터 하슬라까지 운행하는 순환마차가 정차한다루루. ,893
4581,이 망원경을 이용하면 비행선이나 마차가 어디에 와 있는지 바로 알 수 있다루루.,893
4582,이 망원경으로 비행선이나 마차가 얼마나 다가왔는지 알 수 있다루루. ,1262
4585,이 망원경으로 비행선이나 마차가 얼마나 다가왔는지 알 수 있다루루. ,1263
4586,이 곳에는 하슬라를 순환하는 마차가 정차한다라라.,930
4587,이 망원경을 이용하면 비행선이나 마차가 어디에 와 있는지 바로 알 수 있다라라.,930
4588,이 망원경으로 비행선이나 마차가 얼마나 다가왔는지 알 수 있다라라. ,1264
4589,이 곳에는 하슬라를 순환하는 마차가 정차한다로로.,932
4590,이 망원경은 비행선이나 마차가 얼마나 다가왔는지 당장 알려준다로로.,932
4591,이 망원경으로 비행선이나 마차가 얼마나 다가왔는지 알 수 있다로로. ,1265
4592,이 곳에는 하슬라를 순환하는 마차가 정차한다루루.,951
4593,이 망원경은 비행선이나 마차가 얼마나 다가왔는지 당장 알려 주는 정말 편리한 물건이다루루.,951
4594,이 망원경으로 비행선이나 마차가 얼마나 다가왔는지 알 수 있다루루.,1266
4595,이 곳에는 하슬라를 순환하는 마차가 정차한다루루.,933
4596,이 망원경은 비행선이나 마차가 얼마나 다가왔는지 금세 알 수 있어서 정말 편리하다루루.,933
4597,이 망원경으로 비행선이나 마차가 얼마나 다가왔는지 알 수 있다루루. ,1267
4598,이 곳에 정차하는 마차는 로이스터 야영지에서부터 로즈엔드 초소까지 순환하는 마차다루루. ,942
4599,이 망원경으로 비행선이나 마차가 얼마나 다가왔는지 알 수 있다루루. ,1268
4600,"이 곳에는 가랑돌 평원을 순환하는 마차와 여기서부터 하얀숲, 마리아노플까지 순환하는 3가지 노선의 마차가 정차한다로로. 마차를 잘 확인하고 탑승해라로로.",995
4601,이 망원경은 비행선이나 마차가 얼마나 다가왔는지 당장 알려 준다로로.무척 편리하지로로.,995
4602,이 망원경으로 비행선이나 마차가 얼마나 다가왔는지 알 수 있다로로. ,1269
4603,이 곳에 정차하는 마차는 여행자의 샘부터 햇무리 마을까지 순환하는 마차다레레. ,974
4604,이 망원경은 비행선이나 마차가 얼마나 다가왔는지 당장 알려 준다레레. ,974
4605,이 망원경으로 비행선이나 마차가 얼마나 다가왔는지 알 수 있다레레. ,1270
4608,이 망원경으로 비행선이나 마차가 얼마나 다가왔는지 알 수 있다로로. ,1271
4609,"이 곳에는 여기서부터 여행자의 샘, 마하데비의 탑의 도시까지 순환하는 2대의 마차가 정차한다로로. 마차의 방향을 잘 확인하고 탑승해라로로",977
4610,이 망원경은 비행선이나 마차가 얼마나 다가왔는지 당장 알려 준다로로. ,977
4611,이 곳에 정차하는 마차는 여행자의 샘부터 햇무리 마을까지 순환하는 마차다루루. ,975
4612,이 망원경은 비행선이나 마차가 얼마나 다가왔는지 당장 알려 주어 정말 편리하다루루.,975
4613,이 망원경으로 비행선이나 마차가 얼마나 다가왔는지 알 수 있다루루. ,1272
4616,이 곳에 정차하는 마차는 황금 평원을 순환하는 마차다레레.,997
4617,이 망원경은 비행선이나 마차가 얼마나 다가왔는지 당장 알려 준다레레. 정말 편리하지 않나레레? 어디서 구했냐고레레? 드워프에게 특수 주문한 고급품이지레레. 당신도 직접 하나 장만 해보는게 어때레레? ,997
4618,이 망원경으로 비행선이나 마차가 얼마나 다가왔는지 알 수 있다레레. ,1273
4619,이 망원경을 이용하면 비행선이나 마차가 어디에 와 있는지 바로 알 수 있다루루.,931
4620,이 곳에는 하슬라를 순환하는 마차와 여기서부터 하리하랄라야의 폐허까지 순환하는 2대의 마차가 정차한다루루. 마차의 방향을 잘 확인하고 탑승해라루루.,931
4621,이 망원경을 이용하면 비행선이나 마차가 어디에 와 있는지 바로 알 수 있다레레.,889
4622,이 곳에는 황금 평원을 순환하는 마차와 여기서부터 두왕관의 이즈나까지 순환하는 2대의 마차가 정차한다레레. 마차의 방향을 잘 확인하고 탑승해라레레.,889
4623,이 망원경을 이용하면 비행선이나 마차가 어디에 와 있는지 바로 알 수 있다라라.,958
4624,이 곳에는 여기서부터 붉은발톱 부락까지 순환하는 초원의 띠 순환 마차와 로카의 장기말들의 물안개 마을까지 순환하는 2대의 마차가 정차한다라라. 마차의 방향을 잘 확인하고 탑승해라라.,958
4625,이 망원경을 이용하면 비행선이나 마차가 어디에 와 있는지 바로 알 수 있다루루.,971
4626,이 곳에는 고대의 숲 순환 마차와 여기서부터 노래의 땅까지 순환하는 2대의 마차가 정차한다루루. 마차의 방향을 잘 확인하고 탑승해라루루.,971
4627,이 곳에는 두 왕관 순환 마차와 여기서부터 십자별 평원의 불탄성 감시 야영지까지 순환하는 2대의 마차가 정차한다레레. 마차의 방향을 잘 확인하고 탑승해라레레.,948
4628,이 망원경은 비행선이나 마차가 얼마나 다가왔는지 당장 알려 줘서 정말 편리하다레레.,948
4629,"이 곳에는 여기서부터 오스테라, 마하데비까지 순환하는 2대의 마차가 정차한다루루. 마차의 방향을 잘 확인하고 탑승해라루루.",976
4630,이 망원경은 비행선이나 마차가 얼마나 다가왔는지 당장 알려 준다루루.,976
4631,이 곳에는 십자별 평원 순환 마차와 여기서부터 두 왕관까지 순환하는 2대의 마차가 정차한다라라. 마차의 방향을 잘 확인하고 탑승하라라.,949
4632,이 망원경을 이용하면 비행선이나 마차가 어디에 와 있는지 바로 알 수 있다라라.,949
4634,더러운 고블린 따위가 날 납치하려고 습격했어요. 감히 날 넘보다니. 주제도 모르는 것들.,143
4635,나...나 사람....말 배우고 싶어. 끽끽 더 배우..고 싶끾!,508
4662,4단계 물약 정도는 만들 수 있어야 어디 가서 연금 좀 했다 할 수 있지요.,792
4663,4단계 물약을 만들 수 있을 때 절 찾아오세요. 저와 함께 진정한 연금 명장의 길로 떠나자고요!,792
4664,연금술에 끝이 있다고 생각하시면 어리석은 거예요. 끝없는 연구와 실험 속에 새로운 영약이 탄생하니까요.,792
4668,4단계 물약 정도는 만들 수 있어야 어디 가서 연금 좀 했다 할 수 있지요.,799
4669,4단계 물약을 만들 수 있을 때 절 찾아오세요. 저와 함께 진정한 연금 명장의 길로 떠나자고요!,799
4670,연금술에 끝이 있다고 생각하시면 어리석은 거예요. 끝없는 연구와 실험 속에 새로운 영약이 탄생하니까요.,799
4695,왜 아직도 그러고 있어! 애써 만든 @ITEM_NAME(13931)이 다 상하겠네! 어서 제련소로 가!,386
4700,@PC_NAME(0). 당신의 빛을 보았습니다. 이제 @NPC_NAME(13034)|1을;를; 찾아가세요.,1345
4701,우리 상단의 명예를 더럽힐 수는 없지! 하피들에게 반드시 복수하겠어! ,497
4702, 계약 수행을 방해하는 자들에 처단을!  ,497
4705,조심하십시오. 적들이 어딘가에 숨어 있을지도 모릅니다.,1325
4706,절대 아군을 놀라게 해선 안 됩니다!,1325
4707,백일을 축하합니다!,1346
4708,백일을 축하합니다!,1347
4720,"지난번에 내가 쏜 화살 하나에 모기 인간 10마리나 잡았지 뭔가! 하하하, 화살 하나에 10마리라니 대단하지 않은가?!",704
4721,나의 뛰어난 사냥 솜씨를 자네에게 보여주지 못하는 게 참 안타까울 뿐이야.,704
4722,"다음에 만나면 내 사냥솜씨를 꼭 보여주도록 하지! 단, 내가 여유가 있을 때 말일세, 하핫.",704
4723,이 마을의 태성이라는 자를 아는가? 그자의 입에서 나오는 말은 모든 게 거짓말이라네!,704
4724,태성이라는 자가 나보다 더 뛰어난 사냥 실력을 갖추고 있다며 떠들고 다닌다지? 헛소문이니 신경 쓰지 말게! 부러워하면 지는 것도 모르고. 아하하핫!,704
4727,가축이 병들었다면 가축용 영양제로 치료하세요.,1359
4728,다 자란 가축에는 좋아하는 먹이를 먹이세요. 더 많은 고기와 가죽을 줄 거예요.,1359
4731,가축이 병들었다면 가축용 영양제로 치료하세요.,1361
4732,다 자란 가축에는 좋아하는 먹이를 먹이세요. 더 많은 고기와 가죽을 줄 거예요.,1361
4735,오래된 나무는 가지치기를 해주면 더 오래 살 수 있어요.,1364
4736,벌채 숙련도를 높이면 희귀한 수확물을 얻을 수 있어요.,1364
4738,벌채 숙련도가 어느정도 높아지면 절 찾아오세요. 함께 할 일이 있을지 모릅니다.,801
4740,오래된 나무는 가지치기를 해주면 더 오래 살 수 있어요.,1366
4741,벌채 숙련도를 높이면 희귀한 수확물을 얻을 수 있어요.,1366
4742,무역품을 만들러 갈 때 특산품 품질 인증서를 꼭! 잊지 마세요.,1367
4743,각 지역의 물가를 자주 살피세요. 수시로 변합니다.,1367
4744,"특산품을 짊어지고 먼 길 가는 것은 힘들지만, 먼 곳일수록 값을 더 잘 쳐줄 겁니다.",1367
4745,무역품을 멘 동료와 함께 걸으면 발걸음도 빨라집니다.,1367
4746,"특산품을 짊어지고 먼 길 가는 것은 힘들지만, 먼 곳일수록 값을 더 잘 쳐줄 겁니다.",1368
4747,무역품을 만들러 갈 때 특산품 품질 인증서를 꼭! 잊지 마세요.,1368
4748,무역품을 멘 동료와 함께 걸으면 발걸음도 빨라집니다.,1368
4749,각 지역의 물가를 자주 살피세요. 수시로 변합니다.,1368
4753,가축에게 성장의 열매를 먹이면 더 빨리 자라지.,1369
4754,광맥을 잘 찾아봐. 철광석이나 암석뿐 아니라 희귀 광석도 얻을 수 있어.,1369
4755,나무를 베다 보면 큰 통나무를 얻을 수도 있어.,1369
4756,"좋은 가죽에는 좋은 첨가제가, 좋은 쇠에는 좋은 연마제가 필요하오.",1370
4757,"채광에 소질이 있다면, 희귀한 광맥도 잘 찾아낼 게요.",1370
4758,주괴를 만들려면 마을에서 용광로를 찾아보시오.,1370
4769,재료를 모았으면 연금 물품 제작대에 가서 염료를 얻어요.,1372
4770,옷감을 만들 때는 직조 선반을 이용하세요.,1372
4775,옷감을 만들 때는 직조 선반을 이용하세요.,1374
4776,재료를 모았으면 연금 물품 제작대에 가서 염료를 얻어요.,1374
4779,채집 숙련도가 높아지면 진귀한 꽃과 풀을 찾기 쉬워져요.,1353
4782,채집 숙련도가 높아지면 진귀한 꽃과 풀을 찾기 쉬워져요.,1356
4785,연금 숙련도를 올려보세요. 특별한 편린을 만들 수 있을 테니.,1331
4789,연금 숙련도를 올려보세요. 특별한 편린을 만들 수 있을 테니.,1328
4792,자신만 쓰는 빛나는 조리 기구를 갖고 싶지 않나요?,1332
4802,소문으로만 듣던 |nn;@SPECIFY_TARGET_NAME(0)|r 님을 이렇게 뵙다니 영광입니다!,856
4807,우와! 뛰어난 분은 얼굴에도 빛이 나는군요.,1378
4809,진정한 전문가로 인정받고 싶다면 칭호가 있어야죠.,1343
4810,요즘 같은 시대에는 칭호도 경쟁력입니다.,1343
4812,진정한 전문가로 인정받고 싶다면 칭호가 있어야죠.,1349
4813,요즘 같은 시대에는 칭호도 경쟁력입니다.,1349
4814,"생활을 열심히 한다는 건, 새 물건을 얻을 기회가 생긴다는 뜻이죠.",1338
4815,돈과 주화로만 모든 걸 거래할 수는 없어요.,1338
4816,"생활을 열심히 한다는 건, 새 물건을 얻을 기회가 생긴다는 뜻이죠.",1340
4817,돈과 주화로만 모든 걸 거래할 수는 없어요.,1340
4818,신기루 섬에 가려면 저 뒤에 있는 문으로 들어가라루루.,1337
4819,누이의 눈물을 갖고 있냐루루. 좋은 물건과 바꾸자루루.,1337
4820,델피나드의 별을 갖고 있냐루루. 신기루 섬에서 좋은 걸 사라루루.,1337
4821,신기한 걸 보고 싶으면 신기루 섬으로 가봐라루루.,1337
4828,작물은 심고 나서 물을 주면 더 빨리 자란다루루!,1380
4829,푸른 소금 상회가 시키는 일을 잘해라루루! 열심히 하면 텃밭을 가질 수 있다루루!,1380
4830,여긴 공용 농장이다루루! 저기 안내판에 보면 심을 수 있는 작물이 쓰여있다루루!,1380
4870,누가 자꾸 여기에다 나무를 심는거냐루루?,736
4871,여기에 작물을 심고 하루가 지나도 안 찾아가면 모두 나눠 주겠다루루!,736
4872,잘 찾아봐라루루! 주인 없는 작물이 있다루루! 다 가져가라루루!,736
4873,여긴 공용 목장이다루루! 저기 안내판에 보면 키울 수 있는 가축이 쓰여있다루루!,1388
4874,가축은 모이를 주면 더 빠르게 자란다루루!,1388
4877,여기서는 가축을 키울 수 있다루루! 벼나 보리 정도는 함께 키우도록 해주지루루!,738
4878,아직 텃밭도 없냐루루? 푸른 소금 상회 없었으면 어쩔뻔했냐루루?,738
4879,여기 주인 없는 가축들이 있다루루! 주인들이 매정하다루루!,738
4882,여기에 나무를 심고 하루가 지나도록 찾아가지 않으면 모두 내꺼다루루!,739
4883,잘 찾아보면 주인 없는 작물이 있다루루! 다 가져가라루루!,739
4884,여긴 공용 수목원이다루루! 저기 안내판에 보면 심을 수 있는 나무가 쓰여있다루루!,1389
4885,푸른 소금 상회를 따르라루루! 삶이 풍족해진다루루!,1389
4886,누가 자꾸 여기에다 작물을 심냐루루? 여긴 나무만 심을 수 있다루루!,1389
4887,여기서는 탈것을 키울수 있다루루! 성장의 열매 정도는 함께 키우게 해주지루루!,737
4888,사실 탈것은 아무 곳에서나 키울 수 있다루루!,737
4889,탈것들은 잘 보살펴 줘야 한다루루! 한눈팔면 죽을 수도 있다루루!,737
4890,물은 저기 있는 우물에서 얻을수있다루루!,1390
4891,여긴 탈것 축사다루루! 저기 안내판에 보면 키울 수 있는 탈것이 쓰여있다루루!,1390
4892,푸른 소금 상회를 따라가라루루! 진정한 농부의 길을루루!,1390
4895,제가 먼저 피했어야 하는데 실수했군요.,1392
4896,이런... 죄송합니다.,1393
4897,"이봐, 오늘 닦은 갑옷이라고!",1394
4898,얼쩡대지 말고 비키게!,1395
4899,우와! 뛰어난 분은 얼굴에도 빛이 나는군요.,1396
4900,떠돌이가 점점 많아지는군. 경계를 강화해야겠어.,1397
4901,소문으로만 듣던 |nn;@SPECIFY_TARGET_NAME(0)|r 님을 이렇게 만나뵙다니 영광입니다.,1391
4902,발소리 같은 게 들린 것 같은데.... 잘못 들었나.,1398
4903,어디서 온거냐루루? 신기루 섬에 가려면 저 뒤에 있는 문으로 들어가면된다루루!,709
4904,우리 많은 물건을 모아왔다루루! 신기루 섬에 가면 모두 구경할 수 있다루루!,709
4905,달구지는 타봤냐루루? 그거 엄청 빠르다루루! 신기루 섬에 가면 달구지 탈 수 있다루루!,709
4906,난 오두막처럼 생긴 집이 제일 좋다루루! 신기루 섬에 있는 오두막에서 자면 허리가 안아프다루루!,709
4907,커다란 배는 타봤냐루루? 신기루 섬에도 커다란 배가 있다루루! 누구나 그 배에 타도 된다루루!,709
4908,우리가 만든 대포는 대포알에 맞아도 안아프다루루! 신기루섬에서만 볼 수 있는 거다루루!,709
4909,침대라는 거 너무 신기하다루루! 침대에 누우면 바로 잠이 든다루루! 마법이냐루루?,709
4910,옛날에 신기루 섬에 큰 배를 타고 온 누이안이 있었다루루! 아주 상냥한 사람들이었다루루! 우리 섬에 집을 지은 것도 다 그 사람들이다루루!,709
4911,옛날에 달구지때문에 큰일날뻔 했다루루! 달구지에 치이면 우리들 데굴데굴 굴러간다루루!,709
4912,누이의 눈물은 우리에게 너무 중요하다루루! 우리 누이의 눈물이 많이 필요하다루루!,709
4915,용건이라도?,1399
4916,무슨 용건이라도?,1400
4919,이 좁디 좁은 왕좌가 답답하구나. 비스코니아의 옛 땅을 되찾을 수 있다면 좋으련만.,1401
4920,새로 들어온 시종인가. 가서 레안데르에게 이리 오라고 하라.,1402
4922,제가 먼저 피했어야 하는데 실수했군요,903
4924,발소리 같은 게 들린 것 같은데...잘못 들었나.,1404
4925,소문으로만 듣던 |nn;@SPECIFY_TARGET_NAME(0)|r 님을 이렇게 뵙다니 영광입니다!,867
4932,얼쩡대지 말고 비키게!,1407
4933,우와! 뛰어난 분은 얼굴에도 빛이 나는군요.,1408
4936,용건이라도?,1410
4938,소문으로만 듣던 |nn;@SPECIFY_TARGET_NAME(0)|r 님을 이렇게 뵙다니 영광입니다!,868
4943,얼쩡대지 말고 비키게!,1414
4944,우와! 뛰어난 분은 얼굴에도 빛이 나는군요.,1415
4946,용건이라도?,1417
4947,발소리 같은 게 틀린 것 같은데...잘못 들었나.,1418
4948,소문으로만 듣던 |nn;@SPECIFY_TARGET_NAME(0)|r 님을 이렇게 뵙다니 영광입니다!,869
4951,"이봐, 오늘 닦은 갑옷이라고!",1420
4952,얼쩡대지 말고 비키게!,1421
4953,우와! 뛰어난 분은 얼굴에도 빛이 나는군요.,1422
4955,용건이라도?,1424
4956,발소리 같은 게 들린 것 같은데...잘못 들었나.,1425
4958,소문으로만 듣던 |nn;@SPECIFY_TARGET_NAME(0)|r 님을 이렇게 뵙다니 영광입니다!,874
4961,소문으로만 듣던 |nn;@SPECIFY_TARGET_NAME(0)|r 님을 이렇게 뵙다니 영광입니다!,1080
4965,"이봐, 오늘 닦은 갑옷이라고!",1428
4966,"이봐, 오늘 닦은 갑옷이라고!",1429
4967,얼쩡대지 말고 비키게!,1430
4968,얼쩡대지 말고 비키게!,1431
4969,우와! 뛰어난 분은 얼굴에도 빛이 나는군요.,1432
4972,용건이라도?,1435
4973,용건이라도?,1436
4974,소문으로만 듣던 |nn;@SPECIFY_TARGET_NAME(0)|r 님을 이렇게 뵙다니 영광입니다!,876
4975,소문으로만 듣던 |nn;@SPECIFY_TARGET_NAME(0)|r 님을 이렇게 뵙다니 영광입니다!,1098
4980,"이봐, 오늘 닦은 갑옷이라고!",1439
4981,"이봐, 오늘 닦은 갑옷이라고!",1440
4983,얼쩡대지 말고 비키게!,1442
4984,얼쩡대지 말고 비키게!,1441
4985,우와! 뛰어난 분은 얼굴에도 빛이 나는군요.,1443
4986,우와! 뛰어난 분은 얼굴에도 빛이 나는군요.,1444
4988,용건이라도?,1446
4989,용건이라도?,1447
4993,소문으로만 듣던 |nn;@SPECIFY_TARGET_NAME(0)|r 님을 이렇게 뵙다니 영광입니다!,877
4994,소문으로만 듣던 |nn;@SPECIFY_TARGET_NAME(0)|r 님을 이렇게 뵙다니 영광입니다!,1101
4999,"이봐, 오늘 닦은 갑옷이라고!",1452
5000,"이봐, 오늘 닦은 갑옷이라고!",1453
5001,얼쩡대지 말고 비키게!,1454
5002,얼쩡대지 말고 비키게!,1455
5003,우와! 뛰어난 분은 얼굴에도 빛이 나는군요.,1456
5004,우와! 뛰어난 분은 얼굴에도 빛이 나는군요.,1457
5006,용건이라도?,1459
5007,용건이라도?,1460
5010,소문으로만 듣던 |nn;@SPECIFY_TARGET_NAME(0)|r 님을 이렇게 뵙다니 영광입니다!,922
5011,소문으로만 듣던 |nn;@SPECIFY_TARGET_NAME(0)|r 님을 이렇게 뵙다니 영광입니다!,1086
5017,"이봐, 오늘 닦은 갑옷이라고!",1465
5018,"이봐, 오늘 닦은 갑옷이라고!",1466
5019,얼쩡대지 말고 비키게!,1467
5020,얼쩡대지 말고 비키게!,1468
5021,우와! 뛰어난 분은 얼굴에도 빛이 나는군요.,1469
5022,우와! 뛰어난 분은 얼굴에도 빛이 나는군요.,1433
5023,우와! 뛰어난 분은 얼굴에도 빛이 나는군요.,1470
5025,용건이라도?,1472
5026,용건이라도?,1473
5032,이봐 자네! 나의 재료와 당신이 갖고 있는 증표들이랑 거래를 하지 않겠는가?,1475
5033,빛바랜 증표를 갖고 있는 사람이 필요해...,1475
5041,"이방인들이 가끔 혼동하더군요. 오스테라 최고의 명문가인 칼리아이 가문 말입니다. 가문명이 칼리아이고, 이름에 쓸 때는 칼리오를 쓰죠. 그래서 오스테라 공의 존함은 칼리아이 이시도로가 아니라 칼리오 이시도로가 맞습죠.",1479
5044,소문으로만 듣던 |nn;@SPECIFY_TARGET_NAME(0)|r 님을 이렇게 뵙다니 영광입니다! ,866
5046,소문으로만 듣던 |nn;@SPECIFY_TARGET_NAME(0)|r 님을 이렇게 뵙다니 영광입니다!,1071
5050,"이봐, 오늘 닦은 갑옷이라고! ",1482
5051,"이봐, 오늘 닦은 갑옷이라고! ",1483
5052,얼쩡대지 말고 비키게!,1484
5053,얼쩡대지 말고 비키게!,1485
5058,우와! 뛰어난 분은 얼굴에도 빛이 나는군요.,1486
5059,우와! 뛰어난 분은 얼굴에도 빛이 나는군요.,1487
5060,소문으로만 듣던 |nn;@SPECIFY_TARGET_NAME(0)|r 님을 이렇게 뵙다니 영광입니다!,878
5062,소문으로만 듣던 |nn;@SPECIFY_TARGET_NAME(0)|r 님을 이렇게 뵙다니 영광입니다!,1104
5066,용건이라도?,1490
5068,용건이라도?,1492
5071,"이봐, 오늘 닦은 갑옷이라고!",1495
5073,소문으로만 듣던 |nn;@SPECIFY_TARGET_NAME(0)|r 님을 이렇게 뵙다니 영광입니다!,870
5076,"이봐, 오늘 닦은 갑옷이라고!",1496
5078,얼쩡대지 말고 비키게!,1498
5081,얼쩡대지 말고 비키게!,1500
5082,"이봐, 오늘 닦은 갑옷이라고!",1499
5084,우와! 뛰어난 분은 얼굴에도 빛이 나는군요.,1502
5085,우와! 뛰어난 분은 얼굴에도 빛이 나는군요.,1503
5086,우와! 뛰어난 분은 얼굴에도 빛이 나는군요.,1504
5088,용건이라도?,1506
5089,용건이라도?,1507
5093,소문으로만 듣던 |nn;@SPECIFY_TARGET_NAME(0)|r 님을 이렇게 뵙다니 영광입니다!,879
5095,소문으로만 듣던 |nn;@SPECIFY_TARGET_NAME(0)|r 님을 이렇게 뵙다니 영광입니다!,1107
5096,용건이라도?,1510
5097,발소리 같은 게 들린 것 같은데...잘못 들었나.,1511
5101,소문으로만 듣던 |nn;@SPECIFY_TARGET_NAME(0)|r 님을 이렇게 뵙다니 영광입니다!,871
5103,"이봐, 오늘 닦은 갑옷이라고!",1514
5104,"이봐, 오늘 닦은 갑옷이라고!",1515
5106,얼쩡대지 말고 비키게!,1517
5107,"이봐, 오늘 닦은 갑옷이라고!",1518
5109,얼쩡대지 말고 비키게!,1501
5110,얼쩡대지 말고 비키게!,1519
5111,얼쩡대지 말고 비키게!,1520
5112,우와! 뛰어난 분은 얼굴에도 빛이 나는군요.,1521
5113,우와! 뛰어난 분은 얼굴에도 빛이 나는군요.,1522
5115,우와! 뛰어난 분은 얼굴에도 빛이 나는군요.,1524
5119,용건이라도?,1528
5120,소문으로만 듣던 |nn;@SPECIFY_TARGET_NAME(0)|r 님을 이렇게 뵙다니 영광입니다!,872
5122,용건이라도?,1529
5129,소문으로만 듣던 |nn;@SPECIFY_TARGET_NAME(0)|r 님을 이렇게 뵙다니 영광입니다!,1158
5130,우와! 뛰어난 분은 얼굴에도 빛이 나는군요.,1534
5132,얼쩡대지 말고 비키게!,1533
5135,"이봐, 오늘 닦은 갑옷이라고!",1532
5138,"이봐, 오늘 닦은 갑옷이라고!",1538
5140,발소리 같은 게 들린 것 같은데...잘못 들었나.,1540
5144,"이봐, 오늘 닦은 갑옷이라고!",1541
5146,얼쩡대지 말고 비키게!,1543
5147,"이봐, 오늘 닦은 갑옷이라고!",1544
5148,얼쩡대지 말고 비키게!,1545
5149,우와! 뛰어난 분은 얼굴에도 빛이 나는군요.,1546
5151,용건이라도?,1539
5152,용건이라도?,1548
5153,발소리 같은 게 들린 것 같은데...잘못 들었나.,1549
5154,소문으로만 듣던 |nn;@SPECIFY_TARGET_NAME(0)|r 님을 이렇게 뵙다니 영광입니다!,875
5155,소문으로만 듣던 |nn;@SPECIFY_TARGET_NAME(0)|r 님을 이렇게 뵙다니 영광입니다!,1083
5160,"이봐, 오늘 닦은 갑옷이라고!",1552
5161,"이봐, 오늘 닦은 갑옷이라고!",1553
5162,얼쩡대지 말고 비키게!,1554
5163,얼쩡대지 말고 비키게!,1555
5164,우와! 뛰어난 분은 얼굴에도 빛이 나는군요.,1556
5165,우와! 뛰어난 분은 얼굴에도 빛이 나는군요.,1557
5167,용건이라도?,1559
5168,용건이라도?,1560
5170,얼쩡대지 말고 비키게!,1562
5171,소문으로만 듣던 |nn;@SPECIFY_TARGET_NAME(0)|r 님을 이렇게 뵙다니 영광입니다!,925
5172,소문으로만 듣던 |nn;@SPECIFY_TARGET_NAME(0)|r 님을 이렇게 뵙다니 영광입니다!,1089
5173,우와! 뛰어난 분은 얼굴에도 빛이 나는군요.,1563
5176,우와! 뛰어난 분은 얼굴에도 빛이 나는군요.,1564
5181,용건이라도?,1569
5182,"이봐, 오늘 닦은 갑옷이라고!",1570
5183,"이봐, 오늘 닦은 갑옷이라고!",1571
5186,얼쩡대지 말고 비키게!,1574
5187,얼쩡대지 말고 비키게!,1573
5188,우와! 뛰어난 분은 얼굴에도 빛이 나는군요.,1572
5189,우와! 뛰어난 분은 얼굴에도 빛이 나는군요.,1575
5191,용건이라도?,1577
5195,용건이라도?,1579
5196,용건이라도?,1578
5198,소문으로만 듣던 |nn;@SPECIFY_TARGET_NAME(0)|r 님을 이렇게 뵙다니 영광입니다!,1161
5200,소문으로만 듣던 |nn;@SPECIFY_TARGET_NAME(0)|r 님을 이렇게 뵙다니 영광입니다!,1164
5205,"이봐, 오늘 닦은 갑옷이라고!",1584
5206,"이봐, 오늘 닦은 갑옷이라고!",1585
5207,얼쩡대지 말고 비키게!,1586
5208,얼쩡대지 말고 비키게!,1587
5209,우와! 뛰어난 분은 얼굴에도 빛이 나는군요.,1588
5210,우와! 뛰어난 분은 얼굴에도 빛이 나는군요.,1589
5212,용건이라도?,1591
5215,용건이라도?,1592
5216,소문으로만 듣던 |nn;@SPECIFY_TARGET_NAME(0)|r 님을 이렇게 뵙다니 영광입니다!,1167
5218,소문으로만 듣던 |nn;@SPECIFY_TARGET_NAME(0)|r 님을 이렇게 뵙다니 영광입니다!,1170
5222,"이봐, 오늘 닦은 갑옷이라고!",1596
5223,"이봐, 오늘 닦은 갑옷이라고!",1597
5224,얼쩡대지 말고 비키게!,1598
5225,얼쩡대지 말고 비키게!,1599
5226,우와! 뛰어난 분은 얼굴에도 빛이 나는군요.,1600
5227,우와! 뛰어난 분은 얼굴에도 빛이 나는군요. ,1601
5229,용건이라도?,1603
5230,용건이라도?,1604
5232,소문으로만 듣던 |nn;@SPECIFY_TARGET_NAME(0)|r 님을 이렇게 뵙다니 영광입니다!,1173
5234,소문으로만 듣던 |nn;@SPECIFY_TARGET_NAME(0)|r 님을 이렇게 뵙다니 영광입니다!,1180
