id,name,loop,category_id,ride_ub,hang_ub,swim_ub,move_ub,relaxed_ub,swim_move_ub
458,fist_pos_priest_resurrection_launch,f,4,,,,,,
459,all_co_sk_hovering_2,t,4,,,all_co_sk_hovering_2,,,
460,fist_pos_priest_resurrection_buff,t,7,,,,,,
461,fist_ac_eatsuop,f,6,fist_ac_eatsuop_mub,fist_ac_eatsuop_mub,fist_ac_eatsuop_mub,fist_ac_eatsuop_mub,,fist_ac_eatsuop_mub
462,music_co_sk_drum,t,6,,,,,,
463,all_re_captured,t,6,,,,,,
464,music_co_sk_drum_s,t,1,,,,,,
465,all_co_sk_arrest_launch,t,7,,,,,,
466,fist_ac_eatsuop,f,6,,,,,,
467,all_co_sk_arrest_cast,f,4,,,,,,
468,fist_fishing_idle,t,6,,,,,,
469,fist_ac_eatherb,f,4,fist_ac_eatherb_mub,fist_ac_eatherb_mub,fist_ac_eatherb_mub,fist_ac_eatherb_mub,,fist_ac_eatherb_mub
470,fist_pos_priest_silent_idle,t,7,,,,,,
471,fist_pos_priest_silent_talk,f,7,,,,,,
472,fist_fishing_casting,f,6,,,,,,
473,fist_fishing_landing,f,4,,,,,,
474,fist_ac_telescope_launch,f,7,fist_ac_telescope_launch_ub,fist_ac_telescope_launch_ub,fist_ac_telescope_swim_launch_ub,fist_ac_telescope_launch_ub,,fist_ac_telescope_launch_ub
475,fist_pos_soldier_attention_greet,f,7,fist_em_greet_ub,fist_em_greet_ub,fist_em_greet_ub,fist_em_greet_ub,,fist_em_greet_ub
476,all_co_sk_arrest_cast_start,f,4,all_co_sk_arrest_cast_start,all_co_sk_arrest_cast_start,all_co_sk_arrest_cast_start,all_co_sk_arrest_cast_start,,all_co_sk_arrest_cast_start
477,all_co_sk_petlaunch_1,f,4,,all_co_sk_petlaunch_1_ub,all_co_sk_petlaunch_1_ub,all_co_sk_petlaunch_1_ub,,all_co_sk_petlaunch_1_ub
478,fist_ac_pregnant,f,7,,,,,,
479,fist_em_bad,f,7,,,,,,
480,onehand_ba_stealth_idle,t,1,,,,,,
481,fist_ac_sit_up,f,7,,,,,,
482,fist_fishing_hooking,f,4,,,,,,
483,fist_fishing_action,t,6,,,,,,
484,em_jump_in_place,f,4,,,,,,
485,all_co_sk_airthrow,f,4,,,,,,
486,bow_co_sk_launch_skill_loop,t,6,,,,,,
487,fist_pos_hang_criminal_idle,t,1,,,,,,
488,fist_fishing_action_up,t,6,,,,,,
489,fist_fishing_action_b,t,6,,,,,,
490,fist_fishing_action_l,t,6,,,,,,
491,fist_fishing_action_r,t,6,,,,,,
492,fist_fishing_action_reelin,t,6,,,,,,
493,fist_fishing_action_reelout,t,6,,,,,,
494,fist_mo_fish_swim_f,f,4,,,,,,
495,fist_mo_fish_swim_b,f,4,,,,,,
496,fist_mo_fish_swim_r,f,4,,,,,,
497,fist_mo_fish_swim_l,f,4,,,,,,
498,fist_ac_steercar_idle,t,7,,,,,,
499,twoswords_co_sk_leapattack,f,4,,,twoswords_co_sk_swim_leapattack_ub,twoswords_co_sk_leapattack_ub,,twoswords_co_sk_swim_leapattack_ub
500,twoswords_co_sk_fastattack_1,f,4,,,twoswords_co_sk_swim_fastattack_1_ub,twoswords_co_sk_fastattack_1_ub,,twoswords_co_sk_swim_fastattack_1_ub
501,twoswords_co_sk_fastattack_2,f,4,,,twoswords_co_sk_swim_fastattack_2_ub,twoswords_co_sk_fastattack_2_ub,,twoswords_co_sk_swim_fastattack_2_ub
502,twoswords_co_sk_fastattack_3,f,4,,,twoswords_co_sk_swim_fastattack_3_ub,twoswords_co_sk_fastattack_3_ub,,twoswords_co_sk_swim_fastattack_3_ub
503,twoswords_co_sk_fastattack_4,f,4,,,twoswords_co_sk_swim_fastattack_4_ub,twoswords_co_sk_fastattack_4_ub,,twoswords_co_sk_swim_fastattack_4_ub
504,twoswords_co_sk_streakattack_1,f,4,,,twoswords_co_sk_swim_streakattack_1_ub,twoswords_co_sk_streakattack_1_ub,,twoswords_co_sk_swim_streakattack_1_ub
505,twoswords_co_sk_streakattack_2,f,4,,,twoswords_co_sk_swim_streakattack_2_ub,twoswords_co_sk_streakattack_2_ub,,twoswords_co_sk_swim_streakattack_2_ub
506,twoswords_co_sk_streakattack_3,f,4,,,twoswords_co_sk_swim_streakattack_3_ub,twoswords_co_sk_streakattack_3_ub,,twoswords_co_sk_swim_streakattack_3_ub
507,twoswords_co_sk_weapon_blunt,f,4,,,twoswords_co_sk_swim_weapon_blunt_ub,twoswords_co_sk_weapon_blunt_ub,,twoswords_co_sk_swim_weapon_blunt_ub
508,twoswords_co_sk_weapon_pierce,f,4,,,twoswords_co_sk_swim_weapon_pierce_ub,twoswords_co_sk_weapon_pierce_ub,,twoswords_co_sk_swim_weapon_pierce_ub
509,twoswords_co_sk_weapon_slash,f,4,,,twoswords_co_sk_swim_weapon_slash_ub,twoswords_co_sk_weapon_slash_ub,,twoswords_co_sk_swim_weapon_slash_ub
510,twoswords_co_sk_weapon_slash_3,f,4,,,twoswords_co_sk_swim_weapon_slash_3_ub,twoswords_co_sk_weapon_slash_3_ub,,twoswords_co_sk_swim_weapon_slash_3_ub
511,fist_ac_whipping,f,7,,,,,,
512,fist_ac_punishment,t,7,,,,,,
513,fist_ac_punishment_sit,t,7,,,,,,
514,fist_ac_punishment_hit,f,6,,,,,,
515,fist_ac_punishment_critical,f,6,,,,,,
516,fist_ac_punishment_sit_hit,f,6,,,,,,
517,fist_ac_punishment_sit_critical,f,6,,,,,,
518,fist_ac_steercar_launch,f,4,fist_ac_steercar_launch,fist_ac_steercar_launch,fist_ac_steercar_launch,fist_ac_steercar_launch,,fist_ac_steercar_launch
519,all_co_sk_petlaunch_2,f,4,,all_co_sk_petlaunch_2_ub,all_co_sk_petlaunch_2_ub,all_co_sk_petlaunch_2_ub,,all_co_sk_petlaunch_2_ub
520,all_co_sk_petlaunch_3,f,4,,all_co_sk_petlaunch_3_ub,all_co_sk_petlaunch_3_ub,all_co_sk_petlaunch_3_ub,,all_co_sk_petlaunch_3_ub
521,all_co_sk_petlaunch_4,f,4,,all_co_sk_petlaunch_4_ub,all_co_sk_petlaunch_4_ub,all_co_sk_petlaunch_4_ub,,all_co_sk_petlaunch_4_ub
522,all_co_sk_petlaunch_5,f,4,,all_co_sk_petlaunch_5_ub,all_co_sk_petlaunch_5_ub,all_co_sk_petlaunch_5_ub,,all_co_sk_petlaunch_5_ub
523,fist_co_sk_pierce,f,4,,,fist_co_sk_swim_pierce,,,fist_co_sk_swim_pierce
524,fist_co_sk_uppercut,f,4,,,,,,
525,all_co_fly_bosscast_1,t,6,,,,,,
526,all_co_fly_bosscast_2,t,6,,,,,,
527,all_co_fly_bosscast_3,t,6,,,,,,
528,all_co_fly_bosscast_4,t,6,,,,,,
529,all_co_fly_bosscast_5,t,6,,,,,,
530,all_co_fly_bosslaunch_1,f,4,,,,,,
531,all_co_fly_bosslaunch_2,f,4,all_co_fly_bosslaunch_2_ub,all_co_fly_bosslaunch_2_ub,all_co_fly_bosslaunch_2_ub,all_co_fly_bosslaunch_2_ub,,all_co_fly_bosslaunch_2_ub
532,all_co_fly_bosslaunch_3,f,4,,,,,,
533,all_co_fly_bosslaunch_4,f,4,,,,,,
534,all_co_fly_bosslaunch_5,f,4,,,,,,
535,music_co_sk_sitground_lute_cast,t,6,,,,,,
536,music_co_sk_sitground_pipe_cast,t,6,,,,,,
537,horse_co_sk_jousting,t,6,horse_co_sk_jousting,,,horse_co_sk_jousting,,
538,fist_co_ground_to_fly,f,4,,,,,,
539,fist_co_fly_to_ground,f,4,,,,,,
540,fist_ac_steercar_launch_special,f,4,fist_ac_steercar_launch_special,fist_ac_steercar_launch_special,fist_ac_steercar_launch_special,fist_ac_steercar_launch_special,,fist_ac_steercar_launch_special
543,bear_spell_launch_d,f,4,,,,,,
544,bear_spell_launch_nd,f,4,,,,,,
545,fist_ac_whipping_2,f,7,,,,,,
547,fist_ba_fly_idle,t,6,,,,,,
548,fist_mo_fly_f,t,6,,,,,,
549,all_co_sk_spell_cast_d_2,t,6,,,all_co_sk_spell_cast_d_2,,,all_co_sk_spell_cast_d_2
550,all_co_sk_spell_launch_d_2,f,4,,,all_co_sk_spell_launch_d_2,,,all_co_sk_spell_launch_d_2
551,fist_em_jump_in_place,f,4,,,fist_em_jump_in_place,,,fist_em_jump_in_place
552,bear_spell_launch_d_2,f,4,,,,,,
553,sk_rolling,t,1,,,,,,
554,fist_pos_stn_crossarm_talk,f,7,,,,,,
555,fist_pos_stn_stabler_talk,f,7,,,,,,
556,fist_pos_stn_singing_talk,f,7,,,,,,
557,fist_pos_stn_sdance_idle,f,7,,,,,,
558,sk_running,t,1,,,,,,
559,sk_running_2,t,1,,,,,,
560,all_co_sk_leapattack_2,f,4,,,all_co_sk_swim_leapattack_2_ub,all_co_sk_leapattack_2_ub,,all_co_sk_swim_leapattack_2_ub
561,all_co_sk_spell_cast_summon,t,6,,all_co_sk_spell_cast_summon_ub,all_co_sk_swim_spell_cast_summon,all_co_sk_spell_cast_summon_ub,,all_co_sk_swim_spell_cast_summon
562,all_co_sk_spell_launch_summon,f,4,all_co_sk_spell_launch_summon_ub,all_co_sk_spell_launch_summon_ub,all_co_sk_swim_spell_launch_summon,all_co_sk_spell_launch_summon_ub,,all_co_sk_swim_spell_launch_summon
563,onehand_co_sk_impregnable,f,4,onehand_co_sk_impregnable_ub,onehand_co_sk_impregnable_ub,onehand_co_sk_swim_impregnable,onehand_co_sk_impregnable_ub,,onehand_co_sk_swim_impregnable
564,all_co_sk_buff_launch_alterego,f,4,all_co_sk_buff_launch_alterego_ub,all_co_sk_buff_launch_alterego_ub,all_co_sk_swim_buff_launch_alterego,all_co_sk_buff_launch_alterego_ub,,all_co_sk_swim_buff_launch_alterego
565,all_co_sk_resist,f,4,,,,,,
566,bow_co_sk_cast_5,t,6,bow_co_sk_cast_5_ub,bow_co_sk_cast_5_ub,bow_co_sk_swim_cast_5,bow_co_sk_cast_5_ub,,bow_co_sk_swim_cast_5
567,bow_co_sk_launch_5,f,4,bow_co_sk_launch_5_ub,bow_co_sk_launch_5_ub,bow_co_sk_swim_launch_5,bow_co_sk_launch_5_ub,,bow_co_sk_swim_launch_5_ub
568,all_co_sk_spell_launch_thunderbolt,f,4,all_co_sk_spell_launch_thunderbolt_ub,all_co_sk_spell_launch_thunderbolt_ub,all_co_sk_swim_spell_launch_thunderbolt,all_co_sk_spell_launch_thunderbolt_ub,,all_co_sk_swim_spell_launch_thunderbolt
569,onehand_co_sk_throwdagger,f,4,onehand_co_sk_throwdagger_ub,onehand_co_sk_throwdagger_ub,onehand_co_sk_swim_throwdagger,onehand_co_sk_throwdagger_ub,,onehand_co_sk_swim_throwdagger
570,music_co_sk_lute_cast_4,t,6,music_co_sk_lute_cast_4_ub,music_co_sk_lute_cast_4_ub,music_co_sk_lute_cast_4_ub,music_co_sk_lute_cast_4_ub,,music_co_sk_lute_cast_4_ub
571,music_co_sk_pipe_cast_4,t,6,music_co_sk_pipe_cast_4_ub,music_co_sk_pipe_cast_4_ub,music_co_sk_pipe_cast_4_ub,music_co_sk_pipe_cast_4_ub,,music_co_sk_pipe_cast_4_ub
572,all_co_sk_spell_cast_rescue,t,6,all_co_sk_spell_cast_rescue_ub,all_co_sk_spell_cast_rescue_ub,all_co_sk_swim_spell_cast_rescue,all_co_sk_spell_cast_rescue_ub,,all_co_sk_swim_spell_cast_rescue
573,all_co_sk_spell_launch_rescue,f,4,all_co_sk_spell_launch_rescue_ub,all_co_sk_spell_launch_rescue_ub,all_co_sk_swim_spell_launch_rescue,all_co_sk_spell_launch_rescue_ub,,all_co_sk_swim_spell_launch_rescue
575,all_co_sk_spell_launch_thunderbolt_2,f,4,all_co_sk_spell_launch_thunderbolt_2_ub,all_co_sk_spell_launch_thunderbolt_2_ub,,all_co_sk_spell_launch_thunderbolt_2_ub,,
576,all_co_sk_spell_launch_thunderbolt_3,f,4,all_co_sk_spell_launch_thunderbolt_3_ub,all_co_sk_spell_launch_thunderbolt_3_ub,,all_co_sk_spell_launch_thunderbolt_3_ub,,
577,all_co_sk_spell_launch_thunderbolt_4,f,4,all_co_sk_spell_launch_thunderbolt_4_ub,all_co_sk_spell_launch_thunderbolt_4_ub,,all_co_sk_spell_launch_thunderbolt_4_ub,,
578,all_co_sk_spell_launch_thunderbolt_5,f,4,all_co_sk_spell_launch_thunderbolt_5_ub,all_co_sk_spell_launch_thunderbolt_5_ub,,all_co_sk_spell_launch_thunderbolt_5_ub,,
579,all_co_sk_buff_cast_resist,t,6,all_co_sk_buff_cast_resist_ub,all_co_sk_buff_cast_resist_ub,all_co_sk_swim_buff_cast_resist,all_co_sk_buff_cast_resist_ub,,all_co_sk_swim_buff_cast_resist
580,all_co_sk_buff_launch_resist,f,4,all_co_sk_buff_launch_resist_ub,all_co_sk_buff_launch_resist_ub,all_co_sk_swim_buff_launch_resist,all_co_sk_buff_launch_resist_ub,,all_co_sk_swim_buff_launch_resist
