id,owner_id,owner_type,unit_attribute_id,unit_modifier_type_id,value,linear_level_bonus
18278,1990,Buff,51,0,500,0
18279,1990,Buff,55,0,500,0
18280,1990,Buff,52,0,500,0
18282,8218,Npc,6,0,-3420,0
18303,7987,Npc,8,0,55000,0
18304,7987,Npc,64,0,55000,0
18305,7989,Npc,8,0,55000,0
18306,7989,Npc,64,0,55000,0
18307,7988,Npc,8,0,55000,0
18308,7988,Npc,64,0,55000,0
18318,2007,Buff,10,0,20,0
18319,2011,Buff,10,0,-50,0
18320,1438,Buff,72,0,50,0
18321,2157,Npc,6,1,500,0
18324,7609,Npc,10,1,50,0
18327,7599,Npc,6,1,1000,0
18328,2248,Npc,10,0,120,0
18330,8156,Npc,10,0,50,0
18331,6587,Npc,10,0,100,0
18332,8137,Npc,10,0,30,0
18333,655,Npc,10,0,50,0
18334,2249,Npc,10,0,120,0
18335,3104,Npc,10,0,50,0
18336,7109,Npc,6,1,100,0
18337,7109,Npc,8,0,5300,0
18338,7109,Npc,64,0,5300,0
18339,7109,Npc,10,0,20,0
18340,7108,Npc,6,0,5300,0
18341,7108,Npc,8,0,5300,0
18342,7108,Npc,64,0,5300,0
18343,7108,Npc,10,0,20,0
18344,6545,Npc,6,1,100,0
18345,6545,Npc,8,0,5300,0
18346,6545,Npc,64,0,5300,0
18347,6545,Npc,10,0,20,0
18348,6546,Npc,6,1,100,0
18349,6546,Npc,8,0,5300,0
18350,6546,Npc,64,0,5300,0
18351,6546,Npc,10,0,20,0
18352,2031,Buff,10,0,20,0
18353,2031,Buff,54,0,50,0
18354,2031,Buff,55,0,50,0
18355,2031,Buff,71,0,-50,0
18362,5739,Npc,6,1,-10,0
18363,4203,Npc,10,0,20,0
18364,4185,Npc,10,0,20,0
18365,4185,Npc,6,1,-10,0
18366,4187,Npc,6,1,10,0
18367,4187,Npc,64,1,-10,0
18368,4189,Npc,10,0,20,0
18369,4189,Npc,6,1,-10,0
18378,7610,Npc,10,1,200,0
18380,7607,Npc,8,0,100000,0
18381,7607,Npc,64,0,300000,0
18382,2028,Npc,66,1,300,0
18383,8266,Npc,6,1,50,0
18384,8270,Npc,6,1,50,0
18385,8267,Npc,6,1,50,0
18386,8191,Npc,6,1,50,0
18387,8268,Npc,6,1,50,0
18388,8192,Npc,6,1,50,0
18389,7612,Npc,6,1,5000,0
18390,2039,Buff,0,0,10,0
18391,2040,Buff,0,1,12,0
18392,2041,Buff,3,1,12,0
18393,2042,Buff,1,1,12,0
18394,2043,Buff,2,1,12,0
18395,14672,Item,1,0,14,0
18396,14672,Item,2,0,10,0
18397,14672,Item,3,0,10,0
18398,14672,Item,4,0,10,0
18404,8291,Npc,6,1,1000,0
18405,8292,Npc,6,1,1000,0
18408,2210,Npc,6,0,-120,0
18409,5573,Item,2,0,3,0
18410,5574,Item,3,0,3,0
18411,5575,Item,0,0,5,0
18412,5583,Item,0,0,7,0
18413,5583,Item,4,0,6,0
18414,5584,Item,1,0,6,0
18415,5584,Item,2,0,7,0
18416,5585,Item,0,0,8,0
18417,5585,Item,4,0,7,0
18418,5586,Item,1,0,7,0
18419,5586,Item,2,0,8,0
18420,5587,Item,0,0,9,0
18421,5587,Item,4,0,8,0
18422,5587,Item,81,0,10,0
18426,5596,Item,1,0,10,0
18427,5596,Item,3,0,11,0
18428,5596,Item,6,0,223,0
18429,5597,Item,0,0,12,0
18430,5597,Item,4,0,11,0
18431,5597,Item,77,0,10,0
18432,5598,Item,1,0,11,0
18433,5598,Item,2,0,12,0
18434,5598,Item,81,0,10,0
18435,6855,Item,1,0,13,0
18436,6855,Item,2,0,13,0
18437,6855,Item,3,0,27,0
18438,6855,Item,7,0,280,0
18439,8551,Npc,8,0,5300,0
18440,8551,Npc,64,0,5300,0
18441,8551,Npc,10,0,20,0
18442,8551,Npc,6,1,100,0
18443,8552,Npc,6,1,100,0
18444,8552,Npc,8,0,5300,0
18445,8552,Npc,64,0,5300,0
18446,8552,Npc,10,0,20,0
18447,6856,Item,1,0,27,0
18448,6856,Item,2,0,13,0
18449,6856,Item,4,0,13,0
18450,6856,Item,12,0,3,0
18451,6857,Item,1,0,13,0
18452,6857,Item,2,0,27,0
18453,6857,Item,4,0,13,0
18454,6857,Item,11,0,4,0
18455,6858,Item,0,0,15,0
18456,6858,Item,1,0,31,0
18457,6858,Item,4,0,15,0
18458,6858,Item,8,0,654,0
18459,6859,Item,0,0,15,0
18460,6859,Item,1,0,31,0
18461,6859,Item,2,0,15,0
18462,6859,Item,59,0,10,0
18463,6860,Item,0,0,15,0
18464,6860,Item,1,0,15,0
18465,6860,Item,2,0,31,0
18466,6860,Item,6,0,698,0
18468,2054,Buff,10,1,-80,0
18470,2057,Buff,6,1,10,0
18471,2057,Buff,7,1,10,0
18472,6861,Item,1,0,15,0
18473,6861,Item,2,0,15,0
18474,6861,Item,3,0,31,0
18475,6861,Item,7,0,312,0
18476,6862,Item,1,0,31,0
18477,6862,Item,2,0,15,0
18478,6862,Item,4,0,15,0
18479,6862,Item,12,0,3,0
18480,6863,Item,1,0,15,0
18481,6863,Item,2,0,31,0
18482,6863,Item,4,0,15,0
18483,6863,Item,11,0,5,0
18484,6864,Item,0,0,18,0
18485,6864,Item,1,0,36,0
18486,6864,Item,4,0,18,0
18487,6864,Item,8,0,774,0
18488,6865,Item,0,0,18,0
18489,6865,Item,1,0,36,0
18490,6865,Item,2,0,18,0
18491,6865,Item,59,0,20,0
18492,6866,Item,0,0,18,0
18493,6866,Item,1,0,18,0
18494,6866,Item,2,0,36,0
18495,6866,Item,6,0,788,0
18496,6882,Item,7,0,272,0
18497,6882,Item,1,0,25,0
18498,6882,Item,2,0,25,0
18499,6882,Item,3,0,51,0
18500,6883,Item,1,0,51,0
18501,6883,Item,2,0,25,0
18502,6883,Item,4,0,25,0
18503,6883,Item,12,0,3,0
18504,6884,Item,1,0,25,0
18505,6884,Item,2,0,51,0
18506,6884,Item,4,0,25,0
18507,6884,Item,11,0,4,0
18508,6885,Item,0,0,30,0
18509,6885,Item,1,0,61,0
18510,6885,Item,4,0,30,0
18511,6885,Item,8,0,654,0
18512,6886,Item,0,0,30,0
18513,6886,Item,1,0,61,0
18514,6886,Item,2,0,30,0
18515,6886,Item,59,0,10,0
18516,6887,Item,0,0,30,0
18517,6887,Item,1,0,30,0
18518,6887,Item,2,0,61,0
18519,6887,Item,6,0,676,0
18520,6888,Item,1,0,30,0
18521,6888,Item,2,0,30,0
18522,6888,Item,3,0,61,0
18523,6888,Item,7,0,304,0
18524,6889,Item,1,0,61,0
18525,6889,Item,2,0,30,0
18526,6889,Item,4,0,30,0
18527,6889,Item,12,0,3,0
18528,6890,Item,1,0,30,0
18529,6890,Item,2,0,61,0
18530,6890,Item,4,0,30,0
18531,6890,Item,11,0,5,0
18532,6891,Item,0,0,35,0
18533,6891,Item,1,0,70,0
18534,6891,Item,4,0,35,0
18535,6891,Item,8,0,774,0
18536,6892,Item,0,0,35,0
18537,6892,Item,1,0,70,0
18538,6892,Item,2,0,35,0
18539,6892,Item,59,0,10,0
18540,6893,Item,0,0,35,0
18541,6893,Item,1,0,35,0
18542,6893,Item,2,0,70,0
18543,6893,Item,6,0,764,0
18544,6909,Item,1,0,12,0
18545,6909,Item,3,0,18,0
18546,6909,Item,7,0,256,0
18547,6910,Item,1,0,18,0
18548,6910,Item,4,0,12,0
18549,6910,Item,12,0,3,0
18550,6911,Item,1,0,12,0
18551,6911,Item,2,0,18,0
18552,6911,Item,11,0,4,0
18553,6912,Item,0,0,9,0
18554,6912,Item,1,0,18,0
18555,6912,Item,4,0,9,0
18556,6912,Item,8,0,534,0
18557,6913,Item,0,0,9,0
18558,6913,Item,1,0,18,0
18559,6913,Item,2,0,9,0
18560,6913,Item,59,0,10,0
18561,6914,Item,0,0,9,0
18562,6914,Item,1,0,9,0
18563,6914,Item,2,0,18,0
18564,6914,Item,6,0,634,0
18565,6915,Item,1,0,9,0
18566,6915,Item,2,0,9,0
18567,6915,Item,3,0,18,0
18568,6915,Item,7,0,288,0
18569,6916,Item,1,0,18,0
18570,6916,Item,2,0,9,0
18571,6916,Item,4,0,9,0
18572,6916,Item,12,0,3,0
18573,6917,Item,1,0,9,0
18574,6917,Item,2,0,18,0
18575,6917,Item,4,0,9,0
18576,6917,Item,11,0,5,0
18577,6918,Item,0,0,10,0
18578,6918,Item,1,0,21,0
18579,6918,Item,4,0,10,0
18580,6918,Item,8,0,654,0
18581,6919,Item,0,0,10,0
18582,6919,Item,1,0,21,0
18583,6919,Item,2,0,10,0
18584,6919,Item,59,0,10,0
18585,6920,Item,0,0,10,0
18586,6920,Item,1,0,10,0
18587,6920,Item,2,0,21,0
18588,6920,Item,6,0,720,0
18589,7017,Item,1,0,10,0
18590,7017,Item,3,0,16,0
18591,7017,Item,7,0,256,0
18592,7018,Item,1,0,16,0
18593,7018,Item,4,0,10,0
18594,7018,Item,12,0,3,0
18595,7019,Item,1,0,10,0
18596,7019,Item,2,0,16,0
18597,7019,Item,11,0,4,0
18598,6936,Item,1,0,6,0
18599,6936,Item,2,0,6,0
18600,6936,Item,3,0,13,0
18601,6936,Item,7,0,264,0
18602,6937,Item,1,0,13,0
18603,6937,Item,2,0,6,0
18604,6937,Item,4,0,6,0
18605,6937,Item,12,0,3,0
18606,6938,Item,1,0,6,0
18607,6938,Item,2,0,13,0
18608,6938,Item,4,0,6,0
18609,6938,Item,11,0,4,0
18610,6990,Item,1,0,16,0
18611,6990,Item,2,0,16,0
18612,6990,Item,3,0,33,0
18613,6990,Item,7,0,264,0
18614,6991,Item,1,0,33,0
18615,6991,Item,2,0,16,0
18616,6991,Item,4,0,16,0
18617,6991,Item,12,0,3,0
18618,6992,Item,1,0,16,0
18619,6992,Item,2,0,33,0
18620,6992,Item,4,0,16,0
18621,6992,Item,11,0,4,0
18622,6963,Item,1,0,6,0
18623,6963,Item,2,0,6,0
18624,6963,Item,3,0,13,0
18625,6963,Item,7,0,272,0
18626,6964,Item,1,0,13,0
18627,6964,Item,2,0,6,0
18628,6964,Item,4,0,6,0
18629,6964,Item,12,0,3,0
18630,6965,Item,1,0,6,0
18631,6965,Item,2,0,13,0
18632,6965,Item,4,0,6,0
18633,6965,Item,11,0,4,0
18634,7020,Item,0,0,8,0
18635,7020,Item,1,0,16,0
18636,7020,Item,4,0,8,0
18637,7020,Item,8,0,534,0
18638,7021,Item,0,0,8,0
18639,7021,Item,1,0,16,0
18640,7021,Item,2,0,8,0
18641,7021,Item,59,0,10,0
18642,7022,Item,0,0,8,0
18643,7022,Item,1,0,8,0
18644,7022,Item,2,0,16,0
18645,7022,Item,6,0,634,0
18646,7023,Item,1,0,8,0
18647,7023,Item,2,0,8,0
18648,7023,Item,3,0,16,0
18649,7023,Item,7,0,288,0
18650,7024,Item,1,0,16,0
18651,7024,Item,2,0,8,0
18652,7024,Item,4,0,8,0
18653,7024,Item,12,0,3,0
18654,7025,Item,1,0,8,0
18655,7025,Item,2,0,16,0
18656,7025,Item,4,0,8,0
18657,7025,Item,11,0,5,0
18658,6939,Item,0,0,7,0
18659,6939,Item,1,0,15,0
18660,6939,Item,4,0,7,0
18661,6939,Item,8,0,654,0
18662,6941,Item,0,0,7,0
18663,6941,Item,1,0,7,0
18664,6941,Item,2,0,15,0
18665,6941,Item,6,0,656,0
18666,6942,Item,1,0,7,0
18667,6942,Item,2,0,7,0
18668,6942,Item,3,0,15,0
18669,6942,Item,7,0,296,0
18670,6943,Item,1,0,15,0
18671,6943,Item,2,0,7,0
18672,6943,Item,4,0,7,0
18673,6943,Item,12,0,3,0
18674,6944,Item,1,0,7,0
18675,6944,Item,2,0,15,0
18676,6944,Item,4,0,7,0
18677,6944,Item,11,0,5,0
18678,6993,Item,0,0,19,0
18679,6993,Item,1,0,39,0
18680,6993,Item,4,0,19,0
18681,6993,Item,8,0,654,0
18682,6994,Item,0,0,19,0
18683,6994,Item,1,0,39,0
18684,6994,Item,2,0,19,0
18685,6994,Item,59,0,10,0
18686,6995,Item,0,0,19,0
18687,6995,Item,1,0,19,0
18688,6995,Item,2,0,39,0
18689,6995,Item,6,0,656,0
18690,6996,Item,1,0,19,0
18691,6996,Item,2,0,19,0
18692,6996,Item,3,0,39,0
18693,6996,Item,7,0,296,0
18694,6997,Item,1,0,39,0
18695,6997,Item,2,0,19,0
18696,6997,Item,4,0,19,0
18697,6997,Item,12,0,3,0
18698,6998,Item,1,0,19,0
18699,6998,Item,2,0,39,0
18700,6998,Item,4,0,19,0
18701,6998,Item,11,0,5,0
18702,6966,Item,0,0,8,0
18703,6966,Item,1,0,16,0
18704,6966,Item,4,0,8,0
18705,6966,Item,8,0,654,0
18706,6967,Item,0,0,8,0
18707,6967,Item,1,0,16,0
18708,6967,Item,2,0,8,0
18709,6967,Item,59,0,10,0
18710,6968,Item,0,0,8,0
18711,6968,Item,1,0,8,0
18712,6968,Item,2,0,16,0
18713,6968,Item,6,0,676,0
18714,6969,Item,1,0,8,0
18715,6969,Item,2,0,8,0
18716,6969,Item,3,0,16,0
18717,6969,Item,7,0,304,0
18718,6970,Item,1,0,16,0
18719,6970,Item,2,0,8,0
18720,6970,Item,4,0,8,0
18721,6970,Item,12,0,3,0
18722,6971,Item,1,0,8,0
18723,6971,Item,2,0,16,0
18724,6971,Item,4,0,8,0
18725,6971,Item,11,0,5,0
18726,7026,Item,0,0,9,0
18727,7026,Item,1,0,19,0
18728,7026,Item,4,0,9,0
18729,7026,Item,8,0,654,0
18730,7027,Item,0,0,9,0
18731,7027,Item,1,0,19,0
18732,7027,Item,2,0,9,0
18733,7027,Item,59,0,10,0
18734,7028,Item,0,0,9,0
18735,7028,Item,1,0,9,0
18736,7028,Item,2,0,19,0
18737,7028,Item,6,0,720,0
18738,7083,Item,1,0,10,0
18739,7083,Item,2,0,10,0
18740,7083,Item,3,0,21,0
18741,7083,Item,7,0,320,0
18742,7084,Item,1,0,21,0
18743,7084,Item,2,0,10,0
18744,7084,Item,4,0,10,0
18745,7084,Item,12,0,3,0
18746,7085,Item,1,0,10,0
18747,7085,Item,2,0,21,0
18748,7085,Item,4,0,10,0
18749,7085,Item,11,0,5,0
18750,7086,Item,0,0,10,0
18751,7086,Item,1,0,21,0
18752,7086,Item,3,0,10,0
18753,7086,Item,56,0,2000,0
18754,7191,Item,1,0,9,0
18755,7191,Item,2,0,9,0
18756,7191,Item,3,0,19,0
18757,7191,Item,7,0,320,0
18758,7192,Item,1,0,19,0
18759,7192,Item,2,0,9,0
18760,7192,Item,4,0,9,0
18761,7192,Item,12,0,3,0
18762,7193,Item,1,0,9,0
18763,7193,Item,2,0,19,0
18764,7193,Item,4,0,9,0
18765,7193,Item,11,0,5,0
18766,7194,Item,0,0,9,0
18767,7194,Item,1,0,19,0
18768,7194,Item,3,0,9,0
18769,7194,Item,56,0,2000,0
18770,6945,Item,0,0,9,0
18771,6945,Item,1,0,18,0
18772,6945,Item,4,0,9,0
18773,6945,Item,8,0,654,0
18774,6946,Item,0,0,9,0
18775,6946,Item,1,0,18,0
18776,6946,Item,2,0,9,0
18777,6946,Item,59,0,10,0
18778,6947,Item,0,0,9,0
18779,6947,Item,1,0,9,0
18780,6947,Item,2,0,18,0
18781,6947,Item,6,0,742,0
18782,6999,Item,0,0,22,0
18783,6999,Item,1,0,45,0
18784,6999,Item,4,0,22,0
18785,6999,Item,8,0,654,0
18786,7000,Item,0,0,22,0
18787,7000,Item,1,0,45,0
18788,7000,Item,2,0,22,0
18789,7000,Item,59,0,10,0
18790,7001,Item,0,0,22,0
18791,7001,Item,1,0,22,0
18792,7001,Item,2,0,45,0
18793,7001,Item,6,0,742,0
18794,7110,Item,1,0,9,0
18795,7110,Item,2,0,9,0
18796,7110,Item,3,0,18,0
18797,7110,Item,7,0,328,0
18798,7111,Item,1,0,18,0
18799,7111,Item,2,0,9,0
18800,7111,Item,4,0,9,0
18801,7111,Item,12,0,4,0
18802,7112,Item,1,0,9,0
18803,7112,Item,2,0,18,0
18804,7112,Item,4,0,9,0
18805,7112,Item,11,0,5,0
18806,7113,Item,0,0,9,0
18807,7113,Item,1,0,18,0
18808,7113,Item,3,0,9,0
18809,7113,Item,56,0,2200,0
18810,7164,Item,1,0,22,0
18811,7164,Item,2,0,22,0
18812,7164,Item,3,0,45,0
18813,7164,Item,7,0,328,0
18814,7165,Item,1,0,45,0
18815,7165,Item,2,0,22,0
18816,7165,Item,4,0,22,0
18817,7165,Item,12,0,4,0
18818,7166,Item,1,0,22,0
18819,7166,Item,2,0,45,0
18820,7166,Item,4,0,22,0
18821,7166,Item,11,0,5,0
18822,7167,Item,0,0,22,0
18823,7167,Item,1,0,22,0
18824,7167,Item,3,0,22,0
18825,7167,Item,56,0,2200,0
18826,6972,Item,0,0,9,0
18827,6972,Item,1,0,18,0
18828,6972,Item,4,0,9,0
18829,6972,Item,8,0,774,0
18830,6973,Item,0,0,9,0
18831,6973,Item,1,0,18,0
18832,6973,Item,2,0,9,0
18833,6973,Item,59,0,10,0
18834,6563,Npc,10,0,100,0
18835,6973,Npc,86,0,10,0
18839,3302,Npc,6,1,-50,0
18842,2065,Buff,10,0,-20,0
18851,16391,Item,1,0,1,0
18852,3990,Npc,51,0,-800,0
18855,2068,Buff,85,0,170,0
18857,2039,Buff,1,0,10,0
18858,2039,Buff,3,0,10,0
18860,7607,Npc,10,0,70,0
18861,7607,Npc,6,1,130,0
18862,2073,Buff,4,0,10,0
18867,2076,Buff,1,0,15,0
18869,2077,Buff,10,0,4,0
18870,2077,Buff,54,0,50,0
18871,2077,Buff,55,0,50,0
18872,2078,Buff,77,0,50,0
18873,2078,Buff,82,0,50,0
18878,2079,Buff,79,0,50,0
18879,2079,Buff,84,0,50,0
18880,2080,Buff,78,0,50,0
18881,2080,Buff,83,0,50,0
18882,2081,Buff,3,0,15,0
18883,2082,Buff,6,0,144,0
18884,2082,Buff,64,0,61,0
18886,2083,Buff,71,0,-50,0
18888,2084,Buff,68,0,25,0
18890,2085,Buff,53,0,50,0
18892,2086,Buff,0,0,15,0
18893,2087,Buff,6,0,144,0
18894,2087,Buff,8,0,105,0
18895,2088,Buff,67,0,50,0
18896,2089,Buff,51,0,50,0
18897,2090,Buff,81,0,50,0
18898,2091,Buff,1,0,6,0
18899,2092,Buff,10,0,2,0
18900,2093,Buff,3,0,6,0
18901,2094,Buff,7,0,54,0
18902,2094,Buff,64,0,35,0
18903,2092,Buff,54,0,30,0
18904,2092,Buff,55,0,30,0
18905,2095,Buff,0,0,6,0
18906,2096,Buff,6,0,54,0
18907,2096,Buff,8,0,54,0
18910,1004,Buff,34,0,5000,0
18911,1004,Buff,35,0,5000,0
18915,2113,Buff,54,0,333,0
18916,2113,Buff,55,0,333,0
18917,2113,Buff,51,0,250,0
18918,2113,Buff,52,0,250,0
18919,2113,Buff,71,0,-80,0
18920,2113,Buff,53,0,250,0
18921,2114,Buff,54,0,333,0
18922,2114,Buff,55,0,333,0
18923,2114,Buff,51,0,250,0
18924,2114,Buff,52,0,250,0
18925,2114,Buff,71,0,-80,0
18926,2114,Buff,53,0,250,0
18927,2113,Buff,58,0,700,0
18928,2114,Buff,58,0,700,0
18929,2117,Buff,10,0,-20,0
18930,2117,Buff,54,0,-200,0
18931,2117,Buff,55,0,-200,0
18932,2117,Buff,71,0,200,0
18933,2118,Buff,10,0,-20,0
18934,2118,Buff,54,0,-200,0
18935,2118,Buff,55,0,-200,0
18936,2118,Buff,71,0,200,0
18937,2119,Buff,20,1,-100,0
18938,2119,Buff,21,1,-100,0
18939,2119,Buff,22,1,-100,0
18940,2119,Buff,59,1,-100,0
18941,2119,Buff,60,1,-100,0
18942,2120,Buff,20,1,-100,0
18943,2120,Buff,21,1,-100,0
18944,2120,Buff,22,1,-100,0
18945,2120,Buff,59,1,-100,0
18946,2120,Buff,60,1,-100,0
18947,2131,Buff,10,0,-40,0
18948,2132,Buff,10,0,-60,0
18949,2133,Buff,54,0,-600,0
18950,2133,Buff,55,0,-600,0
18951,2133,Buff,10,0,-50,0
18959,8554,Npc,10,0,70,0
18960,8566,Npc,6,1,-90,0
18961,8566,Npc,33,1,-70,0
18962,2145,Buff,0,0,1,0
18963,2145,Buff,1,0,1,0
18964,2145,Buff,2,0,1,0
18965,2145,Buff,3,0,1,0
18966,2145,Buff,4,0,1,0
18967,2143,Buff,54,0,500,0
18968,2143,Buff,55,0,500,0
18969,2143,Buff,71,0,-500,0
18970,2147,Buff,51,0,500,0
18971,2147,Buff,52,0,500,0
18972,2147,Buff,53,0,500,0
18973,2148,Buff,51,0,-500,0
18974,2148,Buff,52,0,-500,0
18975,2148,Buff,53,0,-500,0
18976,18439,Item,0,0,2,0
18977,18439,Item,1,0,1,0
18978,18439,Item,2,0,2,0
18979,18439,Item,3,0,1,0
18980,18439,Item,4,0,2,0
18981,4356,Npc,10,0,20,0
18983,2151,Buff,6,1,1000,0
18984,2151,Buff,7,1,1000,0
18985,2151,Buff,10,0,100,0
18986,4324,Npc,10,0,20,0
18987,4325,Npc,10,0,20,0
18988,4326,Npc,64,0,600,0
18989,4326,Npc,8,0,600,0
18990,4326,Npc,10,0,20,0
18991,2152,Buff,54,0,1000,0
18993,2152,Buff,55,0,1000,0
18996,4327,Npc,10,0,20,0
18997,4328,Npc,80,0,150,0
18998,4328,Npc,85,0,150,0
19000,4328,Npc,10,0,20,0
19001,4329,Npc,54,0,-300,0
19002,4329,Npc,81,0,150,0
19003,4334,Npc,10,0,20,0
19004,4334,Npc,8,0,600,0
19005,4334,Npc,64,0,600,0
19006,4333,Npc,10,0,20,0
19009,4332,Npc,10,0,20,0
19012,4331,Npc,10,0,20,0
19013,4329,Npc,10,0,20,0
19014,2156,Buff,54,0,-600,0
19015,2156,Buff,55,0,-600,0
19016,2156,Buff,10,0,-50,0
19023,2165,Buff,33,0,20000,0
19024,2165,Buff,34,0,20000,0
19025,2165,Buff,87,0,20000,0
19026,2165,Buff,71,0,-100,0
19027,2165,Buff,54,0,100,0
19028,2165,Buff,55,0,100,0
19029,8598,Npc,6,1,-70,0
19030,8590,Npc,10,0,50,0
19031,8591,Npc,10,0,50,0
19032,8561,Npc,6,1,50,0
19033,8627,Npc,6,0,900000,0
19034,8627,Npc,7,0,900000,0
19035,2170,Buff,34,0,63000,0
19036,2171,Buff,11,1,30,0
19037,2171,Buff,12,1,30,0
19038,2172,Buff,34,0,90000,0
19039,2173,Buff,34,0,117000,0
19040,2175,Buff,34,0,144000,0
19041,2342,Npc,10,0,20,0
19042,2343,Npc,10,0,20,0
19043,2344,Npc,10,0,20,0
19044,2345,Npc,10,0,20,0
19045,2360,Npc,10,0,20,0
19046,2361,Npc,10,0,20,0
19047,2362,Npc,10,0,20,0
19048,2363,Npc,10,0,20,0
19049,2382,Npc,10,0,20,0
19050,2383,Npc,10,0,20,0
19051,2206,Buff,64,0,1240,0
19052,2207,Buff,64,0,1580,0
19053,2208,Buff,64,0,1960,0
19055,2210,Buff,12,1,500,0
19056,121,Housing,8,0,2000000,0
19057,121,Housing,64,0,2000000,0
19063,143,Buff,33,0,30000,0
19079,2214,Buff,88,0,-40,0
19086,121,Housing,11,1,-100,0
19087,119,Housing,8,0,2000000,0
19088,119,Housing,64,0,2000000,0
19089,119,Housing,11,1,-100,0
19090,56,Slave,8,0,2000,0
19091,56,Slave,6,0,2000,0
19092,57,Slave,8,0,2000,0
19093,57,Slave,6,0,2000,0
19094,58,Slave,8,0,5000000,0
19095,58,Slave,6,0,29870,0
19096,58,Slave,64,0,5000000,0
19108,26,Housing,11,1,-100,0
19109,135,Housing,8,0,2000000,0
19110,135,Housing,64,0,2000000,0
19111,135,Housing,11,1,-100,0
19112,26,Housing,8,0,2000000,0
19113,26,Housing,64,0,2000000,0
19114,156,Housing,8,0,2000000,0
19115,156,Housing,64,0,2000000,0
19116,156,Housing,11,1,-100,0
19117,120,Housing,8,0,2000000,0
19118,120,Housing,64,0,2000000,0
19119,120,Housing,11,1,-100,0
19120,122,Housing,8,0,2000000,0
19121,123,Housing,8,0,2000000,0
19122,124,Housing,8,0,2000000,0
19123,125,Housing,8,0,2000000,0
19124,126,Housing,8,0,2000000,0
19125,127,Housing,8,0,2000000,0
19126,128,Housing,8,0,2000000,0
19127,129,Housing,8,0,2000000,0
19128,130,Housing,8,0,2000000,0
19129,122,Housing,64,0,2000000,0
19130,123,Housing,64,0,2000000,0
19131,124,Housing,64,0,2000000,0
19132,125,Housing,64,0,2000000,0
19133,126,Housing,64,0,2000000,0
19134,127,Housing,64,0,2000000,0
19135,128,Housing,64,0,2000000,0
19136,129,Housing,64,0,2000000,0
19137,130,Housing,64,0,2000000,0
19138,122,Housing,11,1,-100,0
19139,123,Housing,11,1,-100,0
19140,124,Housing,11,1,-100,0
19141,125,Housing,11,1,-100,0
19142,126,Housing,11,1,-100,0
19143,127,Housing,11,1,-100,0
19144,128,Housing,11,1,-100,0
19145,129,Housing,11,1,-100,0
19146,130,Housing,11,1,-100,0
19147,8554,Npc,67,0,10000,0
19152,8554,Npc,68,0,10000,0
19155,8766,Npc,8,0,10000,0
19156,8766,Npc,64,0,10000,0
19159,8766,Npc,68,0,2000,0
19160,5,Slave,10,0,100,0
19161,5,Slave,72,0,100,0
19162,5,Slave,6,0,37420,0
19163,5,Slave,8,0,2000000,0
19164,5,Slave,64,0,2000000,0
19165,8775,Npc,67,0,10000,0
19166,8776,Npc,67,0,10000,0
19168,8766,Npc,6,1,100,0
19169,8776,Npc,8,0,10000,0
19170,8776,Npc,64,0,10000,0
19176,8591,Npc,6,1,50,0
19177,8590,Npc,6,1,50,0
19178,2245,Buff,10,0,-78,0
19179,4957,Npc,10,0,20,0
19180,4980,Npc,10,0,20,0
19181,4979,Npc,10,0,20,0
19182,4955,Npc,10,0,20,0
19183,4982,Npc,10,0,20,0
19184,2331,Npc,10,0,20,0
19185,2332,Npc,10,0,20,0
19188,2247,Buff,8,0,100000,0
19189,2247,Buff,64,0,300000,0
19190,2250,Buff,8,1,-100,0
19191,2250,Buff,64,1,-100,0
19192,16390,Item,4,0,1,0
19193,2252,Buff,10,0,-50,0
19194,2252,Buff,72,0,-50,0
19195,2252,Buff,66,0,-50,0
19196,55,Slave,10,0,100,0
19197,55,Slave,72,0,100,0
19199,8793,Npc,10,0,30,0
19200,8794,Npc,10,0,20,0
19203,8794,Npc,68,0,10000,0
19204,8794,Npc,67,0,10000,0
19205,8793,Npc,8,0,20000,0
19206,8793,Npc,64,0,20000,0
19207,8793,Npc,6,1,80,0
19208,60,Slave,10,0,100,0
19209,60,Slave,72,0,100,0
19210,8799,Npc,10,0,30,0
19211,8799,Npc,8,0,20000,0
19212,8799,Npc,64,0,20000,0
19213,8799,Npc,6,1,80,0
19214,2263,Buff,77,0,200,0
19215,2264,Buff,10,0,-50,0
19216,2268,Buff,10,0,30,0
19218,8014,Npc,6,1,-95,0
19219,2247,Buff,6,1,1000,0
19220,8778,Npc,6,1,-60,0
19229,8023,Npc,6,1,-10,0
19230,2277,Buff,10,0,40,0
19231,2278,Buff,10,0,40,0
19232,2285,Buff,10,0,300,0
19233,2284,Buff,10,0,300,0
19234,8809,Npc,6,1,-99,0
19235,8810,Npc,6,1,-99,0
19236,8814,Npc,6,1,-99,0
19237,7607,Item,0,0,11,0
19238,7607,Item,1,0,22,0
19239,7607,Item,3,0,11,0
19240,7607,Item,79,0,20,0
19241,7605,Item,0,0,11,0
19242,7605,Item,1,0,11,0
19243,7605,Item,2,0,22,0
19244,7605,Item,8,0,894,0
19245,7612,Item,0,0,25,0
19246,7612,Item,1,0,12,0
19247,7612,Item,2,0,12,0
19248,7612,Item,6,0,994,0
19249,15222,Item,0,0,3,0
19250,15222,Item,2,0,2,0
19251,15258,Item,0,0,3,0
19252,15258,Item,2,0,2,0
19253,143,Buff,87,0,30000,0
